"Electorate Number #","Electorate Name","Voting Place ID","Voting Place Suburb","Voting Place Address","NZTM2000 Northing","NZTM2000 Easting","WGS84 Latitude","WGS84 Longitude"
54,"Tukituki",2383,"Parkvale","Parkvale School Hall, 1217 Howard Street",5603722.596,1931238.272,-39.65215198,176.8604324
54,"Tukituki",2384,"Parkvale","Takitimu Performing Arts School, 706 Albert Street",5604683.404,1930918.703,-39.64363806,176.8562353
54,"Tukituki",2385,"Poukawa","Poukawa School, 107 Poukawa Road",5592341.187,1918972.224,-39.7591457,176.7232696
54,"Tukituki",2386,"Pukahu","Riverbend Bible Church, 354 Te Aute Road",5600798.385,1929464.389,-39.67912562,176.8412599
54,"Tukituki",2387,"Pukehamoamoa","Pukehamoamoa School, 11 Matapiro Road",5616022.805,1916467.939,-39.54714271,176.6827629
54,"Tukituki",2388,"Pukehou","Pukehou School, 174 State Highway 2",5584345.826,1911031.48,-39.83397448,176.6345445
54,"Tukituki",2389,"Raukawa","Raukawa Hall, 1403 Raukawa Road",5597773.861,1911898.939,-39.71291282,176.6382909
54,"Tukituki",2390,"Raureka","Ebbett Park School Hall, 600 Oliphant Road",5604749.709,1928347.286,-39.64403229,176.8263004
54,"Tukituki",2391,"Raureka","Raureka School Hall, 916 Gordon Road",5605373.239,1928196.972,-39.63848425,176.8242432
54,"Tukituki",2392,"Sherenden","Sherenden School, 2129 Taihape Road",5621013.438,1907401.248,-39.50555576,176.5751436
54,"Tukituki",2393,"Springhill","Springhill Community Hall, 1017 Wakarara Road",5582790.807,1889315.96,-39.85563,176.3819075
54,"Tukituki",1266,"Te Awanga","Te Awanga Community Centre, 1 Wellwood Terrace",5605460.184,1941560.858,-39.63247569,176.9795721
54,"Tukituki",2396,"Tikokino","Tikokino School, 43 Owen Street",5586367.825,1895587.442,-39.8213003,176.453479
54,"Tukituki",1267,"Twyford","Twyford School, 142 Twyford Road",5609618.458,1926025.696,-39.60114704,176.7969061
54,"Tukituki",2398,"Waimarama","Mr Huggett's Garage, Redbridge, 585 Waimarama Road",5596039.758,1936876.537,-39.71901253,176.9299192
54,"Tukituki",3796,"Waimarama","Waimarama School, 27 Taupunga Road",5586448.379,1941318.702,-39.80345878,176.9865994
54,"Tukituki",2404,"Waiwhare","Waiwhare Community Centre, 27 River Road",5627580.92,1900776.949,-39.44883156,176.4952766
55,"Upper Harbour",7,"Glenfield","Meadowood Community House, 55 Meadowood Drive (off Unsworth Drive)",5931199.105,1753726.894,-36.75251214,174.7220933
55,"Upper Harbour",10,"Glenfield","Target Road Primary School, 80 Target Road",5930026.125,1754646.224,-36.762932,174.7326254
55,"Upper Harbour",20,"Glenfield","Westminster Christian School, 31 Westminster Gardens",5930262.973,1752644.945,-36.76112218,174.7101652
55,"Upper Harbour",9,"Glenfield","Manuka Primary School, 34 Manuka Road",5928732.338,1753228.045,-36.77482025,174.7170029
55,"Upper Harbour",8,"Glenfield","Bayview School, 60 Bayview Road",5929020.318,1752260.554,-36.77238128,174.7061085
55,"Upper Harbour",3681,"Greenhithe","Upper Harbour Primary School, 140 Kyle Road",5930099.685,1750555.527,-36.76292767,174.6867978
55,"Upper Harbour",3207,"Greenhithe","Greenhithe School Hall, Sunnyview Road entrance",5928782.649,1749457.952,-36.77496906,174.6747637
55,"Upper Harbour",3203,"Greenhithe","St Michael's Anglican Church Hall, 12 Greenhithe Road",5928755.766,1749056.474,-36.77527454,174.6702719
55,"Upper Harbour",3999,"Hobsonville","Hobsonville Point Primary School,  18 De Havilland Road",5926732.973,1748334.238,-36.79361517,174.6625757
55,"Upper Harbour",2521,"Hobsonville","Hobsonville Public Hall, 397 Hobsonville Road",5926176.734,1746924.027,-36.7988473,174.6468829
55,"Upper Harbour",2522,"Hobsonville","Hobsonville Primary School, 104 Hobsonville Road",5925453.151,1746035.201,-36.80550506,174.6370625
55,"Upper Harbour",2541,"West Harbour","Marina View School, 97-99 Marina View Drive",5924398.794,1746345.728,-36.81495792,174.640745
55,"Upper Harbour",2928,"West Harbour","West Harbour Alliance Church, 145 Moire Road",5923923.185,1745326.485,-36.81940076,174.6294129
55,"Upper Harbour",3862,"West Harbour","Westgate Baptist Church, 67 Hobsonville Road",5924208.507,1744712.332,-36.81692385,174.6224752
55,"Upper Harbour",2542,"West Harbour","West Harbour Primary School, Sumich Place entrance",5923583.598,1744713.599,-36.82255476,174.6226083
55,"Upper Harbour",2525,"Massey","Colwill School, 30-32 Kintara Drive",5922292.584,1745608.09,-36.83405084,174.6328814
55,"Upper Harbour",2529,"Massey","Royal Road School, 112 Royal Road",5922579.889,1744293.686,-36.83166342,174.6180922
55,"Upper Harbour",2528,"Massey","Lincoln Heights School, 16 Keegan Drive",5921112.331,1744410.637,-36.84486982,174.6196821
55,"Upper Harbour",3578,"Massey","Massey High School, 274 Don Buck Road",5921503.97,1742769.082,-36.8415901,174.6012037
55,"Upper Harbour",3579,"Massey","Don Buck School, 124 Don Buck Road",5920425.651,1743527.141,-36.85119214,174.6099063
56,"Waikato",1691,"Aka Aka","Aka Aka School, 809 Aka Aka-Otaua Road",5872181.753,1759920.507,-37.28323159,174.8039764
56,"Waikato",980,"Fencourt","Goodwood School, 517 Fencourt Road",5808780.816,1817516.926,-37.84249219,175.4720194
56,"Waikato",2973,"Glen Murray","Glen Murray Community Hall, 2400 State Highway 22",5854162.067,1774066.523,-37.44302407,174.9677034
56,"Waikato",662,"Gordonton","Gordonton School, 50 Woodlands Road",5828674.981,1803562.667,-37.66654836,175.3079804
56,"Waikato",1697,"Harrisville","Harrisville School, 202 Harrisville Road",5876721.666,1773104.491,-37.23997301,174.951566
56,"Waikato",982,"Hinuera","Hinuera School, corner Highway 29 & Hinuera Road",5803837.349,1842542.931,-37.88068558,175.757805
56,"Waikato",1699,"Huntly","Civic Centre, Riverside Room, 148 Main Street",5840844.428,1790650.037,-37.55971074,175.1585045
56,"Waikato",4112,"Huntly","Huntly War Memorial Hall, corner Tahua & Wight Streets",5841783.033,1790864.199,-37.55121223,175.1606834
56,"Waikato",1704,"Huntly","Huntly West Primary School, Paki Street",5840949.226,1789914.736,-37.55891868,175.1501578
56,"Waikato",1700,"Huntly","Kimihia School, Tamihana Avenue",5842650.776,1791872.242,-37.54318705,175.1718606
56,"Waikato",1702,"Huntly","St Anthonys Catholic School, 102 Bailey Street",5843387.405,1790975.854,-37.53673825,175.1615291
56,"Waikato",1703,"Huntly","Huntly West Kindergarten, 26 Smith Avenue",5840261.598,1789604.831,-37.56517613,175.1468292
56,"Waikato",985,"Karapiro","Karapiro School, 705 State Highway 1",5800472.092,1824474.932,-37.91561903,175.5536075
56,"Waikato",988,"Kiwitahi","Kiwitahi School, 8 Chepmell Road",5819889.486,1827632.543,-37.74000096,175.5833882
56,"Waikato",726,"Mangatawhiri","Mangatawhiri School, 15 McKenzie Road",5879298.025,1788374.99,-37.21380385,175.1229699
56,"Waikato",1705,"Maramarua","Maramarua School, 2200 State Highway 2",5874953.451,1797579.39,-37.25103233,175.2277845
56,"Waikato",992,"Matamata","Matamata College, 121 Firth Street",5810952.84,1843861.725,-37.81627582,175.7703845
56,"Waikato",994,"Matamata","Matamata Primary School, 115a  Broadway",5811438.977,1844443.265,-37.81174382,175.7768199
56,"Waikato",993,"Matamata","Memorial Centre, Tainui Street",5811496.547,1844147.025,-37.81130479,175.7734389
56,"Waikato",673,"Matangi","Matangi School, 599 Matangi Road",5813278.009,1810734.829,-37.80358606,175.3936965
56,"Waikato",1707,"Mercer","Mercer School, 15 Glass Road",5872541.07,1782558.47,-37.27582858,175.0591135
56,"Waikato",1708,"Meremere","Meremere School, Heather Green Avenue",5867846.205,1783709.379,-37.31789375,175.073248
56,"Waikato",997,"Morrinsville","David Street School, 45 David Street",5830011.261,1822639.363,-37.65008656,175.5236789
56,"Waikato",998,"Morrinsville","Kai-a-te-mata Marae, Kereone Road",5827922.37,1824399.41,-37.66846764,175.5442538
56,"Waikato",999,"Morrinsville","Methodist Church Hall, 318 Thames Street",5829221.13,1823252.148,-37.65705262,175.5308604
56,"Waikato",996,"Morrinsville","Morrinsville College, Alexandra Avenue",5829903.715,1823553.866,-37.65083281,175.5340687
56,"Waikato",1001,"Motumaoho","Motumaoho School, 2085 State Highway 26",5826225.353,1817931.859,-37.6853079,175.471495
56,"Waikato",3334,"Naike","Naike Community Hall (old school), State Highway 22",5846149.802,1772772.029,-37.51544478,174.954958
56,"Waikato",674,"Newstead","Newstead School, 429 Morrinsville Road",5816346.326,1807756.231,-37.77663659,175.3590106
56,"Waikato",1710,"Ngaruawahia","Ngaruawahia Primary School, Galileo Street",5828574.928,1789797.852,-37.67039963,175.1520465
56,"Waikato",1711,"Ngaruawahia","Turangawaewae Marae, River Road",5829391.291,1789935.573,-37.66301813,175.1533945
56,"Waikato",1712,"Ngaruawahia","Waipa School, Kia Toa Road",5827955.473,1789579.798,-37.67602417,175.1497367
56,"Waikato",1713,"Ohinewai","Ohinewai School, 39 Ohinewai South Road",5848259.853,1790758.592,-37.49289596,175.1578071
56,"Waikato",1003,"Okauia","Okauia Hall, 375 Okauia Springs Road",5814391.527,1850889.929,-37.78341641,175.8489486
56,"Waikato",1714,"Onewhero","Onewhero Area School, Hall Road",5866557.238,1769766.651,-37.33215786,174.9162763
56,"Waikato",1715,"Orini","Orini Combined School, 1389 Orini Road",5841074.701,1804586.576,-37.55464752,175.3161131
56,"Waikato",1716,"Otaua","Otaua School, 53 Maioro Road",5869725.851,1754321.051,-37.30630446,174.7413492
56,"Waikato",1720,"Pokeno","Pokeno School, 54 Pokeno Road",5876213.9,1778712.755,-37.24348854,175.0148798
56,"Waikato",3590,"Port Waikato","Port Waikato Community Hall, Sunset Beach Car Park, Maunsell Road",5859517.295,1751448.019,-37.39875472,174.7110303
56,"Waikato",1722,"Pukekawa","Pukekawa School, 803 Highway 22",5865363.138,1775949.118,-37.34176426,174.9863079
56,"Waikato",1729,"Pukemiro","Pukemiro School, 4 John Avenue",5834080.187,1779477.502,-37.62288644,175.0337444
56,"Waikato",1730,"Pukeoware","Pukeoware School, 479 Baldhill Road",5876738.151,1757429.361,-37.24260473,174.7749236
56,"Waikato",676,"Puketaha","Puketaha School, 395 Puketaha Road",5822693.971,1805138.595,-37.72006197,175.3275187
56,"Waikato",1733,"Rangiriri","Rangiriri School, 39 Rangiriri Road",5855304.422,1788702.165,-37.4298648,175.1327564
56,"Waikato",1734,"Ruawaro","Central Districts Memorial Hall, 757 Hetherington Roads",5843459.921,1784090.682,-37.53748553,175.0836303
56,"Waikato",679,"Tamahere","Tamahere School, 37 Devine Road",5810740.903,1807219.646,-37.82723846,175.3545254
56,"Waikato",1735,"Taupiri","Taupiri School, Green Lane Road",5834797.375,1793102.435,-37.61366547,175.187846
56,"Waikato",680,"Tauwhare","Tauwhare School, 20 Scotmans Valley Road",5816547.537,1816267.592,-37.77285083,175.4555147
56,"Waikato",1738,"Te Kauwhata","Te Kauwhata College, Waerenga Road",5858519.58,1790239.783,-37.4005897,175.1492957
56,"Waikato",1739,"Te Kohanga","Te Kohanga School, 976 Tuakau-Port Waikato Main Road",5868841.182,1763512.461,-37.31270342,174.8452116
56,"Waikato",1022,"Te Miro","Te Miro School, 443 Te Miro Road",5812533.089,1824051.624,-37.80712393,175.5450567
56,"Waikato",3333,"Te Poi","Te Poi School, 3 Stopford Road",5804706.771,1850495.681,-37.87070689,175.8478281
56,"Waikato",1744,"Tuakau","Tuakau Primary School, 6 School Road",5873859.546,1772007.649,-37.26596057,174.939868
56,"Waikato",3758,"Tuakau","Tuakau Town Hall, George Street",5874495.547,1772544.522,-37.26013161,174.9457721
56,"Waikato",1745,"Waerenga","Waerenga School, 1066 Taniwha Road",5861479.556,1800688.425,-37.37172571,175.2664573
56,"Waikato",1028,"Waharoa","Waharoa School, 32 Ward Street",5817256.002,1842638.271,-37.75985583,175.7543916
56,"Waikato",1746,"Waikaretu","Waikaretu School, 1448 Waikaretu Valley Road",5843263.071,1761856.282,-37.54343089,174.8321396
56,"Waikato",1750,"Waiterimu","Waiterimu School, 166 Waiu Road",5850120.905,1801115.397,-37.4739369,175.2743696
56,"Waikato",1031,"Walton","Walton School, Main Road",5820339.739,1837776.111,-37.73336884,175.698245
56,"Waikato",1032,"Wardville","Wairere School, Wardville Road",5821242.556,1844913.016,-37.72336007,175.7788433
56,"Waikato",1755,"Whitikahu","Whitikahu School, 763 Whitikahu Road",5834732.201,1807063.736,-37.61121458,175.3459282
57,"Waimakariri",3896,"Belfast","Belfast Salvation Army, 794 Main North Road",5189498.829,1570212.65,-43.4468202,172.6318699
57,"Waimakariri",2406,"Belfast","Belfast School, 700 Main North Road",5188741.88,1569846.707,-43.45362126,172.6273056
57,"Waimakariri",2414,"Clarkville","Clarkville School, 10 Heywards Road",5194029.902,1569502.778,-43.40599283,172.6233501
57,"Waimakariri",2415,"Cust","Cust School, 473 Earlys Road",5204300.422,1549805.68,-43.31245722,172.381037
57,"Waimakariri",3344,"Eyreton","Eyreton Hall, corner Mandeville & South Eyre Roads",5192847.327,1564862.504,-43.41643785,172.5659668
57,"Waimakariri",4063,"Fernside","Fernside Preschool, 207 O'Roarkes Road",5203423.466,1562383.903,-43.32108776,172.5360774
57,"Waimakariri",3407,"Kaiapoi","Kaiapoi Co-operating Parish, Wesley Centre, 53 Fuller Street",5196501.982,1571954.856,-43.38382921,172.6537602
57,"Waimakariri",2420,"Kaiapoi","Kaiapoi High School Auditorium,  101 Ohoka Road",5196151.512,1571326.442,-43.3869612,172.6459837
57,"Waimakariri",2421,"Kaiapoi","Kaiapoi North School, 278 Williams Street",5197379.65,1572749.57,-43.37595567,172.6636151
57,"Waimakariri",2424,"Ohoka","Ohoka School, 261 Jacksons Road",5197996.455,1566827.768,-43.37016343,172.5905542
57,"Waimakariri",2425,"Oxford","Jaycee's Room, 56 Main Street",5205761.958,1534352.141,-43.29810809,172.1906653
57,"Waimakariri",2427,"Papanui","Casebrook Intermediate, 90 Veitches Road",5185603.025,1567959.483,-43.48180554,172.6037955
57,"Waimakariri",4064,"Pegasus","Pegasus Bay School, 5 Solander Road",5204168.536,1575043.987,-43.31490553,172.6922464
57,"Waimakariri",2430,"Rangiora","Ashgrove School, 48 Seddon Street",5205793.671,1566057.136,-43.29992035,172.5815249
57,"Waimakariri",2995,"Rangiora","McAlpine Band Hall, 8a Good Street (in New World carpark)",5205516.971,1567167.168,-43.30246112,172.5951934
57,"Waimakariri",2431,"Rangiora","Rangiora Borough School, 157 King Street",5205190.87,1566769.871,-43.30538001,172.5902754
57,"Waimakariri",2432,"Rangiora","Rangiora High School, 125 East Belt (entry off Wales Street)",5206144.277,1567419.995,-43.29682359,172.5983477
57,"Waimakariri",4065,"Rangiora","Rangiora New Life School, 2 Denchs Road",5203552.671,1567589.042,-43.32016671,172.6002788
57,"Waimakariri",2441,"Swannanoa","Swannanoa School, 1305 Tram Road",5198045.489,1559131.518,-43.36934239,172.4955661
57,"Waimakariri",2443,"Tuahiwi","Tuahiwi School, 206 Tuahiwi Road",5202004.954,1571124.228,-43.33424702,172.6437956
57,"Waimakariri",2444,"View Hill","View Hill School, 496 Island Road",5205558.968,1524714.265,-43.29903332,172.071832
57,"Waimakariri",2446,"Waikuku Beach","Waikuku Beach Hall, corner Park Terrace & Domain Road",5207278.865,1576989.242,-43.28696058,172.7163649
57,"Waimakariri",2447,"West Eyreton","West Eyreton School, 1650 North Eyre Road",5200174.765,1548140.219,-43.34949168,172.360111
57,"Waimakariri",3506,"Woodend","Woodend School, Main North Road",5203087.529,1572871.601,-43.32456416,172.6654039
58,"Wairarapa",2449,"Alfredton","Alfredton School, corner Alfredton Road & Route 52",5492731.716,1841512.997,-40.68094969,175.8577668
58,"Wairarapa",2451,"Carterton","Carterton Kindergarten, 3 Victoria Street",5455174.782,1812225.973,-41.02700871,175.5243659
58,"Wairarapa",2453,"Carterton","Carterton School Hall, corner Holloway & Dixon Streets",5455219.708,1812759.05,-41.0264654,175.5306853
58,"Wairarapa",2450,"Carterton","Dalefield School, corner Dalefield & Thomas Roads",5455467.402,1808298.558,-41.02538862,175.4775938
58,"Wairarapa",2454,"Carterton","South End School, 275 High Street South",5454413.751,1811768.792,-41.03397653,175.5191941
58,"Wairarapa",2455,"Carterton","West Taratahi Community Hall, 713 Chester Road",5463917.752,1814755.667,-40.94766536,175.551391
58,"Wairarapa",2458,"Dannevirke","Dannevirke High School Canteen, Grant Street",5545282.722,1863945.592,-40.20133952,176.1010294
58,"Wairarapa",2464,"Dannevirke","Dannevirke South School Hall, corner Stairs & Hunter Streets",5544425.232,1863192.321,-40.20929043,176.0925425
58,"Wairarapa",3348,"Dannevirke","Dannevirke Sports Centre, Anderson Street",5544199.219,1864219.831,-40.21100064,176.104692
58,"Wairarapa",2461,"Dannevirke","Huia Range School, corner Cole & High Streets",5545433.863,1864627.905,-40.1997649,176.1089724
58,"Wairarapa",2462,"Dannevirke","Ruahine School, 333 Maharahara Road",5541933.328,1855496.108,-40.23409003,176.003221
58,"Wairarapa",3848,"Dannevirke","The Hub, Allardice Street",5544309.245,1863916.677,-40.21010627,176.1010896
58,"Wairarapa",2465,"Dannevirke","Totara College, 3 Ruahine Street",5546489.412,1864914.931,-40.19017841,176.1119053
58,"Wairarapa",2468,"Eketahuna","Eketahuna School, Albert Street",5496651.549,1829058.796,-40.649229,175.7091315
58,"Wairarapa",2470,"Featherston","Featherston School Hall, corner Lyons & Revans Streets",5445458.356,1795336.825,-41.11868724,175.3267223
58,"Wairarapa",2471,"Featherston","South Featherston School, South Featherston Road",5443200.888,1797384.55,-41.13851039,175.3518197
58,"Wairarapa",3847,"Gladstone","Gladstone School Hall, Te Whiti Road",5448944.024,1822940.293,-41.08021541,175.6539361
58,"Wairarapa",2475,"Greytown","Greytown School Hall, East Street",5449165.92,1806676.319,-41.08251399,175.4604286
58,"Wairarapa",2474,"Greytown","Kuranui College Student Centre, Bidwells Cutting Road",5448070.935,1805858.046,-41.09257621,175.4510622
58,"Wairarapa",2476,"Kahutara","Kahutara School Sports Centre, 990 Kahutara Road",5433380.542,1796187.668,-41.22718791,175.3407172
58,"Wairarapa",2503,"Mangamaire","Mangamaire School, 192 Tutaekara Road",5511318.713,1833143.392,-40.51610404,175.7519698
58,"Wairarapa",2504,"Mangatainoka","Mangatainoka School, corner State Highway 2 & Makuri Street",5521987.493,1842901.425,-40.41730932,175.862935
58,"Wairarapa",2480,"Martinborough","Martinborough School Hall, 14 Dublin Street",5434062.75,1805602.291,-41.21871096,175.4527173
58,"Wairarapa",2482,"Masterton","Chanel College Hall, 26 Herbert Street",5462276.232,1823439.819,-40.96010849,175.655051
58,"Wairarapa",2484,"Masterton","Courthouse, 41 Dixon Street",5463346.323,1824189.115,-40.9502739,175.6635581
58,"Wairarapa",2494,"Masterton","Douglas Park School Hall, 136 Cole Street",5463909.642,1822774.956,-40.94559155,175.6465713
58,"Wairarapa",2486,"Masterton","Fernridge School Hall, 264 Upper Plain Road",5465319.265,1820235.733,-40.93359471,175.6159346
58,"Wairarapa",2488,"Masterton","IDEA Services (IHC Centre), 46 Bentley Street",5464199.531,1823909.202,-40.94267298,175.6599276
58,"Wairarapa",3347,"Masterton","Lakeview School Hall, corner Te Ore Ore & Colombo Roads",5463570.168,1825504.394,-40.94789772,175.679087
58,"Wairarapa",3879,"Masterton","Makoura College Students Centre, corner Makora Road & Johnstone Street",5462085.05,1824381.948,-40.96157058,175.6663037
58,"Wairarapa",3346,"Masterton","Masterton Intermediate School Hall, 38 Intermediate Street",5462665.488,1822227.666,-40.95693637,175.6405224
58,"Wairarapa",2491,"Masterton","Solway School Hall, 318 Ngaumutawa Road",5462432.79,1819885.244,-40.95966427,175.6128
58,"Wairarapa",3152,"Masterton","Town Hall, 64 Chapel Street",5463483.394,1823899.085,-40.94911998,175.6600663
58,"Wairarapa",3846,"Masterton","Westside Playcentre, corner Renall Street & Ngaumutawa Road",5463805.731,1822019.813,-40.94673212,175.6376465
58,"Wairarapa",2498,"Mauriceville","Mauriceville School, 1378 Opaki-Kaiparoro Road",5482682.06,1828038.418,-40.77521822,175.7021569
58,"Wairarapa",2499,"Norsewood","Norsewood School, Coronation Street",5559427.412,1874298.18,-40.07078273,176.2164703
58,"Wairarapa",2500,"Omakere","Omakere School, 46 Long Range Road",5559827.518,1920248.057,-40.05098652,176.7540752
58,"Wairarapa",2501,"Opaki","Opaki School Hall, 36 Waipipi Road",5469366.524,1824196.015,-40.89609855,175.6614643
58,"Wairarapa",2505,"Pahiatua","Pahiatua School Hall, corner Albert Street & Mangahao Road",5518253.108,1840755.763,-40.45153472,175.839089
58,"Wairarapa",2506,"Pahiatua","Tararua District Council Chambers, 136 Main Street",5517973.012,1840774.775,-40.45404952,175.8394191
58,"Wairarapa",2507,"Pirinoa","Pirinoa School, Lake Ferry Road",5419684.568,1784411.851,-41.35323662,175.2044703
58,"Wairarapa",2508,"Pongaroa","Pongaroa School, 9 Makomako Street",5507288.941,1870535.905,-40.5410046,176.1944586
58,"Wairarapa",2509,"Porangahau","Porangahau School, Keppel Street",5532229.315,1907440.693,-40.30390327,176.6174006
58,"Wairarapa",2394,"Takapau","Takapau School Hall (Nancy Street entrance)",5564063.876,1885578.123,-40.02533501,176.3464898
58,"Wairarapa",2510,"Tinui","Tinui School, 25 Charles Street",5470249.141,1858928.119,-40.87791312,176.0728789
58,"Wairarapa",2511,"Wainuioru","Wainuioru School, Stronvar Road",5453304.191,1836167.543,-41.03725308,175.8095494
58,"Wairarapa",3167,"Waipawa","Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street",5572298.674,1906263.963,-39.9440375,176.5845825
58,"Wairarapa",2400,"Waipawa","Waipawa School, Technology Block, 6 Harker Street",5572326.768,1906734.307,-39.94361464,176.5900641
58,"Wairarapa",3168,"Waipukurau","Central Hawkes Bay College Library, 45 Tavistock Road",5565977.698,1903971.159,-40.00170456,176.5607482
58,"Wairarapa",2403,"Waipukurau","The Terrace School Staffroom, 164 Porangahau Road",5565501.219,1902875.442,-40.00638272,176.5481582
58,"Wairarapa",2402,"Waipukurau","Waipukurau School Hall, St Marys Road",5566558.058,1903499.757,-39.99665515,176.5549652
58,"Wairarapa",2514,"Weber","Weber School, Dannevirke-Weber Road",5522423.7,1881143.774,-40.40135429,176.3128163
58,"Wairarapa",2515,"Whareama","Whareama School, 82 Langdale Road",5461666.187,1855548.191,-40.95618412,176.0363551
58,"Wairarapa",2516,"Woodville","Woodville School Hall, Vogel Street",5530810.79,1843831.35,-40.33764661,175.8705084
59,"Waitaki",21,"Albury","Albury School, 5-7 Station Street",5100323.061,1429939.165,-44.23047828,170.8706095
59,"Waitaki",4009,"Alexandra","Central Otago Education Centre, 1 Ventry Street",4982336.683,1316808.034,-45.25541177,169.3908011
59,"Waitaki",1524,"Alexandra","Dunstan High School Hall, 12 Enterprise Street",4983382.219,1316452.749,-45.24587601,169.3868785
59,"Waitaki",1526,"Alexandra","St Gerard's Parish Hall, 2 Station Street (Tarbert Street entrance)",4982994.82,1317240.729,-45.24967328,169.3966791
59,"Waitaki",1527,"Ardgowan","Ardgowan School, 219 Ardgowan Road",5008245.225,1440005.052,-45.06117231,170.9678375
59,"Waitaki",4107,"Bannockburn","Coronation Hall, Hall Road",4999999.962,1297531.737,-45.08875151,169.1563707
59,"Waitaki",26,"Cave","Cave Hall, Elizabeth Street",5091599.514,1436492.759,-44.31046662,170.9498885
59,"Waitaki",1530,"Clyde","Primary School Hall, 25 Blyth Street",4989251.385,1310858.348,-45.19087773,169.3191457
59,"Waitaki",3563,"Cromwell","Memorial Hall, 36 Melmore Terrace",5004594.595,1301196.414,-45.049039,169.2055722
59,"Waitaki",1533,"Duntroon","Duntroon Primary School, Livingstone Street",5030490.521,1417144.583,-44.8555506,170.6857617
59,"Waitaki",1535,"Ettrick","Community Hall, 5155 Ettrick-Raes Junction Road (State Highway 8)",4939810.728,1316998.555,-45.63750935,169.3687638
59,"Waitaki",29,"Fairlie","Fairlie Primary School, 21 School Road",5114722.342,1425968.005,-44.09999422,170.8256864
59,"Waitaki",30,"Fairview","Barton Rural School, 462 Fairview Road",5080968.888,1454424.617,-44.40993819,171.1716305
59,"Waitaki",1536,"Five Forks","Five Forks Primary School, 1403 Kakanui Valley Road",5009100.783,1424381.069,-45.04977416,170.769834
59,"Waitaki",2890,"Geraldine","Geraldine Primary School, 73 Wilson Street",5115881.674,1459046.902,-44.09667848,171.2390598
59,"Waitaki",32,"Geraldine","High School Library, 85 McKenzie Street",5116439.85,1459795.671,-44.09179915,171.2485582
59,"Waitaki",33,"Glenavy","Glenavy School, 15 Ruane Street",5024783.274,1449897.77,-44.91454637,171.0983452
59,"Waitaki",1545,"Kakanui","Kakanui Primary School, 5 Fyfe Place",4994137.535,1434465.196,-45.18680673,170.8928515
59,"Waitaki",39,"Kingsdown","Normanby-Kingsdown Hall, Normanby Road",5076548.965,1459939.121,-44.45079869,171.2396636
59,"Waitaki",40,"Kurow","Memorial Hall, 49 Gordon Street",5043458.311,1399512.265,-44.73418745,170.4679222
59,"Waitaki",1541,"Lake Hawea","Community Centre, Myra Street",5053404.764,1303241.247,-44.611444,169.2599873
59,"Waitaki",41,"Lake Tekapo","Lake Tekapo School, Aorangi Crescent",5124464.129,1397558.959,-44.00506696,170.4747971
59,"Waitaki",1550,"Luggate","Luggate Hall, State Highway 6",5038097.06,1304818.542,-44.74960777,169.2710011
59,"Waitaki",1552,"Maheno","Maheno Primary School, 5 Short Street",4996203.056,1429831.559,-45.16712378,170.8346147
59,"Waitaki",42,"Makikihi","Makikihi School, 12 Station Road",5056245.4,1452645.648,-44.63203946,171.1422406
59,"Waitaki",1554,"Millers Flat","Millers Flat School Library, 1655 Teviot Road",4937488.049,1320372.157,-45.65974129,169.4106307
59,"Waitaki",45,"Morven","Morven School, 41 Donald Street",5035170.593,1450730.223,-44.82126434,171.1119446
59,"Waitaki",1556,"Naseby","Fire Brigade Rooms, corner Ness & Tay Streets",5010515.38,1375130.616,-45.02313856,170.145733
59,"Waitaki",3328,"Ngapara","Rugby Club Rooms, 11 Paradise Gully Road",5019654.553,1422836.217,-44.95445849,170.7539453
59,"Waitaki",3329,"Oamaru","Aoraki Polytech, 44 Humber Street",5004453.168,1440666.264,-45.09543542,170.9750255
59,"Waitaki",1560,"Oamaru","Eveline Church Hall, 424a Thames Highway",5006742.7,1441561.187,-45.07503932,170.9871158
59,"Waitaki",1561,"Oamaru","Fenwick School Hall, 25a Arun Street, (Hull Street entrance)",5003227.943,1439714.381,-45.10624254,170.9625435
59,"Waitaki",1564,"Oamaru","Garrison Band Hall, corner Severn & Isis Streets",5003925.18,1439723.837,-45.09997229,170.9628868
59,"Waitaki",1566,"Oamaru","North Otago Vintage Car Club, 1 Stoke Street",5005011.079,1439476.894,-45.09014746,170.9600981
59,"Waitaki",1567,"Oamaru","North School, 40 Torridge Street",5004861.879,1440382.939,-45.09169471,170.9715572
59,"Waitaki",1568,"Oamaru","Pembroke School, Harlech Street",5006386.437,1441210.528,-45.07816575,170.9825508
59,"Waitaki",1570,"Oamaru","St Luke's Hall, 3 Wharfe Street",5003686.743,1440087.996,-45.10219974,170.9674362
59,"Waitaki",2968,"Oamaru","Waitaki Girls' High School, 270 Thames Street",5005169.032,1440593.651,-45.08897904,170.974331
59,"Waitaki",1574,"Omakau","Primary School, 9 Deaker Street",5001321.567,1332678.507,-45.09102748,169.6028663
59,"Waitaki",48,"Omarama","Omarama School, Omarama Avenue",5069316.688,1358439.408,-44.48905414,169.9620116
59,"Waitaki",51,"Otematata","Otematata Fire Station, 1 Tasman Road",5056908.09,1377310.278,-44.60669435,170.1936863
59,"Waitaki",1575,"Oturehua","Community Hall, Ida Valley-Omakau Rd",5011635.226,1356701.927,-45.00699025,169.9126863
