Party and Electorate Candidate Votes Recorded at each polling place
"Helensville 15","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Albany","Albany Community Hall, 3/21 Library Lane",90,0,12,0,11,76,8,3,246,3,4,853,28,0,0,6,0,14,0,1354,3
,"Albany School, 6 Bass Road",95,0,3,0,6,33,2,1,219,1,4,984,23,2,0,3,0,9,0,1385,1
,"Massey University, Building 84, Gate 4, Turitea Drive, Old Albany Highway",18,0,1,0,5,12,0,0,51,2,1,207,7,0,1,2,0,0,0,307,0
,"Pinehurst School, 75 Bush Road",81,0,1,0,5,24,6,1,124,0,5,570,21,0,0,5,0,6,0,849,2
,"Upper Harbour Primary School, 140 Kyle Road",50,0,2,0,5,16,0,0,81,1,0,580,4,0,0,2,0,4,0,745,0
"Coatesville","Coatesville School, 24 Mahoenui Valley Road",111,0,2,0,12,59,8,1,81,1,6,688,16,0,0,6,0,8,0,999,0
"Dairy Flat","Dairy Flat School, 1220 State Highway 17",4,0,1,0,1,3,0,0,7,0,0,62,0,0,0,0,0,0,0,78,0
"Glenfield","Bayview Primary School, 60 Bayview Road",77,1,10,0,5,67,6,5,431,0,8,709,37,4,0,10,0,13,0,1383,7
,"Glenfield College, 52-60 Kaipatiki Road",15,0,1,0,0,18,4,1,52,0,1,134,4,0,1,3,0,3,0,237,2
,"Glenfield Community Centre, 411 Glenfield Road (corner Bentley Avenue)",13,0,0,0,1,18,5,3,106,0,0,127,9,0,0,1,0,6,0,289,2
,"Manuka Road Primary School, 34 Manuka Road",61,0,8,0,12,75,8,2,345,1,7,653,43,6,0,6,0,15,1,1243,7
"Greenhithe","Greenhithe School Hall, Isobel Road",153,0,4,2,14,72,6,3,193,0,2,1141,18,0,0,4,0,7,0,1619,1
,"St Michael's Anglican Church Hall, 12 Greenhithe Road",79,1,1,0,1,32,4,3,109,0,2,595,20,0,0,4,1,6,0,858,0
"Haranui","Haranui Marae, Haranui Road",1,0,0,0,0,4,2,1,3,0,2,7,1,0,0,0,0,0,0,21,0
"Helensville","Helensville Primary School Hall, corner Rata & Garfield Roads",88,1,4,0,2,115,19,9,433,2,14,986,84,4,0,11,0,17,1,1790,9
"Henderson","Waitakere College, 42 Rathgar Road",0,0,0,0,1,4,0,0,6,0,0,17,1,0,0,0,0,0,0,29,0
"Herald Island","Herald Island Fire Station, 57 Ferry Parade ",30,0,0,1,0,37,3,0,71,1,1,240,15,0,0,0,0,1,0,400,3
"Hobsonville","Hobsonville Primary School, 104 Hobsonville Road",56,1,2,1,4,16,3,6,156,0,3,685,23,0,1,4,0,2,0,963,2
,"Hobsonville Public Hall, 397 Hobsonville Road",56,0,1,1,4,22,1,1,128,0,0,692,30,0,0,7,0,10,0,953,8
"Huapai","Huapai District School Hall, 40 Station Road",47,0,0,0,0,40,6,0,117,0,4,549,17,2,2,2,0,5,1,792,2
"Kaukapakapa","Kaukapakapa Village Hall, 977 Kaipara Coast Highway",81,1,0,0,5,53,2,2,113,0,5,562,17,0,0,3,0,5,1,850,1
"Kumeu","Kumeu Baptist Youth Hall, 21 Access Road",87,0,2,0,1,51,6,4,141,1,10,818,47,0,0,2,0,15,1,1186,3
"Massey","Lincoln Heights School, 16 Keegan Drive",0,0,0,0,0,2,0,0,4,0,1,2,0,0,0,0,0,0,0,9,0
,"Royal Road School, 112 Royal Road",2,0,1,0,0,5,1,0,10,0,2,21,3,3,0,1,0,2,0,51,0
"Massey West","Massey High School, 274 Don Buck Road",9,0,2,0,0,7,2,0,24,0,1,50,5,1,0,3,0,0,0,104,1
"Muriwai","Muriwai Fire Station, corner Coast & Motutara Roads",42,0,2,0,1,78,2,0,121,0,5,287,18,0,0,4,0,5,0,565,0
"Parakai","Parakai School, 10 Fordyce Road",36,0,2,0,2,24,6,2,177,0,2,349,34,0,0,7,0,2,0,643,2
"Paremoremo","Ridgeview School, 1 Cutts Crescent",45,1,0,0,10,37,3,0,109,0,0,286,13,0,0,1,0,3,0,508,6
"Riverhead","Riverhead School, 21 School Road",72,0,2,0,6,56,3,1,202,0,8,686,24,0,0,5,0,6,0,1071,6
"Taupaki","Taupaki School, 14 Cottle Road",42,0,5,0,0,20,1,0,82,0,2,358,26,0,0,1,0,3,0,540,0
"Unsworth","Westminster Christian School, 31 Westminster Gardens (off Unsworth Drive)",6,0,0,0,2,5,0,0,18,1,0,56,7,0,0,0,0,1,0,96,0
"Waimauku","Waimauku School, 2 Muriwai Road",127,0,2,0,5,127,12,4,255,1,5,1172,34,0,0,4,0,20,1,1769,2
"Wainui","Wainui School, 492 Waitoki Road",0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,6,0
"Waioneke","Waioneke School, 1981 South Head Road",11,0,0,0,0,17,0,2,43,0,0,181,9,0,0,0,0,1,0,264,0
"Waitakere","Waitakere Primary School, 10 Bethells Road",1,0,0,0,0,2,0,0,1,0,0,23,0,0,0,0,0,0,0,27,0
"Waitoki","Waitoki School Hall, 1119 Kahikatea Flat Road",30,0,1,0,1,12,2,1,57,0,0,150,8,0,0,2,0,1,1,266,0
"West Harbour","Marina View School, 97-99 Marina View Drive",163,2,5,0,7,50,9,12,322,0,7,1562,48,0,0,12,0,16,0,2215,5
,"West Harbour Alliance Church, 145 Moire Road",40,0,3,0,3,31,2,2,149,0,3,339,15,6,0,0,0,10,0,603,2
,"West Harbour Primary School, 74 Oriel Avenue",28,2,5,2,10,29,6,4,257,0,8,318,18,8,0,5,0,4,0,704,3
"Westgate","Massey Presbyterian Church, 510 Don Buck Road",10,0,1,0,2,10,1,0,70,0,1,161,18,0,0,2,0,0,0,276,0
"Whenuapai","Whenuapai School, 14 Airport Road",54,1,3,1,0,33,2,0,86,0,7,547,14,0,0,4,0,3,0,755,3
,"Whenuapai Village Hall, 41 Waimarie Road",28,2,5,0,2,21,6,0,67,1,2,376,12,1,0,4,0,2,0,529,4
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",2,0,0,0,0,3,0,0,39,0,0,48,2,0,0,0,0,1,0,95,4
,"Ordinary Votes BEFORE polling day",227,2,5,0,10,134,20,17,603,2,12,2159,78,4,1,12,1,29,0,3316,10
,"Special Votes BEFORE polling day",16,0,1,0,0,23,3,2,102,1,1,294,10,1,0,1,0,3,0,458,3
,"Special Votes On polling day",159,1,23,0,24,179,10,10,583,2,20,1638,53,3,2,17,1,24,2,2751,5
,"Overseas Special Votes including defence force",21,0,0,0,2,34,4,1,82,0,1,402,8,0,0,1,0,5,0,561,0
,"Votes Allowed for Party Only",17,3,8,0,0,28,1,1,149,0,15,230,18,0,0,3,1,2,0,476,1
,"Helensville Total",2481,19,131,8,182,1814,195,105,6826,21,182,23559,940,45,8,170,4,289,9,36988,110
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",37098
"Electorate Party Valid Votes for Helensville",,"National Party - .6369363037"
"ACT New Zealand",2481,.0670758084
"Alliance",19,.0005136801
"Aotearoa Legalise Cannabis Party",131,.0035416892
"Democrats for Social Credit",8,.0002162864
"Family Party",182,.0049205148
"Green Party",1814,.0490429328
"Jim Anderton's Progressive",195,.0052719801
"Kiwi Party",105,.0028387585
"Labour Party",6826,.1845463394
"Libertarianz",21,.0005677517
"Maori Party",182,.0049205148
"National Party",23559,.6369363037
"New Zealand First Party",940,.0254136477
"New Zealand Pacific Party",45,.0012166108
"RAM - Residents Action Movement",8,.0002162864
"The Bill and Ben Party",170,.0045960852
"The Republic of New Zealand Party",4,.0001081432
"United Future",289,.0078133449
"Workers Party",9,.0002433222
