Party and Electorate Candidate Votes Recorded at each polling place
"New Lynn 30","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Kelston Girls College, 1 Archibald Road",16,1,2,0,0,31,2,2,293,0,5,164,22,6,0,2,0,5,1,552,4
,"St Leonards Road School, 15 St Leonards Road",16,0,5,0,4,20,3,0,327,0,4,150,23,17,2,3,0,5,0,579,5
"Laingholm","Laingholm Primary School, Victory Road",48,1,1,0,2,168,5,0,270,0,6,398,22,0,0,5,0,10,0,936,3
"Lynfield","Lynfield Tennis Club, 18 The Avenue",1,0,0,0,0,3,0,0,18,0,0,10,0,0,0,0,0,0,0,32,0
"Mt Roskill","Christ The King Parish, 288 Richardson Road",0,0,0,0,0,0,0,2,15,0,0,12,1,0,0,0,0,0,0,30,0
,"Lynfield College School, 191 White Swan Road (main entrance)",8,0,1,0,0,6,3,0,52,0,0,65,8,1,0,0,0,1,0,145,0
,"Marshall Laing Primary School, 39 Marshall Laing Avenue",3,0,0,0,0,8,0,0,50,0,0,61,1,0,0,1,0,1,0,125,0
,"May Road School, 504 Richardson Road",1,0,0,0,0,2,0,0,7,0,0,9,0,0,0,0,0,0,0,19,1
"New Lynn","Arahoe School, 11 Arahoe Road",67,1,5,1,6,99,19,7,591,1,8,679,60,5,0,6,0,18,0,1573,11
,"Dayspring Trust Hall, 2 Seabrook Avenue",40,0,5,0,6,61,9,9,436,0,6,407,37,9,2,7,0,6,0,1040,11
,"Fruitvale School, 9 Croydon Road",31,1,3,0,3,73,17,0,691,0,11,544,61,11,0,3,1,12,1,1463,9
,"Miracle of Life Church Hall, 3165 Great North Road",10,0,0,0,0,19,1,3,176,0,0,142,13,3,0,2,0,3,0,372,1
,"New Lynn Salvation Army Hall, 32 Delta Avenue",36,2,4,0,8,49,17,14,836,0,7,521,60,25,0,5,0,9,0,1593,20
,"New Lynn Sea Scout Hall, 37 Margan Avenue",46,0,5,1,12,48,6,8,492,0,2,440,42,7,1,8,1,9,1,1129,11
,"St Austell's Unity Congregation, 35 Margan Avenue",12,0,4,0,3,22,9,1,262,0,3,219,26,3,0,0,0,5,0,569,1
"New Windsor","New Windsor School, 185 New Windsor Road (use 64 Peter Buck Road entrance)",3,0,0,0,1,5,0,1,51,0,0,41,2,0,0,1,0,3,0,108,0
"Oratia","Oratia District School, 1 Shaw Road",5,0,0,0,0,19,1,0,29,0,0,50,3,0,0,0,0,1,0,108,0
"Owairaka","Owairaka District School Hall, 113 Richardson Road",1,0,0,0,0,2,0,0,14,0,0,5,1,0,0,0,0,0,0,23,0
"Titirangi","Kaurilands School, 109 Atkinson Road",114,0,8,0,4,180,15,4,514,1,16,907,51,3,0,6,0,14,0,1837,2
,"MacAndrew Hall, 337 Titirangi Road",41,1,2,0,0,75,1,1,164,0,2,241,21,0,0,2,0,7,0,558,1
,"St Francis Anglican Parish, corner Park & Titirangi Beach Roads",27,0,0,0,0,112,2,0,178,0,4,209,15,0,0,2,0,7,4,560,0
,"Titirangi Primary School, Atkinson Road",43,0,2,0,0,139,10,3,247,0,12,437,17,0,0,5,0,10,0,925,5
,"Woodlands Park School, 202 Woodlands Park Road",58,0,1,0,0,160,10,3,298,1,4,403,19,0,0,3,0,7,0,967,3
"Titirangi South","Private Garage, 26 Grendon Road",29,0,1,0,0,76,5,0,129,0,7,206,12,0,0,1,0,7,0,473,3
"Waterview","Waterview Methodist Church Hall, corner Great North Road & Fir Street",3,0,0,0,0,5,3,0,20,0,1,23,1,3,0,0,0,1,0,60,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",21,0,0,1,0,19,7,3,303,0,1,312,36,0,0,1,0,3,2,709,10
,"Ordinary Votes BEFORE polling day",73,0,8,0,6,182,30,9,1073,3,10,1155,130,9,1,5,0,28,0,2722,15
,"Special Votes BEFORE polling day",8,0,1,0,0,30,5,1,213,0,7,169,22,2,0,1,0,3,0,462,0
,"Special Votes On polling day",86,3,23,2,13,299,16,13,1270,3,28,1023,57,29,1,26,0,11,0,2903,10
,"Overseas Special Votes including defence force",10,1,0,0,0,45,2,4,156,1,4,176,10,2,0,1,0,4,0,416,0
,"Votes Allowed for Party Only",6,0,4,0,1,32,3,1,304,0,27,101,13,10,0,3,0,1,0,506,3
,"New Lynn Total",1306,23,121,7,91,2684,318,146,14165,14,246,14105,1253,226,8,154,3,296,13,35179,203
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35382
"Electorate Party Valid Votes for New Lynn",,"Labour Party - .402654993"
"ACT New Zealand",1306,.0371244208
"Alliance",23,.0006537991
"Aotearoa Legalise Cannabis Party",121,.003439552
"Democrats for Social Credit",7,.0001989823
"Family Party",91,.0025867705
"Green Party",2684,.0762955172
"Jim Anderton's Progressive",318,.0090394838
"Kiwi Party",146,.0041502032
"Labour Party",14165,.402654993
"Libertarianz",14,.0003979647
"Maori Party",246,.0069928082
"National Party",14105,.4009494301
"New Zealand First Party",1253,.0356178402
"New Zealand Pacific Party",226,.0064242872
"RAM - Residents Action Movement",8,.0002274084
"The Bill and Ben Party",154,.0043776116
"The Republic of New Zealand Party",3,.0000852781
"United Future",296,.0084141107
"Workers Party",13,.0003695386
