Party and Electorate Candidate Votes Recorded at each voting place
"Ikaroa-Rāwhiti 66","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,East Coast
"Gisborne","Awapuni School, 129 Awapuni Road",0,0,0,2,0,0,5,6,35,3,3,12,0,0,0,66,0
,"Central School, 7 Central Street",0,1,0,0,0,0,7,1,23,6,6,9,0,0,0,53,0
,"Cobham School, 274 Lytton Road",0,1,0,0,0,0,21,17,87,12,1,26,0,0,0,165,5
,"Elgin School, 2 Knox Street",1,1,0,0,0,0,28,15,90,14,6,16,0,0,0,171,2
,"Gisborne  Hospital, 421 Ormond Road",0,0,0,2,0,0,4,6,31,5,4,6,0,0,0,58,0
,"Gisborne District Council, 15 Fitzherbert Street",0,6,0,1,0,0,38,17,48,22,13,29,0,0,0,174,3
,"Gisborne Girls High School, 555 Gladstone Road",0,4,0,0,0,0,26,10,64,16,7,43,1,0,0,171,1
,"Ilminster Intermediate, 70 - 80 De Lautour Road",0,8,0,1,0,0,37,21,137,29,14,49,0,0,0,296,5
,"Kaiti School, 517 Wainui Road",0,2,0,0,0,0,36,46,221,28,7,41,0,0,0,381,3
,"Mangapapa School, 5 Rua Street",0,0,0,0,0,0,16,11,61,14,7,24,0,0,0,133,0
,"Riverdale School, 324 Stout Street",1,6,0,0,0,0,20,14,93,7,10,24,0,0,0,175,0
,"Rutene Road Kindergarten, 128 Rutene Road",0,1,0,0,0,0,12,14,40,14,5,14,0,0,0,100,1
,"Te Hapara School, 31 Mill Road",0,1,0,0,0,0,2,4,62,7,7,21,0,0,0,104,0
,"Waikirikiri School, 7 Pickering Street",0,1,0,0,0,0,12,24,109,14,1,17,0,0,0,178,1
,"YMCA Hall, 150 Roebuck Road",0,0,0,0,0,0,14,15,39,7,3,13,0,0,0,91,0
"Hicks Bay","Te Kura Kaupapa Māori o Kawakawa mai Tawhiti, 22 Wharf Road",0,0,0,0,0,0,8,4,38,19,2,5,0,0,0,76,0
"Makaraka","Gisborne, A and P Showgrounds, 20 Main Road ",0,1,0,0,0,0,46,31,104,36,5,16,0,0,0,239,4
,"Makaraka School, 137 Main Road South",0,0,0,0,0,0,3,8,15,2,5,12,0,0,0,45,0
"Makauri","Makauri School, 120 King Road",0,0,0,1,0,0,0,0,6,0,5,1,0,0,0,13,0
"Manutuke","Manutuke School, 59 Waingake Road",0,0,0,1,0,0,7,3,42,5,1,14,0,0,0,73,0
"Ormond","Ormond School, 45 Whitmore Road",0,0,0,0,0,0,0,0,11,2,5,3,0,0,0,21,1
"Patutahi","Patutahi School, 29 Atkins Street",0,1,0,0,0,0,6,2,22,2,4,11,0,0,0,48,0
"Ruatoria","Ngata Memorial College, 1 College Road North",0,2,0,1,0,1,29,31,90,46,11,41,0,0,0,252,8
"Te Araroa","Te Waha O Rerekohu Area School, 3 Arewhana Street",0,0,1,1,0,0,14,11,36,25,6,10,0,0,0,104,2
"Te Karaka","Te Karaka Area School, 5 Kanakanaia Road",0,1,0,0,0,0,11,11,56,11,4,20,0,0,0,114,0
"Te Puia Springs","GDC Service Centre, 6 Waipiro Road",0,0,0,0,0,0,7,6,27,17,4,14,0,0,0,75,1
"Tikitiki","Tikitiki School, 33 Rangitukia Road",0,2,0,0,0,0,21,14,56,19,4,26,1,0,0,143,3
"Tokomaru Bay","Hatea-A-Rangi School, 6 School Road",0,3,0,0,0,0,12,4,61,19,7,19,0,0,0,125,4
"Tolaga Bay","Tolaga Bay Area School, Resolution Street",0,4,0,0,0,0,14,14,114,20,10,33,0,0,0,209,3
"Wainui","Wainui Beach School, 56 Wairere Road",0,0,0,1,0,0,9,2,13,1,4,4,0,0,0,34,0
"Whangara","Whangara School, 44 Pa Road",0,1,0,0,0,0,4,2,5,6,0,0,0,0,0,18,0
"Whatatutu","Whatatutu School, 24 Te Hau Road",0,0,0,0,0,0,2,6,36,15,0,7,0,0,0,66,0
,Hutt South
"Belmont","Belmont Hall, 711 Western Hutt Road",0,0,1,0,0,0,2,1,8,3,4,2,0,0,0,21,0
,"Raphael House, 27 Matuhi Street",0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,7,0
"Harbourview","Garage, 12 Panorama Grove",0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,7,0
"Kelson","Kelson School Hall, 52 Taieri Crescent",0,0,0,0,0,0,2,0,12,2,7,4,0,0,0,27,0
"Maungaraki","Maungaraki Community Centre, 135 Dowse Drive",0,1,0,0,0,0,6,1,9,5,3,3,0,0,0,28,0
"Normandale","St Aidans-On-The-Hill Church Hall, 2 Stratton Street",0,0,0,0,0,0,4,1,2,1,0,3,0,0,0,11,0
"Wainuiomata","Arakura School, 209 Wellington Road",0,0,1,0,0,0,7,10,61,10,5,8,0,0,0,102,2
,"Fernlea School, 25a Lees Grove",0,0,0,0,0,0,1,3,13,2,0,5,0,0,0,24,1
,"Holy Trinity Church, 40 Wainuiomata Road",0,0,0,0,0,0,3,2,27,3,2,11,0,0,0,48,2
,"Pukeatua School, 19 Frederick Street",0,0,0,0,0,0,14,7,38,8,7,14,0,0,0,88,2
,"St Peter's Church, 29 Wise Street",0,2,1,1,0,0,6,4,46,15,7,22,0,0,0,104,1
,"Wainuiomata Intermediate School, 66 Konini Street",0,0,0,2,0,0,12,7,31,9,7,11,0,0,0,79,1
,"Wainuiomata Primary School, 5 Homedale Road",0,0,1,1,0,0,10,3,29,13,8,10,0,0,0,75,1
,"Wainuiomata Union Church, 106 Main Road",0,1,0,0,0,0,1,4,25,3,3,10,0,0,0,47,2
,Napier
"Ahuriri","Port Ahuriri School, 15 Lever Street",0,0,0,0,0,0,5,0,8,7,7,5,0,0,0,32,0
"Bayview","Bayview Shops, 20 Hill Road",0,0,0,0,1,0,5,1,22,5,6,3,0,0,0,43,2
,"Community Playgroup, Petane Domain, 16 Onehunga Road",0,0,0,0,0,0,3,1,3,1,0,2,0,0,0,10,0
"Bluff Hill","Napier Central School, 32 Napier Terrace",0,0,0,1,0,0,5,1,1,0,1,0,0,0,0,9,0
,"Napier Girls' High School, 4 Clyde Road",0,0,0,0,0,0,1,1,5,1,0,1,0,0,0,9,0
"Eskdale","Eskdale School, 324 Hill Road",0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,7,0
"Frasertown","Frasertown School, 4 Russell Parade",0,1,0,0,0,0,4,7,25,8,4,4,0,0,0,53,1
"Greenmeadows","Girl Guides Mahoe Hall, corner Auckland Road & York Avenue",0,1,0,2,0,0,1,4,20,3,6,6,0,0,0,43,0
,"Greenmeadows Primary Public School, 45 Osier Road",0,0,0,3,0,0,6,1,22,5,5,6,0,0,0,48,2
,"Salvation Army Hall, 56 Tait Drive  ",0,1,0,0,0,0,3,3,20,4,4,6,0,0,0,41,0
"Jervoistown","Hawkes Bay Fish and Game Offices, 22 Burness Road",0,0,0,0,0,0,2,1,4,1,1,0,0,0,0,9,0
"Kotemaori ","Kotemaori School, State Highway 2",0,0,0,0,0,0,0,0,7,2,1,0,0,1,0,11,0
