Party and Electorate Candidate Votes Recorded at each voting place
"Kelston 21","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Avondale","Ascot Room, Avondale Race Course, 2-48 Ash Street",9,0,0,12,0,1,25,2,133,0,89,21,0,0,2,294,4
,"Avondale Intermediate School, 12 Holly Street",24,3,0,16,0,0,84,11,338,2,199,41,1,0,1,720,3
,"Avondale Primary School, Crayford Street West",6,0,0,3,0,0,24,1,105,0,52,13,0,0,1,205,3
,"Rosebank School Hall, 217 Rosebank Road",15,1,0,40,1,1,137,16,798,6,357,95,1,1,2,1471,12
"Glen Eden","Catholic Church Hall, 7 Glendale Road",4,2,1,38,0,0,78,9,400,2,318,99,0,0,0,951,8
,"Glen Eden Baptist Church Hall, 97 Glendale Road",2,6,0,40,1,0,156,18,325,4,438,104,0,0,0,1094,8
,"Glen Eden Primary School, 3 Glenview Road",9,4,0,26,0,0,109,12,382,3,255,108,0,0,5,913,7
,"Konini School, 44 Withers Road",1,3,0,25,0,0,156,9,198,3,377,76,0,1,3,852,1
,"Prospect School Hall, 76 Rosier Road",4,10,1,44,1,0,124,19,640,2,510,152,0,3,2,1512,10
,"Te Kura Kaupapa Māori o Hoani Waititi Marae, 441 West Coast Road",3,0,0,11,0,0,39,10,221,4,122,45,0,0,0,455,2
"Glendene","Glendene School, 60 Barrys Road",5,4,0,32,0,0,70,6,466,3,406,107,0,0,2,1101,7
"Green Bay","Green Bay Community House, 1 Barron Drive",0,0,0,2,0,0,10,0,12,0,14,4,0,0,0,42,0
"Henderson","Bruce McLaren Intermediate School, 61-69 Bruce McLaren Road",12,3,0,30,0,0,90,12,512,3,227,104,0,0,0,993,9
,"Henderson High School, 31 Henderson Valley Road",1,1,0,10,0,0,11,7,72,0,66,11,0,1,1,181,1
,"Henderson Primary School, 13 Montel Avenue",0,0,0,2,0,0,8,0,44,0,33,12,0,1,1,101,0
,"Henderson South School, 24 Garelja Road",0,1,0,3,0,0,5,0,31,0,6,7,0,0,0,53,0
"Kelston","Kelston Boys High School, corner Archibald & St Leonards Roads (Gate 3)",13,1,1,36,0,0,83,18,589,3,381,91,0,0,2,1218,5
,"Kelston Girls College, 1 Archibald Road",36,3,1,40,1,0,88,10,721,1,359,75,0,0,0,1335,14
,"St Leonards Road School, 15 St Leonards Road",6,0,1,27,0,0,51,5,529,0,223,69,0,0,1,912,11
"New Lynn","Dayspring Trust Hall, 2 Seabrook Avenue",0,1,0,0,0,0,2,0,25,0,17,3,0,0,0,48,1
,"Fruitvale School, 9 Croydon Road",0,4,0,4,0,0,36,2,81,0,88,21,0,0,0,236,1
,"New Lynn Salvation Army Hall, 32 Delta Avenue",22,1,1,19,0,0,52,3,258,0,170,35,0,0,2,563,4
,"New Lynn Sea Scout Hall, 37 Margan Avenue",2,0,0,4,0,0,5,0,23,0,34,5,0,0,0,73,0
,"St Austells, 35 Margan Avenue",0,0,0,1,0,0,6,1,23,0,25,7,0,1,0,64,0
,"Western Indoor Sports, 26 Veronica Street",1,0,0,0,1,0,20,0,43,0,23,7,0,0,0,95,1
"Oratia","Oratia District School, 1 Shaw Road",0,1,1,18,0,0,60,1,77,1,185,35,0,0,1,380,0
"Sunnyvale","Kelston Community Centre, 126 Awaroa Road ",3,4,0,45,0,1,116,16,468,4,549,135,0,0,2,1343,5
,"Sunnyvale Primary School, 34 Ribblesdale Road",8,5,0,27,0,0,61,7,267,1,258,85,0,1,2,722,2
"Te Atatu South","Tirimoana School, 34 Kokiri Street",2,0,0,8,0,0,21,4,61,0,128,21,0,0,0,245,0
"Titirangi","Kaurilands School, 109 Atkinson Road",3,2,2,40,0,0,165,8,265,9,584,66,0,0,3,1147,1
,"St Francis Anglican Parish, corner Park & Titirangi Beach Roads",0,0,0,0,0,0,8,0,6,0,10,4,0,0,0,28,1
,"Titirangi War Memorial Hall, 500 South Titirangi Road",3,0,0,6,0,0,38,1,46,1,105,6,0,0,0,206,0
"Waterview","Waterview Methodist Church Hall, corner Great North Road & Fir Street",12,5,0,29,1,0,221,16,385,2,387,63,1,2,1,1125,5
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,4,0
,"Ordinary Votes BEFORE polling day",51,9,3,155,2,1,456,79,2077,12,1523,456,0,2,8,4834,32
,"Special Votes BEFORE polling day",12,6,0,26,0,1,164,23,572,3,343,98,0,1,0,1249,2
,"Special Votes On polling day",33,16,1,72,0,0,362,64,1230,10,813,220,4,1,4,2830,11
,"Overseas Special Votes including Defence Force",3,2,0,5,0,2,77,13,78,0,100,15,0,0,1,296,0
,"Votes Allowed for Party Only",3,10,0,14,0,0,79,29,432,15,149,78,0,0,1,810,8
,"Kelston Total",308,108,13,910,8,7,3298,432,12934,94,9924,2595,7,15,48,30701,179
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",30880
"Electorate Party Valid Votes for Kelston",,"Labour Party - .4212892088"
"ACT New Zealand",308,.0100322465
"Aotearoa Legalise Cannabis Party",108,.0035178007
"Ban1080",13,.000423439
"Conservative",910,.0296407283
"Democrats for Social Credit",8,.0002605778
"Focus New Zealand",7,.0002280056
"Green Party",3298,.107423211
"Internet MANA",432,.0140712029
"Labour Party",12934,.4212892088
"Māori Party",94,.0030617895
"National Party",9924,.3232467998
"New Zealand First Party",2595,.084524934
"NZ Independent Coalition",7,.0002280056
"The Civilian Party",15,.0004885834
"United Future",48,.001563467
