Party and Electorate Candidate Votes Recorded at each polling place
"Otago 37","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,"Garrison Band Hall, 10 Severn Street",0,6,2,1,2,1,2,0,19,12,321,0,0,216,0,31,0,0,18,631,0
,"Holmes Kindergarten, 34a Stuart Street",0,0,0,0,0,1,0,0,15,6,206,0,1,121,0,31,0,0,10,391,2
,"IHC Drop In Centre, Sandringham Street",0,3,0,0,2,0,0,0,3,3,122,0,0,73,0,10,0,0,7,223,3
,"North Otago Vintage Car Club, Stoke Street",0,1,0,0,0,0,2,0,5,6,76,0,0,76,0,1,0,0,7,174,0
,"North School, Torridge Street",0,4,2,1,3,5,3,0,14,7,333,0,1,180,0,22,0,0,18,593,4
,"Otago Polytech, Oamaru Campus, Humber Street",0,4,0,0,0,0,0,0,7,5,84,0,0,45,0,12,0,1,4,162,0
,"Pembroke School, Harlech Street",0,3,1,2,2,2,9,1,29,11,476,0,2,198,1,30,0,1,14,782,8
,"St Luke's Hall, Wharfe Street",0,5,0,6,1,1,1,0,25,2,144,0,1,106,0,14,0,0,10,316,0
,"Waitaki Girls' High School, Thames Street",0,6,2,5,1,4,3,2,39,15,461,0,3,236,0,39,0,1,15,832,6
"Omakau","Omakau Primary School, Deaker Street",0,8,0,0,0,0,0,1,6,2,98,0,0,190,0,11,1,0,3,320,2
"Oturehua","Community Hall, Main Road",0,1,1,2,0,0,1,1,3,1,22,0,1,76,0,3,0,0,1,113,1
"Palmerston","Community Centre, Ronaldsay Street",1,18,0,1,1,3,6,1,32,9,249,0,0,254,0,35,0,0,12,622,1
"Papakaio","Papakaio Primary School, 17 Papakaio Road",0,4,0,1,0,0,0,0,7,0,32,0,0,148,0,3,0,0,7,202,1
"Patearoa","Bowling Club, 1615 Ranfurly-Patearoa Road",0,6,0,0,0,0,0,0,2,3,23,0,0,86,0,3,0,0,2,125,0
"Poolburn","Poolburn Primary School, Main Road",0,4,0,0,0,0,0,0,1,1,11,0,0,71,0,1,0,0,1,90,0
"Pukeuri","Pukeuri Public Hall, Works Road",0,2,0,0,0,0,0,0,3,0,36,0,1,54,0,5,0,0,5,106,0
"Queenstown","Memorial Hall, cnr Memorial & Stanley Streets",0,27,0,7,1,0,4,2,120,4,565,1,5,579,1,40,1,0,22,1379,4
,"Queenstown Primary School Hall, Robins Road",0,9,0,4,1,0,6,2,72,2,386,2,1,403,0,22,0,0,26,936,1
"Ranfurly","Maniototo Area School Library, 15 Caulfield Street",0,4,1,0,1,2,0,3,10,12,164,0,1,339,0,29,0,1,12,579,0
"Roxburgh","Roxburgh Area School, Scotland Street",0,22,0,1,0,1,6,1,12,4,216,0,3,242,0,28,0,0,11,547,3
"Tarras","Tarras Primary School, SH 8",0,6,0,0,0,0,0,0,7,1,21,0,0,92,0,6,0,0,5,138,2
"Tokarahi","Tokarahi Hall, Tokarahi/Duntroon Road",0,1,0,0,1,0,0,0,6,1,21,0,0,63,0,4,0,0,0,97,0
"Totara","Totara Primary School, Fortification Road",0,2,0,1,0,0,0,0,9,3,103,1,0,138,0,10,0,0,3,270,0
"Waiareka","Oamaru Farmers' Saleyards Building, 31-39 Weston Road",0,7,0,0,1,0,2,0,4,3,125,0,1,129,0,28,0,0,5,305,0
"Waikouaiti","Waikouaiti Primary School, Malloch Street",0,9,1,2,0,2,0,0,53,7,361,0,0,289,0,38,0,0,14,776,2
"Waitaki Bridge","Waitaki Bridge Hall, State Highway 1",0,1,0,1,0,0,0,2,10,2,43,0,1,89,0,5,0,0,3,157,0
"Waitati","Waitati Primary School, Mt Cargill Road",0,5,0,1,0,1,6,0,106,7,155,1,5,75,0,18,0,0,11,391,1
"Wanaka","International Language Centre, Mt Aspiring College, Plantation Road ",0,18,0,5,0,0,2,2,120,7,453,1,3,739,0,18,0,0,37,1405,2
,"Wanaka Primary School, 71 Tenby Street",0,27,0,3,0,1,1,0,139,2,395,0,0,761,0,50,0,0,30,1409,1
"Warrington","Warrington Primary School, Ferguson Street",1,2,1,0,0,0,1,0,42,1,135,0,1,56,1,8,0,0,2,251,0
"Weston","Weston Primary School, 1 Charles Street",0,9,0,1,1,1,3,0,20,3,238,0,1,294,1,23,0,0,22,617,5
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,4,0,1,0,2,1,0,2,3,188,0,0,168,0,16,0,0,6,391,4
,"Ordinary Votes BEFORE polling day",0,31,0,1,2,3,7,1,185,25,846,0,2,1111,0,104,1,1,66,2386,0
,"Special Votes BEFORE polling day",0,6,2,2,0,1,4,0,29,2,140,0,1,150,0,16,0,0,8,361,1
,"Special Votes On polling day",2,18,2,8,3,0,8,1,201,15,900,1,5,1000,1,65,0,1,38,2269,6
,"Overseas Special Votes including defence force",0,11,1,1,1,0,0,0,43,2,120,0,2,129,0,11,0,0,7,328,1
,"Special Votes Allowed for Party Only",1,3,0,5,1,0,0,1,31,1,141,0,4,89,1,16,0,0,2,296,2
,"Otago Total",11,585,26,106,38,53,132,36,2251,389,14573,10,63,16333,7,1407,4,6,783,36813,104
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36917
"Electorate Party Valid Votes for Otago",,"National Party - .4436747888"
"99 MP Party",11,.0002988075
"ACT New Zealand",585,.0158911254
"Alliance",26,.0007062722
"Aotearoa Legalise Cannabis Party",106,.0028794176
"Christian Heritage NZ",38,.001032244
"Democrats for Social Credit",53,.0014397088
"Destiny New Zealand",132,.0035856898
"Direct Democracy Party",36,.0009779154
"Green Party",2251,.0611468775
"Jim Anderton's Progressive",389,.0105669193
"Labour Party",14573,.395865591
"Libertarianz",10,.0002716432
"Mâori Party",63,.001711352
"National Party",16333,.4436747888
"New Zealand Family Rights Protection Party",7,.0001901502
"New Zealand First Party",1407,.038220194
"OneNZ Party",4,.0001086573
"The Republic of New Zealand Party",6,.0001629859
"United Future New Zealand",783,.0212696602
