Party and Electorate Candidate Votes Recorded at each polling place
"Taranaki-King Country 50","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Aria","Aria School, Barclay Rd, Aria",0,4,0,0,0,0,0,0,2,0,17,0,0,104,0,5,0,0,1,133,0
"Arohena","Arohena School, 40 Pukewhau Rd",0,4,1,0,0,0,0,0,3,0,10,0,1,73,0,8,0,0,3,103,2
"Auroa","Auroa Primary School, 734 Auroa Rd, RD 28",0,6,0,0,1,3,0,0,2,1,20,0,0,161,0,5,0,0,3,202,0
"Benneydale","Benneydale Community Hall, Maniaiti Street ",0,5,0,0,0,0,1,0,1,0,29,0,2,48,0,8,0,0,2,96,2
"Cardiff","Cardiff Hall, Cardiff Rd",0,5,0,0,0,0,1,0,2,0,16,0,0,82,0,10,0,1,1,118,0
"Douglas","Douglas School, SH 43",0,4,0,0,0,0,0,0,6,0,6,0,0,84,0,8,0,0,3,111,0
"Egmont Village","School (hall), 1052 Junction Rd",0,8,0,1,0,0,4,2,22,2,85,0,0,220,0,28,1,0,16,389,1
"Eltham","Eltham Primary School, 69 Conway Rd",0,0,0,0,0,0,0,0,2,0,10,0,0,13,0,0,0,0,0,25,0
,"St Mark's Church Hall, North High St",0,0,0,0,0,0,0,0,1,0,5,0,0,13,0,0,0,0,0,19,0
"Hamilton","Waikato Hospital, Pembroke St",0,2,0,0,0,0,1,0,1,0,10,0,0,21,0,2,0,0,1,38,1
"Hangatiki","School (library), 591 Hangatiki East Rd",0,0,0,0,0,0,0,0,2,1,22,0,0,71,0,5,0,0,0,101,1
"Hauturu","Memorial Hall, cnr Harbour Rd & Hauturu Rd",0,5,0,0,0,0,0,0,1,0,1,0,0,24,0,0,0,0,0,31,1
"Hillsborough","Public Hall, Egmont Rd",0,9,0,0,0,0,2,1,7,0,19,0,0,95,0,11,0,0,1,145,0
"Honikiwi","Memorial Hall, cnr Honikiwi Rd & Turoto Rd",0,2,0,0,0,0,0,0,5,1,7,0,1,46,0,2,0,0,0,64,0
"Huiakama","Huiakama School, 3095 Ohura Rd",0,3,0,0,0,0,2,0,2,0,12,0,0,35,0,9,0,0,2,65,2
"Inglewood","Inglewood Town Hall, Cutfield St",0,24,0,4,15,1,4,2,48,14,459,0,2,765,1,124,0,0,31,1494,6
,"Primary School (library), 33 Kelly St",0,4,2,2,4,0,4,0,16,3,161,2,1,211,0,29,0,0,12,451,0
"Kaimata","Kaimata School, 715 Tarata Rd",1,4,0,0,0,0,0,0,4,1,17,2,1,159,0,8,0,0,5,202,0
"Kaponga","Kaponga Primary School, 30 Egmont St",0,2,0,0,0,0,1,0,3,0,10,0,2,53,1,0,0,0,1,73,0
"Kawhia","Kawhia Community Hall, 141 Jervois St",0,2,0,0,0,0,1,0,11,1,78,0,5,89,0,35,0,0,3,225,3
"Kihikihi","Town Hall",1,21,0,3,2,1,14,0,39,12,314,0,15,463,1,111,0,0,20,1017,9
"Kinohaku","Kinohaku School (library), Harbour Rd",0,0,0,0,0,0,0,0,1,0,11,0,1,39,0,5,0,0,3,60,0
"Kiokio","Kiokio School, 1701 Otorohanga Rd",0,8,0,0,0,1,2,0,1,0,27,0,2,146,0,15,0,0,2,204,0
"Kopaki","Kopaki Community Centre, Kopaki Rd",0,1,0,0,0,0,0,0,0,0,2,0,0,49,0,1,0,0,2,55,0
"Korakonui","School, 734 Wharepuhunga Rd",0,4,0,0,0,0,0,0,4,0,23,0,0,151,0,17,1,0,7,207,1
