Party and Electorate Candidate Votes Recorded at each polling place
"Helensville 15","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"West Harbour","Marina View School, 97-99 Marina View Drive",25,0,7,56,1,84,198,0,3,7,1233,77,4,1695,15
,"West Harbour Alliance Church, 145 Moire Road",7,0,5,17,0,39,121,0,0,1,360,37,1,588,3
,"West Harbour Primary School, Simich Avenue",1,0,1,14,0,34,174,1,4,4,179,24,3,439,4
,"Westgate Baptist Church, 67 Hobsonville Road",7,0,6,30,0,28,94,0,0,3,247,26,3,444,3
"Westgate","Massey Presbyterian Church, 510 Don Buck Road",1,0,2,6,0,27,45,1,0,3,143,15,0,243,0
"Whenuapai","Whenuapai School, 14 Airport Road",6,1,4,9,1,46,53,1,1,6,452,31,2,613,2
,"Whenuapai Village Hall, 41 Waimarie Road",11,0,6,16,0,40,49,0,0,0,343,24,4,493,2
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Helensville",45,0,3,83,0,209,302,2,5,10,1852,138,16,2665,12
,"Ordinary Votes BEFORE polling day - Taken in North Shore",0,0,0,0,1,2,3,0,0,0,19,5,0,30,1
,"Ordinary Votes BEFORE polling day - Taken in Northcote",9,0,2,19,0,41,131,0,0,0,269,23,4,498,1
,"Ordinary Votes BEFORE polling day - Taken in Te Atatū",7,0,1,19,0,41,103,0,1,3,342,21,6,544,2
,"Special Votes BEFORE polling day",12,0,3,7,0,57,121,0,0,5,368,28,1,602,1
,"Special Votes On polling day",30,0,35,84,0,296,485,1,11,24,1702,96,11,2775,13
,"Overseas Special Votes including Defence Force",3,0,0,6,0,43,34,0,1,0,200,9,1,297,1
,"Votes Allowed for Party Only",6,1,5,10,0,53,102,1,9,6,240,20,4,457,5
,"Helensville Total",499,4,174,1258,8,3094,5138,19,60,186,23558,1648,163,35809,198
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36007
"Electorate Party Valid Votes for Helensville",,"National Party - .6578793041"
"ACT New Zealand",499,.0139350443
"Alliance",4,.0001117038
"Aotearoa Legalise Cannabis Party",174,.0048591136
"Conservative Party",1258,.035130833
"Democrats for Social Credit",8,.0002234075
"Green Party",3094,.0864028596
"Labour Party",5138,.1434834818
"Libertarianz",19,.0005305929
"Mana",60,.0016755564
"Māori Party",186,.0051942249
"National Party",23558,.6578793041
"New Zealand First Party",1648,.0460219498
"United Future",163,.0045519283
