Party and Electorate Candidate Votes Recorded at each polling place
"Helensville 15","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Albany","Albany Community Hall, 3/21 Library Lane",13,0,5,47,0,120,140,1,2,2,954,61,2,1347,4
,"Albany School, 6 Bass Road",21,0,1,31,0,63,143,1,1,1,775,45,8,1090,8
,"Massey University, Gate 4, 82 Turtea Drive",7,0,3,11,1,27,53,0,0,4,299,12,1,418,0
,"Pinehurst School  75 Bush Road",17,1,2,29,0,66,113,0,0,3,670,29,7,937,4
,"Upper Harbour Primary School, 140 Kyle Road",11,0,1,19,0,37,69,0,0,6,621,13,3,780,2
"Coatesville","Coatesville School, 24 Mahoenui Valley Road",9,0,2,33,0,79,48,0,0,8,668,15,4,866,7
"Dairy Flat","Dairy Flat School, 1220 State Highway 17, RD4",0,0,0,4,0,6,2,0,0,0,97,3,0,112,0
"Glenfield","Bayview Primary School, 60 Bayview Road",12,0,2,36,0,125,333,1,1,3,651,71,6,1241,2
,"Glenfield College, 52-60 Kaipatiki Road",6,0,0,6,0,11,43,0,1,0,89,11,0,167,2
,"Glenfield Community Centre, corner Glenfield Road & Bentley Avenue",7,0,2,7,0,18,93,0,2,1,134,26,0,290,1
,"Manuka Road Primary School, 34 Manuka Road",12,0,8,64,0,110,289,3,0,8,618,61,4,1177,13
"Greenhithe","Greenhithe School Hall, Isobel Road",21,1,6,59,0,125,118,1,1,12,1354,50,10,1758,8
,"St Michael's Anglican Church Hall, 12 Greenhithe Road",11,0,4,31,0,77,72,0,1,5,571,33,3,808,7
"Helensville","Helensville Primary School Hall, corner Rata & Garfield Roads",16,0,15,82,0,177,292,0,6,7,939,115,5,1654,10
"Henderson","The Trusts Stadium (Ukulele Festival), Central Park Drive",1,0,0,1,0,2,8,0,0,0,17,0,0,29,0
,"Waitakere College, 42 Rathgar Road",0,0,0,0,0,0,5,0,0,0,5,0,0,10,0
"Herald Island","Herald Island Community Hall, 57 Ferry Parade",4,0,2,14,0,62,58,1,2,2,231,27,2,405,1
"Hobsonville","Hobsonville Primary School, 104 Hobsonville Road",20,0,3,22,0,35,99,0,0,0,614,26,4,823,10
,"Hobsonville Public Hall, 397 Hobsonville Road",17,0,0,30,0,52,92,0,0,4,578,45,6,824,2
"Huapai","Huapai District School Hall, 40 Station Road",9,0,1,33,0,72,84,0,0,2,503,19,5,728,5
"Kaukapakapa","Kaukapakapa Village Hall, 977 Kaipara Coast Highway",18,0,3,45,0,64,90,0,1,6,622,33,4,886,5
"Kumeu","Kumeu Baptist Youth Hall, 21 Access Road",13,0,6,50,0,91,101,2,0,3,877,94,5,1242,11
"Massey","Lincoln Heights School, 16 Keegan Drive",0,0,0,1,0,1,3,0,0,1,8,0,0,14,0
,"Royal Road School, 112 Royal Road",0,0,0,1,0,8,20,0,0,0,36,3,0,68,0
"Massey West","Massey High School, 274 Don Buck Road",1,0,0,1,0,14,23,0,0,0,42,5,0,86,2
"Milford","North Shore Hospital, Shakespeare Road",0,0,0,1,0,1,13,0,0,0,21,2,0,38,0
"Muriwai","Muriwai Fire Station, corner Coast & Motutara Roads",5,0,4,8,0,136,59,0,0,1,260,35,0,508,2
"Parakai","Haranui Marae, Haranui Road",0,0,1,2,0,5,8,0,0,1,9,4,0,30,0
,"Parakai School, 10 Fordyce Road",13,0,3,42,1,39,118,0,1,6,351,51,1,626,6
"Paremoremo","Ridgeview School, 1 Cutts Crescent",3,0,0,25,0,51,81,1,0,7,287,21,2,478,3
"Riverhead","Riverhead School, 21 School Road",17,0,5,31,1,96,131,0,4,9,733,29,8,1064,7
"Takapuna","Takapuna School, 23 Auburn Street (or Anzac Street entrance)",0,0,0,2,0,3,7,0,0,0,35,4,0,51,0
"Taupaki","Taupaki School, 14 Cottle Road",10,0,4,18,0,49,48,0,1,1,370,31,2,534,1
"Unsworth Heights","Westminster Christian School, 31 Westminster Gardens (off Unsworth Drive)",1,0,1,10,0,8,15,0,0,0,83,9,2,129,1
"Waimauku","Waimauku School, 2 Muriwai Road",23,0,7,58,1,166,179,1,1,11,1171,63,5,1686,5
"Wainui","Wainui School, 492 Waitoki Road",0,0,0,0,0,0,0,0,0,0,7,0,0,7,0
"Waioneke","Waioneke School, 1981 South Head Road",3,0,2,15,1,28,29,0,0,0,135,20,1,234,1
"Waitakere","Waitakere Primary School, 10 Bethells Road",0,0,0,0,0,4,11,0,0,0,18,0,0,33,0
"Waitoki","Waitoki School Hall, 1119 Kahikatea Flat Road",8,0,1,13,0,26,33,0,0,0,156,8,3,248,3
