Party and Electorate Candidate Votes Recorded at each voting place
"Manukau East 24","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Chapel Downs","Chapel Downs Primary School, 170 Dawson Road",0,1,0,2,0,0,0,0,20,0,9,0,0,0,0,32,0
"Favona","Koru School, 71 Robertson Road",0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,6,0
"Flat Bush","Dawson Road Primary School, 15 Haumia Way",1,0,0,1,0,0,0,0,54,0,3,2,0,0,0,61,6
,"Kia Aroha College, 51 Othello Drive",0,0,0,1,0,0,1,0,27,0,6,4,0,0,0,39,0
"Mangere","Robertson Road School, 205 Robertson Road",0,0,0,0,0,0,2,0,18,0,3,1,0,0,0,24,0
"Mangere East","De La Salle College, 81 Gray Avenue",1,0,0,1,0,0,0,0,21,0,4,3,0,0,0,30,2
,"Kingsford School, 54 Raglan Street",0,0,0,1,0,0,1,0,11,0,1,0,0,0,0,14,0
,"Mangere East Primary School, 21 Yates Road",0,0,0,1,0,0,0,0,21,0,4,2,0,0,0,28,0
,"Selwyn Anglican Church Hall, corner Massey Road & Hain Avenue",0,0,0,1,0,0,1,0,13,0,3,1,0,0,0,19,1
,"Sutton Park School, 89 Vine Street",0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,11,1
"Manukau","Redoubt North Wesleyan Church, 51 Diorella Drive ",2,0,0,0,0,0,0,0,16,0,8,6,0,0,0,32,1
"Otahuhu","Fairburn School, 10 Pukeora Road",12,0,0,16,0,0,22,2,306,1,114,27,0,0,0,500,5
,"McAuley High School, 26 High Street",11,1,0,32,0,0,37,7,587,2,151,70,1,0,1,900,11
,"Middlemore Hospital, Hospital Road",0,0,0,0,0,0,4,0,35,0,14,4,0,0,1,58,1
,"Otahuhu College, 74-78 Mangere Road",5,4,0,11,0,0,21,4,220,0,81,22,0,0,0,368,15
,"Otahuhu Intermediate School, 22-24 Luke Street",5,3,0,13,0,0,22,2,367,2,93,35,0,0,1,543,16
,"Otahuhu Primary School, 41 Station Road",1,2,0,12,1,0,20,9,337,0,93,39,0,0,0,514,15
,"Panama Road School, 139 Panama Road",0,0,0,0,0,0,3,1,12,0,1,1,0,0,0,18,0
"Otara","Bairds Mainfreight Primary School, 12 Edward Avenue",0,0,0,3,0,0,4,4,315,1,17,31,0,0,0,375,11
,"East Tamaki Primary School, 196 Preston Road",0,0,0,4,0,0,5,2,203,0,21,21,0,0,0,256,4
,"Ferguson Intermediate School, 20-40 Ferguson Road",1,2,0,7,0,0,16,5,542,1,33,53,0,0,0,660,9
,"Flat Bush School, 20 Flat Bush Road",1,1,0,9,0,0,9,4,311,0,16,12,0,0,0,363,9
,"Mayfield School, 12 Pearl Baker Drive",0,0,0,10,0,0,6,5,486,0,35,38,0,0,0,580,11
,"Otara Leisure Centre, Seminar Room, 115 Bairds Road ",4,0,0,3,0,0,10,3,239,0,18,16,1,0,0,294,6
,"Sir Edmund Hillary Collegiate, 67 Otara Road",0,2,0,6,0,0,5,10,403,0,7,17,0,0,0,450,13
,"Wymondley Road School, 77 Wymondley Road",1,1,0,1,0,0,8,2,219,1,13,8,0,0,0,254,4
,"Yendarra School, 226 Bairds Road",0,1,0,4,0,0,6,4,231,3,12,23,0,0,0,284,10
"Papatoetoe","Aorere College, 6-8 Selfs Road",0,1,0,2,0,0,8,0,168,1,43,20,0,0,0,243,4
,"Holy Cross Church Hall, corner Fairview & Carruth Roads",7,2,0,26,0,1,56,5,536,1,313,98,0,1,2,1048,16
,"Hunters Plaza Shopping Centre, Shop 24, Great South Road",9,4,1,14,0,0,17,1,268,2,164,31,0,0,0,511,18
,"Kedgley Intermediate School, 181 Portage Road",0,1,0,0,0,0,3,0,50,0,22,4,0,0,0,80,1
,"Omana Kindergarten, 42 Omana Avenue",2,0,0,21,0,0,20,1,196,1,202,44,0,0,3,490,3
,"Papatoetoe Central Primary School, corner Great South Road & Saint George Street",11,0,0,18,0,0,33,2,278,2,241,47,0,0,0,632,3
,"Papatoetoe East Primary School, 138 Tui Road",17,6,0,24,0,1,30,6,416,1,256,92,0,2,1,852,17
,"Papatoetoe High School, 19 Nicholson Avenue",1,2,1,13,0,0,20,10,286,1,211,46,0,1,1,593,5
,"Papatoetoe Intermediate School, 175 Motatau Road",11,0,0,12,0,0,33,2,277,4,222,63,0,0,1,625,10
,"Papatoetoe South School, 60 Milan Road (Kenderdine Road entrance)",1,3,0,16,0,1,39,4,429,1,170,67,0,0,2,733,9
,"Papatoetoe West School, 1-3 Hillcrest Road",2,2,0,14,0,0,30,6,509,4,160,57,0,0,0,784,12
,"Puhinui Primary School Hall, 116 Puhinui Road",0,2,0,11,0,0,13,4,223,5,124,35,0,0,0,417,1
,"Puhinui Scout Hall, York Road",0,1,0,5,0,0,16,3,113,0,90,27,0,0,1,256,5
,"Wesley Methodist Church Hall, 37 Kolmar Road",3,1,0,11,0,0,14,1,156,0,124,40,0,0,0,350,8
,"Whitehaven Pensioners Flats Hall, 146 Kolmar Road",3,0,0,2,0,0,12,2,100,2,76,20,0,0,0,217,3
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,5,0
,"Ordinary Votes BEFORE polling day",44,11,2,146,1,1,216,81,4852,16,1550,675,2,0,3,7600,157
,"Special Votes BEFORE polling day",8,4,0,23,0,1,57,18,883,6,174,72,0,0,1,1247,27
,"Special Votes On polling day",12,9,0,41,1,2,88,27,1332,6,367,123,0,0,0,2008,28
,"Overseas Special Votes including Defence Force",0,0,0,4,1,0,19,1,56,0,19,12,0,0,0,112,1
,"Votes Allowed for Party Only",3,9,0,11,0,0,44,38,765,20,103,60,0,0,0,1053,23
,"Manukau East Total",179,76,4,553,4,7,971,276,16925,84,5392,2072,4,4,18,26569,502
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",27071
"Electorate Party Valid Votes for Manukau East",,"Labour Party - .6370205879"
"ACT New Zealand",179,.0067371749
"Aotearoa Legalise Cannabis Party",76,.0028604765
"Ban1080",4,.0001505514
"Conservative",553,.0208137303
"Democrats for Social Credit",4,.0001505514
"Focus New Zealand",7,.0002634649
"Green Party",971,.036546351
"Internet MANA",276,.0103880462
"Labour Party",16925,.6370205879
"Māori Party",84,.0031615793
"National Party",5392,.2029432798
"New Zealand First Party",2072,.0779856223
"NZ Independent Coalition",4,.0001505514
"The Civilian Party",4,.0001505514
"United Future",18,.0006774813
