Party and Electorate Candidate Votes Recorded at each polling place
"Invercargill 19","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Arrowtown","Arrowtown Primary School, 9 Chalmers Place",1,0,0,0,0,6,4,0,11,0,1,34,1,0,0,1,0,0,0,59,0
"Bluff","Bluff Community School, 39 Bradshaw Street",3,3,1,0,1,20,3,3,257,0,5,93,22,0,0,3,0,1,0,415,4
,"St Teresa's School, 181 Foyle Street",4,1,2,1,2,8,5,0,216,1,5,64,16,0,0,2,0,1,0,328,4
"Brydone","Brydone Hall, 12 Brydone-Glencoe Road",2,0,1,1,2,0,0,0,1,0,0,46,1,0,0,0,0,0,0,54,0
"Colac Bay","Colac Bay Fire Station, 16 Colac Bay Road",0,0,0,0,0,3,0,0,15,0,1,71,7,0,0,0,0,1,0,98,1
"Dacre","Dacre Coronation Hall, Edendale-Woodlands Highway",10,0,0,0,0,4,0,0,20,0,0,121,2,0,0,3,0,0,0,160,0
"Edendale","Edendale School, 24 Salford Street",20,1,5,1,1,8,2,0,109,0,2,288,16,0,0,3,0,3,0,459,1
"Glenham","Glenham School, 22 Glenham School Road",9,0,0,0,0,2,0,0,4,0,1,65,2,0,0,3,0,0,0,86,0
"Gorge Road","Gorge Road School, 4 Factory Road",8,0,2,0,0,4,0,0,16,0,1,90,5,0,0,4,0,0,0,130,0
"Grove Bush","Grove Bush Hall, corner Grove Bush-Woodlands & Tussock Creek-Grove Bush Roads",12,0,1,1,0,2,0,0,13,0,0,83,5,0,0,0,0,0,0,117,0
"Hedgehope","Hedgehope School, Winton-Hedgehope Highway",2,0,0,2,0,1,0,0,5,0,0,84,2,0,0,1,0,2,0,99,0
"Invercargill","Ascot Community School, 580 Tay Street",19,3,4,1,0,29,5,4,399,0,2,376,24,2,0,14,0,6,0,888,4
,"Aurora College, 234 Regent Street",8,0,5,0,3,19,3,2,264,0,4,144,16,1,0,14,0,4,0,487,2
,"CCS Disability Action Southland, 142 Don Street",2,1,4,0,0,12,6,0,88,0,0,81,5,0,0,1,0,1,0,201,1
,"Clifton Salvation Army Hall, 109 Wicklow Street",7,1,0,4,1,15,4,2,333,0,2,173,27,1,0,6,0,6,0,582,2
,"Donovan Primary School, 200 Drury Lane",27,3,5,6,0,39,10,0,356,1,3,393,24,0,0,18,0,9,0,894,4
,"Eastside Baptist Church, corner Glengarry Crescent & Yarrow Street",10,2,1,0,4,19,6,5,292,0,8,164,18,0,1,7,0,9,0,546,2
,"Elles Road Bible Chapel, 198 Earn Street",13,1,17,2,7,47,6,10,370,1,12,171,34,1,0,7,1,10,1,711,3
,"Fernworth School, 288 Pomona Street",22,0,6,2,10,32,13,2,635,1,7,266,50,0,0,16,0,6,0,1068,5
,"Freedom Community Centre, 85 Adamson Crescent",6,2,3,0,1,20,2,1,158,0,2,140,21,0,0,4,0,4,0,364,1
,"Gladstone Scout Hall, corner Holywood Terrace & Russell Street",24,1,1,2,7,12,3,1,122,2,2,273,11,0,0,4,0,9,0,474,2
,"Grasmere Kindergarten, 10 Heywood Street",14,2,2,2,2,15,2,0,220,1,3,274,32,0,0,15,0,10,1,595,4
,"Holy Trinity Anglican Church Hall, 61 King Street",28,0,1,1,0,34,8,2,339,0,7,362,30,0,0,4,0,8,0,824,7
,"Invercargill Middle School Hall, 31 Jed Street",8,0,3,1,4,28,3,2,222,0,4,208,21,0,0,9,0,10,0,523,3
,"Invercargill Public Library, 50 Dee Street",10,0,6,0,3,40,3,1,152,1,1,133,9,0,0,14,0,0,0,373,1
,"James Hargest College Junior Campus, 6 Layard Street",25,2,2,0,0,24,7,1,237,0,0,514,23,0,0,7,0,9,0,851,3
,"James Hargest College Senior Campus, 288 Layard Street",6,0,1,1,0,25,5,0,157,0,2,325,11,0,0,6,0,6,0,545,1
,"Kew Kindergarten, 51 Selwyn Street",3,0,6,0,0,16,2,0,197,0,1,93,16,0,0,4,0,1,0,339,3
,"Knox Presbyterian Church Hall, 107 Pomona Street",18,1,9,1,3,32,8,1,362,2,4,214,37,0,0,7,0,12,1,712,4
,"Lindisfarne Kindergarten, 34 Mitchell Street",10,2,1,3,1,24,8,3,232,0,5,243,16,1,0,4,0,4,0,557,3
,"New River School, 117 Elizabeth Street",3,1,2,0,1,14,0,2,300,0,4,123,11,3,0,4,0,0,0,468,2
,"Newfield Park School, 82 Wilfrid Street",11,0,3,1,4,32,9,0,359,0,3,280,27,1,0,5,0,7,0,742,2
,"Rosedale Gospel Chapel, 212 Bourke Street",9,0,1,1,2,21,7,4,165,0,2,232,11,0,0,3,0,11,0,469,2
,"Salford School Hall, 110 Lamond Street",13,1,0,0,1,22,4,2,164,0,4,285,10,0,0,7,0,1,0,514,0
,"Southland Girls' High School Hall, 328 Tweed Street",10,1,9,0,4,53,4,3,334,0,3,260,24,0,0,19,0,9,1,734,2
,"St Andrew's Youth Centre, 141 Manse Street",12,0,0,2,3,15,5,0,409,0,4,237,30,0,0,8,0,9,0,734,2
,"St John's Girls' School, 349 Dee Street",19,0,1,0,0,26,4,2,183,1,3,215,10,0,0,7,0,2,1,474,2
,"St John's Parish Hall, 108 Tay Street",6,0,2,0,2,13,3,0,105,0,4,79,11,2,0,4,0,1,0,232,0
,"St Joseph's School, 70 Eye Street",2,1,3,0,0,14,4,3,105,0,3,52,14,0,0,5,0,2,0,208,0
,"St Stephen's Church Hall, 290 North Road",28,1,2,1,3,41,9,1,388,0,4,574,49,0,0,10,0,14,1,1126,5
,"Te Wharekura O Arowhenua, 734 Tweed Street",7,1,2,1,3,6,1,5,189,0,9,133,15,0,0,6,0,1,0,379,2
,"Waihopai School Hall, 121 Herbert Street",21,0,2,1,2,37,3,1,196,0,3,412,13,0,0,9,0,5,0,705,2
,"Waverley Park School, 55 Eden Crescent",9,1,1,1,6,19,3,1,125,1,1,181,8,0,0,1,0,1,0,359,0
,"Windsor Community Church (Presbyterian), 19 Windsor Street",17,2,5,4,1,27,9,0,268,0,7,430,31,0,0,4,0,9,0,814,1
,"Windsor North School Hall, corner Windsor & Chelmsford Streets",29,1,0,0,4,22,5,1,199,1,5,390,17,0,0,3,0,6,0,683,0
"Kennington","Kennington Public Hall, 21 Rimu Road",6,0,0,0,0,8,1,1,59,1,0,120,7,0,0,2,0,1,0,206,1
"Lochiel","Lochiel School, corner Lochiel Bridge & Smith Roads",5,0,0,0,1,4,0,0,8,0,0,90,5,0,0,1,0,0,0,114,0
"Makarewa","Makarewa School, 56 Flora Road East",19,1,2,0,0,32,7,2,161,2,1,388,31,1,0,2,0,6,0,655,1
"Mokoreta","Mokoreta-Redan Centennial Hall, 1725 Wyndham-Mokoreta Road",1,0,0,0,0,1,0,0,5,0,0,60,2,0,0,0,0,0,0,69,0
"Mokotua","Mokotua Public Hall, 12 Clearwater Road",12,1,0,0,0,4,6,0,17,0,0,108,0,0,0,2,0,1,0,151,0
"Myross Bush","Myross Bush School, 288 Mill Road North",18,0,0,0,3,13,6,0,91,0,2,314,26,0,0,6,0,5,0,484,1
"Orepuki","Orepuki and Districts Community Centre, 32 Oldham Street",0,0,0,0,0,4,0,0,9,0,1,37,7,0,0,0,0,4,0,62,0
"Otatara","Otatara Community Hall, 146 Dunns Road",55,2,0,1,8,90,15,7,472,2,6,679,37,1,0,9,0,18,1,1403,7
"Queenstown","Memorial Hall, corner Memorial & Stanley Streets",1,0,0,0,0,1,0,0,5,1,0,20,0,0,0,2,0,0,0,30,0
"Rimu","Rimu School, 442 Rimu Road",16,0,0,0,0,5,1,0,34,0,1,111,10,0,0,0,0,3,0,181,0
"Riverton","Riverton Primary School Hall, 7 Leader Street",18,1,5,0,5,39,4,1,242,0,3,484,33,1,0,6,0,6,0,848,2
"Roslyn Bush","Roslyn Bush Playcentre, Lorneville-Dacre Highway",10,1,0,0,0,2,1,0,15,0,0,75,3,0,0,1,0,1,0,109,0
"Ryal Bush","Central Pirates Rugby Club, corner Winton-Lorneville Highway & Wilsons Crossing",9,0,0,1,0,5,1,2,20,0,0,130,4,0,0,1,0,1,0,174,2
"Seaward Downs","Seaward Downs Public Hall, Mataura Island Highway",2,0,0,0,0,2,0,0,11,0,0,91,2,0,0,0,0,1,0,109,0
"Stewart Island","Halfmoon Bay School, 6 Ayr Street",8,1,3,1,0,23,0,0,42,0,1,78,7,0,0,0,0,4,1,169,1
"Te Anau","Te Anau School Hall, 167 Milford Road",4,0,0,0,0,4,1,0,10,0,0,40,0,0,0,1,0,2,0,62,0
"Te Tipua","Te Tipua School, State Highway 96",1,0,0,0,0,2,0,0,1,0,0,31,0,0,0,1,0,0,0,36,1
"Thornbury","Thornbury Primary School, 28 Muriel Street",5,0,0,0,1,0,0,0,24,0,0,88,0,0,0,0,0,1,0,119,0
"Tisbury","Tisbury School, 3 Boundary Road",8,0,0,1,2,8,5,0,83,0,3,149,10,0,0,4,0,0,0,273,1
"Tokanui","Tokanui School, 18 Duncan Street",8,0,0,0,0,5,0,0,25,0,1,184,3,0,0,5,0,2,2,235,0
"Tuturau","Tuturau Primary School, 285 Shanks Road",3,0,0,0,0,0,0,2,2,0,0,39,0,0,0,0,0,0,0,46,0
"Waianiwa","Waianiwa School, 244 Argyle Otahuti Road",7,0,1,0,0,3,0,0,29,0,1,139,4,0,0,2,0,2,0,188,1
"Waikawa","Waikawa Public Hall, 23 Leamington Street",0,0,0,0,0,2,2,0,13,0,0,66,2,0,0,0,0,0,0,85,0
"Waimahaka","Waimahaka School, 1141 Mataura Island-Fortrose Road",9,0,0,0,0,3,1,0,13,1,0,90,5,0,0,0,0,0,0,122,0
"Wallacetown","Wallacetown School, 34 Mauchline Street",14,2,1,4,2,14,5,4,121,0,1,238,15,0,0,16,0,3,0,440,1
"Woodend","Woodend Public Hall, 3 Sommerville Street",4,1,0,0,1,6,1,0,56,0,0,51,2,0,0,0,0,2,0,124,0
"Woodlands","Woodlands Full Primary School, Woodlands-Invercargill Highway",17,0,2,1,0,7,1,1,29,0,0,179,9,1,0,0,0,0,0,247,2
