Party and Electorate Candidate Votes Recorded at each polling place
"Invercargill 19","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Wrights Bush","Wrights Bush Public Hall, Riverton Highway",5,0,0,0,2,4,2,0,34,0,0,79,7,0,0,1,0,0,0,134,1
"Wyndham","Wyndham Primary School, 40 Florence Street",21,1,3,0,8,5,4,0,89,0,2,227,19,0,0,5,0,1,0,385,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",6,4,3,0,4,11,8,4,323,1,4,375,17,0,0,0,1,8,2,771,25
,"Ordinary Votes BEFORE polling day",62,1,10,5,10,125,18,7,786,0,11,1302,74,1,0,19,0,26,1,2458,5
,"Special Votes BEFORE polling day",12,0,5,0,3,22,3,0,160,0,2,197,18,0,0,3,0,2,0,427,1
,"Special Votes On polling day",44,2,15,1,6,104,9,7,510,0,12,723,44,1,0,42,1,8,1,1530,2
,"Overseas Special Votes including defence force",7,0,2,2,1,25,1,1,69,0,2,144,2,0,0,0,0,0,0,256,0
,"Votes Allowed for Party Only",3,0,5,0,0,7,1,1,68,0,7,68,2,0,0,6,1,1,0,170,0
,"Invercargill Total",947,54,179,61,145,1492,292,105,12927,21,205,16663,1192,18,1,413,4,319,14,35052,143
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35195
"Electorate Party Valid Votes for Invercargill",,"National Party - .4753794363"
"ACT New Zealand",947,.0270170033
"Alliance",54,.0015405683
"Aotearoa Legalise Cannabis Party",179,.0051066986
"Democrats for Social Credit",61,.0017402716
"Family Party",145,.0041367112
"Green Party",1492,.0425653315
"Jim Anderton's Progressive",292,.0083304804
"Kiwi Party",105,.0029955495
"Labour Party",12927,.3687949332
"Libertarianz",21,.0005991099
"Maori Party",205,.0058484537
"National Party",16663,.4753794363
"New Zealand First Party",1192,.0340066187
"New Zealand Pacific Party",18,.0005135228
"RAM - Residents Action Movement",1,.000028529
"The Bill and Ben Party",413,.0117824946
"The Republic of New Zealand Party",4,.0001141162
"United Future",319,.0091007646
"Workers Party",14,.0003994066
