Party and Electorate Candidate Votes Recorded at each polling place
"Clutha-Southland 6","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Mataura","Mataura School Hall, 33 Oakland Street",8,1,8,17,3,41,236,1,7,0,271,70,5,668,4
"Milton","Tokomairiro Co-op Parish Hall, 30-34 Union Street",7,0,3,27,2,45,171,1,3,3,314,54,1,631,7
,"Tokomairiro High School, 238 Union Street",5,0,3,22,1,42,176,1,0,6,335,48,4,643,5
"Mossburn","Mossburn School, 28 Surrey Street",9,0,0,9,0,11,42,1,0,2,172,5,10,261,3
"Nightcaps","Takitimu Primary School, 17 Evans Street",1,0,2,6,5,12,52,0,3,1,105,24,0,211,2
"Ohai","Ohai Volunteer Fire Brigade, 61 Birchwood Road",4,0,2,3,0,5,42,0,0,0,34,14,0,104,2
"Opio","Opio Public Hall, 529 Opio Road",1,1,0,3,0,0,2,0,0,0,42,2,0,51,1
"Orawia","Orawia and Districts Community Centre, 2044 Ohai Clifden Highway",6,0,0,3,0,6,3,0,0,0,92,1,0,111,0
"Orepuki","Orepuki and Districts Community Centre, 32 Oldham Street",0,0,0,2,0,0,0,0,0,0,17,0,0,19,0
"Otama","Otama School, 702 Otama Road",4,0,0,9,0,5,4,0,0,0,82,5,2,111,0
"Otautau","Otautau School, 17 Elles Road",11,0,3,17,1,25,73,0,0,0,311,31,7,479,3
"Owaka","Owaka Memorial Community Centre, 3 Ovenden Street",14,0,0,28,1,19,72,0,1,1,218,25,2,381,1
"Pukerau","Pukerau School, 30 Pukerau Street",2,0,0,4,0,5,9,0,0,0,80,8,0,108,0
"Queenstown","Memorial Hall, corner Memorial & Stanley Streets",11,0,16,15,1,210,167,3,1,7,697,34,9,1171,0
,"Queenstown Primary School Hall, 20 Robins Road",6,0,3,6,1,58,50,0,0,1,162,10,1,298,2
"Riversdale","Riversdale School, 28 Rutland Street",8,0,3,24,1,17,40,0,1,1,309,5,0,409,2
"Stirling","Stirling School, corner Baker & Boyd Streets",3,0,4,6,1,8,43,0,0,0,101,8,2,176,1
"Tahakopa","Tahakopa School, 921 Tahakopa Valley Road",0,1,1,4,0,3,15,0,0,1,32,8,3,68,3
"Taieri Beach","Taieri Beach School Library, 208 Moturata Road",1,0,0,9,0,12,31,0,2,1,65,10,0,131,0
"Tapanui","Tapanui School, 14a Sussex Street",10,0,0,14,3,26,89,0,0,4,363,33,9,551,2
"Te Anau","Te Anau School Hall, 167 Milford Road",14,0,10,28,8,135,124,0,0,4,714,37,25,1099,6
"Tuatapere","Tuatapere Community College, 47 Orawia Road",13,0,1,5,1,12,45,0,3,1,214,17,4,316,4
"Waihola","Waihola & Districts School, 5 Kilgour Street",5,0,1,13,0,30,48,0,3,0,156,21,3,280,2
"Waikaia","Waikaia School, 22 Leamington Street",3,0,0,8,0,7,21,0,1,0,94,8,2,144,3
"Waikaka","Waikaka School, 22 Matheson Road",9,0,0,14,0,9,13,0,0,3,158,8,0,214,2
"Waikoikoi","Waikoikoi Public Hall, corner State Highway 90 & Koi Flat Road",8,0,0,2,0,2,3,2,0,1,96,5,0,119,2
"Waimumu","Waimumu Te Tipua Hall, corner Waimumu & Glendhu Roads",7,0,0,6,0,6,4,0,0,0,82,5,1,111,0
"Waipahi","Waipahi Community Centre, 54 Railway Terrace",2,0,2,4,0,5,7,0,0,0,56,3,0,79,1
"Waitahuna","Waitahuna School, 18 Sunderland Street",3,0,0,2,0,7,16,0,0,1,92,5,1,127,1
"Waiwera South","Waiwera South School, 16 May Street",6,0,1,4,0,2,2,0,0,0,73,4,0,92,1
"Warepa","Warepa School, 383 Old Port Road",2,0,0,3,0,7,6,0,0,0,70,2,2,92,0
"Wendonside","Wendonside Hall, corner Wendonside & Freshford Plains Station Roads",5,0,0,2,0,2,2,0,0,0,57,0,0,68,0
"Winton","Central Southland College, corner Grange and Mackenzie Streets",9,0,6,23,0,30,61,2,1,2,384,17,4,539,3
,"Winton Primary School Hall, corner Clyde & Eglinton Streets",17,0,0,23,1,35,104,0,0,1,608,55,4,848,10
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Clutha-Southland",64,1,17,87,10,439,631,3,2,19,2937,188,33,4431,35
,"Ordinary Votes BEFORE polling day - Taken in Invercargill",2,0,2,5,0,6,12,0,0,1,75,1,0,104,0
,"Special Votes BEFORE polling day",2,0,2,9,1,35,68,0,1,1,239,20,2,380,2
,"Special Votes On polling day",27,1,18,37,5,240,324,1,5,10,1177,66,22,1933,11
,"Overseas Special Votes including Defence Force",9,0,1,3,0,34,19,0,0,2,107,2,0,177,0
,"Votes Allowed for Party Only",2,0,10,1,0,19,46,0,2,1,82,9,0,172,2
,"Clutha-Southland Total",583,17,210,992,75,2751,5160,24,48,136,20020,1556,259,31831,209
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32040
"Electorate Party Valid Votes for Clutha-Southland",,"National Party - .6289466244"
"ACT New Zealand",583,.0183154786
"Alliance",17,.0005340706
"Aotearoa Legalise Cannabis Party",210,.0065973422
"Conservative Party",992,.031164588
"Democrats for Social Credit",75,.0023561936
"Green Party",2751,.086425183
"Labour Party",5160,.162106123
"Libertarianz",24,.000753982
"Mana",48,.0015079639
"Māori Party",136,.0042725645
"National Party",20020,.6289466244
"New Zealand First Party",1556,.0488831642
"United Future",259,.0081367221
