Party and Electorate Candidate Votes Recorded at each polling place
"Clutha-Southland 6","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Arrowtown","Arrowtown Primary School, 9 Chalmers Place",17,0,9,15,1,195,129,0,1,8,811,39,13,1238,1
"Balclutha","Balclutha Information Centre, 4 Clyde Street",7,0,2,23,5,53,228,0,1,5,430,50,3,807,5
,"Balclutha Primary School Hall, 21 Lanark Street",6,0,3,20,0,31,80,1,0,2,153,21,2,319,0
,"Rosebank School Hall, 21 Frances Street",8,1,4,25,2,46,143,1,1,1,359,40,3,634,4
,"St Andrew's Church Hall, corner Clyde & George Streets",6,1,1,18,4,31,172,0,1,3,269,36,1,543,6
"Balfour","Balfour School, 131 Queen Street",9,0,0,5,1,1,9,0,0,1,201,10,2,239,1
"Blackmount","Blackmount School, 4288 Blackmount-Redcliff Road",6,0,0,1,0,4,6,0,0,0,56,5,0,78,1
"Browns","Hillside School, 24 McCaughan Street",6,0,0,1,0,8,8,0,0,0,111,1,0,135,1
"Clifden","Hauroko Valley School, 956 Clifden Highway",1,0,0,1,1,2,4,0,0,0,73,2,1,85,2
"Clinton","Clinton School, 34 Halsey Street",11,0,1,20,0,18,48,0,0,0,186,17,1,302,2
"Crookston","Crookston Public Hall, 1252 Tapanui-Raes Junction Highway ",2,0,0,3,0,5,2,0,0,0,59,1,0,72,0
"Dipton","Dipton School, 1935 James Street",6,0,1,9,0,17,12,1,0,0,141,2,2,191,1
"Drummond","Drummond Primary School, corner Boundary & Domain Roads",10,0,1,14,1,6,16,0,0,2,149,8,0,207,1
"Dunrobin","Dunrobin Memorial Hall, corner Moa Flat, Triangle & Dunrobin Roads",2,0,0,5,0,3,3,0,0,0,71,1,0,85,1
"Edendale","Edendale School, 24 Salford Street",0,0,2,2,0,3,3,0,0,0,4,0,0,14,1
"Fairfax","Fairfax Public Hall, 1493 Riverton-Otautau Road",9,1,1,2,0,3,0,0,0,0,65,4,1,86,0
"Five Rivers","Five Rivers Hall, 1898 Five Rivers-Mossburn Road",1,0,0,2,0,1,1,0,0,1,64,0,0,70,0
"Frankton","Queenstown Events Centre, 35 Joe O'Connell Drive",5,0,3,6,1,67,50,0,1,1,385,6,5,530,3
,"St Margaret's Church, corner Kawarau Road & Ross Street",15,0,11,26,0,189,195,3,0,7,977,39,11,1473,7
"Garston","Garston School, 1705 State Highway 6",0,0,1,3,1,9,9,0,0,2,78,2,0,105,0
"Glenorchy","Glenorchy Primary School, corner Cantire & Oban Streets",5,0,4,4,0,29,14,0,0,2,73,4,0,135,0
"Gore","Calvin Presbyterian Church Centre, 25 Robertson Street",13,1,8,56,2,51,195,0,0,4,657,68,10,1065,9
,"East Gore School Hall, 3 Wentworth Street",12,2,3,28,0,51,140,1,1,1,309,46,3,597,4
,"Gore District Court, 6 Hokonui Drive",11,2,6,35,1,50,181,0,0,1,421,39,7,754,12
,"Gore Main School, School Hall, 39 Ardwick Street",11,2,5,40,1,64,167,0,0,3,526,42,8,869,5
,"Rachel's Studio of Dance (formerly Pipe Band Hall), 27 Hyde Street",6,1,2,20,4,13,94,2,1,2,220,44,0,409,5
"Greenfield","Clutha Valley School, 2155 Clutha Valley Road",8,0,2,9,0,5,8,0,0,0,208,9,0,249,1
"Heddon Bush","Heddon Bush School, 233 Hall Road",9,0,0,8,0,6,6,0,0,0,79,6,0,114,1
"Heriot","Heriot School, 181 Roxburgh Street",5,0,1,2,0,2,15,0,0,1,91,2,0,119,0
"Hillend","Hillend Hall, 1036 Hillend Road",8,0,0,8,0,0,1,0,0,0,52,0,3,72,0
"Hokonui","Hokonui Centennial Hall, 190 Hokonui School Road",4,0,1,2,0,2,4,0,0,0,42,0,0,55,0
"Kaitangata","Kaitangata School, Salcombe Street",6,0,7,12,2,28,138,0,3,0,96,50,3,345,5
"Kaiwera","Kaiwera Hall, 883 Kaiwera-Pukerau Road",3,0,0,3,0,1,4,0,0,0,79,2,0,92,0
"Kaka Point","Kaka Point Community Centre, Moana Street",3,0,6,4,0,16,30,0,0,0,100,9,2,170,0
"Kelvin Heights","Lakeland Park Christian Camp, 496 Peninsular Road",1,0,0,10,0,26,17,0,0,0,136,8,2,200,1
"Kingston","Fire Brigade Meeting Room, 48 Kent Street",1,0,1,0,0,7,14,0,0,0,52,9,0,84,0
"Lawrence","St John Rooms, 10 Ross Place",4,1,2,13,0,30,65,0,0,8,261,22,0,406,1
"Limehills","Limehills School, Derby Road",4,0,2,14,0,7,14,0,1,0,244,8,2,296,0
"Lochiel","Lochiel School, corner Lochiel Bridge & Smith Roads",4,0,0,0,0,4,3,0,0,0,55,4,1,71,0
"Lumsden","Lumsden School, 19 Maria Street",7,0,0,8,1,27,33,0,0,5,164,16,6,267,4
"Manapouri","Manapouri Hall, 11 Hall Road",5,0,0,3,1,18,21,0,1,1,80,13,7,150,1
"Mandeville","Mandeville Public Hall, 11 Waimea Valley Road",4,0,1,1,0,4,0,0,0,0,80,3,0,93,0
"Mararoa","Mararoa School, 2373 State Highway 94",2,0,0,4,0,6,5,0,0,0,80,0,2,99,0
