Party and Electorate Candidate Votes Recorded at each polling place
"Northland 35","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Ahipara ","Ahipara School, Main Rd",0,1,0,1,1,0,4,0,26,0,132,0,16,148,0,33,0,0,7,369,2
"Arapohue","Arapohue Hall, Mititai Rd",0,0,1,0,0,3,0,0,7,0,20,1,2,133,0,20,0,0,3,190,0
"Awanui","Awanui School, Main Rd",0,1,1,0,2,1,1,0,5,5,114,0,14,168,0,45,0,0,5,362,3
"Awarua, Kaikohe","Te Hurihi Marae, Mangakahia Rd",0,0,0,0,0,0,1,0,1,0,10,0,3,4,0,3,0,0,0,22,0
"Baylys Beach","Presbyterian Church Hall, Seaview Rd",0,5,0,0,0,2,1,0,15,0,39,0,0,107,0,14,0,0,1,184,0
"Broadwood","Broadwood Area School, Main Rd",0,1,0,0,0,0,1,0,4,1,23,0,0,54,0,14,0,0,1,99,2
"Dargaville","Dargaville Primary School, Portland St",0,5,0,2,1,2,3,0,33,2,244,0,7,326,1,68,0,0,21,715,7
,"Selwyn Park School, Onslow St",0,6,0,0,0,2,1,0,9,2,152,0,2,139,0,45,0,0,2,360,0
,"St Andrew's Church Hall, Normanby St",0,14,1,4,0,3,5,0,39,19,340,0,4,514,1,133,0,1,28,1106,6
"Fairburn","Fairburn Hall, Main Fairburn-Peria Rd",0,2,0,1,0,2,0,0,5,0,38,0,0,38,0,12,0,0,0,98,0
"Herekino","Herekino School, Kaitaia-Awaroa Rd",0,0,0,1,0,0,1,0,3,2,31,0,4,24,0,14,0,0,2,82,0
"Hikurangi","Hikurangi School, Swan Ave",0,3,0,1,0,0,2,0,6,3,42,0,0,81,0,14,0,0,1,153,0
"Horeke","Horeke School, Horeke Rd",0,0,0,0,0,0,0,0,1,3,25,0,6,6,0,7,0,0,1,49,0
"Hukerenui","Hukerenui School, Crowsnest Rd",0,4,0,0,0,0,2,0,14,0,29,0,0,141,0,23,0,0,5,218,1
"Kaeo","Kaeo Primary School, SH 10",0,5,0,1,0,1,1,0,27,4,162,0,5,187,0,48,0,0,10,451,1
"Kaihu","Kaihu Memorial Hall, Wood Rd",0,6,1,0,0,2,0,0,17,4,37,0,0,109,0,29,0,0,2,207,0
"Kaikohe","Kaikohe East School, 36 Mangakahia Rd",0,5,1,0,3,0,3,0,16,3,171,1,15,150,0,67,0,0,9,444,0
,"Kaikohe Intermediate School, 11 Park Rd",0,7,1,3,0,0,3,0,15,4,219,0,18,185,0,70,0,0,12,537,6
,"Te Iringa Marae, Waimatenui Rd, Te Iringa",0,1,0,0,0,0,0,0,3,0,16,0,0,9,0,2,0,0,0,31,0
"Kaingaroa","Kaingaroa School, SH 10",0,2,0,1,0,0,0,0,7,1,46,0,0,78,0,23,0,0,0,158,0
"Kaitaia","Kaitaia College, Redan Rd",1,4,0,1,3,0,15,0,26,3,205,0,24,280,0,86,0,0,12,660,1
,"Kaitaia Intermediate School, 45 North Rd",1,7,1,2,0,1,31,0,33,9,366,0,25,440,0,135,0,0,18,1069,7
"Kaiwaka","Kaiwaka School, Mangawhai Rd",0,9,1,2,0,0,0,1,67,4,117,1,3,275,0,44,0,0,9,533,1
"Kamo","Kamo Primary School, 3 Mile Bush Rd",1,1,0,0,0,1,0,0,3,0,11,0,0,25,0,3,0,0,0,45,0
"Kawakawa","Karetu School, Kura Road, ",0,0,0,0,0,0,0,0,5,1,15,0,2,19,0,6,0,0,2,50,0
,"Kawakawa School, 31-39 Albert St",0,8,0,0,1,1,9,0,21,5,150,0,20,158,0,48,0,0,8,429,0
"Kerikeri","Kerikeri Primary School, Hone Heke Rd",1,41,2,6,1,4,11,0,165,15,632,1,9,1053,1,169,0,3,40,2154,7
,"Riverview School, Riverview Rd",0,22,2,0,1,0,5,0,65,10,316,3,6,591,0,74,0,0,25,1120,1
"Kohukohu","Kohukohu School: Beach Rd",0,0,0,0,0,0,0,0,42,2,57,0,1,38,0,10,0,0,0,150,2
"Mangamuka ","Mangamuka School, School Rd",0,1,0,0,0,0,0,0,4,0,6,0,3,16,0,3,0,0,0,33,0
"Mangawhai","Mangawhai Hall, Mangawhai Rd",0,18,0,2,1,2,1,0,84,18,337,0,4,519,0,84,0,0,21,1091,7
"Mangonui","Mangonui School, Colonel Mould Drive",1,8,0,2,1,0,1,0,60,11,231,1,10,357,0,80,0,1,13,777,5
"Maromaku","Maromaku School, Maromaku School Rd",0,0,0,0,0,0,0,0,2,0,17,0,0,82,0,14,0,0,0,115,1
"Marua","Marua Hall, Marua Rd",0,2,0,0,0,0,0,0,2,0,10,0,0,61,0,14,0,0,1,90,0
"Matauri Bay","Matauri Bay School, Wainui Rd ",0,3,0,0,0,0,3,0,6,0,31,0,4,37,0,8,0,0,4,96,0
"Matawaia","Kohanga Reo, Matawaia Rd",0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,4,0,0,0,11,0
"Maungaturoto","Maungaturoto Community Centre, View St",0,10,0,3,1,2,6,0,23,8,225,0,4,301,0,60,0,0,25,668,4
"Maunu","Maunu Primary School, Maunu Rd",0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,1,0,0,0,11,0
,"Whangarei Area Hospital, Maunu Rd",0,0,0,0,0,0,0,0,0,0,11,0,1,14,0,2,0,0,0,28,0
"Moerewa","Te Kura Kaupapa Maori O Taumarere, 1 Station Rd",0,1,0,0,0,0,8,0,6,2,123,0,8,40,0,25,0,0,1,214,3
"Ngaiotonga","Ngaiotonga School, Rawhiti Rd",0,0,0,1,0,0,0,0,3,0,33,0,0,13,0,5,0,0,0,55,0
"Ngataki","Ngataki School, Ngataki, SH 1",0,0,0,0,0,0,1,0,6,1,13,0,4,23,0,5,0,0,0,53,0
"Oakura","Oakura Hall, Oakura Rd",0,1,0,0,0,0,0,0,6,0,44,0,2,46,0,15,0,0,1,115,0
"Ohaeawai","Ohaeawai School, Tennyson St",0,7,0,0,0,1,2,0,12,0,47,0,4,90,0,24,0,0,2,189,1
"Okahu","Mr J Blackwell's Garage, 2081 Mititai Rd",0,1,0,0,0,0,1,0,1,0,3,0,0,24,0,2,0,0,0,32,0
"Okaihau","Okaihau Primary School, Settlers Way",0,6,0,1,0,1,1,0,16,4,106,1,6,195,0,32,0,0,10,379,2
"Omana","Settlers' Hall, Girls High School Road ",0,3,0,0,0,1,0,0,0,4,1,1,0,18,0,3,0,0,0,31,0
"Omapere","Opononi Area School, 263 SH12",0,2,0,3,0,0,1,0,30,0,95,2,3,78,0,28,0,0,4,246,1
"Opua","Opua School, Franklin St",0,3,1,3,0,0,0,0,27,6,102,2,2,164,0,29,0,0,5,344,2
"Opuawhanga","Opuawhanga Hall, North Rd",0,4,0,0,0,0,0,0,10,0,14,0,1,46,0,8,0,0,1,84,0
"Oromahoe ","Oromahoe School, School Rd",0,2,0,0,2,0,1,0,21,0,21,0,3,29,0,9,0,0,0,88,1
"Otaika","Otaika Gospel Hall (cnr Tarewa and Otaika Roads)",0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,9,0
"Paihia","Paihia School, School Rd",0,13,0,3,3,0,2,0,56,14,317,2,8,579,0,107,0,0,18,1122,5
"Pakaraka","Pakaraka School, SH10 ",0,9,0,2,0,0,1,0,6,0,50,0,0,113,0,14,0,0,5,200,1
"Pakotai","Pakotai School, Ruddell Rd/Mangakahia Rd",0,1,0,2,0,0,0,0,0,0,14,0,1,41,0,8,0,0,0,67,0
"Pamapuria","Pamapuria School, SH 10",0,0,0,0,0,0,1,0,22,1,48,1,4,69,0,27,0,0,3,176,0
"Panguru","Panguru Resource Centre, Panguru Rd",0,0,0,0,0,0,0,0,0,3,15,0,6,4,0,3,0,0,0,31,0
"Paparoa","Paparoa School, SH12",0,11,0,0,0,4,1,0,25,3,100,0,4,304,0,46,2,1,35,536,3
"Pawarenga","Te Kura O Hata Maria",0,0,0,0,0,0,0,0,5,0,6,0,3,7,0,0,0,0,0,21,0
"Peria","Peria School, 1430 Oruru Rd",0,3,0,2,0,1,0,0,36,5,51,0,3,30,0,22,1,0,2,156,0
