Party and Electorate Candidate Votes Recorded at each polling place
"Aoraki 1","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Albury","Albury School",0,9,0,0,0,0,0,0,10,1,30,0,0,122,0,6,0,0,1,179,0
"Arowhenua","Arowhenua Maori School, Huirapa Street",0,0,0,0,1,0,0,0,4,1,18,0,0,14,0,1,0,0,2,41,0
"Barton","Barton Rural School",0,3,1,2,0,0,3,0,10,1,70,0,0,193,0,14,0,0,4,301,0
"Burke Pass","Burke Pass Alpine Cafe",0,1,0,0,0,0,2,0,0,2,6,0,0,42,0,4,0,0,4,61,0
"Cannington","Cannington School",0,0,0,0,0,1,0,0,2,1,4,0,0,57,0,0,0,0,0,65,0
"Cattle Creek","Cattle Creek Playcentre",0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,1,0,0,0,36,0
"Cave","Cave Hall",0,1,0,0,0,0,1,0,3,0,31,0,0,103,0,7,0,0,4,150,0
"Fairlie","Fairlie Primary School",1,9,0,0,1,0,0,0,19,4,209,0,0,429,0,40,0,0,28,740,4
"Geraldine","Geraldine High School",0,13,1,0,0,1,2,0,64,18,267,0,1,455,0,63,0,0,17,902,4
,"Primary School, Wilson Street",0,13,1,1,2,3,1,2,60,22,349,1,3,554,2,86,1,0,39,1140,3
"Glenavy","Glenavy School",0,5,0,2,0,0,0,2,6,2,60,0,0,111,0,10,0,0,3,201,0
"Hakataramea Valley","Hakataramea Valley Mobile Kindergarten",0,1,0,0,0,0,0,0,0,0,10,0,0,48,0,3,0,0,2,64,0
"Hook","Hook Soldiers Memorial Hall, Hook School Road",0,0,0,0,0,0,0,0,2,0,12,0,1,48,0,3,0,0,0,66,0
"Hunter","Hunter Hall, Pakihi Road",0,1,0,0,0,1,0,0,6,0,22,0,0,48,0,0,0,0,0,78,0
"Ikawai","Ikawai Memorial Hall, State Highway 82",0,1,0,0,0,0,0,2,1,0,11,0,0,58,0,0,0,0,1,74,1
"Kingsdown","Kingsdown Hall, Daniels Road",0,4,1,0,0,0,0,0,2,2,52,0,0,61,0,10,0,0,4,136,0
"Kurow","Kurow Memorial Hall",0,2,0,0,0,0,0,0,12,3,95,0,0,144,0,11,0,0,7,274,2
"Lake Tekapo","Lake Tekapo School",0,3,0,0,1,0,1,1,23,4,51,0,0,144,1,7,0,0,6,242,0
"Makikihi","Makikihi School",0,0,0,0,0,0,0,0,4,3,40,0,0,54,0,10,0,0,2,113,0
"Maungati","St James Church Hall, Timaunga Rd",0,4,0,0,0,0,0,0,3,1,16,0,0,49,0,1,0,0,0,74,0
"Milford","Milford Hall",0,2,0,1,0,0,0,0,4,3,65,0,1,164,0,8,0,0,6,254,1
"Morven","Morven School",0,1,0,0,0,0,1,1,1,1,25,0,0,77,0,11,0,0,6,124,0
"Mt Cook","Mt Cook School",0,0,0,0,0,0,0,0,7,3,42,0,0,12,0,2,0,0,2,68,0
"Omarama","Omarama School",0,4,0,0,0,0,0,0,9,3,46,0,0,144,0,14,0,0,1,221,2
"Orari","Orari Hall, MacDonald Street",0,6,0,0,0,0,0,0,13,6,73,0,0,106,0,6,0,0,2,212,0
"Otaio","Otaio Community Centre",0,0,0,0,0,0,0,1,2,0,10,0,0,55,0,2,0,0,3,73,0
