Party and Electorate Candidate Votes Recorded at each polling place
"Ohariu 35","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Alicetown","Hutt Central School, 6 Railway Avenue",6,0,0,0,0,9,0,1,23,0,1,44,2,0,0,1,0,3,0,90,0
"Belmont","Belmont School, 709 Western Hutt Road",2,0,0,0,0,2,0,0,14,0,1,24,0,0,0,0,0,0,0,43,0
,"Raphael House, 27 Matuhi Street",16,0,1,0,1,35,3,1,78,0,1,132,1,0,0,0,0,2,0,271,0
"Chartwell","Crofton Downs Primary School Hall, 1 Chartwell Drive",17,0,1,0,1,68,8,3,122,0,7,180,2,0,0,2,0,7,0,418,0
"Churton Park","Churton Park School, 90 Churton Drive",111,2,5,0,0,104,22,19,641,2,9,1479,41,0,0,16,0,59,0,2510,4
"Crofton Downs","Ngaio Playcentre, 50 Silverstream Road",7,1,0,0,0,54,4,2,100,0,2,120,8,0,0,3,0,6,0,307,0
"Grenada North","Grenada North Club Rooms, Nassau Avenue",3,0,1,0,0,7,0,0,74,0,5,37,9,0,0,0,0,3,0,139,0
"Harbour View","Garage, 36 Viewmont Drive",29,3,4,0,3,30,3,2,140,0,3,302,9,2,0,2,0,7,0,539,0
"Hutt Central","Hutt Hospital, High Street",0,0,0,0,0,4,2,0,14,0,0,13,1,0,0,1,0,1,0,36,0
,"Knox Presbyterian Church Hall, 574 High Street",4,0,1,0,0,2,1,0,30,0,0,50,3,0,0,0,0,5,0,96,0
"Johnsonville","Broderick Road Chapel, 17 Broderick Road",48,2,1,1,7,123,11,19,615,3,7,582,38,0,1,10,1,38,0,1507,2
,"Garage, 6 Glen Alton Avenue",15,0,3,1,1,24,0,1,101,0,1,119,11,0,0,2,0,10,0,289,2
,"Johnsonville School Hall, 8 Morgan Street",45,3,5,1,0,153,5,7,614,2,16,700,39,0,0,12,0,56,0,1658,6
,"Onslow College Hall, Burma Road",62,3,3,0,2,156,9,17,605,0,6,735,39,1,0,7,0,41,1,1687,6
,"West Park School Hall, Broderick Road",36,5,3,0,1,77,12,13,377,0,11,505,16,2,1,10,0,31,0,1100,3
"Kenepuru","Kenepuru Community Hospital, Hospital Drive",0,0,0,0,0,3,0,0,8,0,0,7,2,0,0,0,0,2,0,22,0
"Khandallah","Cashmere Avenue School, 110 Cashmere Avenue",45,2,3,0,0,126,6,2,340,0,7,635,17,0,0,3,0,19,0,1205,0
,"Onslow Community Church, 4 Ngatoto Street",22,2,0,0,2,62,3,0,173,0,7,305,12,0,0,0,0,8,0,596,1
,"Presbyterian Church Hall, 35 Ganges Road",87,2,3,0,1,182,6,0,493,2,12,951,38,0,3,4,0,24,0,1808,4
,"St Barnabas Parish Hall, 35 Box Hill",41,1,0,1,3,64,4,3,150,0,4,378,12,0,0,3,0,18,0,682,1
"Korokoro","Korokoro School, 79 Korokoro Road",19,0,2,0,1,90,10,3,208,0,2,269,17,0,0,3,0,21,0,645,1
"Linden","Linden Social Centre, 10 Linden Avenue",4,0,0,0,0,3,0,0,48,0,1,43,5,0,0,0,0,2,0,106,0
"Maungaraki","Garage, 66 Oakleigh Street",8,0,3,0,0,23,3,0,88,0,2,110,5,0,0,0,0,3,0,245,0
,"Maungaraki Community Centre, 135 Dowse Drive",52,3,8,1,3,105,21,9,468,0,11,779,37,0,0,9,2,29,1,1538,1
"Newlands","Bellevue School Hall, 12 Bancroft Terrace",35,0,4,0,3,95,12,12,600,1,6,521,34,0,0,9,0,47,1,1380,5
,"Newlands Paparangi Tennis Club, 26 Black Rock Road",11,2,1,0,0,46,4,2,194,0,1,165,9,0,0,4,0,10,0,449,0
