Party and Electorate Candidate Votes Recorded at each polling place
"Te Tai Tokerau 68","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,Auckland Central
"Great Barrier Island","G.B.I. Community Health Centre, 80 Hector Sanderson Road, Claris",0,0,0,0,0,1,0,0,7,0,7,3,1,0,0,0,0,0,0,19,0
,"Okiwi School, Aotea Road",0,0,0,0,0,0,0,0,7,0,3,1,1,0,0,0,0,0,0,12,2
,"Tryphena Mulberry Grove School, Shoal Bay Road",0,0,0,0,0,0,0,0,4,0,6,2,0,0,0,0,0,0,0,12,1
,East Coast Bays
"Albany","Oteha Valley School, corner Oteha Valley Road and Medallion Drive",0,0,0,0,0,2,0,0,10,0,2,3,2,0,0,0,0,0,0,19,0
,"Pinehurst School, 75 Bush Road",1,0,0,0,0,0,0,0,9,0,5,6,4,0,0,0,0,0,0,25,0
"Browns Bay","Browns Bay Red Cross Centre, 5 Glencoe Close",0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,7,0
,"Browns Bay School, Masterton Road",0,0,0,0,0,0,0,0,4,0,3,3,2,0,0,0,0,0,0,12,0
,"Browns Bay Senior Citizens Hall, 9 Inverness Road",1,0,1,0,2,1,0,0,4,0,9,2,0,0,0,0,0,0,0,20,0
,"Northcross Intermediate School, 10 Sartors Avenue",2,0,0,0,0,0,0,0,5,0,4,4,3,0,0,0,0,0,0,18,0
,"Pinehill School, corner Hugh Green Drive & Spencer Road",1,0,0,0,0,1,0,0,4,0,7,7,0,0,0,1,0,0,0,21,0
,"Salvation Army East Coast Bays Hall, 5 Bayview Road",0,0,0,0,0,0,0,0,3,0,5,3,4,0,0,0,0,0,0,15,0
"Glenfield","Meadowood Community House, 55 Meadowood Drive",0,0,0,0,0,2,0,0,11,0,14,7,4,0,0,1,0,0,0,39,0
,"Target Road Primary School, 80 Target Road",1,0,1,0,1,2,0,0,23,0,18,11,7,0,0,0,0,0,0,64,0
"Long Bay","Long Bay Baptist Church, 282 Glenvar Road",0,0,0,0,1,2,0,0,3,0,2,3,0,0,0,0,0,0,0,11,0
"Murrays Bay","Kwang Lim Methodist Church, 539 Beach Road",0,0,1,0,0,0,0,0,3,0,3,2,1,0,0,0,0,0,0,10,0
,"Murrays Bay Intermediate School, 37 Sunrise Avenue",1,0,0,0,2,0,0,0,2,0,1,1,0,0,0,1,0,0,0,8,0
"Torbay","Torbay School, Deep Creek Road",0,0,0,0,0,2,0,0,6,0,4,11,3,0,0,1,0,0,0,27,0
,"Torbay Senior Citizens Club, Torbay Shopping Centre, 37 Watea Road",2,0,1,0,0,0,1,0,2,0,4,4,0,0,0,0,0,0,0,14,0
"Unsworth","Westminster Christian School, 31 Westminster Gardens (off Unsworth Drive)",0,0,1,0,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,8,0
,Helensville
"Albany","Albany Community Hall, 3/21 Library Lane",0,0,0,0,0,3,0,0,11,0,9,5,1,0,0,0,0,0,0,29,0
,"Albany School, 6 Bass Road",0,0,0,0,0,2,0,0,5,1,3,8,1,0,0,2,0,0,0,22,0
"Glenfield","Bayview Primary School, 60 Bayview Road",0,0,1,0,0,1,0,0,10,0,16,4,3,0,0,1,0,0,0,36,0
,"Manuka Road Primary School, 34 Manuka Road",2,0,0,0,0,3,0,0,18,0,14,2,2,0,0,0,0,0,0,41,0
"Greenhithe","Greenhithe School Hall, Isobel Road",3,0,0,0,0,1,0,0,5,0,3,10,0,0,0,0,0,0,0,22,0
,"St Michael's Anglican Church Hall, 12 Greenhithe Road",0,0,0,0,0,2,0,0,4,0,0,5,0,0,0,0,0,0,0,11,0
"Haranui","Haranui Marae, Haranui Road",0,0,1,0,0,0,0,0,4,0,9,0,2,0,0,0,0,0,0,16,0
