Party and Electorate Candidate Votes Recorded at each polling place
"Tamaki Makaurau 65","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,Auckland Central
"City","Auckland High Court, Waterloo Quadrant (cnr Parliament St)",0,0,0,0,0,0,1,0,9,0,37,0,21,2,0,2,0,0,0,72,0
,"Liston House, 30 - 32 Hobson Street",0,0,0,0,0,0,0,0,6,1,11,0,9,3,0,1,0,0,0,31,0
,"Methodist Church Hall, 78 Pitt Street ",0,0,0,0,0,0,0,0,3,1,31,0,8,1,0,1,0,0,1,46,0
,"Open Polytechnic NZ, 120 Mayoral Drive",0,1,0,0,0,0,0,0,4,0,13,0,8,3,0,0,0,0,0,29,1
"Freemans Bay","Freemans Bay School, 95 Wellington Street",0,0,0,0,0,0,3,0,3,1,36,0,15,3,0,2,0,0,0,63,0
"Grafton","St David's Presbyterian Church Hall, 70 Khyber Pass Road",0,0,0,0,0,0,1,0,3,0,23,0,8,8,0,0,0,0,1,44,0
"Grey Lynn","Grey Lynn Community Centre, 510 Richmond Road",0,0,0,0,0,0,0,0,6,0,30,0,17,3,0,0,0,0,0,56,0
,"Grey Lynn Library Hall, 474 Great North Road",0,0,0,0,0,0,0,0,4,0,39,0,13,3,0,1,0,0,0,60,1
,"Grey Lynn Primary School, 44 Surrey Crescent",0,0,0,0,0,0,2,0,7,0,17,0,12,0,0,4,0,0,0,42,0
,"Mata'aga Hall, 18 Leighton Street",0,0,0,0,0,0,0,0,3,0,11,0,0,2,0,1,0,0,1,18,0
,"Richmond Road School, cnr Richmond Road & Brown Street",0,0,0,0,0,0,1,0,11,0,25,0,5,2,0,0,0,0,1,45,0
,"St Pauls College Gymnasium, 183 Richmond Road",0,0,0,0,0,0,0,0,1,0,7,0,2,1,0,0,0,0,0,11,1
"Herne Bay","Bayfield School Hall, 2 Clifton Road (cnr Jervois Road)",0,0,0,0,0,0,0,0,3,0,5,0,4,4,0,1,0,0,0,17,0
,"Herne Bay Parish Hall, 82 Kelmarna Avenue",0,0,0,0,0,0,0,0,0,0,9,0,5,2,0,0,0,0,0,16,0
,"St Stephen's Presbyterian Church Hall, 65 Jervois Road ",0,0,0,0,0,0,1,0,0,0,12,0,2,1,0,0,0,0,0,16,0
"Newton","Unitarian Church Hall, 1A Ponsonby Road",0,0,0,0,0,0,0,0,2,0,10,0,9,2,0,3,0,0,0,26,0
"Point Chevalier","Baptist Church Hall, 126 Point Chevalier Road",0,0,0,0,0,0,1,0,4,0,35,0,11,5,0,2,0,0,1,59,0
,"Point Chevalier School, Te Ra Road",0,0,0,0,0,0,0,0,2,0,23,0,5,4,0,4,0,0,1,39,0
,"Selwyn Village Community Hall, 43 Target Street",0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,0,0,0,9,0
"Ponsonby","All Saints Church Hall, 284 Ponsonby Rd (cnr Cowan St)",0,0,0,0,0,0,0,0,2,0,14,0,5,0,0,1,0,0,0,22,1
,"Ponsonby Primary School, 44 Curran Street",0,0,0,0,0,0,0,0,2,0,4,0,2,1,0,0,0,0,0,9,0
,"St Mary's College Hall, 11 New Street",0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,0,0,0,9,0
"Western Springs","Pasadena Intermediate School Hall, Moray Place",0,0,0,0,0,0,1,0,0,0,16,0,2,0,0,0,0,0,0,19,0
"Westmere","St Cuthbert's Church Hall, 8 Faulder Avenue",0,0,0,0,0,0,0,0,1,0,10,0,4,1,0,1,0,0,0,17,0
,"Westmere School, cnr Larchwood Avenue & Garnet Street",0,1,0,0,0,0,0,0,3,0,34,0,10,1,0,0,0,0,0,49,1
,Clevedon
"East Tamaki Heights","Point View School, 25 Kilkenny Drive",0,0,0,0,0,0,5,0,2,0,6,0,5,1,0,4,0,0,0,23,0
,"Willowbank School, cnr Middlefield & Gracechurch Drs",0,0,0,0,0,0,1,0,1,0,4,0,4,7,0,2,0,0,0,19,0
"Howick","Meadowlands Methodist Community Church, 128 Whitford Road",0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,2,0,0,0,9,0
"Manurewa","The Gardens School, 101 Charles Prevost Drive",0,0,0,0,0,0,1,0,1,0,19,0,7,3,0,5,0,0,0,36,0
,Epsom
"Epsom","Auckland Grammar School Upper Pavilion, Gate 4, 85 Mountain Road",0,0,0,0,0,0,0,0,2,0,5,0,3,3,0,0,0,0,0,13,0
,"Epsom Girls Grammar School Hall, 14 Silver Road",0,0,0,0,0,0,0,0,1,0,9,0,11,3,0,1,0,0,1,26,2
,"Epsom Normal School Hall, 41 The Drive ",0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,9,0
,"Sacred Heart Parish Hall, 19 Banff Avenue",0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,0,0,0,7,0
,"St Andrew's Anglican Church Hall, 100 St Andrew's Road",0,0,0,0,0,0,0,0,3,0,3,0,5,1,0,1,0,0,0,13,0
,"St George's Church Hall, 19 Ranfurly Road",0,0,0,0,0,0,0,0,0,0,7,0,6,1,0,0,0,0,0,14,0
"Greenlane","Cornwall Park District School Hall, Greenlane W & Wheturangi Road",0,0,0,1,0,0,1,0,0,0,6,0,2,4,0,1,0,0,0,15,0
"Mt Eden","Auckland Normal Intermediate Hall, Poronui Street",0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,10,0
,"Auckland Provincial Guide Centre, 132 Grange Road",0,0,0,0,0,0,0,0,1,0,15,0,2,3,0,0,0,0,0,21,0
