Party and Electorate Candidate Votes Recorded at each polling place
"Hamilton West 14","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Chartwell","Chartwell Cooperating Parish Hall, corner Comries Road & Belmont Avenue",1,0,0,0,0,6,10,0,0,0,21,1,0,39,0
,"Hukanui School, corner Hukanui Road & Pickering Crescent",0,0,0,0,0,7,6,0,0,1,26,1,2,43,0
"Claudelands","St Aidans Parish Hall, 24 Thames Street",1,0,0,3,0,8,17,0,0,0,22,1,1,53,0
"Deanwell","Deanwell School, 49 Deanwell Avenue",2,0,10,39,1,80,396,1,3,4,373,87,7,1003,9
"Dinsdale","Aberdeen School, 48-62 Aberdeen Drive",21,0,6,74,5,159,511,1,4,7,1116,179,21,2104,9
,"St Clare's Co-operating Parish Hall, 97 Tuhikaramea Road",1,1,4,32,1,49,160,0,1,1,276,63,3,592,6
"Forest Lake","Forest Lake School, 59 Storey Avenue",10,0,5,45,0,108,269,1,0,3,504,74,10,1029,7
"Frankton","Frankton School Hall, 206 Massey Street",20,1,5,43,3,140,523,2,4,12,606,164,6,1529,13
,"Rhode Street School, 7 Rhode Street",6,0,7,21,3,43,237,0,3,3,191,67,3,584,10
,"St Columba Parish Hall, 50 Rifle Range Road",8,1,4,36,2,62,210,0,2,8,294,67,5,699,8
,"Westside Presbyterian Church Hall, 11 King Street",4,0,2,13,0,47,137,0,3,3,225,28,4,466,6
"Glenview","Glenview Primary School, Bruce Avenue",9,1,7,63,0,126,373,2,3,8,591,109,15,1307,7
"Hamilton City","Hamilton City Council, Garden Place",3,0,2,11,3,77,103,0,2,1,186,27,4,419,2
"Hamilton East","Hamilton East Primary School, Dawson Street",0,0,0,0,0,5,11,0,0,0,14,3,0,33,0
,"Knox Presbyterian Hall, 48 Albert Street",0,0,0,0,1,4,8,0,1,0,17,3,0,34,0
,"Marian Catholic School, 119 Firth Street",0,0,0,0,0,7,9,0,0,0,25,1,0,42,0
"Hamilton West","Hamilton West School, 36 Hammond Street",18,1,1,24,0,147,370,1,3,6,651,65,6,1293,11
,"Waikato Hospital, Fracture Clinic reception, Pembroke Street",4,0,0,8,0,24,78,1,0,2,98,12,1,228,1
"Hillcrest","Hillcrest Normal School, 218 Cambridge Road",1,0,1,1,0,5,4,0,0,0,8,4,0,24,0
,"Knighton Normal School, Knighton Road",1,0,1,0,0,6,11,0,0,1,10,2,0,32,0
"Koromatua","Koromatua School, 355 Koromatua Road",0,0,2,1,0,8,4,1,0,0,34,3,2,55,0
"Maeroa","Maeroa Intermediate School, 57 Churchill Avenue",3,0,6,17,1,91,218,1,1,8,318,62,3,729,4
"Melville","Melville Intermediate, 29 Mountview Road",6,1,2,19,2,40,196,0,1,4,171,35,3,480,7
,"Melville Methodist Church Hall, corner Bader Street & Normandy Avenue",6,1,8,47,0,84,378,2,4,4,332,92,9,967,20
,"Melville Primary School, 101 Ohaupo Road",4,0,5,20,0,59,230,0,1,4,263,61,5,652,11
"Nawton","Crawshaw School, Crawshaw Drive",2,0,2,11,1,32,214,0,4,3,110,32,0,411,4
,"Hamilton's Fraser High School, 72 Ellicott Road",1,0,4,30,2,55,194,1,0,2,362,41,4,696,4
,"Nawton School, 58 Livingstone Avenue",3,0,8,33,0,69,406,1,2,6,376,102,4,1010,16
,"St Marks Hall, corner Dominion Road & Breckons Avenue",6,0,9,51,2,92,469,1,6,6,495,109,6,1252,12
"Pukete","Pukete School, 100 Pukete Road",15,2,6,20,1,87,251,3,3,4,611,58,6,1067,9
,"Te Rapa Primary School, 63 Ashurst Avenue",9,0,3,29,0,77,179,0,2,1,448,42,5,795,4
"Raglan","Raglan Town Hall, 41 Bow Street",1,0,1,0,0,3,3,0,1,1,18,7,0,35,0
"Rotokauri","Rotokauri School, 462 Rotokauri Road",7,0,3,18,0,26,68,1,0,4,375,27,5,534,0
"Rukuhia","Rukuhia School Hall, Rukuhia Road",1,0,0,2,0,5,8,0,0,1,21,4,0,42,0
"St Andrews","All Saints Hall, corner Cecil Street & Sandwich Road",11,0,4,33,1,88,239,0,2,1,687,76,19,1161,7
,"St Andrews Middle School, 90 Heath Street",12,0,1,16,2,31,186,0,1,4,318,63,3,637,1
,"Vardon School, 36 Cunningham Road",12,0,5,14,0,89,244,1,2,4,615,76,4,1066,10
"Te Kowhai","Te Kowhai School, 605 Horotiu Road",10,0,3,25,0,49,71,0,0,5,450,51,5,669,1
"Templeview","Church College of New Zealand, Reception Foyer, 435 Tuhikaramea Road",1,0,0,16,0,21,92,0,5,11,114,69,4,333,4
"Whatawhata","Whatawhata School, 9 Kura Street ",7,0,2,11,0,22,55,0,0,2,255,31,4,389,4
"Whitiora","Whitiora School, 38 Willoughby Street",2,0,2,13,0,35,193,1,4,5,277,27,3,562,9
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Hamilton East",11,1,0,20,0,64,110,2,0,2,397,47,10,664,3
,"Ordinary Votes BEFORE polling day - Taken in Hamilton West",28,0,12,93,5,220,855,2,12,12,1470,210,19,2938,36
,"Ordinary Votes BEFORE polling day - Taken in Taranaki-King Country",0,0,0,0,0,1,1,0,0,0,4,0,0,6,0
,"Special Votes BEFORE polling day",0,0,2,2,0,14,46,0,1,2,43,12,0,122,3
,"Special Votes On polling day",17,0,23,52,1,282,740,3,16,15,1214,140,15,2518,20
,"Overseas Special Votes including Defence Force",2,0,0,9,0,31,43,0,0,1,114,2,0,202,0
,"Votes Allowed for Party Only",5,0,7,7,1,49,206,2,18,16,154,38,1,504,8
,"Hamilton West Total",292,10,175,1022,38,2834,9342,31,115,188,15300,2475,227,32049,286
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32335
"Electorate Party Valid Votes for Hamilton West",,"National Party - .4773939905"
"ACT New Zealand",292,.0091110487
"Alliance",10,.0003120222
"Aotearoa Legalise Cannabis Party",175,.0054603888
"Conservative Party",1022,.0318886705
