Party and Electorate Candidate Votes Recorded at each polling place
"Rotorua 48","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Broadlands","Broadlands School, 2986 Broadlands Road, RD 1 Reporoa",0,0,1,1,0,0,0,0,3,0,27,0,0,101,0,0,0,0,4,137,1
"Galatea","Galatea School, Mangamate Road, RD 1",0,9,0,0,0,0,3,0,1,0,19,0,0,213,0,9,0,0,2,256,0
"Hamurana","Country Life, 659 Hamurana Road",0,6,0,0,0,0,0,0,29,2,115,0,2,288,0,23,0,0,16,481,0
"Horohoro","Horohoro School, 69 Apirana Road",0,2,0,1,0,0,1,0,3,0,14,0,0,61,0,2,0,0,5,89,0
"Kaharoa","Kaharoa School, 296 Kaharoa Road",0,6,0,0,0,0,1,0,12,1,35,0,1,136,0,14,0,0,4,210,0
"Kaingaroa Forest","Administration Building, Dunn Road",0,0,1,0,0,0,4,0,2,1,19,0,1,7,0,6,0,0,0,41,1
"Kawerau","Kawerau Town Hall, Ranfurly Court",0,8,0,5,2,0,18,1,28,10,690,0,31,256,0,154,0,0,42,1245,8
,"Putauaki School Staffroom, Fenton Mill Road",0,4,0,4,1,0,6,0,10,10,333,0,19,112,0,72,0,0,16,587,3
"Lake Okareka","Lake Okareka Community Hall, 75 Loop Road",0,4,0,0,0,0,0,0,26,1,68,0,3,153,0,7,0,0,13,275,2
"Lake Rerewhakaaitu","Lake Rerewhakaaitu School, 9 Ash Pit Road",0,4,0,0,0,0,0,0,5,0,32,0,2,133,0,5,0,0,4,185,0
"Lake Rotoma","Rotoma and Rotoehu Community Hall, 167 State Highway 30",0,1,0,0,0,1,6,0,13,2,60,0,3,50,0,10,0,0,3,149,0
"Lake Tarawera","Lake Tarawera Playcentre, 10 Alexander Road",0,2,0,0,0,0,0,0,8,0,25,0,0,63,0,7,0,0,4,109,0
"Lynmore","Lynmore School Hall, Iles Road",0,14,0,0,1,0,4,0,47,7,489,1,12,887,2,105,1,0,60,1630,2
,"Lynmore Scout Hall, Lewis Road",0,9,0,1,0,0,5,0,24,1,133,0,3,357,0,32,0,0,31,596,1
"Mamaku","Mamaku School, 54 Tarena Street",0,4,0,2,0,0,1,0,24,3,103,0,2,128,0,21,0,0,6,294,1
"Mihi","Mihi School, 76 Springs Road",0,0,0,0,0,0,0,0,9,0,33,0,0,83,0,7,0,0,6,138,1
"Minginui ","Minginui Kokiri Centre, 66 Rimu Street",0,0,0,0,0,0,1,0,1,0,10,0,2,7,0,2,0,0,0,23,0
"Murupara","Murupara Municipal Hall, Pine Drive",0,0,1,1,1,0,9,0,6,0,77,0,6,43,0,32,0,0,6,182,3
"Ngakuru","Ngakuru School, 913 Whirinaki Valley Road",0,7,0,0,0,0,0,0,9,1,56,0,0,144,0,22,0,0,5,244,0
"Ngapuna","Hurunga Marae, 15 Hurunga Avenue",0,0,0,1,0,0,2,0,2,0,40,0,10,27,0,12,0,0,4,98,0
"Ngongotaha","Ngongotaha Community Hall, School Road",2,19,0,5,0,1,23,0,94,24,657,3,22,913,1,220,1,0,62,2047,11
"Okere Falls","Whangamarino School, 637 State Highway 33",0,2,0,0,0,0,4,0,18,1,73,0,1,109,0,17,0,0,8,233,0
"Owhata","Owhata School Hall, Brent Road",1,7,1,1,1,0,9,0,22,5,207,0,9,198,0,54,0,0,28,543,0
,"St Marks Anglican Hall, cnr Sunrise Ave & Te Ngae Road",0,14,1,1,1,1,10,0,14,14,343,0,17,235,0,88,1,0,22,762,7
"Reporoa","Reporoa Primary School, 34 Massey Road",0,2,1,1,0,0,1,0,5,6,89,0,2,210,0,16,0,0,10,343,1
"Rotoiti","Te Kura Kaupapa Maori O Rotoiti, 1618 State Highway 30",0,0,0,0,0,0,2,0,0,0,40,0,3,24,0,14,0,0,2,85,1
"Rotokawa","Rotokawa School, 6 Rotokawa Road",0,7,0,0,0,1,10,0,19,3,119,0,7,201,0,35,0,0,12,414,1
"Rotorua","Aorangi School, 3 Gem Street",0,3,0,3,0,0,11,1,17,2,246,0,9,122,0,49,0,0,12,475,1
,"Chief Electoral Office, Ground Floor, 1192 Hinemoa St",0,5,0,2,0,0,17,0,34,3,284,1,20,229,0,60,0,0,29,684,2
,"Glenholme School Hall, 149 Ranolf Street",0,10,1,0,0,0,11,0,45,13,400,0,11,452,0,107,0,0,26,1076,3
,"Heitiki Gallery, 17 Tryon Street, Whakarewarewa",0,0,0,0,0,0,3,0,11,3,75,1,10,31,0,16,0,0,1,151,4
,"Homedale Kindergarten, 50 Homedale Street",0,3,0,0,0,0,6,0,10,5,159,0,5,113,0,33,0,2,5,341,3
,"Kaitao Intermediate, 30 Bell Road",0,1,0,1,0,0,12,0,7,1,95,0,12,50,0,22,0,0,9,210,2
