Party and Electorate Candidate Votes Recorded at each polling place
"Invercargill 20","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,"St Joseph's School, Tyne Street",0,1,0,3,0,3,0,0,19,3,115,0,0,35,0,10,0,0,17,206,1
,"St Paul's Hardie Hall, Dee St",2,5,0,0,0,1,5,0,15,6,107,1,4,126,0,10,0,0,11,293,1
,"St Stephen's Church Hall, 290 North Rd",0,20,1,1,7,1,5,0,16,12,487,0,1,512,0,71,0,0,44,1178,7
,"Waihopai School (Room 3), Herbert Street",0,7,1,2,4,1,3,0,21,2,276,0,4,426,0,19,0,0,29,795,1
,"Waverley Park School, Eden Crescent",0,1,0,1,0,0,3,0,10,3,132,0,0,133,0,19,0,0,7,309,0
,"Windsor North School Hall, Windsor Street",1,8,0,0,5,1,3,0,20,3,194,0,1,318,0,23,0,0,10,587,3
"Kennington","Kennington Public Hall, Kennington-Mataura Island Road",0,1,0,0,1,0,0,0,5,2,58,0,0,119,0,12,0,0,9,207,0
"Lochiel","Lochiel School",0,2,0,0,0,0,0,0,0,0,17,0,0,109,0,5,0,0,1,134,0
"Makarewa","Makarewa School, 56 Flora Road East",0,6,0,1,0,0,1,0,16,9,143,0,0,355,0,33,2,0,11,577,3
"Mokotua","Mokotua Public Hall",0,3,0,0,0,0,1,0,4,0,18,0,2,136,0,7,0,0,3,174,2
"Myross Bush","Myross Bush School, Mill Road North",0,7,0,1,0,0,1,0,4,7,99,0,0,305,1,29,0,0,13,467,0
"Otatara","Otatara Community Centre, Dunns Road",0,14,0,0,1,3,7,0,56,8,521,1,1,589,0,47,1,0,61,1310,2
"Rimu","Rimu School, Rimu Rd",1,5,0,0,0,0,1,0,1,1,27,0,1,115,0,4,0,0,11,167,0
"Roslyn Bush","Roslyn Bush Playcentre, Lorneville-Dacre Highway",0,5,0,0,0,0,0,0,2,0,15,0,0,89,0,0,0,0,2,113,0
"Ryal Bush","Ryal Bush Community Centre",0,0,0,0,1,0,0,0,6,4,21,0,0,100,0,12,0,0,5,149,0
"Seaward Downs","Seaward Downs Public Hall, Invercargill Mataura Highway",0,0,0,0,0,0,0,0,0,0,2,0,0,28,0,2,0,0,2,34,1
"Stewart Island","Halfmoon Bay School, Ayr Street",0,2,0,2,0,0,1,1,13,2,84,0,1,89,0,12,0,0,10,217,1
"Te Anau","Te Anau School Hall",0,0,0,0,0,0,0,0,1,0,30,0,0,35,0,2,0,0,1,69,0
"Tisbury","Tisbury School, Boundary Road",0,4,0,1,1,0,0,0,5,5,105,0,1,127,0,13,0,0,14,276,1
"Waianiwa","Waianiwa School",0,4,0,0,1,0,0,0,3,2,27,0,1,152,0,12,0,0,5,207,1
"Wallacetown","Wallacetown School, 34 Mauchline Street",0,7,0,1,1,2,1,0,5,5,150,0,0,191,0,19,0,0,37,419,2
"Woodend","Woodend Public Hall, Sommerville Street",0,2,1,0,0,0,1,0,6,3,55,0,0,42,0,3,0,0,4,117,0
"Woodlands","Woodlands School",0,1,0,0,0,0,2,0,6,0,37,0,0,179,0,10,0,0,7,242,2
"Wrights Bush","Wrights Bush Public Hall, Riverton Highway",0,2,0,0,1,0,0,0,0,0,28,0,0,110,0,13,0,0,8,162,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,1,0,1,0,0,0,0,2,1,46,0,0,31,0,5,0,0,2,89,2
,"Ordinary Votes BEFORE polling day",2,58,2,3,3,2,8,1,67,20,929,1,7,1084,1,109,0,2,61,2360,8
,"Special Votes BEFORE polling day",0,1,1,5,1,0,0,0,10,3,140,0,1,104,1,12,0,2,6,287,0
,"Special Votes On polling day",0,15,1,12,4,2,7,1,89,13,689,0,9,605,0,57,0,0,38,1542,3
,"Overseas Special Votes including defence force",0,4,0,0,0,2,2,0,12,0,88,0,0,79,0,6,0,0,4,197,1
,"Special Votes Allowed for Party Only",0,4,0,2,0,0,1,0,10,1,74,0,5,40,0,8,0,1,3,149,0
,"Invercargill Total",9,365,22,96,56,63,188,11,980,388,14369,10,106,12559,11,1530,13,5,1024,31805,111
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",31916
"Electorate Party Valid Votes for Invercargill",,"Labour Party - .4517843106"
"99 MP Party",9,.0002829744
"ACT New Zealand",365,.011476183
"Alliance",22,.0006917151
"Aotearoa Legalise Cannabis Party",96,.0030183933
"Christian Heritage NZ",56,.0017607294
"Democrats for Social Credit",63,.0019808206
"Destiny New Zealand",188,.0059110203
"Direct Democracy Party",11,.0003458576
"Green Party",980,.0308127653
"Jim Anderton's Progressive",388,.0121993397
"Labour Party",14369,.4517843106
"Libertarianz",10,.000314416
"Mâori Party",106,.0033328093
"National Party",12559,.3948750197
"New Zealand Family Rights Protection Party",11,.0003458576
"New Zealand First Party",1530,.0481056438
"OneNZ Party",13,.0004087408
"The Republic of New Zealand Party",5,.000157208
"United Future New Zealand",1024,.0321961956
