Party and Electorate Candidate Votes Recorded at each polling place
"Invercargill 20","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Bluff","Bluff Community School, Onslow Street",0,2,0,0,1,2,1,0,10,6,316,0,3,98,0,27,1,0,8,475,1
,"St Teresa's School, 181 Foyle Street",0,1,0,0,1,0,0,0,11,8,224,0,3,43,0,20,0,0,7,318,0
"Dacre","Dacre School, State Highway 1",0,3,0,0,0,1,0,0,0,0,11,0,0,64,0,4,0,0,2,85,0
"Gorge Road","Gorge Road School, Gorge Road",0,4,0,0,0,0,0,0,1,1,40,0,0,93,0,4,0,0,0,143,0
"Grove Bush","Grove Bush Public Hall",0,3,0,0,0,2,0,0,0,0,16,0,0,109,0,7,0,0,3,140,0
"Invercargill","Ascot Community School, 580 Tay Street",0,7,1,1,1,1,8,0,23,12,422,0,2,305,0,21,0,0,28,832,3
,"Aurora College, Regent St",0,1,0,1,1,0,5,0,17,12,219,0,4,112,0,18,0,0,16,406,0
,"CCS Southland, 142 Don St",0,3,0,1,0,2,2,0,18,4,136,0,0,97,0,12,0,0,7,282,0
,"Clifton Salvation Army Hall, Wicklow St",0,2,0,2,0,2,2,0,12,8,365,0,4,121,0,45,1,0,15,579,2
,"Donovan School, Drury Lane",0,6,2,2,2,2,5,0,20,5,369,0,2,293,0,52,0,0,23,783,3
,"Eastside Baptist Church, cnr Glengarry Cres and Yarrow Street",0,2,0,1,0,2,2,1,10,8,314,0,3,142,1,24,0,0,24,534,4
,"Elles Road Bible Chapel, 198 Earn St",0,9,1,5,1,2,18,0,42,12,454,1,2,145,0,45,0,0,23,760,5
,"Fernworth School, Pomona St",0,4,3,4,3,2,14,1,29,32,702,2,5,230,1,67,1,0,24,1124,1
,"Gladstone Scout Hall, cnr Holywood Terrace and Russell Street",1,6,0,0,0,2,7,0,10,7,141,0,1,247,0,19,0,0,16,457,0
,"Glengarry Church of Christ, cnr Yarrow St and Adamson Crescent",0,1,0,1,0,2,3,0,14,9,246,1,1,128,0,32,0,0,23,461,3
,"Grasmere Church Hall, Heywood Street",0,10,2,0,1,2,4,0,16,8,350,0,3,278,0,41,0,0,15,730,3
,"Holy Trinity Anglican Church Hall, King St",0,2,1,1,2,0,4,0,35,15,358,0,0,310,0,37,0,0,22,787,3
,"James Hargest High School, 288 Layard Street",0,5,0,0,0,1,2,0,8,4,187,0,2,251,0,19,0,0,13,492,0
,"James Hargest Junior Campus, 6 Layard St",0,14,0,3,0,1,3,2,15,6,210,0,1,391,0,20,0,0,25,691,1
,"Kew Kindergarten, 51 Selwyn Street",0,1,0,2,1,2,0,2,13,4,204,0,1,66,0,21,0,0,4,321,0
,"Knox Church Hall, 107 Pomona Street",0,2,0,3,0,0,5,0,15,6,380,0,1,136,1,42,1,0,30,622,4
,"Lindisfarne Kindergarten, 34 Mitchell Street",2,9,1,2,0,3,0,1,24,4,287,0,3,199,0,22,0,0,21,578,5
,"Middle School Hall, Jed Street",0,11,0,1,1,1,2,0,20,9,276,0,2,128,0,19,0,0,17,487,2
,"New River School, 117 Elizabeth St",0,4,1,6,3,3,3,0,20,9,309,1,2,91,0,29,2,0,12,495,2
,"Newfield Park School, Totara St",0,6,0,2,1,0,2,0,17,4,253,0,0,139,1,20,0,0,19,464,2
,"Newfield Public Hall, Tweed Street",0,14,0,5,1,0,12,0,30,15,684,0,5,344,0,76,1,0,47,1234,7
,"North Invercargill Presbyterian Church Jubilee Hall, Windsor Street",0,8,0,0,2,5,11,0,20,12,391,1,3,466,0,42,0,0,38,999,1
,"Rawhiti Scout Hall, Exmouth Street",0,1,0,1,0,1,0,0,7,2,132,0,0,67,0,5,0,0,6,222,1
,"Rosedale Bible Chapel, Bourke Street",0,5,0,1,0,0,1,0,8,3,171,0,0,184,1,14,0,0,14,402,1
,"Salford School Hall, Lamond Street",0,7,1,1,0,0,6,0,5,2,205,0,1,259,0,18,0,0,18,523,1
,"Southland Girls' High School Hall, 328 Tweed St",0,7,0,9,0,2,3,1,30,15,397,1,4,190,3,46,2,0,27,737,4
,"St Andrew's Youth Centre, Elles Road",0,6,2,2,1,2,5,0,24,19,527,0,3,195,0,47,1,0,22,856,7
,"St John's Girls' School, 349 Dee Street",0,7,0,2,1,0,2,0,15,5,232,0,3,196,0,20,0,0,10,493,2
,"St John's Parish Hall, 108 Tay Street",0,2,0,1,1,0,3,0,17,7,127,0,3,79,0,11,0,0,9,260,1
