Party and Electorate Candidate Votes Recorded at each polling place
"Te Atatū 52","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Glen Eden","Glen Eden Primary School, 3 Glenview Road",0,0,1,3,0,8,76,0,2,1,48,10,0,149,0
"Glendene","Glendene School, 60 Barrys Road",8,0,9,16,1,55,612,1,6,5,422,80,6,1221,21
,"Tirimoana School, 34 Kokiri Street",16,1,7,40,0,105,457,1,3,5,721,110,7,1473,22
"Henderson","Bruce McLaren Intermediate School, 61-69 Bruce McLaren Road",1,0,1,0,0,1,42,0,1,0,13,0,0,59,3
,"Henderson High School, 31 Henderson Valley Road",0,0,0,6,0,8,41,0,0,0,40,2,0,97,0
,"Henderson North School, 14 Norval Road",4,0,2,24,0,47,300,0,4,4,267,35,4,691,10
,"Henderson Primary School, 13 Montel Avenue",8,0,1,17,1,30,173,0,1,0,158,43,0,432,7
,"Montessori at the Children's House, 1 Clover Drive",1,0,1,2,0,9,78,0,1,0,34,6,0,132,2
,"The Church of Jesus Christ of Latter-Day Saints, 7 Harvest Drive",1,0,0,0,0,0,14,0,1,0,23,1,1,41,0
,"The Trusts Stadium (Ukulele Festival), Central Park Drive",1,0,1,7,0,21,60,0,1,1,94,18,3,207,3
,"Waitakere College, 42 Rathgar Road",15,1,5,31,1,56,515,1,7,3,465,74,2,1176,14
,"Western Heights School, 126 Sturges Road",1,0,0,0,0,6,33,0,0,0,32,10,0,82,1
"Kelston","Kelston Boys High School, corner Archibald & St Leonards Roads (Gate 3)",1,0,0,2,0,3,55,0,0,0,27,3,1,92,1
,"Kelston Girls College, 1 Archibald Road",1,0,0,3,0,6,72,0,2,1,33,7,0,125,1
,"St Leonards Road School, 15 St Leonards Road",4,0,0,3,0,8,99,0,2,0,72,11,0,199,2
"Lincoln","Lincoln North Kindergarten, 47a Longburn Road",4,0,0,10,1,18,150,1,1,2,74,13,2,276,0
,"Pomaria Primary School, 33a Pomaria Road",6,0,7,36,1,56,436,0,7,3,273,54,0,879,16
"Massey","Lincoln Heights School, 16 Keegan Drive",6,0,5,40,0,70,514,0,7,7,436,82,5,1172,20
,"Royal Road School, 112 Royal Road",8,1,7,52,2,104,653,0,3,11,686,109,9,1645,11
"Massey West","Don Buck School, 124 Don Buck Road",4,0,4,17,0,31,244,0,5,3,210,35,1,554,10
,"Massey High School, 274 Don Buck Road",3,0,9,25,1,56,376,1,4,9,410,68,0,962,5
"Ranui","Birdwood School, 23 Karepo Crescent",0,0,0,0,0,2,18,0,0,0,5,5,0,30,0
,"Ranui Pacific Islanders Presbyterian Church, 35 Armada Drive",0,0,0,1,0,1,23,0,0,0,6,1,0,32,1
,"Ranui Primary School, 16a Ranui Station Road",3,0,0,0,0,0,29,0,0,0,7,4,0,43,0
"Royal Heights","Colwill School, Kintara Drive",4,0,6,39,1,66,279,1,2,5,468,50,3,924,7
"Sunnyvale","Kelston Community Centre, 126 Awaroa Road ",1,0,2,13,0,14,139,0,1,1,140,31,2,344,6
,"Sunnyvale Primary School, 34 Ribblesdale Road",0,0,1,4,0,6,30,0,0,0,18,1,1,61,2
"Swanson","Swanson School, 703 Swanson Road",0,0,0,0,0,5,11,0,0,0,17,1,0,34,0
"Te Atatu Peninsula","Congregational Church of Samoa, 472-478 Te Atatu Road",5,0,5,14,0,56,130,0,1,9,284,27,1,532,4
,"Matipo Primary School, 63b Matipo Road",10,0,7,25,3,120,269,0,5,12,400,69,6,926,6
,"Peninsula Primary School, 22 Waipani Road",4,1,3,27,0,117,370,0,5,3,376,60,6,972,4
,"Rutherford Primary School, 2 Kotuku Street",10,2,5,31,1,65,265,0,5,10,287,53,6,740,6
,"Te Atatu Intermediate School, Harbour View Road",25,0,9,53,0,161,623,3,11,12,890,168,8,1963,31
"Te Atatu South","Edmonton Primary School, corner School & Edmonton Roads",6,0,7,34,0,69,472,0,7,5,561,84,5,1250,24
,"Flanshaw Road School, 51 Flanshaw Road",20,1,10,45,2,105,465,2,4,13,554,85,2,1308,17
,"Freyberg Community School, 60 Roberts Road",13,0,7,36,1,88,402,0,3,10,576,73,8,1217,5
,"Rangeview Intermediate School, Keru Place",10,0,1,21,1,50,198,0,4,4,251,39,2,581,3
"West Harbour","West Harbour Alliance Church, 145 Moire Road",3,0,0,3,0,9,36,1,1,2,131,9,4,199,4
,"West Harbour Primary School, Simich Avenue",1,0,2,2,0,9,90,0,0,1,94,20,0,219,2
,"Westgate Baptist Church, 67 Hobsonville Road",1,0,0,0,0,2,14,0,0,0,26,2,0,45,1
"Westgate","Massey Presbyterian Church, 510 Don Buck Road",9,3,7,27,0,43,213,0,3,4,370,46,3,728,5
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Helensville",1,0,0,1,0,3,11,0,0,0,28,4,0,48,0
,"Ordinary Votes BEFORE polling day - Taken in Te Atatū",21,7,1,78,2,181,1047,0,8,13,1298,261,12,2929,28
