Party and Electorate Candidate Votes Recorded at each voting place
"Epsom 12","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Auckland City","Auckland High Court, corner Waterloo Quadrant & Parliament Street",0,1,0,1,0,0,7,1,11,0,29,1,0,0,0,51,0
,"AUSA Club Space, The Quad, Auckland University",1,0,0,0,0,0,9,0,8,0,28,1,0,0,0,47,1
,"AUT Wellesley Campus, Building WA, Conference Room, Gate 2, 55 Wellesley Street ",1,1,0,1,0,0,7,0,7,0,13,0,0,0,0,30,0
,"Liston House, 30-32 Hobson Street",10,0,0,4,0,0,29,3,31,1,178,5,0,1,0,262,0
,"Methodist Church Wesley Hall, 78 Pitt Street",0,0,0,0,0,0,5,1,3,0,5,0,0,0,0,14,0
"Balmoral","Auckland Deaf Society Incorporated, 164 Balmoral Road",10,1,1,4,0,0,31,1,52,1,73,3,0,0,0,177,0
"Epsom","Auckland Grammar School, 85 Mountain Road",46,4,0,15,0,0,136,5,129,2,578,18,0,0,1,934,6
,"Epsom Girls Grammar School, 14 Silver Road",40,1,0,45,0,0,129,11,237,7,654,47,0,1,3,1175,4
,"Epsom Methodist Church Hall, 12 Pah Road",13,1,1,15,1,0,55,2,79,0,359,35,0,0,0,561,4
,"Epsom Normal School, 41 The Drive",89,3,0,39,1,0,136,15,277,4,1073,46,0,0,1,1684,3
,"Sacred Heart Parish Hall, 19 Banff Avenue",29,1,0,24,0,0,77,7,124,2,689,31,0,0,1,985,1
,"St George's Church Hall, 19 Ranfurly Road",44,1,0,38,0,0,132,9,179,1,693,44,0,0,1,1142,13
"Grafton","Auckland City Hospital, Foyer, 2 Park Road",1,0,0,2,0,0,27,1,19,0,64,2,0,0,0,116,0
,"St David's Presbyterian Church Hall, 70 Khyber Pass Road",1,0,0,0,0,0,27,1,21,0,36,5,0,0,0,91,0
"Greenlane","Cornwall Park District School, corner Greenlane West & Wheturangi Roads",39,1,0,47,0,0,65,4,99,2,558,33,0,1,0,849,1
"Kingsland","Congregational Christian Church of Samoa, 50 Bond Street",0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,9,0
,"Kowhai Intermediate School, 26 Onslow Road",0,0,0,0,0,0,17,0,12,1,29,3,0,0,0,62,0
"Matakana","Matakana School, 952 Matakana Road",1,0,0,0,0,0,1,0,1,0,22,0,0,0,1,26,0
"Mechanics Bay","Auckland Marine Rescue Centre, 3 Solent Street",0,0,0,0,0,0,3,0,2,0,11,0,0,0,0,16,0
"Mt Eden","Auckland Normal Intermediate, 24 Poronui Street",19,0,0,12,0,0,107,4,99,3,387,24,0,0,0,655,0
,"Auckland Provincial Guide Centre, 132 Grange Road",4,3,0,16,0,0,53,4,72,7,171,13,0,0,0,343,4
,"Balmoral School Hall, 19 Brixton Road",2,1,0,4,0,0,17,1,14,0,51,4,0,0,1,95,0
,"Ficino School, 27 Esplanade Road",6,3,0,14,0,1,136,9,121,0,227,29,0,1,1,548,0
,"Maungawhau School, 43 Ellerton Road",13,0,0,11,0,1,50,2,46,2,231,17,0,1,2,376,0
,"Mt Eden Normal Primary School, 73 Valley Road",27,6,0,25,1,0,270,16,283,10,708,43,0,1,1,1391,1
,"St Albans Anglican Church Hall, 443 Dominion Road",4,0,0,2,0,0,41,1,53,0,92,16,0,0,1,210,0
,"Valley Road International Church Hall, 393 Mt Eden Road",8,0,0,10,0,0,149,5,145,7,317,32,0,1,3,677,1
"One Tree Hill","St Oswald's Anglican Church Hall, 193 Campbell Road",2,0,0,1,0,0,3,0,7,0,16,0,0,0,1,30,0
"Parnell","Holy Trinity Cathedral, corner St Stephens Avenue & Parnell Road",13,3,1,17,0,0,152,6,102,5,493,35,0,1,1,829,2
,"Jubilee Hall, Parnell Community Centre, 545 Parnell Road",20,1,1,24,1,2,152,11,111,3,573,44,0,0,2,945,4
,"Parnell District School, 48 St Stephens Avenue",43,1,0,26,1,0,111,9,141,5,1162,50,0,2,5,1556,4
"Ponsonby","All Saints Anglican Church, 284 Ponsonby Road",2,0,0,1,0,0,5,0,6,1,24,1,0,0,0,40,0
"Remuera","Baptist Church, 641 Remuera Road",16,0,0,13,0,0,27,1,32,0,350,12,0,0,0,451,2
,"Meadowbank Primary School, 68 Waiatarua Road",2,1,0,3,0,0,12,0,12,2,141,5,0,0,0,178,0
,"Remuera Intermediate School, 64-72 St Vincent Avenue",32,2,0,34,0,0,60,13,105,2,596,22,0,0,0,866,0
,"Remuera Primary School, 25-33 Dromorne Road",33,1,0,25,0,0,72,1,120,3,750,26,0,0,1,1032,1
,"Somervell Presbyterian Church and Community Centre, 497 Remuera Road",26,0,1,39,0,0,49,3,56,3,658,22,0,0,1,858,0
