Party and Electorate Candidate Votes Recorded at each polling place
"Maungakiekie 25","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Auckland City","Auckland High Court, corner Waterloo Quadrant & Parliament Street",0,0,0,0,0,2,7,0,0,1,13,5,0,28,0
"Ellerslie","Christ Church Anglican Church, 169 Ladies Mile",16,0,2,13,1,89,168,0,0,6,445,40,3,783,5
,"Ellerslie Kindergarten, 122 Celtic Crescent",5,0,0,8,0,45,121,0,0,2,285,22,1,489,2
,"Michael Park School, 55 Amy Street",2,0,1,9,0,62,74,0,1,1,168,12,2,332,1
,"St Mary's Church Hall, 66 Main Highway",5,0,1,11,0,64,199,0,4,9,464,60,3,820,10
,"YMCA Centre, Downstairs Childcare Centre, 46 Michaels Avenue",13,1,2,9,0,99,152,1,1,4,479,27,2,790,3
"Epsom","Epsom Methodist Church Hall, 12 Pah Road",14,0,0,9,0,63,113,0,1,5,368,18,2,593,7
,"Epsom Normal School, 41 The Drive",2,0,0,1,0,10,17,0,0,0,75,3,1,109,0
"Glen Innes","Glen Innes Primary School, 38-42 Eastview Road",0,0,0,0,0,1,8,0,0,0,3,3,0,15,0
,"Grace International, 77 Line Road",1,0,0,1,0,5,55,0,0,0,18,10,0,90,1
,"Tamaki College, corner Elstree Avenue & Taniwha Street",0,0,1,0,0,5,48,0,3,0,17,2,0,76,2
"Grafton","Auckland City Hospital, Park Road",0,0,0,1,0,5,25,0,2,0,18,3,0,54,0
"Greenlane","Cornwall Park District School, corner Greenlane West & Wheturangi Roads",18,0,2,17,0,78,133,0,3,5,450,12,7,725,3
"Hillsborough","Hillsborough Baptist Church, 179 Hillsborough Road",0,0,0,0,0,1,5,0,0,0,4,0,0,10,0
,"St Margaret's Anglican Church, 102 Hillsborough Road",0,0,0,0,0,2,6,0,0,0,15,1,0,24,0
"Mt Roskill","Monte Cecilia Catholic School, 72 Hillsborough Road",2,0,1,2,0,10,9,0,1,0,34,2,2,63,0
,"Sunnydene Special School, 48 Smallfield Avenue",0,0,0,0,0,0,5,0,0,0,3,1,0,9,0
"Mt Wellington","Bailey Road School, 19 Bailey Road",14,1,8,33,1,94,723,1,4,12,510,79,2,1482,17
,"Panmure District School, 87 Mt Wellington Highway",18,0,4,18,1,66,486,0,3,8,464,52,7,1127,9
,"Pensioner Flats Hall, 7 Rowlands Avenue",2,0,0,3,0,11,108,0,1,1,93,31,2,252,4
,"Stanhope Road School, 2b Harris Road",22,0,5,32,0,127,661,2,2,10,625,96,7,1589,7
,"Sylvia Park School, 3 Longford Street",10,0,2,18,0,60,380,0,5,4,325,46,1,851,10
"One Tree Hill","Oranga School, 21 Rangipawa Road",9,2,4,22,0,151,374,0,3,7,543,65,3,1183,3
,"St Oswald's Anglican Church Hall, 193 Campbell Road",23,0,2,17,0,150,215,3,2,8,836,71,13,1340,6
"Onehunga","Onehunga Co-operating Parish, corner Grey Street & Onehunga Mall",11,0,2,30,1,149,400,2,6,7,468,55,3,1134,11
,"Onehunga High School, 24 Pleasant Street",3,0,2,7,0,26,88,0,1,2,100,17,3,249,3
,"Onehunga Primary School, 122 Arthur Street",7,3,10,25,0,122,422,6,7,6,403,48,7,1066,6
,"St Peters Anglican Church, corner Church Street & Onehunga Mall",13,0,2,20,0,122,502,3,5,3,435,71,1,1177,15
"Oranga","St Stephen's Church Hall, 21 Waitangi Road",3,0,4,8,0,42,444,1,0,2,147,39,1,691,15
,"Te Papapa School, 219 Mt Smart Road",10,0,10,13,1,86,425,0,5,2,326,46,3,927,11
"Panmure","Panmure Bridge Primary School, 76 Kings Road",8,0,2,10,0,39,277,0,1,3,210,46,0,596,7
,"Ruapotaka Primary School, 10a Taratoa Street",0,0,0,3,0,12,216,0,1,2,25,12,0,271,5
,"St Patrick's Church Hall, 19 Sunset View Road",8,0,6,15,0,43,254,0,1,3,184,50,3,567,9
,"Tamaki Community Church, 4a Court Crescent",6,0,0,8,0,30,273,0,3,6,94,25,0,445,4
,"Tamaki Intermediate School, 80a Tripoli Road",8,0,4,10,1,22,349,0,3,6,118,32,0,553,2
"Penrose","One Tree Hill College, 421-451 Great South Road",11,0,1,12,0,61,185,1,1,3,282,27,0,584,1
"Point England","Point England Primary School, 130 Point England Road",2,0,4,5,0,25,361,0,4,1,94,31,2,529,13
"Royal Oak","Royal Oak Intermediate, 74 Symonds Street (Trafalgar Street entrance)",15,0,2,28,0,111,324,2,4,10,578,90,4,1168,12
,"Royal Oak Primary School, Chandler Avenue (663 Manukau Road entrance)",17,0,4,25,1,186,450,0,4,6,1041,74,9,1817,15
"Three Kings","Three Kings School, 944 Mt Eden Road",11,2,1,20,0,96,180,1,4,2,412,21,3,753,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Māngere",1,0,0,1,0,9,17,0,0,0,52,8,0,88,0
,"Ordinary Votes BEFORE polling day - Taken in Maungakiekie",26,3,7,58,0,243,1221,1,17,21,1191,181,15,2984,21
,"Ordinary Votes BEFORE polling day - Taken in Mt Roskill",2,0,0,0,0,8,19,0,1,1,42,1,1,75,0
,"Ordinary Votes BEFORE polling day - Taken in Tāmaki",12,0,0,7,0,44,102,0,1,4,281,30,0,481,5
,"Special Votes BEFORE polling day",10,0,3,9,0,63,267,0,5,7,296,43,1,704,3
,"Special Votes On polling day",35,0,19,40,0,335,1190,4,16,16,1279,106,11,3051,24
,"Overseas Special Votes including Defence Force",3,1,0,3,0,76,57,0,2,2,178,5,3,330,0
,"Votes Allowed for Party Only",2,0,10,4,0,70,352,0,12,15,256,34,2,757,8
,"Maungakiekie Total",400,13,128,585,7,3220,12467,28,140,213,14747,1753,130,33831,283
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34114
"Electorate Party Valid Votes for Maungakiekie",,"National Party - .4359019834"
"ACT New Zealand",400,.0118234755
"Alliance",13,.000384263
"Aotearoa Legalise Cannabis Party",128,.0037835122
"Conservative Party",585,.0172918329
"Democrats for Social Credit",7,.0002069108
"Green Party",3220,.0951789779
"Labour Party",12467,.368508173
"Libertarianz",28,.0008276433
"Mana",140,.0041382164
"Māori Party",213,.0062960007
"National Party",14747,.4359019834
"New Zealand First Party",1753,.0518163814
"United Future",130,.0038426295
