Party and Electorate Candidate Votes Recorded at each polling place
"East Coast 12","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Tikitiki","Tikitiki School, 33 Rangitukia Road",0,0,0,1,1,0,0,0,0,0,16,0,5,3,0,1,0,0,1,28,0
"Tiniroto","Tiniroto School, 14 School Road",0,0,0,0,0,0,1,0,1,0,10,0,0,31,0,5,0,0,0,48,1
"Tokomaru Bay","Hatea A Rangi School, 6 School Road",0,0,0,0,0,0,6,0,6,0,43,0,7,18,0,8,0,0,2,90,2
"Tolaga Bay","Area School, Resolution Street",0,1,0,0,0,0,1,0,15,5,94,0,9,72,1,34,0,0,2,234,4
"Torere","Te Kura o Torere, RD 1, Opotiki",0,0,0,0,0,0,0,0,3,0,21,0,5,2,0,9,0,0,0,40,0
"Tuai","Public Hall, Rotten Row",0,0,0,0,0,0,0,0,5,0,23,0,2,26,0,1,0,0,3,60,0
"Waerenga O Kuri","Waerenga O Kuri School, Tiniroto Road",0,1,0,0,0,0,0,0,2,0,9,0,0,65,0,3,0,0,3,83,0
"Waimana","Waimana School, 6 Raroa Road",0,0,0,0,0,0,0,0,2,2,30,0,2,53,0,6,0,0,5,100,0
"Wainui","Wainui Beach School, 56 Wairere Road",0,3,0,0,0,0,2,0,47,6,203,0,6,352,0,14,0,0,13,646,0
"Waioeka","Te Kura Kaupapa Maori o Waioweka, 48 Waioweka Pa Rd",0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,13,0
"Wairoa","Taihoa Marae, Te Uhi Road",0,0,0,1,1,0,1,0,4,1,36,0,5,9,0,5,0,0,0,63,0
,"Wairoa College, Lucknow Street",0,5,0,1,1,0,15,0,16,10,211,0,11,192,0,31,0,0,7,500,0
,"Wairoa Memorial Hall, Queen Street",0,7,0,6,2,0,13,0,20,13,318,0,19,320,0,67,0,0,19,804,4
"Whakatane","Allandale School, 167 King Street",0,3,0,0,0,1,5,0,23,9,443,0,12,341,0,58,1,0,60,956,3
,"District Council, Commerce Street",0,6,0,0,0,0,5,0,53,12,463,1,5,647,0,96,0,0,62,1350,2
,"Reads Auction Hall, 17 King Street",0,5,0,1,0,1,10,0,40,11,536,0,13,456,3,111,0,1,41,1229,10
,"Salvation Army Hall, cnr King and Goulstone Roads",0,5,0,2,1,0,3,0,22,14,353,0,8,247,0,44,0,0,55,754,5
,"Te Whare Kura O Ruatoki, Mission Road",0,0,0,0,0,0,0,0,2,0,10,0,2,4,0,1,0,0,0,19,0
,"Whakatane Intermediate School Hall, James Street",0,2,0,1,0,0,4,0,30,5,343,1,7,343,0,58,0,0,50,844,3
"Whangara","Whangara School, 44 Pa Road",0,0,0,0,0,0,0,0,4,0,18,0,0,29,0,4,0,0,0,55,0
"Whatatutu","Whatatutu School, Te Hau Road, RD 4, Te Karaka ",0,0,0,0,0,0,0,0,0,1,29,0,5,20,0,8,0,0,1,64,0
"Woodlands","Woodlands School, 168 Dip Rd, Opotiki",0,1,0,0,0,1,2,0,12,2,71,0,1,127,0,29,0,0,13,259,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,3,0,2,3,0,1,0,7,12,243,0,4,176,0,41,0,0,8,500,1
,"Ordinary Votes BEFORE polling day",0,30,1,2,4,2,62,0,90,13,719,1,15,1070,1,136,0,0,96,2242,7
,"Special Votes BEFORE polling day",0,1,2,2,1,1,3,0,16,0,129,0,5,148,0,15,0,0,7,330,1
,"Special Votes On polling day",1,9,1,6,0,1,19,0,108,9,637,0,24,558,0,84,0,0,35,1492,1
,"Overseas Special Votes including defence force",0,8,1,0,0,0,0,1,19,1,81,0,1,116,0,9,0,0,7,244,0
,"Special Votes Allowed for Party Only",0,1,0,5,0,0,7,0,19,3,183,0,23,61,0,17,0,0,5,324,5
,"East Coast Total",5,214,17,60,20,20,336,2,1316,309,12076,6,494,13070,8,2098,3,2,916,30972,125
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",31097
"Electorate Party Valid Votes for East Coast",,"National Party - .4219940592"
"99 MP Party",5,.0001614361
"ACT New Zealand",214,.0069094666
"Alliance",17,.0005488829
"Aotearoa Legalise Cannabis Party",60,.0019372336
"Christian Heritage NZ",20,.0006457445
"Democrats for Social Credit",20,.0006457445
"Destiny New Zealand",336,.0108485083
"Direct Democracy Party",2,.0000645745
"Green Party",1316,.042489991
"Jim Anderton's Progressive",309,.0099767532
"Labour Party",12076,.3899005553
"Libertarianz",6,.0001937234
"Mâori Party",494,.0159498902
"National Party",13070,.4219940592
"New Zealand Family Rights Protection Party",8,.0002582978
"New Zealand First Party",2098,.0677386026
"OneNZ Party",3,.0000968617
"The Republic of New Zealand Party",2,.0000645745
"United Future New Zealand",916,.0295751001
