Party and Electorate Candidate Votes Recorded at each polling place
"East Coast 12","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Awakeri","Awakeri School, Room 2, 976 SH 30",0,0,0,0,0,0,0,0,5,3,20,0,6,41,0,5,0,0,2,82,0
"Cape Runaway","Whangaparaoa School",0,1,0,0,0,0,0,0,2,0,13,0,2,12,0,5,0,0,0,35,0
"Frasertown","Frasertown School, Russell Parade, Wairoa",0,2,1,1,0,0,1,0,4,3,76,0,6,158,1,22,0,0,0,275,1
"Gisborne","Awapuni School, 129 Awapuni Road",0,4,0,0,0,0,1,0,12,1,145,0,3,133,0,23,0,0,14,336,1
,"Central School, 7 Central Street",1,10,0,0,0,1,5,0,60,14,328,0,2,574,0,48,0,0,24,1067,2
,"Church of Christ Hall, 39 Roebuck Road",0,2,0,0,0,0,9,0,23,6,255,0,5,211,0,54,1,0,14,580,5
,"Cobham School, Lytton Road",0,2,0,2,0,1,3,0,8,1,155,0,14,48,0,16,0,0,6,256,0
,"Elgin School, 2 Knox Street",0,2,1,0,0,0,7,0,18,12,302,0,11,151,0,33,0,0,16,553,6
,"Girls High School, 555 Gladstone Road",0,0,1,2,0,0,8,0,19,8,337,0,6,238,0,21,0,0,11,651,1
,"Gisborne District Council Chambers, Fitzherbert Street",0,9,0,1,0,0,9,0,48,16,380,1,13,527,0,60,0,0,25,1089,4
,"Gisborne District Hospital, 421 Ormond Road",1,0,0,0,0,0,2,0,6,0,65,0,4,75,0,10,0,0,5,168,1
,"Ilminster Intermediate, De Lautour Road",0,5,0,1,2,1,23,0,36,17,390,0,15,256,0,58,0,0,22,826,4
,"Kaiti School, Wainui Road",0,1,0,0,0,0,16,0,29,6,361,0,17,118,1,30,0,1,7,587,7
,"Mangapapa Residents Hall, 350 Ormond Road",0,2,0,1,0,3,9,0,28,9,341,0,8,273,0,48,0,0,23,745,3
,"Mangapapa School, Rua Street",0,1,0,0,0,0,11,0,57,14,395,0,6,329,0,47,0,0,27,887,4
,"Riverdale School, 320 Stout Street",0,6,1,0,0,0,13,0,23,4,239,0,10,288,0,39,0,0,16,639,1
,"Rutene Road Kindergarten, 128 Rutene Road",0,2,0,0,0,0,6,0,22,6,192,0,3,165,0,24,0,0,11,431,4
,"St Marys School, Childers Road",0,5,1,2,1,0,7,0,29,10,288,0,17,169,0,43,0,0,19,591,1
,"Te Hapara School, 31 Mill Road",0,6,1,2,0,0,8,0,21,9,387,0,8,326,0,59,0,0,15,842,1
,"Waikirikiri School, 7 Pickering Street",0,0,0,0,0,0,5,0,3,0,109,0,11,5,0,4,0,0,2,139,1
"Hicks Bay","Te Kura O Kawakawa Mai Tawhiti, Wharf Road",0,0,0,0,0,0,0,0,1,0,20,0,2,10,0,3,0,0,0,36,0
"Kotemaori","Kotemaori School, State Highway 2, Wairoa",0,2,0,1,0,0,2,0,1,1,7,0,0,46,0,4,0,0,3,67,0
"Kutarere","Kutarere School, 461 State Highway 2, RD2, Opotiki",0,4,0,0,1,0,1,0,30,0,51,0,4,70,0,28,0,0,7,196,0
"Mahia","Mahia School, 457 Eastcoast Road",0,0,0,2,0,0,1,0,4,1,60,0,5,91,0,16,0,0,5,185,0
"Makaraka","Makaraka School, 137 Main Road South, Gisborne",1,6,1,1,0,0,0,0,11,2,109,0,3,313,0,30,0,0,6,483,1
"Makauri","Makauri School, 120 Kings Road, Gisborne",0,10,0,0,1,0,1,1,7,3,84,0,1,279,0,15,0,0,5,407,0
"Manutuke","Manutuke School, 59 Waingake Road",0,4,0,0,1,0,2,0,7,3,61,0,10,140,0,15,0,0,2,245,0
"Maraenui","Te Kura mana Maori o Maraenui, RD 3, Opotiki",0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0,10,0
"Matawai","Matawai School, 29 Raumati Street",0,2,0,0,0,0,1,0,9,3,23,0,2,123,0,8,0,0,4,175,1
"Muriwai","Muriwai School, 1684 Wharerata Road, RD 2, Gisborne",0,2,0,1,0,0,0,0,2,0,14,0,5,53,0,0,0,0,0,77,0
"Nuhaka","Nuhaka School, Tamakahu St",0,0,0,0,0,0,1,0,6,1,34,0,7,72,0,15,0,0,3,139,2
"Nukuhou North","Nukuhou North School, State Highway 2, RD, Waimana ",0,1,0,0,0,0,0,0,4,2,27,1,2,63,0,6,0,0,3,109,0
"Ohope","Ohope Beach School, 170 Pohutukawa Avenue",0,4,1,3,0,0,0,0,33,3,210,0,2,358,0,45,0,0,36,695,2
,"Ohope Community Hall, Bluett Rd",1,11,0,3,0,1,3,0,38,9,226,1,1,406,0,51,0,0,43,794,2
"Omaio","Te Kura -o- Omaio, School Road, RD 3, Opotiki",0,0,0,0,0,0,0,0,0,0,15,0,5,2,0,1,0,0,0,23,0
"Omarumutu","Omarumutu School, 141 Omarumutu Rd, Opotiki",0,0,0,0,0,0,1,0,9,0,15,0,3,11,0,10,0,0,0,49,0
"Opotiki","Opotiki College Hall, St John Street",0,3,0,4,0,2,5,0,42,4,248,0,14,212,1,48,0,0,5,588,4
,"Opotiki Senior Citizens Hall, King Street",0,4,1,0,0,0,3,0,46,1,340,0,23,414,0,111,1,0,17,961,6
"Ormond","Ormond School, 45 Whitmore Road",0,0,1,0,0,1,2,0,11,2,63,0,1,206,0,22,0,0,8,317,1
"Patutahi","Patutahi School, 29 Atkins Street",0,3,0,2,0,0,1,0,2,1,66,0,10,176,0,13,0,0,3,277,1
"Raukokore","Raukokore School, State Highway 35",0,0,0,0,0,0,0,0,3,2,12,0,3,25,0,7,0,0,2,54,0
"Raupunga","Ngati-Pahauwera Society Clubrooms",0,2,0,0,0,0,0,0,3,1,13,0,3,13,0,7,0,0,0,42,0
"Rere","Rere School, Wharekopae Road",0,1,1,0,0,0,0,0,3,1,12,0,0,67,0,5,0,0,0,90,0
"Ruakituri","Ruatikuri School, 1607 Ruakituri Valley Road, RD 5, Wairoa",0,2,0,0,0,0,3,0,0,0,8,0,1,22,0,4,0,0,0,40,1
"Ruatoki ","Te Kura o Tawera, Ngahine Rd, RD1, Whakatane",0,0,0,0,0,0,1,0,1,0,5,0,1,0,0,1,0,0,1,10,0
"Ruatoria","Manutahi School, 51 Tuparoa Road",0,0,0,0,0,0,0,0,2,0,44,0,5,24,0,15,0,0,3,93,0
"Taneatua","Taneatua School, 44 McKenzie Street",0,0,0,0,0,0,0,0,11,0,69,0,5,114,0,27,0,0,3,229,3
"Te Araroa","Te Waha O Rerekohu Area School Staff Room, 3 Arewhena Street",0,1,0,0,0,1,2,0,3,0,27,0,7,4,0,10,0,0,0,55,0
"Te Kaha","Bottom School, Maraetai Bay",0,0,0,0,0,1,0,0,2,0,40,0,3,24,0,10,0,0,0,80,1
"Te Karaka","Waikohu College, Kanakanaia Road",0,1,1,1,0,1,3,0,2,1,93,0,3,128,0,20,0,0,2,256,1
"Te Puia Springs","Te Puia Springs School, 28 McKenzie Street",0,0,0,0,0,0,0,0,4,0,18,0,0,15,0,2,0,0,1,40,0
