Party and Electorate Candidate Votes Recorded at each polling place
"Whanganui 61","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Alton","Alton Hall, Ball Road",6,0,0,0,0,0,0,2,4,0,2,101,1,0,0,0,0,0,0,116,1
"Auroa","Auroa School Library, 734 Auroa Road",27,0,0,0,2,0,0,0,17,0,1,188,4,0,0,1,0,0,0,240,0
"Brunswick","Brunswick School Library, 15 Campbell Road",8,0,0,0,0,12,1,2,51,0,2,127,17,0,0,0,0,2,0,222,0
"Eltham","Eltham School Hall, 69 Conway Road",15,0,3,3,3,21,5,0,210,0,10,197,27,0,0,3,0,2,0,499,6
,"Rawhitiroa School Library, 596 Rawhitiroa Road",6,0,0,0,0,2,0,0,6,0,0,101,1,0,0,0,0,1,0,117,0
,"St Mark's Church Hall, 235 High Street",21,1,4,1,2,17,9,4,185,0,6,245,38,0,0,3,0,8,0,544,0
"Fordell","Fordell School, 21 Budge Street",7,0,0,0,1,10,1,1,53,0,1,109,5,0,0,1,0,3,0,192,1
"Hawera","Hawera High School Hall, 13 Camberwell Road",29,0,0,1,1,13,1,1,144,1,5,243,19,0,0,8,0,3,0,469,5
,"Hawera Primary School, 261 South Road",19,0,2,0,2,30,2,0,188,2,3,405,36,0,0,2,0,4,0,695,1
,"Highland Pipe Band Hall, Collins Street",20,0,4,1,1,18,2,1,146,0,1,277,33,0,0,7,0,2,0,513,5
,"Presbyterian Hall, 35 Argyle Street",26,1,4,2,1,16,6,3,199,0,4,353,45,1,0,3,0,8,0,672,5
,"Public Hospital Conference Room, 37 Hunter Street",8,0,0,0,0,3,0,0,42,0,2,100,8,0,0,0,0,1,0,164,0
,"Turuturu School, 194 Glover Road",46,1,3,2,2,18,7,1,198,1,1,603,35,0,0,6,0,5,1,930,1
"Kai Iwi","Kai Iwi School Library, State Highway 3",9,0,0,0,4,12,1,0,40,0,1,94,3,0,0,0,0,3,0,167,1
"Kaitoke","Kaitoke Primary School,16 Concord Line",8,0,0,0,3,13,1,2,46,0,4,116,12,0,0,2,0,0,0,207,2
"Kakaramea","Kakaramea Primary School, 2193 Main South Road (State Highway 3)",2,0,0,0,0,3,0,0,24,0,0,81,7,0,0,0,0,0,0,117,1
"Kakatahi","Kakatahi School, Parapara Road (State Highway 4)",0,0,0,0,0,3,0,0,8,0,0,29,0,0,0,0,0,0,0,40,0
"Kaponga","Kaponga Primary School, 30 Egmont Street",34,0,3,2,0,16,1,1,68,1,4,255,19,0,0,2,0,3,0,409,0
"Manaia","Manaia Primary School, Karaka Street",14,0,4,1,0,15,1,3,143,0,15,269,32,0,0,3,0,0,1,501,9
"Mangamahu","Mangamahu School, 40 Kowhai Street",7,0,0,0,0,0,1,0,16,0,0,34,0,0,0,0,0,0,0,58,0
"Manutahi","Manutahi Hall, Muggeridge Road",3,0,0,1,1,0,0,0,6,0,0,52,2,0,0,2,0,0,0,67,1
"Matapu","Matapu Primary School, 495 Hastings Road",19,0,0,0,0,1,0,0,15,0,1,160,4,0,0,2,0,1,0,203,0
"Maxwell","Maxwell and Districts Pre-School, 1655 Main South Road (State Highway 3)",4,0,0,0,0,3,1,2,22,0,0,96,7,0,0,0,0,0,0,135,0
"Mokoia","Mokoia School, 969a Main South Road (State Highway 3)",3,0,0,0,1,2,0,0,15,0,0,47,2,0,0,0,0,0,0,70,0
"Mosston","Mosston School, 211 Mosston Road",12,1,1,0,0,16,2,3,132,0,2,153,21,0,0,1,0,1,0,345,1
"Ngaere","Ngaere School, 4355 Mountain Road",3,0,0,0,0,3,0,1,5,0,0,24,1,0,0,0,0,0,0,37,0
"Nolantown","Tawhiti School Hall, Perth Street entrance",15,0,2,0,1,5,1,2,81,0,2,119,10,0,0,10,0,1,0,249,2
"Normanby","Normanby School Scout Hall, 3 Hunter Street",22,0,3,3,0,15,2,0,116,0,5,271,19,0,0,4,0,4,0,464,1
"Oaonui","Oaonui Hall, Main South Road (State Highway 45)",4,0,1,0,0,0,0,0,6,0,2,78,4,0,0,0,0,0,0,95,0
"Ohangai","Ohangai School and Community Hall, 1134 Ohangai Road East",5,1,0,0,0,7,0,0,12,0,0,68,0,0,0,1,0,0,0,94,0
"Ohawe Beach","Progressive Hall, Ohawe Terrace",2,0,3,0,0,10,0,1,24,0,0,37,7,0,0,0,0,0,0,84,0
"Okato","Coastal Taranaki School, 88 Carthew Street",0,0,0,0,0,10,0,0,17,0,0,42,2,0,0,0,0,0,0,71,0
"Okoia","Okoia School, No. 3 Line",9,0,0,0,0,7,0,3,32,0,5,91,9,0,0,1,0,0,0,157,0
"Opunake","Opunake Primary School Hall, Longfellow Road",26,1,3,2,2,22,4,5,183,0,8,341,39,0,0,2,0,1,0,639,6
"Patea","Patea Area School Hall, Kent Street",4,0,3,1,1,1,1,0,84,0,6,35,8,0,0,0,0,2,0,146,0
,"Patea Kindergarten, 4 Derby Street",2,0,2,1,1,14,1,0,106,0,6,97,9,0,0,0,0,1,0,240,2
"Pihama","Pihama Hall, Main South Road (State Highway 45)",7,0,1,1,0,3,0,0,9,0,0,99,5,0,0,0,0,0,0,125,0
"Pungarehu","Pungarehu Hall, Main South Road (State Highway 45)",3,0,2,0,0,7,0,0,20,0,2,73,9,0,0,0,0,1,0,117,0
"Putiki","Te Kura Kaupapa Maori O Te Atihaunui A Paparangi",2,0,0,0,0,23,1,0,73,0,5,92,16,0,0,1,0,1,0,214,0
"Raetihi","Raetihi Primary School Hall, 24 Grey Street",1,0,0,0,1,2,0,0,6,0,2,6,0,0,0,0,0,0,0,18,1
"Rahotu","Rahotu School, Main South Road (State Highway 45)",11,0,0,0,1,6,1,0,36,0,1,121,5,0,0,2,0,0,0,184,0
"Ramanui","Ramanui School, Manawapou Road entrance",19,0,3,1,0,10,4,1,97,0,9,175,9,0,0,2,0,1,0,331,2
"Rapanui","Mowhanau Community Hall, 4-6 Mowhanau Drive",4,0,0,0,0,8,0,0,44,0,1,55,2,0,0,2,0,1,0,117,0
"Te Kiri","Te Kiri Hall, Eltham Road",2,0,1,0,1,2,0,0,6,0,2,102,0,0,0,0,0,1,0,117,0
"Turakina","Turakina School, Main Road",0,0,0,0,0,0,0,0,13,0,0,17,3,0,0,0,0,2,0,35,0
"Upokongaro","Upokongaro School, State Highway 4",2,0,0,0,0,7,4,3,56,0,5,82,12,0,0,0,0,0,0,171,0
"Waitotara","Waitotara Primary School, Severn Street",3,0,0,1,0,0,1,0,31,0,2,93,11,0,0,0,0,2,0,144,1
"Wanganui","Aramoho School Hall, 2 Mitchell Street",11,0,6,3,3,46,12,3,364,0,4,237,47,0,0,5,1,7,0,749,5
,"Aranui Primary School Hall, 14 Aranui Avenue",3,1,0,0,1,20,3,1,123,3,6,81,26,0,0,3,0,1,2,274,1
,"Baden Powell Scout Hall, 13 Swiss Avenue",11,1,3,3,4,27,9,10,279,0,7,151,50,0,0,2,0,1,1,559,5
,"Baptist Church Hall, corner Moana & Nixon Streets",27,1,4,2,6,61,15,8,439,0,8,373,50,0,0,7,0,6,0,1007,4
,"Carlton School Hall, 101 Carlton Avenue",27,2,2,2,1,66,12,7,595,0,4,432,67,1,0,14,0,5,1,1238,5
,"Castlecliff School Hall, 25 Polson Street",13,2,4,4,1,35,2,3,371,0,16,152,53,1,0,7,0,3,0,667,8
,"Churton School Hall, Burmah Street",10,1,0,0,0,43,7,4,185,2,2,195,20,0,0,1,0,5,1,476,3
,"Cullinane College, 15 Peat Street",17,0,3,0,0,44,2,2,187,0,3,231,26,0,0,3,0,0,0,518,1
,"Durie Hill School Hall, 109 Portal Street",12,3,2,0,1,67,10,6,262,2,5,334,38,0,1,8,0,6,0,757,0
