Party and Electorate Candidate Votes Recorded at each polling place
"Whanganui 61","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Faith City Church Lounge, 127 Springvale Road",34,1,1,2,5,52,8,2,492,0,8,514,73,0,0,8,0,13,0,1213,7
,"Gonville School Hall, Gonville Avenue",15,0,1,1,4,66,6,28,430,1,13,273,40,0,0,5,0,4,1,888,6
,"St John's Hill School Hall, 71 Parkes Avenue",43,1,2,0,1,97,12,1,331,0,5,838,54,0,0,6,0,14,0,1405,3
,"St Luke's Anglican Church Hall, 34 Manuka Street",5,0,1,0,0,16,5,1,161,0,7,73,26,0,0,1,0,1,0,297,1
,"Tawhero School Hall, 27 Totara Street",23,0,1,5,1,45,8,17,553,0,9,366,62,1,0,7,0,5,0,1103,5
,"Te Kura O Kokohuia Hall, 36 Matipo Street",1,0,0,0,1,2,2,0,78,0,6,8,5,0,0,2,0,0,0,105,0
,"Wanganui East School Hall, Patapu Street",26,1,5,4,5,90,15,8,643,1,15,475,96,1,0,12,1,15,2,1415,5
"Wanganui City","Keith Street School Hall, 38-46 Keith Street",19,0,3,2,3,81,6,6,549,1,11,274,56,1,0,3,1,6,0,1022,9
,"St Andrew's Church Hall, corner Glasgow & Gloucester Streets",13,0,0,5,0,29,3,1,155,0,3,163,31,0,0,4,0,2,1,410,0
,"St Andrew's Hall, 9 Bell Street",9,0,1,0,1,61,1,2,205,0,5,177,24,0,0,4,0,5,0,495,3
,"Wanganui City College Hall, 84 Ingestre Street",24,1,1,4,4,75,10,5,393,1,6,387,49,0,0,11,0,7,0,978,4
"Warea","Warea Hall, Main South Road (State Highway 45)",10,0,1,0,0,5,0,0,12,0,0,99,0,0,0,5,0,0,0,132,1
"Waverley","Waverley Primary School Library, Gloag Street",15,0,4,1,0,17,5,1,141,0,2,274,29,0,0,3,0,7,0,499,3
"Westmere","Westmere Primary School Hall, Rapanui Road",21,1,0,0,2,25,5,0,95,0,0,284,20,0,0,2,0,4,0,459,1
"Whenuakura","Whenuakura School, Room 2, 52 Kaharoa Road",7,0,0,0,0,3,0,0,14,0,1,82,2,0,0,2,0,0,0,111,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
,"Hospital Votes",10,2,0,3,1,13,0,1,347,0,3,362,37,1,0,0,0,2,0,782,5
,"Ordinary Votes BEFORE polling day",83,0,4,2,11,130,22,9,894,1,23,1482,146,2,0,12,0,22,0,2843,14
,"Special Votes BEFORE polling day",11,1,1,0,0,16,2,0,130,0,2,135,17,0,0,2,0,1,0,318,1
,"Special Votes On polling day",48,2,10,4,3,124,8,12,503,0,25,666,54,1,1,36,0,17,3,1517,4
,"Overseas Special Votes including defence force",4,0,0,1,0,27,0,6,67,0,0,129,2,0,0,0,0,0,0,236,2
,"Votes Allowed for Party Only",1,1,4,1,0,20,1,0,133,1,15,69,3,0,0,3,0,0,2,254,1
,"Whanganui Total",1052,28,116,73,91,1809,253,186,12170,18,342,15869,1761,10,2,249,3,224,16,34272,162
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34434
"Electorate Party Valid Votes for Whanganui",,"National Party - .4630310458"
"ACT New Zealand",1052,.0306956116
"Alliance",28,.0008169935
"Aotearoa Legalise Cannabis Party",116,.0033846872
"Democrats for Social Credit",73,.0021300187
"Family Party",91,.0026552288
"Green Party",1809,.0527836134
"Jim Anderton's Progressive",253,.0073821195
"Kiwi Party",186,.0054271709
"Labour Party",12170,.3551003735
"Libertarianz",18,.0005252101
"Maori Party",342,.0099789916
"National Party",15869,.4630310458
"New Zealand First Party",1761,.0513830532
"New Zealand Pacific Party",10,.0002917834
"RAM - Residents Action Movement",2,.0000583567
"The Bill and Ben Party",249,.0072654062
"The Republic of New Zealand Party",3,.000087535
"United Future",224,.0065359477
"Workers Party",16,.0004668534
