Party and Electorate Candidate Votes Recorded at each voting place
"New Plymouth 32","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Merrilands School, 7 Kauri Street",5,7,0,34,0,0,44,7,203,2,481,69,0,0,3,855,0
,"Moturoa School, 45 Pioneer Road",2,3,3,7,0,0,27,1,85,1,135,39,0,0,0,303,2
,"Onuku Taipari Hall, 136 Ngamotu Road",0,5,0,17,1,0,43,5,179,2,173,56,0,0,0,481,1
,"Spotswood College Library, 129 South Road",4,6,4,16,1,0,54,4,178,4,343,65,1,0,6,686,1
,"Spotswood Primary School Hall, 177 South Road",2,6,1,27,0,1,44,5,178,4,461,68,0,0,3,800,1
,"St Chad's Church Hall, 12 Omata Road",1,2,0,21,0,0,49,7,187,6,323,75,1,1,0,673,3
,"St James Church, 24 Lawry Street",1,4,1,11,0,0,32,3,163,2,272,59,0,0,0,548,1
,"St John Rooms, 318 St Aubyn Street",1,2,2,10,0,0,43,3,112,2,263,41,0,0,2,481,4
,"St Joseph's Community Centre, 151 Devon Street West ",2,1,0,3,0,0,35,5,90,3,195,33,0,0,1,368,1
,"St Pius X School, 120 Brooklands Road",5,1,0,26,0,0,50,1,141,3,332,40,0,0,1,600,5
,"Taranaki Base Hospital, Clinical Skills Laboratory, Lyn Street entrance",0,1,0,3,0,0,16,1,65,0,93,21,0,0,0,200,0
,"Taranaki Disability Resource Centre, 28 Young Street",0,2,1,2,0,0,15,1,53,2,78,24,0,0,1,179,0
,"Vogeltown School Hall, 37 Huatoki Street",4,14,3,27,1,0,100,6,251,4,539,87,2,1,2,1041,3
,"Welbourn School Hall, 5 Welbourn Terrace entrance",6,1,2,16,0,0,58,8,178,2,392,64,0,0,2,729,3
,"Westown School Hall, 41 Sanders Avenue",8,11,2,78,0,0,106,15,396,5,774,137,0,0,2,1534,4
,"Woodleigh School Hall, 85 Brois Street",2,4,1,21,0,0,64,6,144,4,344,43,0,1,0,634,2
,"Woodleigh Sports and Social Club, 43 Fernleigh Street",1,3,0,14,0,0,20,1,55,0,287,30,0,1,0,412,2
"Oakura","Oakura School, 16 Donnelly Street",2,6,5,20,1,0,143,5,110,7,591,48,0,1,4,943,3
"Okato","Coastal Taranaki School, 88 Carthew Street",1,6,0,17,0,0,84,5,63,4,265,58,0,1,0,504,3
"Omata","Omata School Hall, 3 Holloway Road",8,4,0,6,0,1,24,1,29,1,211,28,0,0,1,314,1
"Opunake","Opunake Primary School, Longfellow Road",5,4,0,19,0,0,24,1,69,3,231,51,0,1,1,409,4
"Pungarehu","Pungarehu Hall, 6339 Main South Road ",0,1,0,2,0,0,12,0,14,0,54,19,1,0,0,103,1
"Rahotu","Rahotu School, 5825 Main South Road ",2,0,0,3,0,0,8,1,20,2,122,10,0,0,0,168,1
"Waitara","Orapa Kindergarten, 10 Wood Street",0,7,0,8,0,0,13,1,153,1,136,64,0,0,0,383,1
,"Owae Marae, 16 North Street",0,0,0,0,0,0,5,2,22,0,15,8,0,0,0,52,2
,"Waitara Central School Hall, 18 Cracroft Street",4,8,1,28,0,0,34,1,253,8,316,119,0,0,1,773,4
,"Waitara High School Hall, 16 Princess Street",4,0,0,17,0,0,30,6,164,11,283,84,0,0,0,599,5
"Warea","Warea Hall, 6917 Main South Road ",0,1,1,4,0,0,9,0,6,3,95,10,0,0,0,129,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",28,26,9,250,5,0,528,55,1484,31,4320,669,4,1,9,7419,21
,"Special Votes BEFORE polling day",6,8,0,15,1,0,121,9,207,6,469,86,0,0,3,931,1
,"Special Votes On polling day",12,15,10,48,0,1,231,20,375,8,773,130,0,1,4,1628,3
,"Overseas Special Votes including Defence Force",7,1,1,16,0,0,113,3,75,4,295,27,0,0,0,542,1
,"Votes Allowed for Party Only",0,6,1,5,0,0,32,10,117,7,110,42,0,0,1,331,3
,"New Plymouth Total",172,218,57,1201,28,4,3005,263,7947,199,20969,3395,10,19,66,37553,128
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",37681
"Electorate Party Valid Votes for New Plymouth",,"National Party - .5583841504"
"ACT New Zealand",172,.0045801933
"Aotearoa Legalise Cannabis Party",218,.0058051288
"Ban1080",57,.0015178548
"Conservative",1201,.0319814662
"Democrats for Social Credit",28,.0007456129
"Focus New Zealand",4,.0001065161
"Green Party",3005,.0800202381
"Internet MANA",263,.0070034351
"Labour Party",7947,.2116209091
"Māori Party",199,.0052991772
"National Party",20969,.5583841504
"New Zealand First Party",3395,.0904055601
"NZ Independent Coalition",10,.0002662903
"The Civilian Party",19,.0005059516
"United Future",66,.001757516
