Party and Electorate Candidate Votes Recorded at each voting place
"Hamilton West 14","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Westside First  Church Hall, 11 King Street",0,0,1,21,2,0,39,5,79,4,155,35,1,0,4,346,2
"Glenview","Glenview Primary School, 68 Bruce Avenue",2,8,3,75,2,0,102,2,286,3,512,121,0,0,2,1118,3
"Hamilton City","Electorate Headquarters, 12 Ward Street",1,4,0,8,0,0,52,6,71,2,158,20,0,0,1,323,3
"Hamilton East","Graceways Church, 69 Grey Street",0,0,0,0,0,0,3,0,5,0,9,2,0,0,0,19,0
,"Hamilton East Primary School, 7 Dawson Street",2,0,0,1,0,0,4,0,5,0,13,4,0,0,0,29,0
,"Marian Catholic School, 119 Firth Street",0,0,0,0,0,0,5,0,6,1,14,4,0,0,0,30,0
"Hamilton West","Hamilton West School, 36 Hammond Street",5,1,0,44,1,0,107,4,234,10,588,82,0,0,1,1077,5
"Hillcrest","Hillcrest Normal School, 218 Cambridge Road",1,0,0,2,0,0,6,0,12,0,10,1,0,0,0,32,0
,"Knighton Normal School, 45 Knighton Road",2,2,0,4,0,0,9,0,11,0,12,4,0,0,0,44,0
"Horotiu","Horotiu School, Horotiu Bridge Road",0,0,0,0,0,0,2,0,7,0,63,7,0,0,0,79,1
"Horsham Downs","Horsham Downs School, 4 Martin Lane",0,1,0,19,0,0,5,1,6,1,116,5,0,0,0,154,0
"Koromatua","Koromatua School, 355 Koromatua Road",0,0,0,5,0,0,0,0,4,0,10,8,0,1,0,28,0
"Maeroa","Maeroa Intermediate School, 57 Churchill Avenue",2,5,1,22,0,0,81,4,216,6,280,83,1,0,1,702,2
"Melville","Melville Intermediate, 29 Mountview Road",0,2,0,20,0,0,33,3,185,3,181,59,0,0,0,486,4
,"Melville Methodist Church Hall, 4 Bader Street",4,0,1,53,2,0,62,5,338,2,303,98,0,0,1,869,4
,"Melville Primary School, 101 Ohaupo Road",6,2,0,17,0,0,35,2,146,2,263,85,0,1,0,559,4
"Nawton","Crawshaw School, Crawshaw Drive",0,2,1,2,1,2,14,5,146,1,101,32,1,0,1,309,1
,"Good News Community Hall, 78 Breckons Avenue",3,3,2,36,1,0,60,5,344,3,364,147,0,0,4,972,7
,"Nawton School, 58 Livingstone Avenue",3,4,0,44,0,0,51,1,257,5,304,114,0,0,1,784,2
"Pukete","Pukete School, 110 Pukete Road",14,6,1,43,0,0,66,5,179,3,472,79,0,1,3,872,2
,"Te Rapa Primary School, 63 Ashurst Avenue",7,7,0,26,0,0,44,2,105,4,352,59,0,1,0,607,0
"Rotokauri","Rotokauri School, 462 Rotokauri Road",0,1,0,10,0,0,5,0,14,0,119,16,1,0,1,167,2
"Rototuna","Rototuna Primary School, 23 Strathmore Drive",0,1,0,2,0,0,8,0,12,0,66,6,0,0,0,95,0
,"Waikato Waldorf School, 85 Barrington Drive ",0,0,0,0,0,0,1,2,5,0,11,3,0,0,0,22,0
"Rototuna North","Te Totara Primary School, 31 Hector Drive",8,0,0,18,0,0,16,0,60,2,254,22,0,0,1,381,2
"Rukuhia","Rukuhia School Hall, 58 Rukuhia Road",0,0,0,3,0,0,4,1,8,0,32,1,0,0,0,49,0
"St Andrews","All Saints Church Hall, 191 Sandwich Road",8,5,0,47,2,0,66,7,174,6,528,104,0,0,4,951,2
,"Hamilton Junior High School, 90 Heath Street",2,2,0,16,0,0,36,5,113,4,238,42,0,0,0,458,4
"Te Rapa","The Base (between Briscoes and Rebel Sport), 1 Pacific Crescent",4,0,0,14,0,0,29,1,88,1,166,26,1,0,1,331,2
"Templeview","Church College of New Zealand, Reception Foyer, 435 Tuhikaramea Road",0,0,0,30,1,0,1,1,46,2,76,79,0,0,3,239,0
"Waikato Hospital","Meade Clinical Centre, Level One (adjacent to Reception A), Pembroke Street",1,1,0,7,0,0,11,1,53,1,81,13,0,0,0,169,0
"Whatawhata","Whatawhata School, 9 Kura Street ",0,1,0,0,0,0,0,0,1,0,11,3,0,0,0,16,0
"Whitiora","Whitiora School, 38 Willoughby Street",1,2,0,13,0,0,24,6,114,6,240,29,0,0,2,437,2
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",29,22,9,423,10,3,688,58,2044,35,4233,895,1,1,21,8472,40
,"Special Votes BEFORE polling day",1,8,0,31,1,0,94,18,234,5,310,60,0,1,1,764,3
,"Special Votes On polling day",13,22,3,79,1,0,213,28,563,17,912,188,0,5,6,2050,8
,"Overseas Special Votes including Defence Force",2,0,0,15,0,0,76,5,66,4,200,20,0,1,4,393,0
,"Votes Allowed for Party Only",2,9,4,24,1,1,70,16,256,21,228,77,1,2,2,714,6
,"Hamilton West Total",160,171,38,1571,43,7,2765,242,8649,190,16072,3644,13,18,87,33670,159
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33829
"Electorate Party Valid Votes for Hamilton West",,"National Party - .4773388773"
"ACT New Zealand",160,.0047520048
"Aotearoa Legalise Cannabis Party",171,.0050787051
"Ban1080",38,.0011286011
"Conservative",1571,.0466587467
"Democrats for Social Credit",43,.0012771013
"Focus New Zealand",7,.0002079002
"Green Party",2765,.0821205821
"Internet MANA",242,.0071874072
"Labour Party",8649,.2568755569
"Māori Party",190,.0056430056
"National Party",16072,.4773388773
"New Zealand First Party",3644,.1082269082
"NZ Independent Coalition",13,.0003861004
"The Civilian Party",18,.0005346005
"United Future",87,.0025839026
