Party and Electorate Candidate Votes Recorded at each polling place
"West Coast-Tasman 60","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Ahaura","Awahono School, 20 Napoleon Street",3,0,1,0,0,4,0,1,28,0,0,99,0,0,0,1,0,0,0,137,0
"Appleby","Appleby School, Moutere Highway",16,0,0,1,1,34,2,0,95,0,2,193,5,0,0,3,0,6,0,358,1
"Arahura","Arahura Whare Wananga, State Highway 6",1,0,0,0,0,8,1,0,27,0,0,41,6,0,0,1,0,2,0,87,0
"Atarau","Atarau Moonlight Hall, Atarau Road",9,0,0,0,0,5,1,0,15,0,0,42,0,0,0,0,0,1,0,73,0
"Bainham","Bainham Public Hall, Cooks Road",2,0,2,0,0,8,0,1,13,0,0,34,1,0,0,0,0,1,0,62,0
"Barrytown","Barrytown School, State Highway 6",2,0,0,0,0,10,1,0,30,0,1,25,2,0,0,1,0,0,0,72,0
"Blackball","Blackball Fire Station, Hilton Street",2,1,4,0,0,11,5,0,74,0,0,48,7,0,0,0,0,5,0,157,1
"Blacks Point","Blacks Point Museum, Franklyn Street",2,0,1,0,0,5,4,0,12,0,0,26,4,0,0,0,0,1,0,55,0
"Brightwater","Brightwater School, 106 Ellis Street",9,0,1,0,1,22,3,3,75,0,1,168,6,0,0,1,0,4,0,294,1
"Bruce Bay","Bruce Bay Hall, State Highway 6, South Westland",1,0,0,0,0,1,1,0,15,0,0,36,5,0,0,0,0,0,0,59,0
"Camerons","Bill Maher Hall, Main South Road",1,0,0,0,0,5,0,0,42,1,0,67,3,0,1,2,0,2,0,124,0
"Carters Beach","Carters Beach Hall, Marine Parade",6,1,1,0,1,29,3,3,110,0,1,115,17,0,0,3,0,5,0,295,0
"Charleston","Charleston Hall, Coastal Road (State Highway 6)",2,0,1,0,0,11,1,0,24,0,0,48,7,0,0,0,0,0,0,94,2
"Cobden","Bowling Club Rooms, 84a Ward Street",2,0,0,0,0,6,4,0,71,0,0,46,8,0,0,5,0,2,0,144,2
,"Cobden School, Fox Street",17,1,8,0,1,40,9,1,302,1,9,268,40,0,0,14,0,5,0,716,8
"Collingwood","Collingwood Memorial Hall, Tasman Street",3,0,2,0,1,44,0,7,70,0,6,143,8,0,0,2,0,3,0,289,1
"Dobson","Paparoa Range School, Herald Street",6,0,1,1,0,8,3,0,88,0,1,128,9,0,0,1,0,2,4,252,5
"Dovedale","Dovedale School, Wakefield, Thorpe",4,0,0,0,2,39,0,0,52,0,0,80,4,0,0,1,0,4,0,186,0
"Dunollie","Dunollie St John's Hall, corner Bute & Inverness Streets",3,0,0,0,0,7,3,4,81,0,0,60,12,0,0,4,0,0,1,175,0
"Fox Glacier","Fox Glacier School, Cook Flat Road",3,0,0,0,2,6,0,1,28,0,0,65,0,0,0,0,0,1,0,106,0
"Foxhill","Lord Rutherford Hall, State Highway",5,0,1,0,0,14,3,1,64,0,0,149,7,0,0,0,0,4,1,249,1
"Franz Josef","Franz Josef Community Centre, Main Road State Highway 6",2,0,1,0,0,36,3,0,51,0,1,68,6,0,0,3,0,1,0,172,1
"Granity","Granity School, 83 Torea Street",5,0,4,0,2,32,3,0,60,0,1,27,10,0,0,2,0,1,1,148,1
"Greymouth","Blaketown School, 90 Blake Street",6,1,3,1,0,7,5,4,169,0,1,167,29,0,0,10,1,3,0,407,4
,"Grey Base Hospital, High Street",4,0,0,1,0,10,1,0,68,0,0,32,4,0,0,0,0,0,0,120,1
,"Grey Main School, Joyce Crescent",8,0,2,0,4,18,2,3,169,0,3,206,22,0,0,3,0,7,0,447,2
,"Grey United Tennis Club, Shakespeare Street",15,0,7,0,1,20,2,1,179,0,4,262,22,0,1,5,0,8,0,527,4
