Party and Electorate Candidate Votes Recorded at each polling place
"Port Hills 40","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Sydenham Community Centre, 23-25 Hutcheson Street",2,1,2,0,0,32,14,3,118,0,0,67,7,0,0,3,0,0,0,249,2
"Wainoni","Ottawa Gardens Pre-School, 49 Ottawa Road",1,0,3,0,0,1,1,0,21,0,2,20,4,0,0,1,0,0,0,54,0
"Waltham","Waltham School, corner Hastings Street East & Vienna Street",12,2,10,0,0,89,41,12,357,1,8,161,13,0,0,6,0,4,0,716,3
"Westmorland","Garage, 3 Pentonville Close",0,0,0,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,9,0
"Woolston","Christchurch Polytechnic - Main Entrance, corner Ensors Road & Sulllivan Avenue",9,2,2,2,2,52,12,4,159,0,1,70,9,0,0,1,0,4,0,329,1
,"Edmonds-Smith Street Kindergarten, 21 Smith Street",7,0,3,0,4,30,14,8,263,1,1,119,15,0,1,5,0,4,0,475,6
,"St Johns Church Hall, corner St John's Street & Ferry Road",27,3,9,0,5,117,57,12,904,0,11,459,71,6,0,8,0,9,2,1700,13
,"Woolston School, corner Ferry Road & Hopkins Street",22,1,9,3,1,112,26,6,493,0,4,213,25,0,0,8,0,9,0,932,2
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",1,3,0,0,1,23,34,5,310,0,4,222,25,0,0,1,0,3,1,633,5
,"Ordinary Votes BEFORE polling day",55,6,9,1,2,486,71,27,998,2,15,1208,76,2,1,6,1,19,2,2987,10
,"Special Votes BEFORE polling day",12,0,2,0,1,53,12,6,226,0,4,203,11,1,0,1,0,4,0,536,3
,"Special Votes On polling day",73,2,22,1,5,394,57,17,1049,1,24,957,52,2,0,22,1,20,1,2700,11
,"Overseas Special Votes including defence force",11,1,0,0,0,129,3,1,166,0,2,221,3,0,0,0,0,1,0,538,1
,"Votes Allowed for Party Only",9,1,8,0,4,69,3,3,212,1,13,130,6,0,0,3,0,0,1,463,2
,"Port Hills Total",868,51,155,14,49,5051,958,285,13614,17,250,13816,1009,23,2,152,4,326,19,36663,132
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36795
"Electorate Party Valid Votes for Port Hills",,"National Party - .3768376838"
"ACT New Zealand",868,.0236750948
"Alliance",51,.0013910482
"Aotearoa Legalise Cannabis Party",155,.0042276955
"Democrats for Social Credit",14,.0003818564
"Family Party",49,.0013364973
"Green Party",5051,.1377683223
"Jim Anderton's Progressive",958,.0261298857
"Kiwi Party",285,.0077735046
"Labour Party",13614,.3713280419
"Libertarianz",17,.0004636827
"Maori Party",250,.0068188637
"National Party",13816,.3768376838
"New Zealand First Party",1009,.0275209339
"New Zealand Pacific Party",23,.0006273355
"RAM - Residents Action Movement",2,.0000545509
"The Bill and Ben Party",152,.0041458691
"The Republic of New Zealand Party",4,.0001091018
"United Future",326,.0088917983
"Workers Party",19,.0005182336
