Party and Electorate Candidate Votes Recorded at each polling place
"Port Hills 40","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Addington","Kidsfirst Kindergarten, 366 Selwyn Street",5,1,3,0,0,52,25,4,218,2,3,88,8,0,0,2,1,2,0,414,3
"Aranui","St Ambrose Church Cafe, 309 Breezes Road",1,0,0,0,0,2,0,2,11,0,1,8,3,0,0,0,0,0,0,28,0
"Beckenham","Beckenham School, 71 Sandwich Road",13,1,6,0,0,187,39,9,415,1,3,376,24,0,0,3,0,12,2,1091,4
,"St Peter's Parish Centre, 11a Fisher Avenue",4,1,3,0,0,76,23,5,175,0,0,215,20,0,0,3,0,7,1,533,1
,"Thorrington School Hall, 22a Colombo Street South",40,3,0,0,0,171,25,2,323,0,9,580,22,0,0,4,0,16,0,1195,2
"Bromley","Bromley School, 33 Keighleys Road",8,3,9,0,1,49,28,7,615,0,6,220,35,2,0,4,0,4,2,993,2
"Cashmere","Cashmere Masonic Centre, corner Dyers Pass & Hackthorne Roads",50,1,3,0,0,171,23,0,245,0,10,588,20,0,0,2,0,5,0,1118,1
,"Landsdowne Community Centre, 8 Landsdowne Terrace",42,2,3,0,3,107,29,2,313,1,4,552,28,0,0,8,0,15,0,1109,1
,"Princess Margaret Hospital, 97 Cashmere Road, Entrance 4",32,0,0,0,0,56,20,1,138,0,8,329,19,0,0,0,0,9,2,614,1
"Cass Bay","Navy League, TS Steadfast, 64 Governors Bay Road",4,0,0,0,2,23,3,2,73,0,2,86,18,0,0,0,0,1,0,214,1
"Christchurch City","ANZ Building, ground floor, 9 Cathedral Square",2,0,1,0,1,22,2,1,26,0,2,28,3,0,0,2,0,2,0,92,1
,"Cathedral College, corner Barbadoes Street and Moorhouse Avenue",0,0,1,1,0,9,1,0,13,0,2,10,0,0,0,0,0,0,0,37,0
,"Christchurch Art Gallery, corner Worcester Boulevard & Montreal Streets",2,0,1,0,0,9,1,0,20,0,0,12,0,0,0,0,0,0,0,45,0
,"Christchurch Public Hospital, Great Escape Cafe, Riccarton Avenue",1,0,0,0,0,4,3,0,18,0,1,12,2,0,0,3,0,1,0,45,0
"Governors Bay","Governors Bay School, Jetty Road",1,0,0,0,0,14,3,0,12,0,0,15,2,0,0,1,0,0,0,48,0
"Halswell","St Mary's Anglican Church Hall, 329 Halswell Road",1,0,0,0,2,1,0,0,6,0,0,4,1,0,0,0,0,0,0,15,1
"Heathcote Valley","Heathcote Valley School, 67 Bridle Path Road",31,0,4,0,0,183,31,9,534,0,9,413,43,0,0,4,0,15,0,1276,2
"Hillsborough","Commercial Premises, 44 Curries Road",3,0,0,0,0,20,7,4,98,0,2,100,9,0,0,0,0,4,0,247,0
"Hoon Hay","Hoon Hay School Library, 91 Sparks Road",1,0,1,0,0,1,1,1,7,0,1,14,0,0,0,0,0,2,0,29,0
"Huntsbury","Huntsbury Community Centre, 30h Huntsbury Avenue",17,0,0,0,0,96,10,3,113,0,7,212,10,0,0,3,0,4,0,475,1
"Linwood","Linwood Avenue School, 260 Linwood Avenue",10,1,1,0,2,42,19,8,294,1,4,112,34,1,0,5,0,3,0,537,1
,"Linwood College Student Centre, 85 Aldwins Road",2,0,0,0,0,17,5,5,78,0,1,32,6,0,0,0,0,4,0,150,1
,"Union Church Hall, 378 Linwood Avenue",10,2,6,0,4,58,20,22,514,0,4,225,52,4,0,6,0,6,0,933,4
"Lyttelton","Lyttelton Main School Hall, Oxford Street",23,3,3,0,0,319,18,3,456,1,13,240,36,0,0,2,0,6,2,1125,2
,"Lyttelton West School, 41 Voelas Road",10,1,2,0,0,76,9,0,160,0,3,93,10,0,0,0,0,4,0,368,0
"Mt Pleasant","Mt Pleasant Community Centre, 3 McCormacks Bay Road",55,2,0,1,1,136,15,5,350,0,3,935,38,1,0,5,0,17,0,1564,6
,"Mt Pleasant Presbyterian Church, 63 St Andrews Hill Road",31,0,0,0,0,101,18,7,175,0,1,560,13,0,0,4,0,13,0,923,1
"Opawa","Opawa Baptist Friendship Centre, 282 Wilsons Road",0,0,0,0,1,41,17,2,85,0,0,55,11,0,0,0,0,3,0,215,1
,"Opawa Community Church Hall, 7a Aynsley Terrace",20,0,6,0,2,144,26,21,328,0,4,254,32,0,0,4,0,7,0,848,5
,"Opawa School, corner Ford Road & Newbery Street",14,1,4,0,0,149,10,2,243,0,5,184,15,2,0,4,0,9,0,642,3
"Phillipstown","Te Waipounamu Maori Cultural Centre, 290 Ferry Road",1,0,3,0,0,4,4,0,10,0,2,9,1,0,0,0,0,0,0,34,0
"Redcliffs","Redcliffs School, 136 Main Road",67,0,4,0,1,194,13,11,388,0,5,697,17,0,0,1,0,11,0,1409,3
"Somerfield","Cashmere High School, Rose Street",6,0,0,0,0,17,5,0,32,0,1,63,4,0,0,1,0,2,0,131,0
"Spreydon","Te Kura Kaupapa Maori O Te Whanau Tahi, 81 Lyttelton Street",2,0,0,0,0,2,1,0,8,0,0,10,0,0,0,0,0,2,0,25,1
"St Martins","Hillview Christian Senior School, 125 Wilsons Road",18,2,2,2,0,148,34,17,409,0,7,433,40,2,0,8,0,14,0,1136,5
,"Scout Den (opposite Rapaki Road), 297 Centaurus Road",19,0,1,1,0,168,23,0,261,0,5,370,29,0,0,2,0,11,1,891,6
,"St Martins School, 24 Albert Terrace (opposite Roscoe Street)",10,2,1,0,0,135,22,5,222,1,7,324,14,0,0,2,0,12,0,757,1
"Sumner","St Pauls Union Church Hall, corner Nayland & Hardwicke Streets",35,1,1,0,1,187,20,4,321,3,8,588,30,0,0,2,0,12,1,1214,5
,"Star of the Sea School Hall, corner Colenso & Menzies Streets",23,1,3,2,0,172,19,7,303,1,9,458,22,0,0,1,0,6,0,1027,1
"Sydenham","St Saviours Anglican Hall, 200 Colombo Street",13,1,4,0,3,101,41,9,325,0,9,257,21,0,0,1,1,8,1,795,6
