Party and Electorate Candidate Votes Recorded at each polling place
"East Coast 10","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Te Kaha","Te Whanau - A - Apanui Area School, State Highway 35",0,0,0,0,0,5,0,0,31,0,1,46,9,0,0,0,0,5,0,97,0
"Te Karaka","Waikohu College, Kanakanaia Road",11,0,2,1,0,5,2,1,68,0,7,117,14,0,0,0,0,1,0,229,1
"Te Puia Springs","Te Puia Springs School, 28 McKenzie Street",2,0,0,0,0,8,0,0,15,0,0,25,2,0,0,0,0,1,0,53,1
"Te Teko","Te Kura o Te Teko School Hall, 6 Edgecumbe/Te Teko Highway",2,0,1,0,0,8,1,2,73,0,8,61,24,0,0,2,0,3,0,185,0
"Thornton","Thornton School Hall, 43 Eastbank Road",8,0,0,0,0,4,1,0,21,0,0,131,6,0,0,1,0,2,0,174,1
"Tikitiki","Tikitiki School, 33 Rangitukia Road",1,0,0,0,0,1,0,0,15,0,1,4,4,0,0,0,0,0,0,26,0
"Tiniroto","Tiniroto School, 14 School Road",5,0,0,0,0,1,0,0,5,0,1,27,5,0,0,0,0,0,0,44,0
"Tokomaru Bay","Hatea - A - Rangi School, 6 School Road",2,0,0,0,1,10,0,0,37,0,4,26,7,0,0,0,0,0,0,87,0
"Tolaga Bay","Tolaga Bay Area School, Resolution Street",5,1,0,0,0,13,2,0,79,0,8,96,34,0,0,2,0,1,0,241,2
"Torere","Te Kura o Torere, 2276 State Highway 35",1,0,0,0,0,3,0,0,17,0,3,11,6,0,0,0,0,0,0,41,0
"Waerenga o Kuri","Waerenga o Kuri School, 1763 Tiniroto Road",6,0,0,0,0,4,0,0,15,0,1,59,4,0,0,1,0,1,0,91,1
"Waimana","Nukuhou North School, State Highway 2",8,0,2,0,1,2,0,2,9,0,0,60,7,0,0,1,0,2,0,94,2
,"Waimana School, 6 Raroa Road",6,0,0,0,1,5,0,1,19,0,3,29,3,0,0,0,0,3,0,70,0
"Wainui","Wainui Beach School, 56 Wairere Road",25,0,1,0,1,116,4,1,149,0,8,408,13,0,0,1,0,5,1,733,2
"Waioeka","Te Kura Kaupapa Maori o Waioweka, 48 Waioeka Pa Road",0,0,0,0,0,0,0,0,6,0,2,6,0,0,0,0,0,0,0,14,0
"Whakatane","Allandale School, 167 King Street",22,0,4,0,7,38,0,3,305,0,17,324,67,0,0,7,0,47,0,841,4
,"District Council, 9 Commerce Street",36,0,7,0,3,83,9,3,411,0,19,712,93,0,0,5,0,50,0,1431,6
,"Reads Auction Hall, 17 King Street",30,0,2,2,3,57,14,1,446,0,10,507,96,0,0,3,0,42,0,1213,5
,"Salvation Army Hall, 87 King Street",12,0,0,0,4,45,4,2,273,0,10,258,57,0,0,4,1,33,0,703,4
,"Te Whare Kura o Ruatoki, 18 Mission Road, R D 1",0,0,0,0,0,3,0,0,9,0,4,6,4,0,0,0,0,1,0,27,0
,"Whakatane Intermediate School Hall,101 James Street",12,1,0,0,5,65,7,5,249,1,11,394,46,0,0,8,0,46,1,851,3
"Whangara","Whangara School, 44 Pa Road",3,0,0,0,0,3,3,0,11,0,0,35,3,0,0,0,0,1,0,59,0
"Whatatutu","Whatatutu School, 24 Te Hau Road,  Whatatutu",2,0,0,0,0,4,0,0,18,0,3,37,4,0,0,0,0,1,0,69,0
"Woodlands","Woodlands School, 161 Dip Road",9,0,0,0,0,9,1,0,42,0,1,106,17,0,0,1,0,3,0,189,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",2,1,1,0,0,19,0,2,175,1,1,154,39,0,0,0,0,4,0,399,15
,"Ordinary Votes BEFORE polling day",74,1,9,2,6,208,21,16,956,1,33,1575,208,0,0,14,0,81,0,3205,8
,"Special Votes BEFORE polling day",7,0,3,0,1,23,4,3,120,0,6,136,19,1,0,0,0,8,0,331,2
,"Special Votes On polling day",41,0,16,0,7,128,5,12,434,3,31,678,61,1,1,22,1,24,0,1465,2
,"Overseas Special Votes including defence force",10,0,0,0,0,41,2,3,52,0,1,169,3,0,0,0,0,9,0,290,1
,"Votes Allowed for Party Only",5,0,5,0,5,19,2,1,162,0,22,77,20,0,0,2,0,8,1,329,3
,"East Coast Total",816,19,99,12,83,2025,199,115,10075,13,457,15160,1862,7,2,175,5,698,10,31832,130
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",31962
"Electorate Party Valid Votes for East Coast",,"National Party - .4762503141"
"ACT New Zealand",816,.0256345816
"Alliance",19,.0005968836
"Aotearoa Legalise Cannabis Party",99,.0031100779
"Democrats for Social Credit",12,.0003769791
"Family Party",83,.0026074391
"Green Party",2025,.06361523
"Jim Anderton's Progressive",199,.0062515707
"Kiwi Party",115,.0036127168
"Labour Party",10075,.3165054034
"Libertarianz",13,.0004083941
"Maori Party",457,.0143566223
"National Party",15160,.4762503141
"New Zealand First Party",1862,.0584945966
"New Zealand Pacific Party",7,.0002199045
"RAM - Residents Action Movement",2,.0000628299
"The Bill and Ben Party",175,.0054976125
"The Republic of New Zealand Party",5,.0001570746
"United Future",698,.02192762
"Workers Party",10,.0003141493
