Party and Electorate Candidate Votes Recorded at each polling place
"East Coast 10","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Awakeri","Awakeri School, Room 2, 976 State Highway 30",25,1,1,0,0,34,4,0,116,1,5,401,19,0,0,3,0,24,0,634,1
"Cape Runaway","Te Kura Mana Maori o Whangaparaoa, State Highway 35",0,0,0,0,0,1,0,0,5,0,0,10,4,0,0,0,0,0,0,20,0
"Coastlands","Rangitaiki Independent School, 33 Meadow Vale",13,1,1,0,3,12,1,0,87,0,2,198,12,0,0,3,0,10,0,343,1
"Edgecumbe","Edgecumbe College, College Road",8,0,1,0,0,17,1,0,113,0,2,168,36,0,0,2,0,10,0,358,3
,"Edgecumbe District War Memorial Hall, corner Kauri & Main Street",17,0,2,0,1,16,3,1,129,0,7,241,44,0,0,10,0,27,0,498,0
"Gisborne","Awapuni School, 129 Awapuni Road",7,0,1,1,2,21,4,0,116,0,7,151,26,0,0,3,0,0,0,339,2
,"Central School, 7 Central Street",33,0,1,0,2,110,8,4,284,1,6,597,34,0,0,11,0,11,0,1102,1
,"Cobham School, Lytton Road",5,0,0,1,0,9,0,0,129,0,4,67,24,0,0,1,0,1,0,241,2
,"Elgin School, 2 Knox Street",8,0,1,0,2,19,7,1,273,0,8,188,38,0,0,2,0,3,0,550,1
,"Girls High School, 555 Gladstone Road",13,1,3,0,4,60,4,3,302,1,14,329,28,0,0,2,0,12,2,778,2
,"Gisborne  Hospital, 421 Ormond Road",7,2,0,0,1,21,1,2,114,0,3,215,14,1,0,1,1,6,0,389,1
,"Gisborne District Council, Fitzherbert Street",22,0,5,0,1,89,8,2,305,1,10,567,28,0,0,5,0,8,1,1052,4
,"Ilminster Intermediate, De Lautour Road",14,1,1,1,4,49,8,2,310,0,15,286,36,0,0,3,0,9,0,739,2
,"Kaiti School, 517 Wainui Road",9,1,1,0,0,27,6,3,322,0,19,124,27,0,0,1,1,6,0,547,1
,"Mangapapa Residents Hall, 350 Ormond Road",16,1,4,0,1,28,5,1,286,0,9,258,46,1,0,2,0,9,0,667,4
,"Mangapapa School, 5 Rua Street",24,1,3,0,0,52,9,9,311,0,7,420,39,0,0,7,0,9,0,891,4
,"Riverdale School, 324 Stout Street",17,0,3,0,1,25,4,4,226,2,7,359,21,0,0,4,0,4,0,677,2
,"Rutene Road Kindergarten, 128 Rutene Road",5,1,0,0,0,40,2,0,156,0,2,186,22,0,0,7,0,4,0,425,7
,"Te Hapara School, 31 Mill Road",16,1,2,0,2,23,10,4,319,0,11,401,37,1,0,6,0,10,0,843,3
,"Waikirikiri School, 7 Pickering Street",2,0,0,0,1,4,2,0,95,0,3,17,7,0,1,1,0,0,0,133,0
,"Wesley Methodist Parish and Community Centre, 453 Gladstone Road",7,0,0,0,0,17,2,0,112,0,3,112,9,1,0,0,0,0,0,263,2
,"YMCA Hall, 150 Roebuck Road",4,0,2,0,2,17,4,0,163,1,6,161,23,0,0,5,0,6,1,395,2
"Hicks Bay","Te Kura Kaupapa o Kawakawa mai Tawhiti, 22 Wharf Road",1,0,0,0,0,0,0,0,13,0,2,8,4,0,0,0,0,0,0,28,0
"Kutarere","Kutarere School, 461 State Highway 2",5,0,1,0,0,29,1,0,43,0,3,79,12,0,0,5,0,4,0,182,0
"Makaraka","Makaraka School, 137 Main Road South",17,0,2,0,0,14,1,0,121,0,1,306,24,0,0,1,0,2,1,490,3
"Makauri","Makauri School, 120 King Road",22,1,2,0,0,18,2,2,69,0,2,254,8,0,0,3,0,5,0,388,0
"Manawahe","Manawahe School, Room 2, 1913 State Highway 30",1,1,0,0,0,3,0,0,14,0,1,37,2,0,0,1,0,2,0,62,1
"Manutuke","Manutuke School, 59 Waingake Road",7,0,1,0,0,6,2,0,46,0,5,128,10,0,0,0,0,2,1,208,0
"Maraenui","Te Kura Mana Maori, State Highway 35",2,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0
"Matata","Matata Public School, 43 Pollen Street",16,1,1,0,1,29,2,0,99,0,11,225,53,0,0,0,1,13,0,452,2
"Matawai","Matawai School, 29 Raumati Street",3,0,0,0,0,3,0,5,23,0,1,120,7,0,0,0,0,0,0,162,0
"Muriwai","Muriwai School, 1684 Wharerata Road",2,0,0,0,0,6,0,0,15,0,0,36,3,0,0,0,0,0,0,62,0
"Ohope","Ohope Beach School, 170 Pohutukawa Avenue",17,0,1,0,2,41,3,0,126,0,2,326,24,0,0,0,0,45,0,587,1
,"Ohope Community Hall, Bluett Road",22,0,0,1,1,61,3,4,208,0,4,476,44,0,0,3,0,31,0,858,2
"Omaio","Te Kura o Omaio, School Road",0,0,0,0,0,4,1,0,18,0,2,2,0,0,0,0,0,0,0,27,1
"Omarumutu","Omarumutu School, 141 Omarumutu Road",3,0,0,0,0,5,0,0,11,0,4,13,4,0,0,0,0,0,0,40,0
"Opotiki","Opotiki College Hall, St John Street",11,0,3,0,2,58,2,1,190,0,9,225,42,0,0,3,0,7,0,553,2
,"Opotiki Senior Citizens Hall, 1 King Street",23,0,0,1,4,58,2,3,280,0,16,395,89,1,0,3,0,10,0,885,3
"Ormond","Ormond School, 45 Whitmore Road",5,0,0,0,1,22,1,0,65,0,1,219,10,0,0,0,0,3,1,328,0
"Otakiri","Otakiri School, Staff Room, 571 Otakiri Road",7,0,0,0,0,7,2,2,70,0,0,200,30,0,0,0,0,8,0,326,2
"Patutahi","Patutahi School, 29 Atkins Street",21,1,1,0,0,11,1,1,48,0,10,170,4,0,0,2,0,2,0,272,0
"Raukokore","Raukokore School, State Highway 35",0,0,0,0,0,3,0,0,11,0,2,23,5,0,0,0,0,1,0,45,1
"Rere","Rere School, Wharekopae Road",3,0,1,0,0,2,0,0,17,0,0,56,2,0,0,0,0,2,0,83,0
"Ruatoki North","Tawera Bilingual School, 164 Ngahina Road",0,0,0,0,0,0,0,0,4,0,1,5,1,0,0,1,0,1,0,13,0
"Ruatoria","Te Kura Kaupapa Maori o Te Waiu o Ngati Porou, 13 Tuparoa Road",2,0,0,0,0,8,0,1,21,0,7,15,12,0,0,0,0,0,0,66,2
"Taneatua","Taneatua School, 44 McKenzie Street",5,0,1,0,0,11,0,2,46,0,3,104,15,0,0,0,0,9,0,196,2
"Te Araroa","Te Waha o Rerekohu Area School, 3 Arewhana Street",2,0,0,0,0,3,1,0,20,0,4,6,8,0,0,0,0,0,0,44,0
