Party and Electorate Candidate Votes Recorded at each polling place
"Palmerston North 38","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Aokautere","Aokautere School Hall, 196 Fitzherbert East Road",0,0,0,1,0,6,8,0,0,0,11,0,0,26,0
"Ashhurst","Village Valley Community Centre, corner Cambridge Avenue & Guildford Street",0,0,0,0,0,1,13,0,0,0,15,2,0,31,0
"Awapuni","Awapuni Community Centre, 22 Newbury Street",4,0,0,13,0,40,191,0,0,3,154,29,3,437,8
,"Awapuni School Hall, 18 Rochester Street",2,1,7,28,2,68,415,0,3,8,338,82,7,961,14
"Bulls","Clifton School, 3 Clifton Street",1,0,1,0,0,3,2,0,0,0,9,0,0,16,0
"Cloverlea","Cloverlea School Hall, 55 Herbert Avenue",6,0,6,27,1,50,318,0,0,3,309,71,3,794,4
"Feilding","Manchester St School, 160 Manchester Street",0,0,0,0,0,1,0,0,0,0,14,3,0,18,0
"Highbury","Somerset Crescent School Hall, 45 Somerset Crescent",1,1,3,15,0,42,232,0,1,1,208,40,2,546,5
,"St Michael's Church Hall, 52 Pembroke Street",1,0,0,11,0,12,214,0,4,2,93,26,1,364,4
"Hokowhitu","College Street Normal School Hall, 402 College Street",11,0,5,31,0,151,262,1,2,6,551,36,3,1059,0
,"Hokowhitu School Hall, 227 Albert Street",9,0,4,31,0,107,238,1,0,7,606,59,8,1070,10
,"Ryder-Cheshire Centre, 114 Te Awe Awe Street",3,1,3,13,1,72,103,0,0,3,339,18,1,557,2
,"St James' School Community Hall, 304 Albert Street",10,0,4,43,0,103,213,0,0,4,498,47,6,928,7
,"Winchester School Hall, 552 Ruahine Street",2,3,4,28,0,126,274,0,3,7,420,38,8,913,6
"Kelvin Grove","Cornerstone Christian School, Administration Building, 119 Mihaere Drive",10,0,4,84,0,102,398,1,2,7,955,70,12,1645,7
,"Kelvin Grove Community Centre, 68 Kaimanawa Street",2,0,6,25,0,52,293,0,1,2,251,39,11,682,3
"Linton Camp","Community Centre, Puttick Road",0,0,0,1,0,2,7,0,1,0,8,0,0,19,0
"Milson","Milson School Hall, 7 Rutland Place",8,4,1,45,1,102,457,0,2,5,612,79,6,1322,16
,"St Peter's College, Gym-Classroom, 22-38 Rennie Avenue",3,0,6,17,3,55,227,0,3,2,391,57,1,765,6
"Palmerston North","Central Normal School Hall, 210 Featherston Street",8,1,6,35,1,157,418,1,3,9,455,70,9,1173,10
,"Emmanuel Congregational Church Hall, 43 Victoria Avenue",5,0,1,10,0,41,103,0,1,0,164,19,3,347,4
,"Intermediate Normal School Performing Arts Centre, 31 South Street",3,0,3,19,0,58,150,0,2,4,222,23,2,486,5
,"Massey University, Student Centre Lounge, Concourse, University Drive",1,0,0,1,0,19,22,0,0,1,23,0,0,67,0
,"Palmerston North Girls' High School, Old Gymnasium, 228 Fitzherbert Avenue",4,1,1,9,0,61,105,0,0,1,225,15,2,424,2
,"Public Hospital Education Centre Hall, 50 Ruahine Street (Gate 12)",3,0,1,7,0,22,89,1,1,3,92,13,1,233,0
,"Queen Elizabeth College Hall, 350-382 Rangitikei Street",0,0,1,8,0,28,113,0,0,1,90,20,1,262,1
,"Russell Street School Hall, 19-31 Russell Street",12,0,6,24,0,124,305,0,2,7,479,50,13,1022,4
,"St Luke's Lutheran Church Hall, corner Church & McGiffert Streets",3,0,1,14,0,18,105,0,0,0,80,13,0,234,1
,"Te Manawa Museum, 326 Main Street",4,0,0,6,0,86,144,0,3,3,147,17,1,411,2
,"The Salvation Army Hall, 431 Church Street",2,1,3,13,0,33,105,0,0,4,140,15,4,320,1
"Park West","Olive Tree Village Community Centre, 13 Olive Grove",6,0,4,22,2,29,115,0,0,0,264,19,6,467,5
"Parkland","Parkland School Hall, 41 Parkland Crescent",2,0,2,26,0,89,247,0,2,3,324,39,5,739,6
"Riverdale","Riverdale School Hall, 95 Slacks Road",3,0,1,32,1,113,343,0,1,2,563,69,16,1144,2
"Roslyn","Roslyn School Hall, 38 Kipling Street",2,2,4,21,0,60,290,1,2,5,260,58,1,706,6
,"Ross Intermediate School Hall, 25 Freyberg Street",1,1,0,9,0,35,97,0,0,2,121,16,1,283,1
"Summerhill","Summerset Retirement Village, 166-186 Ruapehu Drive",0,0,1,2,0,6,7,0,0,0,17,1,0,34,0
"Takaro","Monrad Intermediate School Hall, 228 Botanical Road",1,0,0,15,0,40,163,0,0,6,154,27,2,408,2
,"St Oswald's Church Hall, corner Featherston & Kingswood Streets",5,0,5,18,0,71,264,1,0,1,250,42,4,661,3
,"Takaro School Hall, 24 Brighton Crescent",0,0,1,7,0,28,200,1,1,4,102,30,2,376,6
"Terrace End","Rangiora Community Centre, 98-102 Rangiora Avenue",1,1,5,24,1,62,317,2,1,2,124,35,0,575,12
,"St David's Community Centre, 9 Rainforth Street",2,1,1,28,0,49,194,4,2,0,248,31,4,564,5
,"Terrace End School Hall, 183-209 Ruahine Street",6,1,10,37,0,114,413,0,7,3,446,76,10,1123,12
"West End","IHC Day Base, 153 Cook Street",6,0,2,15,0,48,127,0,3,2,113,28,1,345,4
,"West End School Hall, 395-427 Botanical Road",14,1,3,26,0,142,342,0,3,4,479,81,6,1101,3
"Westbrook","Westbrook Community Centre, 21 Havelock Avenue",3,0,2,14,0,27,258,0,0,5,144,47,1,501,7
"Whakarongo","Whakarongo Community Hall, 17 Stoney Creek Road",2,0,0,4,0,4,17,1,0,0,77,6,0,111,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Palmerston North",31,2,7,75,2,278,998,2,13,9,1503,154,23,3097,18
,"Ordinary Votes BEFORE polling day - Taken in Rangitīkei",6,0,3,3,0,83,115,0,0,4,114,8,2,338,1
,"Special Votes BEFORE polling day",4,0,0,8,0,51,149,0,1,1,200,28,3,445,2
,"Special Votes On polling day",23,1,22,46,0,298,772,2,16,12,903,100,11,2206,11
,"Overseas Special Votes including Defence Force",6,0,2,1,0,59,60,0,2,1,143,6,4,284,0
,"Votes Allowed for Party Only",3,0,5,5,0,41,182,0,6,9,129,18,0,398,2
,"Palmerston North Total",245,23,157,997,15,3469,11194,19,94,168,14577,1870,210,33038,230
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33268
"Electorate Party Valid Votes for Palmerston North",,"National Party - .4412192021"
"ACT New Zealand",245,.0074157031
"Alliance",23,.000696168
"Aotearoa Legalise Cannabis Party",157,.0047521036
"Conservative Party",997,.0301773715
"Democrats for Social Credit",15,.0004540226
"Green Party",3469,.1050003027
"Labour Party",11194,.3388219626
"Libertarianz",19,.0005750953
"Mana",94,.0028452085
"Māori Party",168,.0050850536
"National Party",14577,.4412192021
"New Zealand First Party",1870,.0566014892
"United Future",210,.006356317
