Party and Electorate Candidate Votes Recorded at each polling place
"Botany 3","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Botany Downs","Botany Downs Primary School, 35 Mirrabooka Avenue",13,0,5,50,0,47,178,1,3,1,805,82,5,1190,18
,"Botany Downs Secondary College, 575 Chapel Road",45,2,8,43,0,114,514,2,2,7,1664,73,5,2479,14
,"Elim Christian Centre, 159 Botany Road",33,0,3,69,0,52,206,1,0,3,918,64,2,1351,9
,"St Columba Presbyterian Church, 480 Ti Rakau Drive",28,1,1,38,1,41,146,1,0,4,699,60,2,1022,4
"Botany South","Sancta Maria College, 319 Te Irirangi Drive",20,0,2,31,0,41,423,0,3,2,558,47,5,1132,9
"Burswood","East City Wesleyan Church, 219 Burswood Drive",14,0,2,28,1,45,153,0,2,0,392,38,0,675,7
"Chapel Downs","Chapel Downs Primary School, 170 Dawson Road",4,0,3,10,0,11,334,0,3,4,163,26,2,560,7
"Cockle Bay","Cockle Bay Playcentre, 17 Pah Road",8,0,0,12,0,41,66,1,0,3,479,25,2,637,1
"Dannemora","Point View Primary School, 25 Kilkenny Drive",41,1,6,51,1,64,261,0,3,4,1437,64,11,1944,10
,"Willowbank School, 56 Middlefield Drive",45,0,4,22,0,64,286,2,0,2,1115,63,5,1608,12
"Flat Bush","Baverstock Oaks School, 21 Baverstock Road",15,1,3,19,0,53,329,0,2,1,771,23,3,1220,13
,"Dawson Road Primary School, Haumia Way",2,0,3,9,0,13,686,0,7,4,64,39,2,829,14
,"Kia Aroha College, 51 Othello Drive",1,0,1,6,0,9,344,0,4,2,32,28,1,428,14
,"St Pauls Anglican Church Hall, 141 Chapel Road",6,1,0,2,0,9,35,0,1,4,57,9,0,124,0
"Highland Park","Rockabye Early Learning Centre, 122 Aviemore Drive",9,0,2,20,2,33,119,0,0,2,339,24,3,553,5
"Howick","Cockle Bay School, 24 Sandspit Road",15,1,3,38,0,83,145,0,1,2,833,63,5,1189,3
,"Howick Intermediate School, 1 Botany Road",5,1,1,10,1,21,78,1,0,3,251,16,2,390,5
,"Owairoa  Primary School, corner Wellington & Nelson Streets",2,0,2,10,0,8,31,1,0,0,123,9,1,187,1
"Meadowlands","Meadowlands Methodist Community Church, 128 Whitford Road",26,0,3,75,0,62,255,0,0,1,1250,78,0,1750,16
"Northpark","Our Lady Star of the Sea School, 14 Oakridge Way",13,1,4,20,0,52,151,0,0,3,696,30,4,974,7
"Otara","East Tamaki Primary School, 196 Preston Road",0,0,0,2,0,2,99,0,2,2,5,0,0,112,1
,"Flat Bush School, 20 Flat Bush Road",0,0,1,2,0,3,111,1,2,0,7,6,0,133,0
"Pakuranga","Eastgate Christian Centre, 5 Ben Lomond Crescent",0,0,2,4,0,8,24,0,0,1,104,7,0,150,0
,"Pakuranga Recreation & Youth Centre, 13c Reeves Road",4,0,0,1,0,5,21,0,1,0,54,5,0,91,0
,"Riverhills Primary School, 13 Waikaremoana Place",0,0,0,0,0,3,3,0,0,0,14,0,0,20,0
"Shelly Park","Shelly Park School, 11-13 Sunnyview Avenue",10,0,1,12,1,54,70,0,2,1,362,34,5,552,2
"Somerville","Somerville Intermediate School, 39 Somerville Road",10,0,1,13,0,27,85,0,0,4,487,14,0,641,2
"Whitford","Whitford Hall, 1 Whitford-Maraetai Road",0,0,0,0,0,0,1,0,0,0,22,3,0,26,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
,"Ordinary Votes BEFORE polling day - Taken in Botany",52,0,6,103,0,109,844,2,4,8,2063,178,13,3382,40
,"Ordinary Votes BEFORE polling day - Taken in Hunua",0,0,0,1,0,0,1,0,0,0,9,0,0,11,0
,"Ordinary Votes BEFORE polling day - Taken in Māngere",1,0,0,0,0,0,3,0,0,0,14,2,0,20,0
,"Ordinary Votes BEFORE polling day - Taken in Manukau East",0,0,0,0,0,2,40,0,1,0,10,3,1,57,0
,"Ordinary Votes BEFORE polling day - Taken in Pakuranga",10,0,2,26,0,39,95,0,1,1,409,51,2,636,5
,"Special Votes BEFORE polling day",5,0,4,5,0,14,100,0,3,1,200,21,2,355,1
,"Special Votes On polling day",27,0,7,39,0,109,593,0,13,10,1050,75,7,1930,14
,"Overseas Special Votes including Defence Force",8,0,0,4,0,27,37,0,0,1,165,1,2,245,0
,"Votes Allowed for Party Only",6,0,5,2,0,12,243,0,12,3,127,17,2,429,4
,"Botany Total",478,9,85,777,7,1277,7111,13,72,84,17749,1278,94,29034,238
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",29272
"Electorate Party Valid Votes for Botany",,"National Party - .6113177654"
"ACT New Zealand",478,.0164634566
"Alliance",9,.0003099814
"Aotearoa Legalise Cannabis Party",85,.0029276021
"Conservative Party",777,.0267617276
"Democrats for Social Credit",7,.0002410966
"Green Party",1277,.0439829166
"Labour Party",7111,.2449197493
"Libertarianz",13,.0004477509
"Mana",72,.0024798512
"Māori Party",84,.0028931597
"National Party",17749,.6113177654
"New Zealand First Party",1278,.044017359
"United Future",94,.0032375835
