Party and Electorate Candidate Votes Recorded at each polling place
"Wigram 63","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Addington","Addington School, 22 Brougham Street",10,1,2,0,0,48,36,4,215,0,4,158,26,0,0,4,0,8,0,516,7
,"Kidsfirst Kindergarten, 366 Selwyn Street",3,0,1,1,0,23,29,2,128,0,4,91,7,0,0,1,0,0,0,290,4
,"Sacred Heart Parish Library, 40 Spencer Street",10,1,6,0,0,40,40,8,233,1,5,128,13,1,0,4,0,5,0,495,3
"Avonhead","Avonhead Kindergarten, 49 Staveley Street",5,0,0,0,0,7,6,2,61,0,0,124,6,0,0,0,0,3,0,214,2
,"Avonhead Primary School Hall, 55 Avonhead Road",2,1,0,0,0,13,8,4,99,0,2,121,5,0,0,0,0,3,0,258,0
,"Merrin School Hall, 41 Merrin Street",19,0,0,0,1,18,17,2,102,0,2,314,10,0,0,1,0,4,0,490,3
,"St Christopher's Anglican Church, Warren Hall, 244 Avonhead Road",2,0,0,0,0,6,3,1,7,1,0,26,3,0,0,0,0,3,0,52,0
,"St Mark's Presbyterian Church, Sports Hall, 150 Withells Road",15,0,0,0,1,21,17,4,115,0,0,270,13,0,0,1,0,3,0,460,5
"Beckenham","Beckenham School, 71 Sandwich Road",0,0,0,0,0,2,1,0,21,0,0,14,0,0,0,0,0,0,0,38,0
,"St Peter's Parish Centre, 11a Fisher Avenue",6,0,2,0,0,18,5,0,53,0,0,61,3,0,0,0,0,1,1,150,3
,"Thorrington School Hall, 22a Colombo Street South",5,0,0,0,0,18,5,0,36,0,1,43,0,0,0,2,0,2,0,112,1
"Cashmere","Princess Margaret Hospital, 97 Cashmere Road, Entrance 4",12,2,1,1,0,59,31,1,203,0,3,227,16,0,0,2,0,7,0,565,8
"Christchurch City","ANZ Building, ground floor, 9 Cathedral Square",1,0,2,0,0,2,0,2,26,0,1,23,0,0,0,3,0,0,0,60,0
,"Christchurch Art Gallery, corner Worcester Boulevard & Montreal Streets",0,0,1,0,0,7,3,0,11,1,1,9,0,0,0,0,0,0,0,33,0
,"Christchurch Public Hospital, Great Escape Cafe, Riccarton Avenue",0,1,0,0,0,4,3,0,42,0,0,19,3,0,0,0,0,0,0,72,0
"Fendalton","Christchurch Boys' High School, Big Room, Straven Road at Te Kura Street",3,0,0,0,0,2,1,0,10,0,0,16,2,0,0,0,0,0,0,34,0
"Halswell","St Mary's Anglican Church Hall, 329 Halswell Road",5,0,1,0,1,13,3,2,76,0,2,83,1,0,0,2,0,0,0,189,1
"Hei Hei","Gilberthorpe School, 163 Gilberthorpes Road",7,2,2,0,0,20,25,2,220,0,2,174,13,1,0,3,0,4,0,475,7
,"Kids First Kindergarten, Wycola Avenue",5,0,1,0,2,16,39,3,264,0,1,125,17,0,0,0,0,7,1,481,9
,"St Aidan's Church Hall, 173 Buchanans Road",2,0,2,0,1,25,48,3,324,0,7,168,26,5,0,6,0,7,0,624,5
"Hillmorton","Kids First Kindergarten, 14 Torrens Road",2,3,1,0,1,19,20,2,133,0,0,96,7,0,0,1,0,3,1,289,3
,"Rowley School, 48 Rowley Avenue",1,4,4,2,1,18,44,5,318,0,4,118,11,10,0,4,0,5,0,549,1
,"Spreydon School, 2 Halswell Road",12,1,3,0,0,32,36,4,239,0,5,221,17,0,0,5,0,5,0,580,4
"Hoon Hay","Hillmorton High School, Recreation Hall, Tankerville Road",6,0,1,1,1,34,37,3,161,0,0,131,9,0,0,6,0,5,0,395,5
,"Hoon Hay Presbyterian Church Hall, 5 Downing Street",14,0,4,0,2,28,43,7,230,0,2,193,19,0,0,4,0,7,0,553,5
,"Hoon Hay School Library, 91 Sparks Road",9,3,1,1,4,82,72,12,466,1,6,437,34,1,0,7,0,5,0,1141,10
,"Manning Intermediate, 50 Hoon Hay Road",2,0,1,0,0,33,31,7,195,1,1,167,6,0,0,6,0,4,0,454,2
"Hornby","Branston Intermediate, 35 Amyes Road",13,1,7,0,5,31,72,8,450,0,8,376,41,2,0,12,0,6,2,1034,5
,"Garage, 66 Blankney Street",6,1,5,0,1,8,30,4,154,0,1,107,19,1,0,1,0,2,0,340,3
,"Hornby Library, Goulding Avenue",3,3,3,0,0,20,29,6,228,0,0,158,16,0,0,6,0,8,1,481,3
,"Hornby School, Te Puna Centre, 190 Waterloo Road",3,0,3,0,0,20,37,2,299,1,4,212,33,1,0,2,0,5,1,623,5
,"South Hornby School, Shands Road",10,0,1,0,2,16,24,2,226,0,4,139,13,0,0,8,0,5,1,451,1
,"St Columba's Church Hall, 452 Main South Road",5,0,3,0,0,8,25,6,182,0,0,117,15,0,0,4,0,1,0,366,4
"Ilam","Ilam School Hall, 66 Ilam Road",8,1,3,0,2,37,4,4,75,0,0,122,5,0,0,8,0,5,0,274,0
"Oaklands","Oaklands School, Cunningham Place",2,0,0,0,0,2,1,0,22,0,0,11,1,0,0,0,0,0,0,39,0
"Riccarton","Christchurch Family Baptist Hall, 5 Centennial Avenue",9,1,1,0,3,40,20,4,172,2,1,155,19,6,0,7,0,3,1,444,1
,"NZ Blood Donor Service, 87 Riccarton Road",20,0,7,1,0,51,33,3,229,3,1,270,16,0,0,6,1,4,0,645,9
,"St Ninian's Presbyterian Church Hall, 9 Puriri Street",3,1,0,0,0,18,13,2,63,0,3,78,6,0,0,1,0,7,0,195,3
,"Wharenui School, 32 Matipo Street",19,2,0,2,2,85,41,11,431,1,7,400,32,2,0,19,0,7,0,1061,5
"Russley","Russley School, 75 Cutts Road",41,2,3,0,4,70,38,7,367,0,3,678,26,0,0,5,0,17,0,1261,4
,"St Stephen's Methodist Church, 376 Yaldhurst Road",14,0,0,0,0,19,20,7,181,0,1,277,25,0,0,2,0,4,0,550,5
"Sockburn","Portacom Building Solutions, 65 Buchanans Road",10,0,1,0,0,12,28,2,164,1,3,180,22,0,0,3,0,7,1,434,3
,"Sockburn School, 34 Springs Road",19,2,1,0,2,50,65,11,507,0,4,479,39,2,0,10,1,10,0,1202,8
,"Sockburn Service Centre, 149 Main South Road",2,0,2,0,2,14,24,3,161,2,4,158,17,0,0,3,0,2,0,394,1
"Somerfield","Cashmere High School, Rose Street",15,1,2,0,0,58,31,4,200,0,1,241,11,0,0,2,0,4,1,571,1
,"Somerfield School, 42 Studholme Street",27,1,3,0,1,144,38,8,421,0,7,423,19,0,0,2,0,12,0,1106,5
"Spreydon","Christchurch South Intermediate, 204 Selwyn Street",16,4,7,1,2,118,77,10,451,0,4,336,26,0,1,5,0,9,0,1067,6
,"Spreydon Baptist Church, 51 Cobham Street",15,1,0,0,5,57,54,22,333,0,11,280,19,0,0,5,0,11,1,814,5
,"St James Presbyterian Hall, corner Barrington & Bewdley Streets",21,0,2,1,2,59,61,21,397,0,4,293,39,0,0,2,0,7,0,909,6
,"St Martins Church, Neave Room, 50 Lincoln Road",8,0,1,0,2,22,22,7,175,0,2,127,20,1,0,0,0,3,0,390,9
,"St Nicholas Church Hall, 231 Barrington Street",13,1,4,0,0,40,47,6,267,0,3,219,34,0,0,3,0,8,0,645,9
,"Te Kura Kaupapa Maori O Te Whanau Tahi, 81 Lyttelton Street",5,0,0,0,0,24,17,3,96,0,3,94,3,0,0,0,0,6,0,251,4
,"West Spreydon School Llibrary, 147 Lyttelton Street",10,0,2,1,3,64,48,9,269,3,3,261,13,1,0,4,0,12,0,703,8
"Sydenham","St Saviours Anglican Hall, 200 Colombo Street",3,0,0,0,0,23,10,1,61,0,1,46,5,0,0,0,0,3,0,153,2
"Templeton","Templeton Primary School, 40 Kirk Road",0,0,0,0,0,1,3,0,13,0,0,10,1,0,0,2,0,0,0,30,1
"Upper Riccarton","Canterbury Table Tennis Stadium, Foyer, 294 Blenheim Road",2,1,0,0,0,15,8,1,42,0,0,59,2,0,0,0,0,1,0,131,0
,"Middleton Grange School, 50 Acacia Avenue",14,1,0,0,5,49,27,10,159,0,3,185,11,0,0,4,0,9,0,477,4
,"Riccarton High School, corner Curletts Road & Vicki Street",9,2,2,0,0,41,19,0,161,1,0,105,11,6,0,0,0,4,0,361,6
,"Riccarton Primary School, corner Main South Road & English Street",5,2,2,0,0,32,22,8,222,0,1,224,26,3,0,4,0,11,0,562,6
,"St Thomas of Canterbury College, 69 Middlepark Road",15,1,1,0,1,24,24,4,170,0,3,239,17,0,0,4,0,6,0,509,1
,"Villa Maria College Hall, Brodie Street entrance",2,1,0,1,0,8,1,0,62,0,1,74,4,0,0,1,0,0,0,155,2
"Yaldhurst","Yaldhurst Memorial Hall, corner Yaldhurst & Pound Roads",0,0,0,0,0,6,0,0,10,0,0,12,0,0,0,1,0,0,0,29,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",5,3,1,0,1,19,88,2,305,1,2,325,37,3,0,0,1,10,0,803,30
,"Ordinary Votes BEFORE polling day",46,6,7,0,10,170,151,13,900,0,10,922,72,1,0,6,1,22,2,2339,14
