Party and Electorate Candidate Votes Recorded at each polling place
"Wigram 63","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Special Votes BEFORE polling day",0,0,0,0,0,2,3,0,24,0,1,13,3,0,0,0,0,0,0,46,0
,"Special Votes On polling day",62,9,29,0,6,265,126,29,1089,2,26,1039,55,4,0,40,1,23,1,2806,15
,"Overseas Special Votes including defence force",7,0,0,0,4,56,10,0,131,0,0,141,3,0,0,0,0,8,1,361,2
,"Votes Allowed for Party Only",8,1,12,0,3,30,16,2,251,0,15,166,7,0,0,7,0,2,1,521,7
,"Wigram Total",653,68,151,13,83,2436,2010,322,14108,22,198,13308,1050,51,1,251,5,355,17,35102,291
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35393
"Electorate Party Valid Votes for Wigram",,"Labour Party - .4019144208"
"ACT New Zealand",653,.0186029286
"Alliance",68,.0019372116
"Aotearoa Legalise Cannabis Party",151,.0043017492
"Democrats for Social Credit",13,.0003703493
"Family Party",83,.0023645376
"Green Party",2436,.0693977551
"Jim Anderton's Progressive",2010,.0572616945
"Kiwi Party",322,.0091732665
"Labour Party",14108,.4019144208
"Libertarianz",22,.0006267449
"Maori Party",198,.0056407042
"National Party",13308,.3791236967
"New Zealand First Party",1050,.0299128255
"New Zealand Pacific Party",51,.0014529087
"RAM - Residents Action Movement",1,.0000284884
"The Bill and Ben Party",251,.0071505897
"The Republic of New Zealand Party",5,.000142442
"United Future",355,.0101133839
"Workers Party",17,.0004843029
