Party and Electorate Candidate Votes Recorded at each polling place
"Wigram 63","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Addington","Addington School, 22 Brougham Street (Simeon Street entrance)",0,3,2,8,0,68,178,0,1,8,114,25,2,409,2
,"Kidsfirst Kindergarten, 366 Selwyn Street",0,0,2,4,0,41,93,0,1,4,76,20,2,243,1
,"Sacred Heart Parish Hall, 70 Spencer Street",5,5,3,12,2,67,156,0,1,4,142,34,4,435,2
"Akaroa","Akaroa Sports Centre, Rue Jolie",0,0,0,0,0,5,2,0,0,0,11,0,0,18,0
"Avonhead","Avonhead Kindergarten, 49 Staveley Street",5,0,0,0,0,12,34,0,0,1,68,7,4,131,1
,"Avonhead Primary School Hall, 55 Avonhead Road",5,1,0,4,0,23,36,0,1,0,132,17,2,221,0
,"Merrin School Hall, 41 Merrin Street",2,0,0,8,0,20,70,0,0,0,283,10,3,396,6
,"Russley School, 75 Cutts Road",12,2,6,27,0,116,292,2,2,2,694,63,15,1233,11
,"St Mark's Presbyterian Church, 150 Withells Road",2,2,0,8,0,32,68,0,0,0,248,20,2,382,7
"Beckenham","Beckenham School, 71 Sandwich Road",0,0,1,0,0,7,4,0,1,0,13,0,0,26,0
,"St Peter's Parish Centre, 11a Fisher Avenue",0,1,1,6,0,23,27,0,0,0,58,2,1,119,2
,"Thorrington School, 22a Colombo Street South",0,0,1,1,0,38,38,0,1,0,86,4,2,171,2
"Cashmere","Princess Margaret Hospital, 97 Cashmere Road (Entrance 4)",2,2,0,4,0,63,81,0,0,1,155,26,3,337,1
"Christchurch City","ABC Salisbury Street Pre School, 150 Salisbury Street",0,0,0,0,0,4,4,0,0,0,5,0,0,13,0
,"Christchurch Public Hospital, Main Entrance Foyer, 2 Riccarton Avenue",0,1,0,0,0,19,34,0,0,3,46,3,0,106,0
,"First Church of Christ Scientist, 66 Carlton Mill Road",0,0,0,2,0,2,1,0,0,0,4,0,0,9,0
,"HMNZS Pegasus, 419 Montreal Street",0,0,0,0,0,2,2,0,0,0,4,0,0,8,0
,"St Michael and All Angels Church School, 249 Durham Street South",0,0,0,0,0,4,6,0,0,0,8,1,0,19,0
"Fendalton","Christchurch Boys' High School, Big Room, Te Kura Street ",0,0,0,0,0,4,15,0,0,1,23,2,0,45,0
"Halswell","Halswell School, corner Kennedys Bush & School Roads",0,0,0,0,0,2,7,0,0,0,11,1,0,21,0
,"St Mary's Anglican Church Hall, 329 Halswell Road",3,0,0,7,0,9,36,0,0,2,107,8,2,174,0
,"Sts Peter & Paul Catholic Church Hall, 56 Nicholls Road",1,0,1,0,0,10,14,0,0,0,37,2,1,66,0
