Party and Electorate Candidate Votes Recorded at each polling place
"Waitaki 58","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Albury","Albury School, 5-7 Station Street",7,0,3,8,0,12,19,0,0,1,131,1,1,183,1
"Alexandra","Alexandra Primary School, 2 Ventry Street",10,2,9,30,3,114,226,1,0,6,666,70,10,1147,14
,"Dunstan High School Hall, 12 Enterprise Street",6,0,5,21,0,97,158,1,2,5,405,59,2,761,10
,"St Gerard's Parish Hall, 2 Station Street (Tarbert Street entrance)",11,0,4,27,2,122,194,2,1,2,529,53,8,955,7
"Ardgowan","Ardgowan School, 219 Ardgowan Road",3,0,1,4,0,9,24,0,0,0,84,2,3,130,0
"Cave","Cave Hall, Elizabeth Street",4,0,1,4,1,9,29,0,0,2,116,11,1,178,1
"Clyde","Clyde Primary School, 25 Blyth Street",4,0,5,20,0,76,135,0,0,2,397,42,5,686,4
"Cromwell","Memorial Hall, 36 Melmore Terrace",24,0,11,43,4,255,450,2,3,4,1385,97,16,2294,11
"Dunback","Coronation Hall, 1238 Dunback-Morrisons Road (State Highway 85)",5,0,1,2,0,15,24,0,1,0,137,5,2,192,2
"Duntroon","Duntroon Primary School, Livingstone Street",6,0,3,10,2,19,33,0,0,0,150,5,1,229,2
"Ettrick","Community Hall, 5155 Ettrick-Raes Junction Road (State Highway 8)",2,0,0,3,1,7,17,0,0,0,77,7,1,115,1
"Fairlie","Fairlie Primary School, 21 School Road",9,0,3,32,1,60,119,4,1,2,481,33,7,752,7
"Fairview","Barton Rural School, 462 Fairview Road",4,0,2,27,1,22,50,0,0,0,219,15,3,343,1
"Five Forks","Five Forks Primary School, 1403 Kakanui Valley Road",4,0,0,3,0,8,10,0,0,1,101,2,2,131,1
"Geraldine","Geraldine High School Library, 85 McKenzie Street",9,0,7,30,0,107,163,1,1,1,464,52,9,844,10
,"Geraldine Primary School, 73 Wilson Street",14,1,2,42,1,176,211,0,1,3,623,63,14,1151,7
"Glenavy","Glenavy School, 15 Ruane Street",5,0,2,7,0,16,52,0,0,1,152,18,5,258,4
"Hampden","Hampden Primary School, 41-47 Norwich Street",6,0,0,9,2,33,72,0,1,1,139,34,2,299,4
"Herbert","Public Hall, 17 Tain Street",3,1,0,15,0,24,34,1,0,0,85,12,1,176,2
"Ikawai","Memorial Hall, 2425 Hakataramea Highway (State Highway 82)",3,0,1,3,0,1,10,0,0,0,51,2,1,72,0
"Kakanui","Kakanui Primary School, 5 Fyfe Place",1,0,0,13,2,49,66,1,1,5,107,27,1,273,4
"Kingsdown","Kingsdown Hall, Normanby Road",2,0,2,8,0,26,36,0,0,1,83,14,1,173,0
"Kurow","Memorial Hall, 49 Gordon Street",3,0,5,17,0,36,68,0,0,0,225,14,5,373,1
"Lake Hawea","Community Centre, Myra Street",2,0,3,10,1,113,51,0,3,0,222,14,2,421,0
"Lake Roxburgh","Coal Creek Community Hall, Tamblyn Drive",1,0,0,4,2,7,18,0,0,1,39,6,0,78,2
"Lake Tekapo","Lake Tekapo School, Aorangi Crescent",2,0,1,4,0,29,28,0,0,2,158,6,3,233,3
"Luggate","Luggate Hall, State Highway 6",2,0,0,3,1,22,31,0,0,1,143,4,2,209,0
"Maheno","Maheno Primary School, 5 Short Street",8,0,0,11,0,18,44,0,0,0,100,8,1,190,2
"Makikihi","Makikihi School, 12 Station Road",1,0,2,8,0,23,32,0,0,0,102,12,0,180,2
"Maungati","St James Church Hall, 143 Timaunga Road",5,0,0,1,0,8,3,0,0,0,56,0,3,76,0
"Millers Flat","Millers Flat School Library, 1655 Teviot Road",2,0,0,8,0,13,26,0,0,1,87,12,0,149,1
"Moeraki","Coronation Hall, 41 Haven Street",4,0,0,1,0,8,21,0,0,0,44,2,0,80,0
"Morven","Morven School, 41 Donald Street",1,0,0,8,0,5,20,0,0,0,72,6,0,112,1
"Naseby","Fire Brigade Rooms, corner Ness & Tay Streets",1,0,1,1,0,15,15,0,1,1,86,7,3,131,2
"Ngapara","Rugby Club Rooms, 11 Paradise Gully Road",3,1,1,6,0,11,10,0,0,0,72,7,2,113,0
"Oamaru","Aoraki Polytech, 44 Humber Street",3,0,3,7,1,24,71,0,1,0,56,17,0,183,6
,"Eveline Church Hall, 424a Thames Highway",5,0,2,29,2,48,326,0,0,1,451,78,3,945,15
,"Fenwick School, 25a Arun Street",6,0,3,41,3,156,430,2,1,3,551,80,18,1294,17
,"Garrison Band Hall, corner Severn and Isis Streets",3,2,2,30,2,87,205,2,0,2,273,41,10,659,5
,"North Otago Vintage Car Club, 1 Stoke Street",3,0,1,10,1,16,47,1,1,2,111,11,3,207,3
,"North School, 40 Torridge Street",0,1,2,22,5,48,204,1,1,1,215,34,4,538,6
,"Pembroke School, Harlech Street",4,0,3,17,5,62,351,0,2,2,256,62,4,768,9
,"St Luke's Hall, 3 Wharfe Street",2,0,0,12,2,44,102,0,2,2,108,14,2,290,5
,"Waitaki Girls' High School, 270 Thames Street",1,3,6,22,2,79,242,0,0,2,286,52,2,697,2
"Omakau","Omakau Primary School, 9 Deaker Street",3,0,1,9,0,23,59,0,2,2,224,18,4,345,3
"Omarama","Omarama School, Omarama Avenue",4,0,3,11,0,17,44,0,0,2,136,7,3,227,0
"Orari","Orari Coronation Hall, 8 McDonald Street",0,0,1,0,0,10,3,0,0,0,65,2,1,82,1
"Otaio","Otaio Community Centre, 7 Woolshed Road",0,0,0,2,0,2,6,0,0,0,63,4,0,77,1
"Otematata","Otematata Fire Station, 1 Tasman Road",2,0,1,8,1,9,25,1,0,0,110,6,7,170,0
"Oturehua","Community Hall, Main Road",0,0,1,1,0,6,7,0,0,0,74,1,0,90,0
"Palmerston","Community Centre, 104a Ronaldsay Street",9,0,2,20,2,76,120,1,5,0,327,38,4,604,7
"Papakaio","Papakaio Primary School, 17 Papakaio Road",8,0,1,10,0,10,20,0,0,0,133,2,4,188,0
"Pareora","Pareora Campus School, corner Elworthy & Davidson Streets",1,0,5,4,0,19,89,0,0,2,52,15,2,189,4
"Patearoa","Bowling Club, 1615 Ranfurly-Patearoa Road",3,0,0,5,1,5,9,0,0,1,72,6,0,102,2
"Peel Forest","Peel Forest Hall, 1209 Peel Forest Road",1,0,0,4,0,22,19,0,0,1,80,10,0,137,1
"Pleasant Point","Pleasant Point Primary School, Victor Wilson Hall, 33 Halstead Road",4,1,0,1,0,12,14,0,0,0,78,6,2,118,0
"Poolburn","Poolburn School, 1017 Ida Valley-Omakau Road",1,0,0,2,0,4,2,0,0,0,79,1,0,89,0
"Pukeuri","Public Hall, 51 Works Road",0,0,3,5,1,9,27,0,0,1,63,6,0,115,4
"Ranfurly","Maniototo Community Library, 15 Caulfeild Street",6,0,4,7,0,22,107,0,1,4,345,28,4,528,4
"Roxburgh","Roxburgh Area School Library, 78 Scotland Street",9,1,2,12,1,45,99,0,3,3,267,32,2,476,5
"Southburn","Southburn Hall, corner Caird & Pareora River Roads",5,0,0,8,0,6,20,0,0,1,96,7,1,144,3
"St Andrews","St Andrews School, 21 Bluecliffs Road",5,1,1,13,0,26,54,0,0,0,144,12,1,257,1
"Tarras","Tarras Primary School, 2612 Tarras-Cromwell Road",3,0,0,4,0,15,13,0,0,1,79,4,2,121,1
"Timaru","St John's Church Hall, 125 Wai-iti Road",4,0,0,2,0,20,23,0,0,0,70,1,3,123,1
,"Timaru Girls High School, corner Hassall and Cain Streets",2,0,2,7,0,13,26,0,0,0,70,3,0,123,0
"Totara","Public Hall, 633 Fortification Road ",2,0,1,16,1,22,40,0,0,0,133,16,3,234,2
"Totara Valley","Combined Districts Hall, Totara Valley Road",5,0,0,7,0,4,4,0,0,0,94,4,1,119,0
"Twizel","Twizel Area School, Mt Cook Street",7,1,4,16,1,109,234,0,2,2,285,43,5,709,6
"Waiareka","Oamaru Farmers' Saleyards Building, 31-39 Weston Road",2,0,4,6,0,23,67,0,0,2,184,21,3,312,1
"Waihao Downs","Waihao Downs School, 1139 Hakataramea Highway",4,0,1,8,0,16,17,0,0,1,115,6,1,169,1
"Waimate","Centennial School, 5 Hughes Street",3,0,3,19,1,36,144,0,0,0,152,22,0,380,4
,"Silver Band Hall, 135 High Street",7,0,4,29,1,99,315,0,0,5,414,98,6,978,10
,"Waimate Main School Hall, 29 John Street",3,0,8,18,3,69,236,0,3,8,300,70,5,723,14
"Waitohi","Centennial Hall, Main Waitohi Road",2,0,3,3,0,4,4,0,0,1,60,6,0,83,0
"Wanaka","Lake Wanaka Centre, 89 Ardmore Street",19,0,7,22,0,297,132,0,0,7,872,24,8,1388,3
,"Mt Aspiring College Gymnasium, 121 Plantation Road",9,0,5,7,1,176,103,1,0,3,563,29,7,904,5
"Weston","Weston Primary School, 1 Charles Street",3,1,5,22,2,60,111,0,0,1,344,35,6,590,5
"Woodbury","Woodbury School, 559 Woodbury Road",4,0,2,7,0,32,30,2,0,0,137,7,0,221,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Rangitata",4,0,1,8,0,24,41,0,0,0,161,7,2,248,2
,"Ordinary Votes BEFORE polling day - Taken in Waitaki",51,4,10,90,5,591,890,1,6,14,2795,183,46,4686,51
,"Special Votes BEFORE polling day",2,1,4,6,2,75,121,0,1,2,304,28,2,548,0
,"Special Votes On polling day",28,1,29,45,3,350,420,1,2,13,1281,82,14,2269,14
,"Overseas Special Votes including Defence Force",2,0,0,1,1,48,30,0,2,0,115,1,2,202,1
,"Votes Allowed for Party Only",1,1,3,2,0,52,55,0,1,1,78,8,3,205,5
,"Waitaki Total",432,23,218,1100,74,4587,8257,26,52,136,21309,2010,317,38541,338
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",38879
"Electorate Party Valid Votes for Waitaki",,"National Party - .5528917257"
"ACT New Zealand",432,.0112088425
"Alliance",23,.0005967671
"Aotearoa Legalise Cannabis Party",218,.0056563141
"Conservative Party",1100,.0285410342
"Democrats for Social Credit",74,.0019200332
"Green Party",4587,.1190161127
"Labour Party",8257,.2142393814
"Libertarianz",26,.0006746063
"Mana",52,.0013492125
"Māori Party",136,.0035287097
"National Party",21309,.5528917257
"New Zealand First Party",2010,.0521522534
"United Future",317,.0082250071
