Party and Electorate Candidate Votes Recorded at each voting place
"Rangitīkei 43","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Kelvin Grove","Cornerstone Christian School, Administration Building, 119 Mihaere Drive",1,2,0,3,0,0,7,0,8,0,61,6,0,0,0,88,0
,"Kelvin Grove Community Centre, 68 Kaimanawa Street",1,0,0,1,0,0,0,0,5,1,9,3,0,0,0,20,0
"Kimbolton","Kimbolton School, 4 Henderson Street",0,2,1,7,0,0,12,0,19,1,112,17,0,0,0,171,1
"Kiwitea","Kiwitea School, 7 Perrys Line",0,0,0,8,0,0,5,0,11,0,112,9,0,0,0,145,0
"Kopane","Kopane School, Rongotea Road",0,0,0,6,0,0,14,0,21,0,114,18,0,0,0,173,0
"Linton","Country School, 77 Akers Road",0,0,1,10,0,0,22,0,25,1,74,16,0,0,0,149,0
,"Linton Camp School, Puttick Road",2,0,0,8,0,0,17,4,44,2,87,37,0,0,1,202,0
"Longburn","Longburn Primary School, Carey Street",5,2,1,22,0,0,10,1,48,3,229,27,0,0,0,348,1
"Makirikiri South","South Makirikiri School, Makirikiri Road",1,0,0,7,0,0,4,0,15,0,110,5,0,0,0,142,0
"Mangaweka","Mangaweka School, 4 Raumaewa Road",1,0,0,11,0,0,9,0,13,0,83,13,0,0,1,131,1
"Marton","James Cook School, 53 Mill Street",0,2,3,24,2,0,24,0,81,1,175,51,0,1,0,364,1
,"Marton Junction School, 44-56 Alexandra Street",0,0,0,12,0,0,16,2,73,5,66,32,0,0,1,207,0
,"Marton School, Hereford Street",1,1,1,7,0,0,17,1,52,0,139,30,0,0,1,250,0
,"St Andrew's Presbyterian Church Hall, Broadway",2,6,1,52,0,0,55,1,147,4,380,99,0,0,0,747,2
"Mataroa","Mataroa School, Rongoiti Road",0,0,1,7,0,0,3,0,10,1,57,10,0,0,0,89,0
"Milson","Milson School Hall, 7 Rutland Place",0,0,0,0,0,0,3,2,6,0,22,4,0,0,0,37,0
,"St Peter's College, Gym-Classroom, 22-38 Rennie Avenue",0,0,0,1,0,0,0,0,5,0,25,1,0,0,0,32,0
"Moawhango","Moawhango School, Te Moehau Road",0,0,0,2,0,0,2,0,6,2,24,7,0,0,1,44,0
"National Park","National Park School Hall, Carroll Street",0,3,4,7,0,0,31,1,17,1,60,14,0,0,0,138,1
"Newbury","Newbury School, 906 Rangitikei Line",0,2,0,13,0,0,18,0,39,1,208,18,0,0,0,299,1
"Ngakonui","Ngakonui Valley School, Kauri Room, 826 Taumarunui-Ngapuke Road",0,1,0,2,0,0,2,1,4,0,41,2,0,0,0,53,0
"Ohakea","Ohakea War Memorial Hall, corner Speedy & Tangimoana Roads",0,0,1,11,0,0,3,0,11,1,84,2,0,0,0,113,0
"Ohakune","Ohakune District Court, Rata Street",1,3,3,16,0,0,36,3,36,2,122,16,0,0,1,239,1
,"Ohakune Primary School Hall, 52 Arawa Street",0,2,2,11,0,0,21,1,17,1,73,10,0,0,0,138,0
"Ohingaiti","Ohingaiti Hall, corner State Highway 1 & Onslow Street",0,1,0,7,0,0,2,0,5,0,60,3,0,0,0,78,0
"Opiki","Opiki Public Hall, 926 Opiki Road (State Highway 56)",0,1,0,12,0,0,5,1,17,1,123,8,0,0,3,171,0
"Oroua Downs","Oroua Downs School, State Highway 1",0,0,0,7,0,0,12,1,9,0,110,21,0,0,2,162,1
"Owhango","Owhango School Resource Room, 19 Ohorere Street",2,0,4,11,0,0,21,4,10,1,100,26,0,0,0,179,0
"Palmerston North","Central Normal School Hall, 201 Featherston Street",0,0,1,1,0,0,5,0,11,0,39,2,0,0,0,59,0
,"Emmanuel Congregational Church Hall, 43 Victoria Avenue",0,0,0,3,0,0,4,0,1,0,16,1,0,0,0,25,0
,"Intermediate Normal School Performing Arts Centre, 31 South Street",1,0,0,1,0,0,1,0,3,0,15,1,0,0,0,22,0
,"Massey University, Student Centre Lounge, Concourse, University Drive",1,0,0,8,0,0,13,0,12,0,35,4,0,0,0,73,0
,"Palmerston North Girls' High School, Huia Centre, 3 Huia Street,",0,3,0,14,0,0,18,0,44,1,101,10,0,1,0,192,0
,"Public Hospital Education Centre Hall, Gate 12, 50 Ruahine Street ",0,0,0,0,0,0,6,0,2,0,9,2,0,0,0,19,0
,"Queen Elizabeth College Hall, 350-382 Rangitikei Street",0,0,0,3,0,0,2,0,8,0,16,3,0,0,0,32,0
,"St Luke's Lutheran Church Hall, corner Church & McGiffert Streets",0,0,0,2,0,0,0,0,7,0,9,3,0,0,0,21,0
,"Te Manawa Museum, 326 Main Street",0,0,0,8,0,0,16,0,16,1,32,11,0,0,0,84,0
,"The Salvation Army Hall, 431 Church Street",0,0,0,4,0,0,6,0,4,0,21,6,0,0,1,42,0
"Pohangina","Pohangina Public Hall, Pohangina Road",2,0,1,16,0,0,29,0,34,2,87,11,0,0,2,184,0
"Pukeokahu","Pukeokahu School, 84 Matawhero Road",0,0,0,2,0,0,5,0,2,0,17,3,0,0,0,29,0
"Raetihi","Raetihi Primary School Hall, 24 Grey Street",0,0,4,27,0,1,19,2,39,7,148,39,1,0,0,287,2
"Rangiwaea Junction","Rangiwaea School, Upper Turakina Valley Road",0,0,1,0,0,0,1,0,1,0,33,4,0,0,0,40,0
"Rangiwahia","Rangiwahia Hall, Rangiwahia Road",0,0,0,8,0,0,8,0,7,0,54,4,0,0,0,81,0
"Ratana","Te Kura O Ratana, Kiatere Street",0,0,0,0,0,0,1,0,5,0,1,2,0,0,0,9,0
"Rongotea","Rongotea School, Tyne Street",0,0,1,29,0,0,19,0,72,1,270,57,0,0,3,452,1
"Roslyn","Roslyn School Hall, 38 Kipling Street",0,0,0,0,0,0,4,0,3,2,18,6,0,0,0,33,0
"Sanson","Sanson School, Wellington Road (State Highway 1)",2,2,0,18,0,0,16,1,55,0,193,47,1,0,3,338,0
"Shannon","Shannon School, Grey Street",1,4,1,27,0,0,43,5,160,1,221,82,1,0,0,546,2
"Summerhill","Summerset Retirement Village, 166-186 Ruapehu Drive",3,1,1,30,0,0,62,1,97,6,348,30,0,0,2,581,2
"Taihape","St Joseph's School Hall, Rauma Road",0,0,1,6,0,0,4,0,12,2,62,15,0,0,0,102,0
,"Taihape Town Hall, 90 Hautapu Street",2,2,0,25,1,0,29,3,85,1,252,79,0,3,1,483,1
"Tangimoana","Tangimoana School, 19 Punga Street",0,0,0,3,0,0,8,1,50,0,56,33,0,0,0,151,1
"Taonui","Te Arakura Taonui Hall, 170 Waughs Road",0,0,0,9,0,0,9,1,13,0,77,15,0,1,0,125,1
"Taoroa","Taoroa School, Taoroa Junction",0,0,0,4,0,0,0,0,1,0,30,4,0,1,0,40,0
"Taumarunui","Catholic Church Hall, 14 High Street",1,0,1,6,0,0,20,3,43,2,87,17,0,0,0,180,3
,"Manunui School, Room 1, Rata Street",0,2,1,9,0,0,9,0,44,3,122,31,0,0,0,221,2
,"Tarrangower School Library, 15 Manson Street",0,2,2,11,1,0,13,3,54,0,111,21,0,0,1,219,1
,"Taumarunui & District War Memorial Hall, 149 Hakiaha Street",1,4,1,26,0,0,23,2,88,5,169,38,0,0,0,357,2
,"Taumarunui Primary School Hall, Maata Street",0,2,2,14,0,0,12,3,61,2,67,27,0,0,1,191,5
,"Te Kura Kaupapa Māori O Taumarunui, 35 Makere Street",2,1,0,2,0,0,6,3,27,1,14,4,1,0,0,61,0
"Terrace End","St David's Community Centre, 3 Rainforth Street",0,0,0,2,0,0,1,1,9,0,12,3,0,0,0,28,1
,"Terrace End School Hall, 183-209 Ruahine Street",0,0,0,6,0,0,1,0,7,0,13,5,0,0,0,32,0
"Tokomaru","Tokomaru School, Tokomaru Road",0,2,4,11,0,0,40,2,60,0,150,38,0,0,0,307,0
"Turakina","Turakina School, State Highway 3",0,1,1,16,1,0,11,0,27,1,112,33,0,0,0,203,2
"Turitea","Tiritea School, 208 Old West Road",0,1,0,13,0,0,31,0,32,3,91,9,0,0,1,181,1
"Tutaenui","Tutaenui Public Hall, corner Griffins Road & Jeffersons Line",1,0,0,5,0,0,8,0,3,1,94,8,1,0,0,121,0
"Waiouru","Waiouru Community Centre, Queree Drive",0,0,1,6,0,0,6,2,34,0,79,14,0,0,1,143,0
"Waituna West","Waituna West School, 50 Waituna-Tapuae Road",1,0,0,11,0,0,7,0,11,0,79,3,0,0,1,113,0
"Whakarongo","Whakarongo Community Hall, 17 Stoney Creek Road",2,3,0,24,0,0,22,1,31,2,249,25,1,0,0,360,0
"Whangaehu","Whangaehu School, Ruatangata Street",1,0,2,2,0,0,1,0,9,1,39,10,0,0,1,66,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0
,"Ordinary Votes BEFORE polling day",29,21,14,586,5,3,634,54,1592,42,4451,975,4,2,18,8430,35
,"Special Votes BEFORE polling day",5,6,6,42,0,0,86,10,195,5,371,87,0,2,2,817,4
,"Special Votes On polling day",8,15,11,86,0,0,203,24,340,15,969,227,0,3,2,1903,8
,"Overseas Special Votes including Defence Force",1,0,2,9,1,0,71,2,49,1,165,14,0,1,1,317,0
,"Votes Allowed for Party Only",3,8,1,14,0,0,42,21,155,9,165,58,0,0,3,479,0
,"Rangitīkei Total",131,151,106,2115,15,7,2709,208,6408,195,18596,3914,12,23,75,34665,119
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34784
"Electorate Party Valid Votes for Rangitīkei",,"National Party - .5364488677"
"ACT New Zealand",131,.0037790278
"Aotearoa Legalise Cannabis Party",151,.0043559787
"Ban1080",106,.0030578393
"Conservative",2115,.0610125487
"Democrats for Social Credit",15,.0004327131
"Focus New Zealand",7,.0002019328
"Green Party",2709,.0781479879
"Internet MANA",208,.0060002885
"Labour Party",6408,.1848550411
"Māori Party",195,.0056252704
"National Party",18596,.5364488677
"New Zealand First Party",3914,.1129092745
"NZ Independent Coalition",12,.0003461705
"The Civilian Party",23,.0006634934
"United Future",75,.0021635656
