Party and Electorate Candidate Votes Recorded at each polling place
"Manukau East 24","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Botany Downs","Botany Downs School, Mirrabooka Avenue",0,58,1,1,1,0,9,0,38,16,500,1,2,1050,1,82,0,0,33,1793,4
,"Holy Word Church of Auckland, 10 Dana Place",0,14,0,0,1,0,9,0,7,4,133,1,0,305,0,17,0,0,11,502,0
,"St Columba, 480 Ti Rakau Drive",0,83,2,4,3,0,40,0,45,34,696,0,1,1244,1,98,0,1,69,2321,2
"Chapel Downs","Chapel Downs Primary School, cnr Chapel & Dawson Road",0,11,0,3,4,0,23,0,7,3,542,0,2,226,1,24,0,0,14,860,4
"East Tamaki Heights","Point View School, 25 Kilkenny Drive",0,26,1,2,1,0,3,0,13,14,326,0,0,530,0,26,0,2,8,952,4
,"Willowbank School, cnr Middlefield & Gracechurch Drs",0,40,0,0,0,0,10,0,15,18,419,0,2,537,0,31,0,0,16,1088,0
"Flat Bush","Baverstock Oaks School, 21 Baverstock Road",0,14,2,0,0,0,1,0,1,6,134,0,0,213,0,13,0,0,3,387,1
,"Flat Bush School, 20 Flat Bush Road",0,2,0,1,2,0,8,1,4,5,585,0,4,7,14,15,0,0,6,654,10
"Howick","Howick Intermediate School, 1 Botany Road",0,43,1,3,0,0,10,0,37,5,371,2,0,626,0,40,0,0,12,1150,2
,"Meadowlands Methodist Community Church, 128 Whitford Road",0,29,1,1,0,0,4,0,5,2,126,0,2,202,0,16,0,0,13,401,0
,"Our Lady Star of the Sea School, 14 Oakridge Way",1,19,1,0,1,0,1,0,25,9,278,0,0,636,0,35,0,0,29,1035,2
,"Owairoa School, Nelson Street",0,6,0,0,1,0,2,0,6,1,96,0,1,142,0,12,0,0,7,274,0
"Manukau Central","Clover Park Middle School, 51 Othello Drive",0,3,2,1,0,0,20,1,11,20,678,1,11,37,17,17,1,1,7,828,8
"Otara","Bairds Road School, Edward Avenue",0,0,0,1,0,0,14,2,5,5,442,0,6,21,6,19,0,0,1,522,5
,"Dawson Primary School, Haumia Way",0,5,0,1,1,1,30,1,8,5,751,0,9,33,8,27,0,0,1,881,6
,"East Tamaki Primary School, Preston Road",0,3,1,2,0,0,6,0,3,6,397,0,3,20,4,13,0,0,1,459,3
,"Ferguson Intermediate School, 20 - 40 Ferguson Road",2,2,1,4,1,0,35,1,8,9,826,0,6,31,11,19,0,0,3,959,10
,"Mayfield School, 12 Pearl Baker Drive",0,2,2,1,1,0,19,0,11,9,764,0,15,27,6,22,1,0,3,883,11
,"Sir Edmund Hillary Collegiate, 67 Otara Road",0,4,1,1,0,0,21,0,6,5,659,0,12,14,27,14,0,0,1,765,17
,"Wymondley Road School, 77 Wymondley Road",0,1,0,0,0,0,13,2,1,1,268,0,6,8,0,8,0,0,0,308,4
,"Yendarra Primary School, 226 Bairds Road",0,0,0,5,0,0,28,0,6,9,587,0,11,30,7,24,1,1,2,711,7
"Pakuranga","Eastgate Christian Centre, 5 Ben Lomond Crescent",0,28,0,3,1,0,7,0,8,9,165,2,1,264,0,19,0,0,17,524,1
,"Riverhills School, 13 Waikaremoana Place",0,5,0,0,0,0,1,0,3,3,61,0,0,63,0,8,0,0,2,146,0
"Papatoetoe","Holy Cross Church Hall (cnr George Street and Carruth)",0,11,3,0,1,0,7,0,39,24,583,1,4,326,2,83,2,1,31,1118,6
,"Indian Christian Life Centre, 92 St George St",0,8,1,3,2,1,18,0,27,30,543,2,5,198,8,75,0,0,15,936,13
,"Omana Kindergarten, 42 Omana Road",0,7,1,1,0,0,0,0,2,5,85,0,0,38,0,10,0,0,1,150,1
,"Papatoetoe Central School, Great South Road",1,25,2,1,1,0,11,0,28,27,622,2,5,292,1,63,0,0,17,1098,8
,"Papatoetoe East Primary School, 138 Tui Road",0,21,1,2,1,1,13,0,17,40,795,0,4,218,0,78,0,0,20,1211,15
,"Papatoetoe High School, Nicholson Avenue",2,13,0,0,2,0,6,0,14,25,482,0,1,214,1,41,0,0,15,816,6
,"Papatoetoe Intermediate School, 175 Motatau Road",1,10,0,1,3,0,3,1,11,7,409,1,7,223,0,36,0,0,14,727,5
,"Puhinui Primary School, 116 Puhinui Road",0,12,2,2,1,0,11,0,13,35,605,1,3,178,2,32,0,0,13,910,7
,"Puhinui Scout Hall, York Road",0,6,0,2,0,1,5,0,12,14,221,0,3,120,0,41,1,0,7,433,3
,"St John's Presbyterian Church Hall, 120 Great South Road ",0,7,1,0,2,0,4,0,6,10,179,0,1,124,2,39,0,0,7,382,3
,"Whitehaven Pensioners Flats Hall, 146 Kolmar Rd",1,2,1,2,0,0,0,0,9,3,198,1,1,89,1,35,0,0,6,349,5
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,0,0,0,0,0,0,0,2,2,52,0,2,40,0,11,1,0,0,110,3
,"Ordinary Votes BEFORE polling day",0,33,1,2,4,0,19,0,31,31,985,0,12,737,8,133,0,1,25,2022,10
,"Special Votes BEFORE polling day",0,6,0,0,3,0,5,0,8,7,208,0,1,161,4,32,0,1,6,442,3
,"Special Votes On polling day",0,45,1,9,3,2,40,0,70,48,1590,0,27,710,10,85,1,0,35,2676,8
,"Overseas Special Votes including defence force",0,6,1,0,1,0,0,0,10,0,96,0,1,98,1,11,0,0,5,230,0
,"Special Votes Allowed for Party Only",0,19,1,3,2,0,16,0,11,19,643,0,33,187,2,30,0,0,10,976,7
,"Manukau East Total",8,629,32,62,44,6,472,9,583,525,18100,15,204,10219,145,1434,8,8,486,32989,204
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33193
"Electorate Party Valid Votes for Manukau East",,"Labour Party - .5486677377"
"99 MP Party",8,.0002425051
"ACT New Zealand",629,.0190669617
"Alliance",32,.0009700203
"Aotearoa Legalise Cannabis Party",62,.0018794144
"Christian Heritage NZ",44,.0013337779
"Democrats for Social Credit",6,.0001818788
"Destiny New Zealand",472,.0143077996
"Direct Democracy Party",9,.0002728182
"Green Party",583,.0176725575
"Jim Anderton's Progressive",525,.0159143957
"Labour Party",18100,.5486677377
"Libertarianz",15,.000454697
"Mâori Party",204,.0061838795
"National Party",10219,.3097699233
"New Zealand Family Rights Protection Party",145,.0043954045
"New Zealand First Party",1434,.0434690351
"OneNZ Party",8,.0002425051
"The Republic of New Zealand Party",8,.0002425051
"United Future New Zealand",486,.0147321835
