Party and Electorate Candidate Votes Recorded at each polling place
"Selwyn 47","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Ladbrooks","Ladbrooks School, 9 Barnes Road",16,0,1,0,1,33,4,0,59,0,1,190,9,0,0,0,0,4,1,319,1
"Lakeside","Lakeside Community Memorial Hall, corner Harts & Leeston Taumutu Roads",7,0,0,0,0,11,1,0,32,0,0,98,4,0,0,0,0,0,0,153,0
"Leeston","Leeston Consolidated School, 3 Selwyn Street",33,0,0,0,2,41,9,8,247,0,2,533,36,0,0,3,0,13,0,927,7
"Lincoln","Lincoln High School, 134 North Belt",44,0,1,1,2,93,28,7,293,2,8,715,37,0,0,6,0,18,0,1255,11
,"Lincoln University, George Forbes Building, Ellesmere Junction Road",17,0,0,0,2,35,1,1,87,0,3,172,10,0,0,3,0,5,1,337,3
"Little River","NZ Post Agency, Main Road Akaroa Highway",13,0,2,0,1,72,4,0,135,1,6,143,18,0,0,1,0,2,0,398,2
"Methven","Mt Hutt College Hall, corner Main & McDonald Streets",0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,9,0
"Motukarara","Motukarara Community Hall, Park Road",10,0,1,1,1,29,2,1,38,1,0,114,16,0,0,4,0,1,0,219,1
"Oaklands","Oaklands School, Cunningham Place",20,0,3,0,3,47,22,6,281,0,2,320,13,1,0,8,0,8,0,734,4
"Papanui","Papanui Methodist Church Hall, 68 Harewood Road (corner Chapel Street)",0,0,0,0,1,2,0,0,6,0,0,17,0,0,0,0,0,0,0,26,0
"Port Levy","Old Port Levy School, Western Valley Road",6,0,1,0,0,5,0,0,4,0,0,19,0,0,0,0,0,0,0,35,0
"Prebbleton","Prebbleton School, Blakes Road",70,0,6,0,7,85,22,1,349,0,4,852,48,0,0,7,0,23,0,1474,2
"Rakaia","Rakaia Community Centre, corner Elizabeth Avenue & Mackie Street",7,0,0,0,0,2,1,0,11,0,1,50,3,0,0,1,0,1,0,77,0
"Riccarton","Wharenui School, 32 Matipo Street",5,0,0,0,0,5,3,0,13,0,0,30,2,0,0,1,0,1,0,60,0
"Rolleston","Rolleston Community Centre, 94 Rolleston Drive",115,2,5,1,10,149,54,18,985,0,17,1771,101,0,0,27,0,35,0,3290,6
"Russley","St Stephen's Methodist Church, 376 Yaldhurst Road",2,0,0,0,0,3,0,3,10,0,0,26,2,0,0,0,0,1,0,47,0
"Sheffield","Sheffield School, Wrights Road",18,0,1,0,1,17,9,2,49,0,3,154,17,0,0,1,0,2,0,274,0
"Sockburn","Sockburn School, 34 Springs Road",3,0,0,0,0,0,0,0,2,0,0,19,2,0,0,0,0,0,0,26,0
"Southbridge","Southbridge School, 25 Hastings Street",17,4,3,0,3,51,9,1,178,0,1,400,27,0,0,2,0,14,1,711,4
"Springfield","Tawera Memorial Hall, Main West Coast Road",2,0,0,0,0,22,6,0,63,0,0,100,3,0,0,0,0,0,0,196,3
"Springston","Springston Primary School, 16-20 Leeston Road",23,0,0,0,1,37,12,3,126,0,3,312,25,0,0,3,0,8,0,553,0
"Springston South","Springston South Soldiers' Memorial Hall, Days Road",17,0,0,0,1,15,3,0,26,0,0,105,5,0,1,1,0,1,0,175,0
"Tai Tapu","Tai Tapu School, Main Akaroa Highway",30,0,2,0,3,54,12,4,116,0,0,343,15,0,0,1,0,5,0,585,0
"Templeton","Templeton Primary School, 40 Kirk Road",24,2,9,0,2,53,33,6,429,0,3,622,47,0,0,9,0,9,0,1248,3
"Weedons","Weedons School, Weedons-Ross Road",22,0,0,1,0,30,7,2,115,0,2,373,17,0,0,2,0,6,0,577,3
"West Melton","West Melton School, corner Weedons-Ross Road & Westview Crescent",72,0,0,0,6,59,15,7,224,0,2,744,53,0,0,3,0,21,0,1206,3
"Westmorland","Garage, 3 Pentonville Close",19,0,0,0,1,48,9,7,133,0,4,370,8,0,0,1,0,7,0,607,3
,"Garage, 68 Penruddock Rise",16,0,0,0,0,29,4,2,70,0,1,225,7,0,0,1,0,8,0,363,1
"Windwhistle","Windwhistle School, corner Highway 72 & Rakaia Gorge Road",10,0,1,1,3,9,1,0,12,0,0,89,0,0,0,1,0,2,0,129,0
"Yaldhurst","Yaldhurst Memorial Hall, corner Yaldhurst & Pound Roads",33,0,1,0,0,23,2,1,95,0,3,349,22,0,0,1,0,2,0,532,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",3,0,0,0,0,3,4,0,62,0,0,83,4,0,0,0,0,0,0,159,5
,"Ordinary Votes BEFORE polling day",95,2,5,1,8,225,54,19,710,0,8,1547,69,1,0,4,0,26,0,2774,13
,"Special Votes BEFORE polling day",8,0,3,0,1,42,4,3,115,0,1,206,9,0,0,1,0,2,1,396,4
,"Special Votes On polling day",77,2,15,0,13,223,19,12,565,1,17,1228,52,0,0,25,0,33,1,2283,4
,"Overseas Special Votes including defence force",12,0,0,0,1,65,5,2,75,0,1,220,7,0,0,1,0,4,0,393,0
,"Votes Allowed for Party Only",7,0,4,0,1,29,5,2,104,0,5,157,7,0,0,3,0,2,0,326,2
,"Selwyn Total",1350,17,97,7,141,2761,672,191,9395,8,151,20141,1115,2,3,201,1,421,5,36679,155
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36834
"Electorate Party Valid Votes for Selwyn",,"National Party - .5491152976"
"ACT New Zealand",1350,.0368058017
"Alliance",17,.0004634805
"Aotearoa Legalise Cannabis Party",97,.002644565
"Democrats for Social Credit",7,.0001908449
"Family Party",141,.0038441615
"Green Party",2761,.0752746803
"Jim Anderton's Progressive",672,.0183211102
"Kiwi Party",191,.0052073393
"Labour Party",9395,.2561411162
"Libertarianz",8,.0002181085
"Maori Party",151,.0041167971
"National Party",20141,.5491152976
"New Zealand First Party",1115,.0303988658
"New Zealand Pacific Party",2,.0000545271
"RAM - Residents Action Movement",3,.0000817907
"The Bill and Ben Party",201,.0054799749
"The Republic of New Zealand Party",1,.0000272636
"United Future",421,.0114779574
"Workers Party",5,.0001363178
