Party and Electorate Candidate Votes Recorded at each voting place
"Mana 22","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Aotea","Horouta Marae, 5 Whitford Brown Avenue",2,1,0,4,0,0,24,3,77,5,81,18,0,0,2,217,0
,"Summerset Aotea Village, 15 Aotea Drive",4,1,0,37,0,0,53,6,154,6,514,52,0,0,4,831,2
"Ascot Park","Rangikura School, 95 Conclusion Street",1,2,1,12,0,0,28,8,250,2,76,39,0,0,0,419,4
"Cannons Creek","Cannons Creek School, 5 Warspite Avenue",0,3,0,5,0,1,23,5,540,1,43,35,0,1,0,657,13
,"Glenview School, 106 Bedford Street",1,0,0,0,0,0,10,2,96,2,9,8,0,0,0,128,0
,"Maraeroa School, 47 Driver Crescent",1,3,0,4,0,0,14,2,173,0,18,14,0,0,0,229,1
,"Russell School, 18 Fantame Street",1,2,0,1,1,0,25,2,248,3,18,9,0,0,1,311,8
"Elsdon","Porirua School, 1 Awarua Street",0,1,1,4,1,0,35,5,213,6,79,37,0,0,1,383,1
"Kenepuru","Kenepuru Hospital, Hospital Drive (off Raiha Street)",0,0,0,2,0,0,11,2,51,0,32,14,0,0,0,112,0
"Linden","Greenacres School, 60 Raroa Terrace",1,1,0,14,0,0,21,0,53,3,149,15,0,0,1,258,1
,"Linden School, 60 Ranui Terrace",3,0,0,6,0,0,7,1,53,1,62,12,0,0,0,145,0
,"Linden Social Centre, 10 Linden Avenue",1,3,0,34,1,0,99,8,193,2,389,59,0,0,2,791,1
,"Tui Park Kindergarten, 12b Mexted Terrace",1,2,0,8,0,0,24,4,64,0,39,2,0,0,2,146,0
"Mana","St Barnabas' Church Hall, 106a Mana Esplanade",2,4,0,25,1,0,98,3,161,5,485,58,0,0,3,845,1
"Newtown","Newtown School Hall, corner Riddiford & Mein Streets",0,0,0,0,0,0,2,0,4,0,3,1,0,0,0,10,0
,"Wellington Hospital, Te Ao Marama Building Sports Complex, Riddiford Street (main entrance)",0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,14,0
"Paekakariki","Paekakariki School, Wellington Road",0,3,1,4,0,0,125,5,79,2,74,14,0,0,0,307,0
,"St Peter's Village Hall, corner Beach Road & Ames Street",0,2,0,11,0,0,141,4,116,5,118,19,0,0,0,416,1
"Papakowhai","Papakowhai School, 17 Spey Place",0,3,0,24,0,0,77,3,126,2,367,46,0,2,6,656,2
"Paraparaumu","Kapiti Primary School, corner Kapiti & Rimu Roads",1,2,0,9,0,0,56,1,48,0,97,12,0,0,1,227,1
,"Paraparaumu School, Ruapehu Street",1,6,2,32,1,0,67,7,134,3,242,57,1,1,4,558,2
"Paraparaumu  Beach","Kapiti Senior Citizens Centre, 45 Ocean Road",1,0,0,1,0,0,16,2,11,1,47,5,0,0,0,84,0
"Paremata","Paremata School, 43 Paremata Crescent",1,2,1,20,2,0,107,6,123,3,394,37,0,3,3,702,0
"Pauatahanui Village","Pauatahanui School, 12 Paekakariki Hill Road",1,1,2,17,0,0,44,2,49,1,332,20,0,0,1,470,2
"Plimmerton","Plimmerton School, 11 School Road",3,4,0,14,0,1,129,8,149,5,423,46,0,0,1,783,2
,"St Theresa's School, 5 James Street",1,1,0,13,0,0,35,0,73,2,177,25,0,0,0,327,1
"Porirua City","North City Mall, Shop 150, Ground Floor by escalator, 2 Titahi Bay Road ",5,4,0,26,0,0,97,9,357,4,360,55,0,0,2,919,6
,"Whitireia Polytechnic, Block E, 2 Wi Neera Drive",0,2,0,0,0,0,18,3,51,0,32,7,0,2,0,115,0
"Porirua East","Porirua East School, 8 Martin Street",1,4,0,22,1,0,50,11,381,4,131,74,0,2,2,683,6
,"Windley School, 146 Mungavin Avenue",0,0,0,4,1,0,8,4,217,0,29,20,0,0,0,283,6
"Pukerua Bay","Pukerua Bay School, 89 Rawhiti Road",4,2,2,14,0,0,146,8,145,3,259,51,0,0,1,635,1
"Raumati Beach","Raumati Beach School, 26-34 Raumati Road",6,5,1,51,1,0,236,13,337,8,764,88,0,2,3,1515,4
"Raumati South","Raumati South Memorial Hall, Tennis Court Road (opposite No 25)",0,0,1,13,1,0,156,4,125,0,233,34,0,0,2,569,1
,"Raumati South School, 56 Matai Road",0,3,1,22,1,0,86,6,103,3,223,33,0,1,2,484,1
"Tawa","Hampton Hill School Library, 4 Rimu Street",0,1,0,1,0,1,2,5,16,1,15,2,0,0,0,44,0
,"New Life Church Hall, 236 Main Road",0,0,0,0,0,0,4,1,45,2,42,10,0,2,3,109,0
,"Tawa School, 6 Oxford Street",0,1,0,3,0,0,6,1,21,0,23,3,0,1,2,61,1
"Titahi Bay","Garage at 99 Gloaming Hill",0,3,0,6,0,0,22,0,89,0,85,32,0,0,0,237,1
,"Ngati Toa School,  44 Piko Street",0,2,0,5,0,0,29,3,97,4,49,10,0,0,0,199,1
,"Niblick Hall, 1 Niblick Lane",1,5,0,6,0,0,47,5,175,1,130,59,0,0,1,430,4
,"Titahi Bay Intermediate School, 16 Kahutea Terrace",0,4,0,6,2,0,54,8,141,4,140,44,0,0,0,403,1
,"Titahi Bay North School, 47 Jillett Street",1,0,1,10,0,0,29,2,92,1,49,20,0,0,1,206,0
,"Titahi Bay School, 11 Kura Street",1,2,1,14,1,0,108,5,166,3,115,31,0,0,3,450,1
"Waitangirua","Corinna School, 36 Kalingo Street",0,1,0,1,0,0,8,5,257,0,20,17,0,0,0,309,6
,"Natone Park School, 6 Kokiri Crescent",0,0,0,2,0,0,18,3,275,3,25,14,0,0,0,340,2
,"Te Kura Māori o Porirua, 392 Warspite Avenue",0,2,0,4,0,0,11,1,163,0,39,27,0,0,0,247,3
"Wellington City","Michael Fowler Centre, Renouf Foyer, 111 Wakefield Street",0,0,0,2,0,0,11,1,6,0,13,2,0,1,0,36,0
,"Wellington Central Library Meeting Room, Mezzanine Floor, 65 Victoria Street",1,0,0,0,0,0,16,0,13,0,11,3,0,0,0,44,0
"Whitby","Discovery School, Pullen Lane",3,2,0,28,2,0,95,2,162,3,535,58,0,1,5,896,3
,"Postgate School, 3 Staithes Drive North",2,3,0,28,0,0,85,3,147,5,345,39,0,1,2,660,2
,"St Mary's Church, Discovery Drive, Whitby Shopping Centre",0,1,0,23,0,0,77,3,143,4,473,41,1,0,4,770,3
,"The Anchor Church, 1 Joseph Banks Drive",1,2,0,28,1,0,62,5,105,2,743,45,0,0,3,997,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,5,0
,"Ordinary Votes BEFORE polling day",20,31,4,261,4,0,1204,78,3720,64,4147,774,1,5,24,10337,40
,"Special Votes BEFORE polling day",3,21,0,30,1,0,171,26,675,9,423,53,1,0,7,1420,6
