Party and Electorate Candidate Votes Recorded at each polling place
"Rimutaka 43","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Avalon","Avalon School, 10 Gordon Street",5,1,2,31,1,80,378,2,2,5,542,83,7,1139,14
,"Dyer Street School, 59 Dyer Street",0,0,0,1,0,5,24,0,0,1,16,3,0,50,0
"Belmont","Belmont Hall, 711 Western Hutt Road",12,1,4,16,0,115,210,1,1,5,495,52,7,919,3
,"Maranatha School, 180 Hill Road",3,0,1,7,0,50,46,0,0,0,144,8,7,266,0
,"Raphael House, 27 Matuhi Street",1,0,1,0,0,18,5,0,0,1,15,1,0,42,0
"Blue Mountains","Blue Mountains Progressive Association, 4 Avian Crescent",1,1,3,20,0,36,48,0,1,1,157,5,3,276,4
"Brown Owl","St Peter Chanel Catholic Centre, 1285 Fergusson Drive",11,1,9,24,0,79,240,0,0,1,507,61,11,944,7
"Ebdentown","Oxford Crescent School, 5 Oxford Crescent",4,1,1,26,0,59,217,0,1,5,308,49,6,677,11
"Epuni","Congregational Christian Church Hall of Samoa, 37 Mitchell Street",1,0,0,0,0,2,7,0,0,0,14,1,0,25,2
,"Epuni School Hall, 313 Waiwhetu Road",0,0,0,0,0,4,7,0,0,0,13,0,0,24,0
"Heretaunga","Shazam's After School Care Hall, 386-388 Fergusson Drive",8,0,2,17,0,29,65,0,0,2,203,17,3,346,0
,"St Brendan's School, 56 Palmer Crescent",7,0,1,12,0,61,193,0,1,3,302,46,4,630,2
,"Suzanne Aubert Centre, 3 Perry Street",2,0,0,14,0,32,101,0,0,1,187,23,6,366,1
"Hutt Central","Eastern Hutt School, 83 Kings Crescent",0,0,0,0,0,8,16,0,0,0,29,4,1,58,0
,"Hutt Hospital, 640 High Street",0,0,1,2,0,7,38,0,0,0,41,2,0,91,2
,"Knox Presbyterian Church Hall, 574 High Street",0,0,1,4,0,10,28,0,2,0,59,7,3,114,1
,"Sts Peter and Paul School, Myrtle Street",0,0,1,2,0,11,25,0,0,1,31,4,0,75,0
"Kelson","Kelson School Hall, 52 Taieri Cresent",8,0,3,34,0,125,288,1,0,9,605,45,15,1133,2
"Mangaroa","Mangaroa School Hall, 93 Flux Road",2,1,5,22,1,35,47,0,0,1,215,16,3,348,0
"Manor Park","Former Manor Park School, 15 Ford Road",0,0,1,5,0,18,54,0,0,0,70,4,1,153,1
"Maoribank","Maoribank School Hall, 32 Hillside Drive",2,1,0,4,0,32,131,0,0,1,148,23,3,345,1
"Naenae","Community Hall, 25 Treadwell Street",0,0,0,0,0,2,32,0,0,0,12,3,0,49,1
,"Naenae Kindergarten, 19 Seddon Street",0,0,1,0,0,6,13,0,0,2,5,0,0,27,0
,"Naenae Primary School, 18 Wheatley Street",0,0,0,0,0,2,16,0,0,0,5,0,0,23,0
,"Rata Street School, 73 Rata Street",0,0,2,2,0,6,19,0,0,1,11,1,0,42,0
"Parkdale","Birchville School, 16 Gemstone Drive",5,0,6,23,0,63,249,1,1,5,313,52,9,727,2
"Petone","Petone Central School, 16 Britannia Street",0,0,2,0,0,6,22,0,0,1,19,6,1,57,0
"Pinehaven","Pinehaven School Hall, 67-85 Pinehaven Road",2,0,2,41,0,127,175,1,0,3,299,36,5,691,3
"Pomare","Pomare School, 4 Partridge Street",3,0,1,11,0,32,362,1,5,7,80,35,3,540,7
"Riverstone Terraces","Trevean Garage, 2 Garrett Place ",5,0,1,5,1,27,101,0,0,4,352,15,5,516,4
"Silverstream","Silverstream School Hall, 27 Whitemans Road",18,0,6,43,0,200,400,0,1,13,1188,97,22,1988,6
"Stokes Valley","Stokes Valley Community Hall, Bowers Street",9,0,10,47,0,120,592,5,5,8,487,110,10,1403,15
,"Tawhai School, 69 Glen Road ",2,0,3,11,0,59,167,0,1,0,290,25,8,566,0
,"Tui Glen School, 126 Stokes Valley Road",2,3,1,9,0,69,203,2,3,3,242,44,8,589,2
,"Uniting Parish Church, 346 Stokes Valley Road",1,0,5,14,0,87,297,0,2,2,348,38,13,807,8
"Taita","Avalon Intermediate School, 1041 High Street",5,1,8,28,0,78,385,0,1,7,350,68,4,935,7
