Party and Electorate Candidate Votes Recorded at each polling place
"Rimutaka 43","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Taita Central School, 33a Churton Crescent",4,1,3,11,0,51,400,1,0,1,140,48,2,662,7
"Te Marua","Plateau School, 12a Molloys Road",6,0,1,15,0,72,147,0,3,3,247,49,5,548,3
"Timberlea","Timberlea Community Centre, 72 Norana Road",2,0,3,9,0,16,96,0,5,1,65,14,4,215,2
"Totara Park","Totara Park School, 16 California Drive",6,0,5,47,1,100,409,0,1,9,577,88,15,1258,8
"Trentham","Masonic Centre, 27-29 Islington Street",2,1,6,29,0,73,278,0,1,3,345,64,4,806,9
,"Trentham School, 2 Moonshine Road",5,1,5,46,2,118,456,0,2,5,545,85,21,1291,11
"Upper Hutt","177-179 Main Street (next to Pizza Hut)",8,0,7,22,1,82,341,0,4,1,407,65,6,944,8
,"Fraser Crescent School, 16 Redwood Street",7,0,4,23,0,72,291,2,3,2,381,70,9,864,11
,"St Hilda's Church Hall, 35 Cruickshank Road",2,0,1,27,1,63,172,1,2,1,264,51,10,595,4
,"St Josephs School Hall, 24 Royal Street",1,1,5,23,0,51,208,0,2,3,239,65,4,602,2
,"Wesley Centre (St David's Hall), 1 Benzie Avenue",4,1,3,18,0,70,253,0,2,2,351,61,7,772,8
"Wallaceville","Baptist Church Hall, 1 Milton Street",2,0,1,27,0,63,214,0,3,3,256,37,2,608,4
,"Heretaunga College, 10-38 Ward Street",5,0,2,29,0,99,266,1,2,9,298,44,10,765,4
"Wellington City","Capital E, Civic Square",0,0,0,0,0,1,8,0,0,0,10,0,0,19,0
,"Michael Fowler Centre, Renouf Foyer, Level 1, 111 Wakefield Street",0,0,0,0,0,6,10,1,0,0,28,0,3,48,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Hutt South",4,0,2,15,0,79,254,0,3,3,306,37,9,712,6
,"Ordinary Votes BEFORE polling day - Taken in Rimutaka",30,0,10,82,2,262,1218,2,7,18,1436,243,32,3342,25
,"Ordinary Votes BEFORE polling day - Taken in Wellington Central",5,0,0,8,0,40,59,0,0,3,104,7,0,226,1
,"Special Votes BEFORE polling day",2,1,2,2,0,50,186,2,1,1,175,22,1,445,5
,"Special Votes On polling day",12,2,13,41,1,254,675,4,7,22,809,86,20,1946,10
,"Overseas Special Votes including Defence Force",5,0,1,1,1,63,56,0,2,0,142,6,4,281,2
,"Votes Allowed for Party Only",4,1,6,5,0,37,177,0,3,7,137,22,4,403,4
,"Rimutaka Total",235,20,164,955,12,3422,11375,28,80,190,15364,2148,340,34333,240
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34573
"Electorate Party Valid Votes for Rimutaka",,"National Party - .4474994903"
"ACT New Zealand",235,.0068447266
"Alliance",20,.0005825299
"Aotearoa Legalise Cannabis Party",164,.0047767454
"Conservative Party",955,.027815804
"Democrats for Social Credit",12,.000349518
"Green Party",3422,.0996708706
"Labour Party",11375,.3313138963
"Libertarianz",28,.0008155419
"Mana",80,.0023301197
"Māori Party",190,.0055340343
"National Party",15364,.4474994903
"New Zealand First Party",2148,.0625637142
"United Future",340,.0099030088
