Party and Electorate Candidate Votes Recorded at each polling place
"Wairarapa 56","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Young Citizens Hall, 205 Chapel Street",13,1,3,0,1,35,5,2,310,2,0,271,48,0,1,5,0,1,1,699,3
"Mauriceville","Mauriceville School, Opaki-Kaiparoro Road",11,0,0,0,0,6,0,3,18,0,1,75,6,0,0,1,0,2,1,124,0
"Norsewood","Norsewood School, Coronation Street",36,1,1,0,0,10,1,3,86,0,4,231,13,0,0,1,0,5,0,392,1
"Omakere","Omakere School, Long Range Road",12,0,0,0,0,5,0,0,14,0,0,81,1,0,0,0,0,0,0,113,0
"Opaki","Opaki School Hall, Waipipi Road",41,0,0,0,0,29,0,0,81,3,0,284,18,0,0,3,0,2,0,461,0
"Pahiatua","Pahiatua School Hall, Mangahao Road",23,0,6,0,2,22,3,0,172,2,3,296,44,0,0,14,0,5,2,594,3
,"Tararua District Council Chambers, 136 Main Street",31,1,4,0,2,33,3,3,295,0,4,402,59,0,0,4,0,7,1,849,5
"Pirinoa","Pirinoa School, Lake Ferry Road",10,0,0,0,0,9,1,0,60,0,1,142,10,0,0,2,0,0,0,235,1
"Pongaroa","Pongaroa School, Makomako Street",19,0,0,0,4,5,1,0,22,0,0,148,5,0,0,0,0,1,0,205,0
"Porangahau","Porangahau School, Keppel Street",18,1,1,0,0,11,2,0,36,0,1,173,7,0,0,0,0,0,0,250,0
"Takapau","Takapau School Hall, Nancy Street",29,1,1,0,0,7,0,4,97,1,6,174,14,0,0,3,0,0,0,337,2
"Tinui","Tinui School, 25 Charles Street",32,0,0,0,0,4,0,1,29,0,2,119,11,0,0,5,0,0,0,203,1
"Wainuioru","Wainuioru School, Stronvar Road",5,0,1,0,0,8,0,0,19,0,0,76,6,0,0,1,0,0,0,116,0
"Waipawa","CHB District Council Chambers, Ruataniwha Street",24,1,0,1,2,35,3,6,151,1,4,254,24,0,0,1,0,4,0,511,5
,"Waipawa School, Technology Block, Harker Street",17,1,3,0,1,20,2,8,188,0,3,176,24,0,0,1,0,2,0,446,0
"Waipukurau","CHB College Library, Tavistock Road",32,1,2,0,0,31,3,1,179,0,10,337,30,0,0,6,0,8,0,640,2
,"The Terrace School, 164 Porangahau Road",14,1,2,0,1,17,2,2,141,0,1,235,17,0,0,3,0,3,0,439,2
,"Waipukurau School Hall, St Marys Road",44,2,2,0,0,46,2,3,342,1,9,573,42,0,0,6,0,10,1,1083,6
"Weber","Weber School, Dannevirke-Weber Road",14,0,0,0,0,2,1,0,3,0,1,109,5,0,0,1,0,1,0,137,0
"Whareama","Whareama School, 82 Langdale Road",21,0,0,0,0,5,1,2,35,0,1,108,7,0,0,0,0,0,0,180,1
"Woodville","Woodville School Hall, Vogel Street",50,1,3,1,3,36,11,4,305,1,10,379,79,0,0,7,0,11,1,902,6
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",8,2,1,0,0,6,4,2,165,2,4,170,31,1,0,0,0,4,0,400,9
,"Ordinary Votes BEFORE polling day",110,3,9,0,6,163,10,14,687,2,16,1349,142,0,0,8,0,18,0,2537,6
,"Special Votes BEFORE polling day",15,0,5,0,2,29,2,1,138,0,6,221,23,0,1,4,0,0,0,447,1
,"Special Votes On polling day",59,1,13,2,5,112,12,7,536,2,16,782,74,0,0,30,0,14,1,1666,4
,"Overseas Special Votes including defence force",18,1,0,0,0,34,1,4,68,0,2,176,5,0,0,0,0,0,0,309,0
,"Votes Allowed for Party Only",2,0,1,0,0,18,0,0,111,0,10,77,6,0,0,1,0,1,0,227,2
,"Wairarapa Total",1660,47,122,9,80,2109,251,173,11464,61,266,17860,2040,12,5,281,2,248,14,36704,131
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36835
"Electorate Party Valid Votes for Wairarapa",,"National Party - .4865954664"
"ACT New Zealand",1660,.0452266783
"Alliance",47,.0012805144
"Aotearoa Legalise Cannabis Party",122,.0033238884
"Democrats for Social Credit",9,.0002452049
"Family Party",80,.002179599
"Green Party",2109,.0574596774
"Jim Anderton's Progressive",251,.0068384917
"Kiwi Party",173,.0047133827
"Labour Party",11464,.3123365301
"Libertarianz",61,.0016619442
"Maori Party",266,.0072471665
"National Party",17860,.4865954664
"New Zealand First Party",2040,.0555797733
"New Zealand Pacific Party",12,.0003269398
"RAM - Residents Action Movement",5,.0001362249
"The Bill and Ben Party",281,.0076558413
"The Republic of New Zealand Party",2,.00005449
"United Future",248,.0067567568
"Workers Party",14,.0003814298
