Party and Electorate Candidate Votes Recorded at each polling place
"Wairarapa 56","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Alfredton","Alfredton School, corner Alfredton Road & Route 52",13,0,0,0,0,1,0,0,12,0,1,95,1,0,0,0,0,1,0,124,1
"Carterton","Carterton Kindergarten, 3 Victoria Street",20,6,2,0,1,35,14,2,323,0,5,349,46,0,0,2,0,8,0,813,5
,"Carterton School, Holloway Street",32,0,6,1,0,77,4,0,326,3,3,372,66,0,1,11,0,4,0,906,3
,"Dalefield School, corner Dalefield & Thomas Roads",12,0,0,0,0,20,0,5,61,0,1,126,12,0,0,9,0,2,0,248,0
,"Parkvale Hall, 10 Kokotau Road",17,1,0,0,0,26,4,2,68,0,4,233,15,0,0,1,0,0,0,371,2
,"South End School, 275 High Street South",36,1,2,0,4,58,7,12,311,0,9,357,51,0,0,11,0,3,0,862,1
,"West Taratahi Hall, Chester Road",12,0,0,0,0,29,3,6,71,0,1,140,15,0,0,1,0,1,0,279,0
"Dannevirke","Dannevirke High School, Music Room, corner Grant & King Streets",16,0,3,0,2,18,2,3,78,1,2,240,15,0,0,6,0,7,0,393,4
,"Dannevirke South School Hall, corner Stairs & Hunter Streets",41,1,1,0,1,23,11,2,215,3,9,380,50,0,0,7,0,3,0,747,1
,"Dannevirke Sports Centre, Anderson Street",21,0,0,0,1,10,5,1,130,0,1,231,32,0,0,1,0,6,0,439,0
,"Huia Range School, Cole Street",22,1,7,0,1,26,7,3,211,1,2,298,52,0,0,6,0,3,0,640,1
,"Ruahine School, 333 Maharahara Road",13,0,0,0,0,8,0,0,21,0,0,163,6,0,0,0,0,0,0,211,0
,"Tararua REAP, 15 Gordon Street",29,0,1,0,1,11,2,1,110,0,3,208,32,0,0,1,0,1,1,401,1
,"Totara College, 3 Ruahine Street",9,0,1,0,0,11,3,0,76,0,2,213,23,0,0,4,0,2,0,344,1
"Eketahuna","Eketahuna School, Albert Street",28,0,1,1,2,13,4,1,104,0,3,221,32,0,0,1,1,4,1,417,2
"Featherston","Featherston School Hall, Lyons Street",41,0,2,0,4,115,15,6,514,2,14,391,90,1,0,15,0,13,0,1223,2
,"South Featherston School, South Featherston Road",9,1,0,0,0,14,3,1,35,0,1,103,12,0,0,1,0,2,0,182,0
"Flemington","Flemington School, Rotohiwi Road",19,0,0,0,0,1,0,0,13,0,0,66,3,0,0,0,0,1,0,103,0
"Gladstone","Gladstone Sports Complex, Fire No 585 Gladstone Road",20,1,0,0,2,31,0,1,75,2,1,223,10,0,0,1,0,3,0,370,2
"Greytown","Greytown School Hall, East Street",70,1,2,0,2,145,11,5,410,2,8,658,60,0,1,7,0,14,0,1396,7
,"Kuranui College Student Centre, Moroa Plain Road",18,0,3,0,0,19,1,3,71,2,2,128,10,0,0,1,0,1,0,259,1
"Hamua","Hamua Public Hall, State Highway 2",6,0,0,0,0,1,1,0,31,0,0,95,5,0,0,3,0,0,0,142,1
"Kahutara","Kahutara School Hall, Kahutara Road",15,0,2,0,0,9,1,1,41,0,4,93,4,0,0,0,0,0,0,170,0
"Kumeroa","Kumeroa Hopelands School, 58 Township Road",9,0,0,0,0,3,1,0,14,0,0,50,4,0,0,0,0,0,0,81,0
"Mangamaire","Mangamarie School, 192 Tutaekara Road",17,0,0,0,0,3,1,0,19,0,0,98,4,0,0,0,0,0,0,142,0
"Mangatainoka","Mangatainoka School, State Highway 2",6,0,1,0,0,7,1,0,32,0,0,150,13,0,0,0,0,1,0,211,0
"Martinborough","Martinborough School Hall, Dublin Street",66,0,3,0,1,95,5,0,264,3,12,712,48,0,0,4,0,8,1,1222,5
"Masterton","Chanel College Hall, 26 Herbert Street",23,0,4,0,2,40,7,7,336,0,5,296,61,5,0,9,0,4,0,799,1
,"Courthouse, Dixon Street",23,0,2,0,1,41,9,1,289,4,3,360,47,0,0,2,1,6,1,790,1
,"Douglas Park School Hall, 136 Cole Street",36,0,1,0,2,45,4,1,201,3,3,222,30,0,0,5,0,4,0,557,1
,"Fernridge School Hall, 264 Upper Plain Road",37,0,0,1,2,30,3,3,142,1,7,307,27,0,0,4,0,5,0,569,0
,"IDEA Services (IHC Centre), 46 Bentley Street",12,1,3,0,0,13,2,0,87,1,1,64,12,0,0,0,0,0,0,196,2
,"Kura Kaupapa Maori o Wairarapa, Johnstone Street",9,2,0,1,1,19,5,1,184,1,10,114,26,1,0,2,0,2,0,378,3
,"Lakeview School Hall, corner Te Ore Ore & Colombo Roads",75,1,4,0,5,114,15,7,656,2,11,911,98,0,0,18,0,10,0,1927,2
,"Majestic Theatre, 137 Ngaumutawa Road",15,1,1,0,1,39,1,6,230,3,0,269,46,0,0,3,0,3,0,618,1
,"Masterton Intermediate School Hall, Intermediate Street",24,4,1,1,9,47,12,8,488,8,7,450,75,0,1,17,0,10,1,1163,5
,"Montessori Wairarapa School, 127 Cornwall Street",4,1,2,0,0,15,2,3,129,0,3,116,20,0,0,3,0,2,0,300,2
,"Solway School Hall, 318 Ngaumutawa Road",28,2,1,0,2,34,3,2,201,0,5,301,42,1,0,6,0,7,1,636,3
,"Town Hall, 64 Chapel Street",49,3,8,0,4,125,12,9,597,2,8,639,94,3,0,12,0,8,0,1573,10
