Party and Electorate Candidate Votes Recorded at each polling place
"Bay of Plenty 4","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Awakeri","Awakeri School, Room 2, 976 SH 30",0,7,0,1,0,0,0,0,10,1,122,0,5,313,0,26,0,0,25,510,1
"Edgecumbe","All Saints Anglican Church Hall, 73 Main Street",1,1,0,1,0,0,2,0,12,3,153,0,4,188,0,43,0,0,15,423,1
,"Lions' Reading Room, Public Library Building, Riverslea Shopping Mall, College Road ",0,4,0,0,1,0,8,0,23,10,209,0,10,279,0,42,0,1,28,615,1
"Kaimai","Kaimai School, Room 1, 1853 State Highway 29",0,8,0,1,1,0,1,0,23,2,60,2,1,194,0,42,0,0,9,344,0
"Maketu","Maketu School, Wilson Road",0,2,0,1,0,0,2,0,17,2,116,0,4,90,0,69,0,1,9,313,2
"Manawahe","Manawahe School, Room 2, 1913 State Highway 30",0,0,0,0,0,1,0,0,6,3,22,0,0,48,0,5,0,0,1,86,0
"Matapihi","Matapihi School, Room 3, 398 Matapihi Road",0,7,0,0,0,0,2,0,11,1,108,0,3,141,0,77,0,0,4,354,2
"Matata","Matata Public School, 43 Pollen Street",0,11,1,0,1,0,2,1,17,2,122,0,8,164,0,42,0,0,5,376,2
"Maungatapu","Maungatapu Free Kindergarten, 187 Te Hono Street",0,3,0,1,0,0,9,0,21,2,224,0,2,338,0,113,0,0,36,749,2
,"Maungatapu School Hall, 164 Maungatapu Road",1,6,1,3,0,0,9,0,36,11,369,2,8,504,0,157,0,0,55,1162,1
"Mt Maunganui","Arataki School Hall, 4 Kaimanawa Street",0,9,0,1,0,0,10,1,39,5,672,1,1,821,0,375,0,0,57,1992,18
,"Grenada Park Community Hall, Grenada Park, Manowai St",0,4,0,0,2,0,6,0,12,4,229,0,6,342,0,141,0,0,35,781,2
,"Harbourside Netball Pavilion, Maunganui Road",0,2,0,1,0,0,1,0,5,0,26,0,0,50,0,6,0,0,2,93,0
,"Mt Maunganui College, Maunganui Road",0,3,0,1,0,0,1,0,11,5,119,1,1,228,0,50,0,0,19,439,1
,"Senior Citizens' Hall, 345 Maunganui Road",0,1,0,0,0,0,0,0,6,0,23,0,1,37,0,22,0,0,1,91,0
"Ohauiti","Ohauiti Settlers Hall, 459 Ohauiti Road",0,9,0,1,0,0,5,1,32,4,228,0,0,639,0,122,0,0,66,1107,1
"Oropi","Oropi School Computer Room, 1334 Oropi Road",0,6,0,0,0,0,0,0,25,2,105,0,0,258,0,56,0,0,15,467,1
"Otakiri","Otakiri School, Staff Room, 571 Otakiri Road",0,3,0,1,0,0,1,0,6,2,87,0,1,177,0,27,0,0,13,318,2
"Otamarakau","Otamarakau School, Room 2, 2216 Old Coach Road",0,1,0,0,0,0,0,0,3,0,13,0,2,108,0,7,0,0,1,135,0
"Paengaroa","Paengaroa School, Multi Purpose Room, Old Coach Road",1,11,0,0,0,0,2,1,23,3,129,0,2,426,0,68,0,0,25,691,0
"Papamoa","Papamoa Primary School Hall, 312 Dickson Road",0,18,0,4,0,2,20,2,97,22,666,0,4,938,1,217,0,0,68,2059,6
,"Papamoa Sports & Recreation Centre, Board Room, Gordon Spratt Reserve, 127 Parton Rd",0,4,0,1,0,1,5,0,19,6,137,0,1,232,0,42,0,0,20,468,1
,"Tahatai Coast School Hall, 45 Evans Road",0,25,0,2,1,1,11,0,74,42,874,0,11,1651,0,354,1,0,78,3125,11
,"Te Akau Ki Papamoa School, 29 Doncaster Drive",0,6,0,7,0,2,5,0,42,12,493,0,10,634,2,173,0,0,47,1433,7
"Pongakawa","Pongakawa School Library, 956 Old Coach Road",0,4,0,1,1,0,4,0,17,2,78,0,0,249,0,28,1,0,11,396,1
"Pukehina","Pukehina School Staff Room, 1758 Old Coach Road",0,1,0,0,2,0,0,0,0,0,18,0,1,53,0,8,0,0,2,85,1
"Pukehina Beach","Pukehina Community Hall, 14 Pukehina Parade",0,5,0,0,0,0,0,0,12,1,112,0,2,116,0,45,0,0,11,304,4
"Pyes Pa","Aquinas College, 183 Pyes Pa Road",0,4,0,1,0,0,3,0,13,0,53,0,1,181,0,28,0,0,12,296,0
,"Pyes Pa School Hall, 968 Pyes Pa Road",0,9,0,1,0,0,5,0,21,4,91,0,1,285,0,58,0,0,22,497,1
"Tauranga","Boys' College, Drama Room, Devonport Road",0,1,0,1,1,0,2,0,9,0,40,0,0,86,0,22,0,0,12,174,1
,"Greenpark School, 13 Lumsden Street",0,1,0,3,1,0,3,0,15,3,81,0,1,164,0,27,0,0,23,322,2
,"Tauriko School, SH 29",0,9,1,0,0,0,1,1,22,4,147,0,2,362,0,71,0,0,39,659,1
"Te Puke","Fairhaven School Hall, 120 Boucher Avenue",0,17,0,2,0,0,18,0,48,26,431,1,4,813,2,187,0,0,62,1611,5
,"Te Puke Settlers Hall, 130 Jellicoe St",0,25,0,2,0,1,35,1,55,28,591,2,22,1140,0,330,0,0,85,2317,14
"Te Ranga","Te Ranga School, Room 1, 1492 Te Matai Road",0,1,0,0,0,0,0,0,3,0,13,0,1,100,0,8,0,0,2,128,0
"Te Teko","Te Teko School Hall, 6 Edgecumbe / Te Teko Highway",0,4,0,0,1,0,2,0,4,2,87,0,14,95,0,19,0,1,9,238,0
"Thornton","Thornton School Hall, 43 Eastbank Road",0,2,0,0,0,0,2,0,3,0,38,0,0,131,0,12,0,0,10,198,1
"Waitangi","Te Kura Kaupapa Maori o Te Matai, 309 SH 2",0,1,0,0,0,0,1,0,4,1,28,0,4,72,0,17,0,0,3,131,1
"Welcome Bay","Baden Powell Hall, 39 Welcome Bay Road",0,18,0,4,2,0,12,0,65,9,502,0,8,819,0,231,0,0,88,1758,6
,"Selwyn Ridge School Hall, 20 Holmburn Street",0,5,0,1,0,0,11,0,24,7,203,1,4,320,0,69,0,0,45,690,0
,"Welcome Bay School Hall, 309 Welcome Bay Road",0,14,0,0,0,1,5,1,71,14,393,1,4,685,1,200,0,1,65,1456,2
"Whakatane","District Council, Commerce Street",0,5,0,0,0,0,3,0,6,0,57,0,0,92,0,14,0,0,2,179,0
,"Reads Auction Hall, 17 King Street",0,2,0,0,0,0,1,0,4,0,87,0,4,144,0,15,0,0,20,277,0
,"Salvation Army Hall, cnr King and Goulstone Roads",0,0,0,1,0,0,2,0,4,1,18,0,0,17,0,3,0,0,1,47,0
,"Whakatane Intermediate School Hall, James Street",0,3,0,0,0,0,0,0,7,1,40,0,0,71,0,11,0,0,4,137,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,0,0,0,0,1,2,1,4,2,107,0,2,194,0,82,0,0,7,402,2
,"Ordinary Votes BEFORE polling day",0,21,0,4,3,2,30,0,63,11,614,0,11,1407,0,304,0,0,134,2604,9
,"Special Votes BEFORE polling day",0,5,0,2,0,0,2,0,14,7,90,0,1,136,0,36,0,0,10,303,2
,"Special Votes On polling day",0,20,0,9,3,1,26,0,120,37,819,1,33,1099,0,226,0,0,90,2484,9
,"Overseas Special Votes including defence force",0,2,0,0,0,0,0,0,20,0,45,0,1,151,0,36,0,0,14,269,1
,"Special Votes Allowed for Party Only",0,2,0,4,0,0,7,0,15,12,163,0,20,152,0,36,0,0,4,415,3
,"Bay of Plenty Total",3,332,3,63,20,13,279,10,1213,316,10252,12,226,17934,6,4399,2,4,1421,36508,129
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36637
"Electorate Party Valid Votes for Bay of Plenty",,"National Party - .4912347979"
"99 MP Party",3,.0000821738
"ACT New Zealand",332,.0090938972
"Alliance",3,.0000821738
"Aotearoa Legalise Cannabis Party",63,.0017256492
"Christian Heritage NZ",20,.0005478251
"Democrats for Social Credit",13,.0003560863
"Destiny New Zealand",279,.0076421606
"Direct Democracy Party",10,.0002739126
"Green Party",1213,.0332255944
"Jim Anderton's Progressive",316,.0086556371
"Labour Party",10252,.2808151638
"Libertarianz",12,.0003286951
"Mâori Party",226,.006190424
"National Party",17934,.4912347979
"New Zealand Family Rights Protection Party",6,.0001643475
"New Zealand First Party",4399,.1204941383
"OneNZ Party",2,.0000547825
"The Republic of New Zealand Party",4,.000109565
"United Future New Zealand",1421,.0389229758
