Party and Electorate Candidate Votes Recorded at each polling place
"Coromandel 9","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Athenree","Athenree Fire Station, Roretana Drive",0,5,0,0,0,0,1,0,27,3,113,0,1,159,0,60,0,0,8,377,2
"Colville","Colville School, Main Road",0,1,0,0,0,0,1,0,63,1,55,0,3,58,0,10,0,0,3,195,0
"Cook's Beach","Cook's Beach Hall, Rees Avenue",0,4,0,1,0,0,1,0,26,4,47,1,2,118,0,18,0,0,1,223,0
"Coroglen","Coroglen School, Rangihau Road",0,2,0,0,0,0,0,0,30,0,26,1,0,85,0,18,0,0,3,165,0
"Coromandel","Coromandel Area School, Woollams Avenue",0,10,0,3,0,0,9,0,145,6,285,1,10,351,0,96,0,0,25,941,4
"Hahei","Hahei Community Centre, Beach Road",0,3,0,0,0,0,1,0,37,4,56,0,0,102,0,15,0,0,4,222,2
"Hikutaia","Hikutaia School, Main Road",0,5,0,2,0,0,1,0,25,3,59,0,0,167,0,39,0,0,7,308,1
"Kaihere","Kaihere School, State Highway 27",0,9,0,0,0,0,1,0,4,0,30,0,0,139,0,17,0,0,4,204,1
"Katikati","Katikati Christian Centre, 11-13 Henry Road",1,25,0,1,1,3,8,0,67,19,293,1,1,625,0,149,0,0,51,1245,5
,"Katikati Primary School, Beach Road",0,43,0,6,2,1,8,1,102,32,608,2,7,1138,2,284,0,1,66,2303,4
"Kauaeranga Valley","Kauaeranga Hall, Kauaeranga Valley Road",0,1,0,0,0,1,2,0,31,0,38,0,1,45,0,13,0,0,2,134,0
"Kennedy Bay","Te Kura Kaupapa Maori O Harataunga School, Kennedy Bay Road",0,0,0,0,0,0,0,0,12,1,17,0,2,8,0,7,0,0,0,47,0
"Kerepehi","Kerepehi School, McGowan Avenue",0,6,0,1,0,0,0,0,8,1,79,0,3,82,0,24,0,0,5,209,3
"Kopuarahi","Kopuarahi School, State Highway 25",0,6,0,1,0,0,2,0,5,1,53,0,1,120,0,22,0,0,1,212,1
"Kuaotunu","Kuaotunu Hall, cnr Black Jack and Irish Town Roads",0,11,0,0,0,0,2,1,39,1,63,0,0,94,0,15,0,0,6,232,0
"Manaia","Manaia School, Goldfields Road",0,0,0,0,0,0,1,0,10,0,12,0,5,2,0,4,0,0,0,34,0
"Matakana Island","Matakana Is Bilingual School, Opureora Rd",0,0,0,0,0,0,1,0,1,0,7,0,1,0,0,2,0,0,0,12,0
"Matarangi ","Matarangi Fire Station, Matarangi Drive",0,3,0,0,0,0,0,0,5,0,31,0,0,80,0,14,0,1,1,135,1
"Netherton","Netherton School, 7 School Road",0,6,0,1,0,0,3,0,2,0,38,0,0,140,0,19,0,0,3,212,0
"Ngatea","Ngatea School, 52 Orchard Road",0,15,1,1,0,1,0,0,25,16,285,0,4,467,0,77,0,0,14,906,4
"Omokoroa","Omokoroa No 1 School, Plummers Point Road",0,7,0,0,0,0,0,0,16,1,71,1,0,247,0,38,0,0,6,387,1
,"Omokoroa Point School, Hamurana Road",0,13,1,1,2,1,3,0,50,13,280,2,2,675,0,160,0,0,28,1231,1
"Opoutere","Opoutere School, State Highway, Tawa Tawa",0,5,0,0,0,0,0,0,17,2,39,0,1,46,0,15,0,0,4,129,0
"Paeroa","Miller Ave School, Miller Ave",0,4,0,0,2,0,3,0,27,5,301,0,1,231,0,68,0,0,29,671,4
,"Paeroa Memorial Hall, Normanby Road",0,16,1,5,2,1,5,0,54,26,519,1,15,536,0,187,0,2,49,1419,3
"Pahoia","Pahoia School, 29 Esdaile Road",0,13,0,2,0,0,3,0,61,1,150,0,2,425,0,84,0,0,21,762,0
"Pauanui","Pauanui Sport & Recreation Club, Sheppard Avenue",0,3,0,1,0,0,1,0,8,0,126,0,0,296,0,20,0,0,14,469,2
"Puriri","Puriri School, Puriri Valley Road",0,4,0,1,1,0,2,0,15,3,83,0,0,142,0,27,0,0,5,283,0
"Tairua","Tairua School, 110 Main Rd",0,10,0,5,0,1,1,0,82,8,272,0,2,290,0,61,0,1,13,746,1
"Tapu","Tapu School, State Highway 25",0,2,0,0,0,0,1,0,32,1,98,1,2,79,0,26,0,0,7,249,1
"Te Puna","Te Puna Memorial Hall, Te Puna Road",0,21,0,3,0,0,11,0,80,9,231,4,4,728,0,147,1,0,45,1284,1
,"Te Puna School, Te Puna Road",0,12,0,4,0,0,1,0,20,1,92,0,4,271,0,54,0,0,17,476,1
"Te Puru","Thames Coast Community Centre, 4 West Crescent",1,7,0,2,0,0,3,0,57,5,272,0,0,199,0,66,0,0,14,626,3
"Te Rerenga","Te Rerenga School, State Highway 25",0,2,0,1,0,0,0,0,19,0,28,0,0,32,0,4,0,0,2,88,0
"Thames","Moanataiari School, 101 Kuranui Street",0,4,0,2,0,0,4,0,24,8,148,0,1,104,0,25,0,0,8,328,4
,"Parawai School, Lowe Avenue",0,1,0,3,1,1,11,0,32,3,182,0,3,165,0,32,0,0,21,455,0
,"Thames Civic Centre, 200 Mary Street",1,8,0,3,1,2,10,0,83,11,368,1,4,315,1,75,1,0,16,900,8
,"Thames Cultural Centre, Tararu Road",0,3,0,0,0,0,5,0,45,9,164,0,1,178,0,36,0,0,9,450,2
,"Thames High School, Sealey Street",0,9,0,1,0,0,5,0,68,10,309,1,3,236,0,51,0,0,15,708,5
,"Thames South School, cnr Grey & Rolleston Streets",0,10,0,1,0,2,4,0,51,6,393,0,0,314,0,77,0,0,15,873,2
"Turua","Turua School, Hauraki Road",0,5,0,0,0,0,2,0,14,1,143,0,0,238,0,40,0,0,14,457,2
"Waihi","Waihi East School, Donnelly Street",0,9,1,2,0,0,4,0,42,7,204,0,2,197,0,55,0,0,17,540,6
,"Waihi Memorial Hall, Seddon Street",0,16,0,6,1,1,13,0,101,18,607,1,8,460,0,188,0,2,41,1463,9
,"Waihi South School, Moresby Avenue",1,5,0,1,0,3,5,0,38,7,275,0,6,206,0,70,0,0,19,636,5
"Waihi Beach","Waihi Beach School, Hillview Road",0,15,0,3,1,1,0,0,73,7,369,0,8,450,1,118,1,0,23,1070,5
