Party and Electorate Candidate Votes Recorded at each polling place
"Mt Albert 26","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Maungawhau School, 43 Ellerton Road",1,0,1,0,0,9,0,0,15,0,2,30,0,0,0,1,0,1,0,60,0
,"Mt Eden Normal Primary School, Valley Road",13,0,0,0,0,21,3,0,48,0,0,86,1,0,0,1,1,1,0,175,0
,"St Albans Church Hall, 443 Dominion Road",9,0,1,0,0,27,1,3,77,0,0,63,4,0,0,0,1,0,0,186,1
"Mt Roskill","Christ The King Parish, 288 Richardson Road",2,0,0,0,0,3,1,2,10,0,0,3,3,3,0,1,0,0,0,28,1
,"May Road School, 504 Richardson Road",2,0,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,1,0,33,0
,"St John's Presbyterian Church, 422 Mt Albert Road",6,0,0,0,1,11,0,2,52,0,0,54,2,1,0,0,0,1,0,130,0
,"Wesley Intermediate School, 798 Sandringham Road",4,0,0,0,0,0,0,0,29,0,0,23,1,0,0,1,0,1,0,59,1
"New Lynn","New Lynn Sea Scout Hall, 37 Margan Avenue",1,0,0,0,0,2,0,0,8,0,0,2,0,0,1,0,0,0,0,14,0
"New Windsor","New Windsor School, 185 New Windsor Road (use 64 Peter Buck Road entrance)",0,0,0,0,0,1,0,0,10,0,0,6,0,0,0,0,0,1,0,18,0
"Newton","Newton Central School, end of Waima Street (corner Monmouth Street)",0,0,0,0,0,5,0,0,6,0,0,7,1,0,0,0,0,0,0,19,0
"Owairaka","Owairaka District School Hall, 113 Richardson Road",39,2,1,1,4,71,10,9,618,1,5,347,32,32,1,5,0,3,0,1181,4
"Point Chevalier","Pasadena Intermediate School Hall, 26 Moray Place",22,0,1,0,0,54,3,1,179,0,1,113,10,6,0,2,0,0,0,392,7
,"Point Chevalier Baptist Church Hall, 126 Point Chevalier Road",48,1,7,0,5,130,14,4,521,0,13,483,46,2,1,5,0,9,0,1289,15
,"Point Chevalier Primary School, 7-31 Te Ra Road",75,0,2,1,2,196,6,0,476,2,12,691,33,1,1,4,0,10,0,1512,5
,"Selwyn Village Theatre, 43 Target Street",6,0,0,0,0,17,6,0,130,0,2,126,15,0,0,0,0,3,0,305,0
"Sandringham","Christian Family Church Hall, 631 Sandringham Road",24,0,2,1,1,88,2,6,334,0,3,271,22,1,0,3,1,8,1,768,8
,"Edendale Primary School Hall, 419 Sandringham Road",68,4,3,0,5,213,11,9,1006,0,14,664,43,5,1,7,1,18,1,2073,20
,"Salvation Army Community Church Hall, Duncan Avenue",22,0,1,1,0,55,7,4,309,0,2,216,13,4,0,2,2,14,0,652,7
"Three Kings","Mt Roskill Primary School, 37 Frost Road",1,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,27,0
"Waterview","Waterview Methodist Church Hall, corner Great North Road & Fir Street",31,0,2,0,1,83,5,6,324,0,4,277,38,7,1,3,0,5,0,787,6
,"Waterview Primary School Hall, 19 Oakley Avenue (use Herdman Street entrance)",13,0,2,0,0,56,4,1,328,1,6,139,12,4,0,2,0,5,0,573,9
"Western Springs","Greek Orthodox Church Hall, 108 Western Springs Road",35,0,1,0,0,122,5,4,307,0,4,253,16,2,1,1,0,7,0,758,1
"Westmere","Westmere School, corner Larchwood Avenue & Garnet Street",0,0,0,0,0,5,0,0,13,0,1,14,3,0,0,0,0,0,0,36,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",4,1,0,0,1,6,0,3,117,0,1,80,9,0,0,0,1,1,1,225,15
,"Ordinary Votes BEFORE polling day",70,1,3,0,7,272,14,12,990,1,9,983,81,11,0,3,0,20,1,2478,16
,"Special Votes BEFORE polling day",13,0,2,0,2,77,3,2,265,0,7,173,15,1,0,1,0,2,0,563,4
,"Special Votes On polling day",123,2,17,0,15,446,17,17,1500,2,44,1180,76,35,3,22,0,20,2,3521,10
,"Overseas Special Votes including defence force",18,0,0,0,2,157,1,3,312,0,6,292,4,0,1,1,0,2,1,800,0
,"Votes Allowed for Party Only",13,0,9,1,3,92,10,3,388,1,38,206,16,11,0,6,0,5,1,803,9
,"Mt Albert Total",1227,19,101,7,92,3846,244,157,14894,16,273,12468,936,273,19,132,16,232,11,34963,256
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35219
"Electorate Party Valid Votes for Mt Albert",,"Labour Party - .4259931928"
"ACT New Zealand",1227,.0350942425
"Alliance",19,.0005434316
"Aotearoa Legalise Cannabis Party",101,.0028887681
"Democrats for Social Credit",7,.0002002117
"Family Party",92,.0026313531
"Green Party",3846,.1100020021
"Jim Anderton's Progressive",244,.0069788062
"Kiwi Party",157,.0044904613
"Labour Party",14894,.4259931928
"Libertarianz",16,.0004576266
"Maori Party",273,.0078082544
"National Party",12468,.3566055544
"New Zealand First Party",936,.0267711581
"New Zealand Pacific Party",273,.0078082544
"RAM - Residents Action Movement",19,.0005434316
"The Bill and Ben Party",132,.0037754197
"The Republic of New Zealand Party",16,.0004576266
"United Future",232,.0066355862
"Workers Party",11,.0003146183
