Party and Electorate Candidate Votes Recorded at each polling place
"Rongotai 45","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Berhampore","Berhampore School, Room 1, 105 Britomart Street",8,1,6,0,0,159,6,1,414,0,6,139,28,2,0,1,0,3,0,774,7
,"South Wellington Intermediate School Hall,  Rintoul Street",11,1,4,0,2,108,0,3,294,2,1,100,15,0,0,2,0,6,1,550,1
,"St Cuthbert's Church Hall, 23 Luxford Street",3,0,1,0,0,80,0,2,151,0,2,54,5,0,0,0,0,5,0,303,2
"Breaker Bay","Breaker Bay Hall, 150 Breaker Bay Road",9,0,1,0,0,39,0,1,73,0,0,68,11,0,0,0,0,0,0,202,0
"Brooklyn","Brooklyn Community Centre, 18 Harrison Street",2,0,0,1,2,55,2,2,62,0,4,33,3,0,0,1,0,1,0,168,0
,"Brooklyn School, 58 Washington Avenue",6,0,0,0,0,60,4,1,84,0,4,92,10,0,0,3,0,5,0,269,0
"Chatham Islands","Chatham Islands Council Building, Tuku Road, Waitangi",7,1,0,0,0,4,0,0,30,0,2,26,9,0,0,1,0,1,0,81,0
"Hataitai","Garage, 38 Upoko Road",8,0,3,0,0,47,1,0,93,0,2,81,3,0,0,1,0,1,0,240,0
,"Hataitai Bowling Club, Upstairs Lounge, 159 Hataitai Road",21,1,1,0,0,131,2,2,256,0,2,254,8,0,0,4,0,5,1,688,4
,"Hataitai School Hall, Arawa Road",30,1,3,0,0,177,5,2,331,0,6,409,15,2,0,4,0,6,0,991,1
,"Kilbirnie School Hall, 72 Hamilton Road",27,3,4,0,3,149,11,3,357,1,5,294,17,0,0,5,0,6,0,885,2
"Houghton Bay","Houghton Valley School, Nikau Room 3, 110 Houghton Bay Road",20,0,2,0,1,243,5,5,335,0,6,167,7,0,0,6,0,9,0,806,5
"Island Bay","Island Bay Presbyterian Church Lounges, 88 The Parade",28,1,3,0,1,192,14,8,529,3,14,412,46,0,0,2,0,7,2,1262,3
,"Island Bay School Hall,  6 Thames Street",11,1,2,0,0,176,7,8,286,0,3,215,13,1,0,1,0,5,0,729,0
,"St Hilda's Church Parish Centre, 311 The Parade",40,3,4,0,1,289,17,14,661,1,6,546,42,6,1,14,0,12,0,1657,7
"Kilbirnie","St Patrick's Church Parish Centre, 1 Childers Terrace",20,4,4,0,2,132,12,10,504,0,10,235,37,1,0,2,0,11,3,987,6
,"St Patrick's College, Staffroom, corner of Evans Bay Parade and Cobham Drive",14,1,4,0,0,61,0,2,195,1,3,186,12,0,0,1,0,4,0,484,1
"Kingston","Capital Montessori School, Rata Classroom, 14 Camrose Grove",7,1,0,1,3,53,1,3,157,0,0,117,19,0,0,0,1,14,1,378,0
"Lyall Bay","Lyall Bay School Hall, Freyberg Street",27,1,3,0,3,158,12,8,502,0,14,354,33,2,0,4,0,7,2,1130,6
,"Lyall Bay Surf Club, Lyall Bay Parade",10,1,10,0,3,179,8,2,285,1,7,177,17,0,1,3,0,5,0,709,2
"Maupuia","Garage, 15 Kaikoura Street",9,0,4,0,0,30,5,0,196,0,2,185,11,1,0,2,0,7,1,453,2
"Melrose","Garage, 110 Duncan Terrace",4,0,0,0,0,51,0,0,70,0,3,32,8,0,0,2,0,1,0,171,0
"Miramar","Holy Cross School Hall, 117 Miramar Avenue",16,1,4,0,1,61,3,0,300,1,8,278,11,4,0,2,1,1,0,692,1
,"Miramar Baptist Church, 33 Park Road",13,1,4,0,3,44,11,7,254,0,3,231,32,2,0,4,0,14,1,624,4
,"Miramar Central School Hall, 38 Park Road",21,1,5,0,3,94,17,1,541,0,9,410,33,2,0,4,0,9,0,1150,3
,"Miramar Christian School, Totara Class, 41 Camperdown Road",12,0,6,0,2,78,4,9,240,0,6,217,9,2,0,1,0,7,0,593,2
,"Miramar Community Centre, 27 Chelsea Street",11,0,2,0,1,69,8,4,305,1,4,303,39,0,0,5,0,8,1,761,5
,"Miramar South School Hall, 1 Kauri Street",7,1,3,0,2,41,3,1,356,0,3,215,28,1,0,4,0,6,0,671,5
"Mornington","Ridgway School, Class 1, Mornington Road",15,0,3,0,0,153,6,2,286,0,6,160,20,0,0,4,0,10,0,665,2
"Mt Victoria","St Joseph's Church, Bill Pearce Room, 150 Brougham Street",3,0,0,0,0,16,0,1,22,0,0,26,0,0,0,0,0,0,0,68,0
"Newtown","Newtown Park Stadium, Function Room, Roy Street",6,0,4,0,0,74,2,2,188,0,6,82,9,0,0,3,0,1,1,378,3
,"Newtown School Hall, corner Riddiford & Mein Streets",14,0,4,0,6,346,11,4,651,1,14,247,19,5,0,3,0,8,3,1336,3
,"St James Presbyterian Church Lounge, 235 Adelaide Road",2,2,1,0,0,71,1,2,112,0,4,75,2,0,0,0,0,6,0,278,0
,"Te Whaea National Dance & Drama Centre, 11 Hutchison Road",4,0,1,0,1,43,1,2,108,0,5,55,8,0,0,2,0,1,0,231,1
