Party and Electorate Candidate Votes Recorded at each polling place
"Rongotai 45","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Wellington Chinese Baptist Church Hall, 24 Donald McLean Street",6,0,4,0,1,108,4,1,338,0,4,100,22,1,0,1,0,3,1,594,6
,"Wellington Hospital, Te Ao Marama Training Centre, Riddiford Street (main entrance)",2,1,0,0,0,16,0,2,49,1,1,27,7,1,0,0,0,0,0,107,0
,"Wellington South Salvation Army Hall, 16-22 Constable Street",10,0,3,0,0,207,4,5,398,4,6,145,13,3,0,7,0,3,3,811,5
"Oriental Bay","Overseas Terminal, 1 Herd Street (off Oriental Parade)",3,0,0,0,0,27,1,0,47,0,5,41,3,0,0,0,0,0,0,127,0
"Owhiro Bay","Owhiro Bay School Hall, 96 Happy Valley Road",8,2,3,0,0,105,6,2,236,2,4,145,16,2,0,2,0,1,0,534,0
"Rongotai","Rongotai College, Renner Hall, 170 Coutts Street",28,0,4,0,1,111,8,10,695,1,8,383,31,1,0,11,0,9,0,1301,9
"Roseneath","St Barnabas Church Hall, 15 Maida Vale Road",23,1,0,0,0,103,2,0,175,0,5,279,5,0,0,3,0,3,1,600,0
"Seatoun","Seatoun School Hall, 59 Burnham Street",17,0,1,1,0,61,0,0,131,0,5,297,10,0,0,1,0,2,0,526,1
,"St Anthony's School, Senior Block 3, 10 Ludlam Street",25,0,0,0,1,98,4,1,205,0,11,446,20,0,0,5,0,9,0,825,0
"Strathmore Park","Garage, 20 Ahuriri Street",1,1,0,0,0,25,2,2,162,1,3,53,13,0,1,0,0,1,1,266,1
,"Strathmore Community School, Room 6 and 7, 108 Strathmore Avenue",16,0,3,0,0,94,13,1,412,0,5,306,23,1,0,2,0,9,0,885,5
"Wellington City","Michael Fowler Centre, Renouf Foyer, Level 1, 111 Wakefield Street",6,0,3,0,0,84,3,4,144,0,6,72,5,0,0,2,0,2,0,331,3
,"Mount Cook Primary School, 160 Tory Street",2,0,0,0,0,21,1,0,43,0,1,30,1,0,0,1,0,4,0,104,0
,"Wellington High School, 249 Taranaki Street",1,0,0,0,1,29,0,0,41,0,1,20,0,0,0,0,0,0,0,93,0
"Worser Bay","Worser Bay School, Middle Area, 168 Seatoun Heights Road",16,0,1,0,0,89,8,0,174,1,3,207,10,0,0,2,0,6,0,517,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",3,0,0,0,0,22,2,1,195,2,3,174,16,0,0,0,1,1,0,420,26
,"Ordinary Votes BEFORE polling day",49,2,6,1,3,539,26,15,1310,6,28,1199,106,2,0,13,1,37,4,3347,12
,"Special Votes BEFORE polling day",7,0,2,0,0,66,3,0,175,1,2,135,8,4,0,1,0,4,0,408,5
,"Special Votes On polling day",67,3,26,0,3,651,20,13,1377,2,49,878,52,2,0,36,0,29,1,3209,6
,"Overseas Special Votes including defence force",18,0,2,0,0,262,4,0,489,0,11,411,11,0,1,2,2,9,2,1224,1
,"Votes Allowed for Party Only",4,0,4,0,3,83,1,0,239,1,20,127,9,0,0,8,0,2,3,504,8
,"Rongotai Total",758,37,158,4,53,6464,291,169,16263,34,351,11950,960,48,4,188,6,326,33,38097,167
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",38264
"Electorate Party Valid Votes for Rongotai",,"Labour Party - .4268840066"
"ACT New Zealand",758,.0198965798
"Alliance",37,.0009712051
"Aotearoa Legalise Cannabis Party",158,.0041473082
"Democrats for Social Credit",4,.0001049951
"Family Party",53,.0013911857
"Green Party",6464,.1696721527
"Jim Anderton's Progressive",291,.0076383967
"Kiwi Party",169,.0044360448
"Labour Party",16263,.4268840066
"Libertarianz",34,.0008924587
"Maori Party",351,.0092133239
"National Party",11950,.3136729926
"New Zealand First Party",960,.0251988346
"New Zealand Pacific Party",48,.0012599417
"RAM - Residents Action Movement",4,.0001049951
"The Bill and Ben Party",188,.0049347718
"The Republic of New Zealand Party",6,.0001574927
"United Future",326,.0085571042
"Workers Party",33,.0008662099
