Party and Electorate Candidate Votes Recorded at each polling place
"Napier 28","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Marewa School, 80 Latham Street",28,3,8,0,2,65,9,11,586,0,6,298,57,1,0,6,0,6,2,1088,6
"Meeanee","Meeanee School, 6 Gavin Black Street",21,0,0,0,0,14,1,0,96,0,3,225,9,0,0,4,0,0,0,373,1
"Napier Central","Courthouse, 251 Hastings Street",11,0,3,0,1,46,2,1,202,0,5,229,29,0,0,7,0,2,0,538,1
,"Napier Intermediate, 13 Jull Street",17,1,4,0,3,52,7,3,293,0,8,255,19,0,1,2,0,3,2,670,3
"Napier South","Nelson Park School, 48 Kennedy Road",31,1,2,0,1,65,6,7,418,1,6,406,33,0,0,5,0,6,0,988,4
,"St Luke's Church, 196 Vigor Brown Street",12,1,2,0,4,41,6,1,232,0,2,150,24,0,0,2,0,4,2,483,3
"Nuhaka","Nuhaka School, Tamakahu Street",8,0,0,0,0,7,0,1,40,0,11,64,12,0,0,0,0,1,0,144,0
"Onekawa","Henry Charles Hall, Henry Charles Terrace",6,2,1,0,0,11,4,2,158,0,2,110,27,1,0,3,0,3,0,330,2
,"Henry Hill School, 15 Dick Place",13,0,7,0,1,31,4,5,261,0,3,233,13,2,1,7,0,5,0,586,4
,"Onekawa Primary School, 235 Kennedy Road",29,3,6,2,1,41,6,8,431,0,6,478,39,1,0,10,0,5,0,1066,5
,"William Colenso College, 21 Arnold Street",6,1,2,0,1,18,1,0,155,0,5,119,6,1,0,7,0,2,1,325,2
"Patoka","Patoka School, corner Hendley & Puketitiri Roads",5,0,0,0,0,1,0,0,15,1,2,113,0,0,0,1,0,0,0,138,0
"Pirimai","Baptist Church, 69 Bill Hercock Street ",26,1,4,1,1,33,12,9,357,2,5,344,42,1,0,6,0,8,1,853,2
"Poraiti","Wharerangi Homestead (Hohepa Homes), 146 Puketitiri Road",32,0,1,0,2,31,1,1,88,0,5,180,6,0,1,1,0,0,0,349,3
"Puketapu","Puketapu School, 708 Puketapu Road",35,0,0,0,1,32,1,2,76,1,1,254,9,0,0,1,0,2,0,415,0
"Raupunga","Ngati-Pahauwera Society Offices, 30 Putere Road",2,0,0,0,0,0,1,0,7,0,0,10,4,0,0,0,0,0,1,25,0
"Rissington","Rissington School, 2100 Puketitiri Road",8,0,1,0,0,11,0,0,21,0,1,52,6,0,0,1,0,0,0,101,1
"Ruakituri","Ruakituri School, 1607 Ruakituri Valley Road",2,0,0,0,0,0,0,0,5,0,0,23,0,0,0,0,0,0,0,30,0
"Tamatea","Porritt School, 36 Lyttelton Crescent",9,1,2,1,4,23,10,4,219,0,0,245,26,0,0,7,0,6,0,557,1
,"Tamatea Intermediate, 15 Freyberg Avenue",24,2,1,0,0,26,4,3,336,1,4,320,33,1,0,7,0,6,0,768,11
,"Tamatea Primary School, 10 Durham Avenue",33,1,3,0,3,47,5,12,510,0,17,451,47,0,0,14,0,12,0,1155,8
"Taradale","Bledisloe School, 30a Meeanee Road",17,1,0,0,1,40,4,17,279,1,5,369,11,0,0,6,0,4,0,755,1
,"Taradale Intermediate, 6 Murphy Road",33,5,6,0,5,51,10,9,339,0,2,475,32,0,0,5,0,3,1,976,3
,"Taradale Primary School, 10 Church Road",88,4,2,0,2,141,18,10,698,3,12,1510,65,0,1,6,0,23,1,2584,11
,"Taradale Senior Citizens (Friendship Centre), 10 Symons Lane",26,3,0,0,1,29,9,5,255,0,2,375,38,0,0,2,0,5,0,750,1
"Te Awa","Te Awa School, 1a Te Awa Avenue",14,0,6,0,0,46,6,2,262,0,8,211,35,0,0,5,1,2,0,598,7
"Te Pohue","Te Pohue School, 44 Richmond Road",15,0,0,0,0,4,1,0,32,0,1,88,3,0,0,1,0,0,0,145,0
"Tuai","Tuai Public Hall, corner Main Road & Waikare-Taheke Street",1,0,0,0,0,2,0,0,12,0,1,13,3,0,0,0,0,0,0,32,0
"Tutira","Tutira School, 29 Matahorua Road",16,0,1,0,0,5,0,0,22,0,2,110,4,0,0,0,0,1,0,161,0
"Wairoa","Taihoa Marae, 174 State Highway 2 North",0,0,0,0,0,2,0,0,30,0,1,23,0,0,0,0,0,0,0,56,1
,"Wairoa College, 20 Lucknow Street",13,0,2,0,0,12,10,3,163,0,11,212,28,0,0,0,0,2,1,457,3
,"Wairoa Memorial Hall, Queen Street",16,0,3,2,4,20,12,2,305,1,13,287,55,0,0,3,0,2,0,725,4
"Westshore","Westshore School, 13 Ferguson Avenue",41,0,0,0,0,32,10,2,177,0,5,360,35,0,0,3,1,3,0,669,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",21,1,0,0,2,14,3,1,249,0,2,268,24,1,0,0,0,1,0,587,3
,"Ordinary Votes BEFORE polling day",108,3,5,1,6,159,26,26,940,0,18,1536,110,1,0,7,0,14,0,2960,17
,"Special Votes BEFORE polling day",10,3,3,0,0,21,4,2,166,0,6,206,21,0,0,2,0,2,0,446,2
,"Special Votes On polling day",54,1,17,0,4,152,12,8,610,0,21,748,38,4,1,25,1,10,0,1706,5
,"Overseas Special Votes including defence force",11,0,0,0,0,34,0,0,94,0,3,204,2,0,0,0,0,0,0,348,1
,"Votes Allowed for Party Only",6,0,11,0,2,25,1,0,132,0,13,83,9,3,0,1,0,1,0,287,3
,"Napier Total",1296,47,132,8,67,1969,269,212,12621,14,272,16772,1314,43,7,207,5,213,18,35486,169
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35655
"Electorate Party Valid Votes for Napier",,"National Party - .4726370963"
"ACT New Zealand",1296,.0365214451
"Alliance",47,.001324466
"Aotearoa Legalise Cannabis Party",132,.0037197768
"Democrats for Social Credit",8,.000225441
"Family Party",67,.0018880685
"Green Party",1969,.0554866708
"Jim Anderton's Progressive",269,.0075804543
"Kiwi Party",212,.005974187
"Labour Party",12621,.3556613876
"Libertarianz",14,.0003945218
"Maori Party",272,.0076649946
"National Party",16772,.4726370963
"New Zealand First Party",1314,.0370286874
"New Zealand Pacific Party",43,.0012117455
"RAM - Residents Action Movement",7,.0001972609
"The Bill and Ben Party",207,.0058332864
"The Republic of New Zealand Party",5,.0001409006
"United Future",213,.0060023671
"Workers Party",18,.0005072423
