Party and Electorate Candidate Votes Recorded at each voting place
"Tāmaki Makaurau 67","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Papatoetoe West School, 1-3 Hillcrest Road",0,0,0,1,0,0,6,8,49,6,6,14,0,0,0,90,1
,"Puhinui Scout Hall, York Road",0,0,0,0,0,0,4,5,13,12,2,4,0,0,0,40,0
,"Wesley Methodist Church Hall, 37 Kolmar Road",0,2,0,0,0,0,0,3,20,3,2,9,0,0,0,39,0
,"Whitehaven Pensioners Flats Hall, 146 Kolmar Road",0,0,0,0,0,0,2,2,6,2,0,2,0,0,0,14,0
,Manurewa
"Manukau","Everglade Primary School Hall, 64 Everglade Drive Manukau",0,2,0,1,0,0,6,3,43,9,15,21,0,0,0,100,0
,"Redoubt North Wesleyan Church, 51 Diorella Drive ",0,1,0,2,0,0,6,4,36,8,4,12,0,0,0,73,1
,"Wiri Community Hall, 11 Inverell Avenue",1,2,0,0,0,0,6,4,67,9,1,27,0,0,0,117,0
"Manurewa","Clendon Park School Hall, 145 Rowandale Avenue ",0,0,0,2,0,0,9,11,58,23,6,10,0,0,0,119,0
,"Finlayson Park School Hall, 87 John Walker Drive",0,3,0,0,0,0,21,20,111,36,6,31,0,0,0,228,2
,"Greenmeadows Intermediate, Ferguson Road entrance",1,1,0,0,0,0,2,4,41,6,2,13,0,0,0,70,2
,"Hillpark School Hall, 57 Grande Vue Road",0,1,0,1,0,0,8,7,18,20,13,16,0,0,0,84,0
,"Homai Primary School Hall, 89 Browns Road",0,1,0,1,0,0,6,2,40,10,0,9,0,0,0,69,1
,"James Cook High School Hall, 12 Dr Pickering Avenue",0,0,0,1,0,0,13,11,66,18,3,27,0,0,0,139,0
,"Manurewa Central School, corner Great South & Hill Roads",0,1,0,0,0,0,8,2,16,6,6,3,0,0,0,42,0
,"Manurewa East School Hall, 10 Scotts Road",0,0,0,0,0,0,1,3,17,3,1,2,0,0,0,27,2
,"Manurewa Library, 7 Hill Road",0,2,0,0,0,0,11,8,37,17,10,19,0,0,0,104,2
,"Manurewa South Primary School Hall, 39 Tawa Crescent ",0,1,0,1,0,0,11,11,38,11,2,12,0,0,0,87,1
,"Manurewa West Primary School Hall, 31 McKean Avenue",0,1,0,0,0,0,4,14,39,14,4,10,0,0,0,86,0
,"Roscommon School Hall, 23 Burundi Avenue",0,6,0,1,0,0,16,19,96,23,4,36,0,0,1,202,2
,"Rowandale School Hall, 73 Rowandale Avenue",0,4,0,2,0,0,11,28,96,26,7,33,0,0,0,207,1
,"St Elizabeth's Anglican Church Hall, 182 Finlayson Avenue",0,1,0,0,0,0,2,6,26,7,1,6,0,0,0,49,2
,"St Luke's Anglican Church Hall, 3 Russell Road ",0,6,0,0,0,0,14,13,63,23,2,22,0,0,0,143,0
,"Table Tennis Club Hall, corner Browns & McVilly Roads",1,0,0,0,0,0,4,5,46,15,5,19,0,0,0,95,2
,"Te Matauranga School Hall, 206 Finlayson Avenue",0,0,0,2,0,0,11,9,36,16,3,10,0,0,0,87,0
"Papatoetoe","Puhinui Primary School Hall, 116 Puhinui Road",0,0,0,2,0,0,5,6,15,3,5,12,0,0,0,48,1
"Weymouth","Weymouth Primary School Hall, 23 Evans Road",0,1,0,1,0,0,21,21,86,23,13,27,0,0,0,193,1
,Maungakiekie
"Ellerslie","Christ Church Anglican Church, 169 Ladies Mile",0,0,0,0,0,0,1,0,9,8,11,6,0,0,0,35,0
,"Ellerslie Kindergarten, 122 Celtic Crescent",0,0,0,0,0,0,1,1,4,6,4,2,0,0,0,18,0
,"St Mary's Church Hall, 66 Main Highway",0,0,0,0,0,0,8,1,3,3,6,3,0,0,0,24,0
,"YMCA Centre, Downstairs Childcare Centre, 46 Michaels Avenue",0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,8,0
"Mt Wellington","Bailey Road School, 19 Bailey Road",1,0,0,1,0,0,6,1,28,11,11,13,0,0,0,72,0
,"Panmure District School, 87 Mt Wellington Highway",0,0,0,1,0,0,2,1,21,8,4,4,0,0,0,41,0
,"Pensioner Flats Hall, 7 Rowlands Avenue",0,0,0,0,0,0,0,2,4,1,0,3,0,0,0,10,0
,"Stanhope Road School, 2B Harris Road",1,0,0,0,0,0,9,6,16,7,9,6,0,0,0,54,0
,"Sylvia Park School, 3 Longford Street",0,1,0,0,0,1,6,1,20,7,8,13,0,0,0,57,0
"One Tree Hill","Oranga School, 21 Rangipawa Road",0,2,0,1,0,0,6,3,12,2,1,6,0,0,0,33,0
,"St Oswald's Anglican Church Hall, 193 Campbell Road",0,0,0,0,0,0,2,1,3,1,4,3,0,0,0,14,0
"Onehunga","Onehunga Co-operating Parish, corner Grey Street & Onehunga Mall",0,0,0,0,0,0,2,1,7,3,1,6,0,0,0,20,0
,"Onehunga High School, 24 Pleasant Street",0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,8,0
,"Onehunga Primary School, 122 Arthur Street",0,0,0,0,0,0,5,3,8,5,3,7,0,0,0,31,0
,"St Peter's Anglican Church, corner Church Street & Onehunga Mall",0,1,0,0,0,0,4,6,20,6,0,9,0,0,0,46,0
"Oranga","St Stephen's Church Hall, 21 Waitangi Road",0,0,0,1,0,0,1,6,17,5,2,8,0,0,0,40,0
,"Te Papapa School, 219 Mt Smart Road",0,1,0,2,0,0,4,9,41,6,2,5,0,0,0,70,3
"Otahuhu","Panama Road School, 139 Panama Road",0,1,0,1,0,0,11,15,48,13,6,17,0,0,0,112,3
"Panmure","Panmure Bridge Primary School, 76 Kings Road",0,1,0,1,0,0,3,3,27,13,2,9,0,0,0,59,0
,"Panmure Community Centre, 7-13 Pilkington Road",0,1,0,1,0,0,2,7,21,9,3,11,0,0,0,55,1
,"Ruapotaka Primary School, 10A Taratoa Street",0,0,0,0,0,0,3,2,18,6,0,2,0,0,0,31,0
,"St Patrick's Church Hall, 19 Sunset View Road",1,0,0,0,0,0,1,0,6,2,0,1,0,0,0,11,0
,"Tamaki Community Church, 4A Court Crescent",1,0,0,0,0,0,2,1,10,4,0,8,0,0,0,26,2
,"Tamaki Primary School, 11A Alamein Road",0,0,0,0,0,0,0,8,38,6,4,15,0,0,0,71,0
"Penrose","One Tree Hill College, 421-451 Great South Road",0,1,0,0,0,0,5,4,11,2,2,3,0,0,0,28,0
"Point England","Point England Primary School, 130 Point England Road",0,0,0,1,0,0,9,3,52,11,2,13,0,0,0,91,2
,Mt Albert
"Grey Lynn","Grey Lynn Community Centre, 510 Richmond Road",0,0,0,0,0,0,20,3,19,7,4,3,0,0,0,56,1
,"Grey Lynn Primary School, 44 Surrey Crescent",0,0,0,0,0,0,8,2,10,4,2,2,0,0,0,28,0
,"Mata'aga Hall, 18 Leighton Street",0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,6,0
,"St Joseph's School Hall, 456 Great North Road",0,0,0,0,0,0,4,1,5,2,3,2,0,0,0,17,0
"Kingsland","Congregational Christian Church of Samoa, 50 Bond Street",0,0,0,0,0,0,9,1,8,2,3,3,0,0,0,26,0
,"Kowhai Intermediate School, 26 Onslow Road",0,0,0,1,0,0,15,9,13,5,9,7,0,0,0,59,0
"Morningside","Morningside Church of Christ Hall, 42 Leslie Avenue",0,0,0,0,0,0,3,1,10,2,1,1,0,0,1,19,0
"Mt Albert","Gladstone Primary School Hall, 8 Seaview Terrace",1,0,0,0,0,0,7,2,8,5,6,3,0,0,0,32,0
,"Marist College, 31 Alberton Avenue",0,0,0,0,0,0,5,0,6,1,3,3,0,0,0,18,0
,"Mt Albert Baptist Church, Jubilee Hall, 732 New North Road",0,0,0,0,0,0,3,1,8,5,8,0,0,0,0,25,0
,"Mt Albert Kindergarten, 24 Mark Road",0,0,0,0,0,0,2,2,1,2,2,3,0,0,0,12,0
,"Mt Albert Methodist Church Hall, corner New North Road & Alexis Avenue",0,0,0,0,0,0,3,0,4,2,1,2,0,0,0,12,0
,"Mt Albert Presbyterian Church Hall, 14 Mt Albert Road",0,0,0,0,0,0,3,0,5,2,2,0,0,0,0,12,0
,"Mt Albert Primary School Hall, 6 Sainsbury Road (Taylors Road entrance)",0,0,0,0,0,0,4,2,10,0,2,2,0,0,0,20,0
,"Owairaka District School Hall, 113 Richardson Road",0,1,0,0,0,0,3,3,20,5,3,15,0,0,0,50,0
,"Rossgrove Chapel, 12 Rossgrove Terrace",0,0,0,0,0,0,8,0,8,2,7,2,0,0,0,27,0
,"Salvation Army Community Church Hall, 218 Mt Albert Road (Duncan Avenue entrance)",0,0,0,0,0,0,7,0,10,3,3,2,0,0,0,25,0
"Mt Eden","Balmoral School Hall, 19 Brixton Road",0,0,0,0,0,0,1,1,6,0,2,1,0,0,0,11,0
,"Good Shepherd Parish Hall, 30 Telford Avenue",0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,7,0
"Newton","Newton Central School, Waima Street",0,0,0,0,0,0,6,3,7,0,2,1,0,0,0,19,0
"Point Chevalier","Pasadena Intermediate School Hall, 26 Moray Place",0,0,0,0,0,0,0,0,5,2,3,2,0,0,0,12,0
,"Point Chevalier Primary School, 7-31 Te Ra Road",0,0,0,0,0,0,10,1,5,3,6,3,0,0,0,28,0
,"Springs of Life Church Hall, 126 Point Chevalier Road",0,0,0,1,0,0,10,1,7,2,4,3,0,0,0,28,0
"Sandringham","Christian Family Church Hall, 631 Sandringham Road",0,0,0,0,0,0,4,2,8,3,2,3,0,0,0,22,0
,"Edendale Primary School Hall, 419 Sandringham Road",0,1,0,0,0,0,14,3,17,6,3,1,0,0,1,46,1
"Western Springs","Greek Orthodox Church Hall, 108 Western Springs Road",0,0,0,0,0,0,4,3,8,1,6,5,0,0,0,27,0
"Westmere","Westmere School, Larchwood Avenue",0,0,0,0,0,0,10,1,11,7,3,4,0,0,0,36,0
,Mt Roskill
"Balmoral","Auckland Deaf Society Incorporated, 164 Balmoral Road",0,0,0,0,0,0,3,0,8,0,4,3,0,0,0,18,0
,"Balmoral Scout Group, Pollard Park, 1a Waitomo Avenue",0,0,0,1,0,0,4,0,2,3,3,2,0,0,0,15,0
"Epsom","Epsom Methodist Church Hall, 12 Pah Road",0,0,0,0,0,0,4,0,2,0,2,1,0,0,0,9,0
"Hillsborough","Hillsborough Primary School ,18 Belfast Street",0,0,0,1,0,0,6,0,3,4,2,4,0,0,0,20,0
,"St David's Church, 202 Hillsborough Road",0,0,0,1,0,0,4,1,4,4,1,7,0,0,0,22,0
,"Waikowhai Primary School, 381 Hillsborough Road",0,0,0,0,0,0,1,0,7,1,2,2,0,0,0,13,0
"Lynfield","Halsey Drive Primary School, 106 Halsey Drive",0,1,0,0,0,0,1,1,5,0,1,1,0,0,0,10,0
,"Lynfield Tennis Club, 18 The Avenue",0,0,0,0,0,0,4,0,11,1,2,0,0,0,0,18,0
"Mt Eden","Maungawhau School, 43 Ellerton Road",0,0,0,0,0,0,8,5,3,1,2,2,0,0,0,21,0
"Mt Roskill","Christ The King Parish School Hall, 288 Richardson Road",0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,8,0
,"Dominion Road School, 14 Quest Terrace",0,0,0,0,0,0,4,1,9,2,2,6,0,0,0,24,0
,"Hay Park School, 670 Richardson Road",0,1,0,0,0,0,4,6,7,5,1,4,0,0,0,28,1
,"May Road School, 504 Richardson Road",0,0,0,0,0,0,1,5,13,6,3,0,0,0,0,28,0
,"Mt Roskill Intermediate School, 62 Denbigh Avenue",0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,7,0
,"St Giles Presbyterian Church, 1207 Dominion Road",0,0,0,0,0,0,4,0,9,3,2,0,0,0,0,18,0
,"St John's Presbyterian Church, 422 Mt Albert Road",0,0,0,0,0,0,1,2,7,1,0,2,0,0,0,13,0
,"Sunnydene Special School, 48 Smallfield Avenue",0,0,0,0,0,0,3,4,4,2,0,1,0,0,0,14,0
,"Tri-Star Gymnastic Club Incorporated, 55 Arundel Street",0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,6,0
,"Wesley Intermediate School, 798 Sandringham Road",0,0,0,0,0,0,4,1,13,2,2,2,0,0,0,24,0
,"Wesley Primary School, 24 Potter Avenue",0,0,0,0,0,0,3,3,12,4,0,4,0,0,0,26,1
"Royal Oak","Royal Oak Intermediate, 74 Symonds Street (Trafalgar Street entrance)",0,0,0,1,0,0,5,3,12,3,1,2,0,0,0,27,0
,"Royal Oak Primary School, Chandler Avenue (663 Manukau Road entrance)",0,0,0,1,0,0,4,2,9,0,6,5,0,0,0,27,0
"Three Kings","Mt Roskill Primary School, 37 Frost Road",0,0,0,0,0,0,2,0,3,1,1,2,0,0,0,9,0
,"Three Kings School, 944 Mt Eden Road",0,0,0,0,0,0,9,6,16,1,5,3,0,0,0,40,0
,New Lynn
"Avondale","Ascot Room, Avondale Race Course, 2-48 Ash Street",0,0,0,0,0,0,3,4,14,2,4,3,0,0,0,30,1
,"Avondale Baptist Church, 1288 New North Road",0,0,0,1,0,0,9,0,9,5,2,2,0,0,0,28,0
