Party and Electorate Candidate Votes Recorded at each polling place
"Otaki 38","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Waikanae Beach","Waikanae Beach Community Hall, Rauparaha Street",0,15,1,4,0,0,5,1,74,18,404,0,4,408,0,56,0,0,51,1041,5
"Waitarere Beach","St Aidan's Anglican Church, Waitarere Beach Road",0,2,1,1,0,0,0,0,31,5,120,0,3,126,0,32,0,0,6,327,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,5,2,0,8,1,0,1,14,9,366,0,1,248,2,43,1,1,8,710,8
,"Ordinary Votes BEFORE polling day",0,28,5,6,4,0,15,0,154,35,1237,0,22,1251,0,201,1,1,95,3055,11
,"Special Votes BEFORE polling day",0,1,2,1,0,1,3,1,17,5,188,0,5,191,0,31,0,0,12,458,3
,"Special Votes On polling day",0,20,1,6,3,2,9,1,143,20,704,1,22,570,1,73,0,0,53,1629,2
,"Overseas Special Votes including defence force",0,6,2,0,0,2,0,0,26,2,164,0,6,166,0,17,1,0,10,402,1
,"Special Votes Allowed for Party Only",0,0,0,6,1,0,2,0,10,1,126,0,17,59,0,6,0,0,2,230,0
,"Otaki Total",14,383,78,88,37,21,154,7,1761,614,16131,9,286,15174,4,2630,14,5,1297,38707,134
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",38841
"Electorate Party Valid Votes for Otaki",,"Labour Party - .416746325"
"99 MP Party",14,.0003616917
"ACT New Zealand",383,.0098948511
"Alliance",78,.0020151394
"Aotearoa Legalise Cannabis Party",88,.0022734906
"Christian Heritage NZ",37,.0009558994
"Democrats for Social Credit",21,.0005425375
"Destiny New Zealand",154,.0039786085
"Direct Democracy Party",7,.0001808458
"Green Party",1761,.0454956468
"Jim Anderton's Progressive",614,.0158627638
"Labour Party",16131,.416746325
"Libertarianz",9,.0002325161
"Mâori Party",286,.0073888444
"National Party",15174,.3920221149
"New Zealand Family Rights Protection Party",4,.0001033405
"New Zealand First Party",2630,.0679463663
"OneNZ Party",14,.0003616917
"The Republic of New Zealand Party",5,.0001291756
"United Future New Zealand",1297,.033508151
