Party and Electorate Candidate Votes Recorded at each polling place
"Tāmaki 48","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"St Philips Church Hall, corner Tuhimata Street & St Heliers Bay Road",15,0,1,13,0,65,95,1,0,3,677,39,5,914,4
"Stonefields","Stonefields School, 81 Tihi Street",25,0,1,27,0,83,148,0,2,4,829,29,6,1154,5
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Auckland Central",5,0,0,0,0,21,13,0,0,0,89,0,0,128,0
,"Ordinary Votes BEFORE polling day - Taken in Epsom",14,0,0,6,0,39,36,0,0,2,313,13,7,430,4
,"Ordinary Votes BEFORE polling day - Taken in Maungakiekie",4,0,0,0,0,9,11,0,0,1,69,4,0,98,0
,"Ordinary Votes BEFORE polling day - Taken in Tāmaki",139,1,12,54,0,340,558,0,4,20,3628,173,19,4948,46
,"Special Votes BEFORE polling day",8,1,2,10,0,61,129,2,0,1,320,15,2,551,3
,"Special Votes On polling day",40,0,12,31,0,311,592,6,11,11,1563,87,7,2671,18
,"Overseas Special Votes including Defence Force",25,0,0,5,0,79,93,0,1,3,462,4,3,675,4
,"Votes Allowed for Party Only",6,0,8,6,0,66,187,0,13,4,271,8,2,571,8
,"Tāmaki Total",893,6,107,575,5,3314,6642,30,102,193,24338,1421,156,37782,255
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",38037
"Electorate Party Valid Votes for Tāmaki",,"National Party - .6441691811"
"ACT New Zealand",893,.0236355937
"Alliance",6,.0001588058
"Aotearoa Legalise Cannabis Party",107,.0028320364
"Conservative Party",575,.0152188873
"Democrats for Social Credit",5,.0001323382
"Green Party",3314,.0877137261
"Labour Party",6642,.175797999
"Libertarianz",30,.0007940289
"Mana",102,.0026996983
"Māori Party",193,.0051082526
"National Party",24338,.6441691811
"New Zealand First Party",1421,.0376105024
"United Future",156,.0041289503
