Party and Electorate Candidate Votes Recorded at each polling place
"Tāmaki 48","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Auckland City","Auckland High Court, corner Waterloo Quadrant & Parliament Street",0,0,0,0,0,7,6,0,0,1,10,2,0,26,0
,"AUT Wellesley Campus, Building WA, Conference Room, Gate 2, 55 Wellesley Street ",0,0,0,0,0,3,7,0,0,0,12,0,0,22,1
,"Liston House, 30-32 Hobson Street",0,0,0,0,0,1,10,0,0,0,6,0,2,19,0
"Ellerslie","Christ Church Anglican Church, 169 Ladies Mile",9,0,1,14,1,52,90,0,3,1,366,20,4,561,7
,"Ellerslie Kindergarten, 122 Celtic Crescent",8,0,1,14,0,78,123,0,1,3,410,29,4,671,1
,"Michael Park School, 55 Amy Street",1,0,0,1,0,12,14,0,0,1,19,0,0,48,0
,"St Mary's Church Hall, 66 Main Highway",2,0,0,1,0,12,36,0,1,0,104,4,0,160,1
,"YMCA Centre, Downstairs Childcare Centre, 46 Michaels Avenue",0,0,1,2,0,11,29,0,0,0,78,2,0,123,0
"Glen Innes","Glen Innes Primary School, 38-42 Eastview Road",2,0,3,9,0,23,337,0,8,5,121,33,0,541,10
,"Glenbrae Primary School, 105 Leybourne Circle",2,0,0,0,0,14,255,0,2,2,30,15,0,320,3
,"Grace International, 77 Line Road",6,1,0,5,0,30,287,1,3,3,119,50,0,505,12
,"Sacred Heart College, 250 West Tamaki Road",13,1,4,14,0,74,135,0,3,6,368,40,6,664,6
,"Tamaki College, corner Elstree Avenue & Taniwha Street",7,0,2,11,0,30,463,1,6,4,153,42,1,720,15
"Glendowie","Churchill Park School, Riddell Road",6,0,4,13,0,88,72,0,5,6,559,12,4,769,2
,"Glen Taylor Primary School, 172 West Tamaki Road",10,0,4,14,1,101,223,1,3,5,429,32,6,829,4
,"Glendowie Primary School, 217 Riddell Road",28,0,4,22,2,113,152,0,0,8,918,44,5,1296,10
"Kohimarama","Kohimarama Primary School, 112 Kohimarama Road",54,0,1,32,0,88,137,0,1,10,1010,40,2,1375,2
,"Presbyterian Church Hall, 34 Kohimarama Road",20,0,0,21,0,53,69,1,0,2,501,41,1,709,2
,"St Thomas's School, 113 Allum Street",61,0,7,26,0,168,232,1,1,7,1420,88,15,2026,10
"Meadowbank","Free Kindergarten, 122 Meadowbank Road",15,0,2,9,0,77,134,0,3,4,436,30,3,713,1
,"St Chad's Church Hall, 38 St John's Road",38,0,3,39,1,197,244,3,2,8,1276,84,7,1902,5
,"St John's College, Wesley Hall, 202-210 St John's Road",54,1,3,34,0,176,279,2,6,9,1018,79,8,1669,6
"Mechanics Bay","Auckland Marine Rescue Centre, 3 Solent Street",0,0,0,0,0,2,1,0,0,0,20,1,0,24,0
"Mission Bay","Patteson Guide Hall, 87 Patteson Avenue",33,0,2,15,0,80,117,0,3,4,770,30,3,1057,2
"Mt Wellington","Panmure District School, 87 Mt Wellington Highway",2,0,0,3,0,19,60,1,0,0,106,17,1,209,3
,"Stanhope Road School, 2b Harris Road",3,1,0,1,0,17,61,0,3,0,106,17,0,209,2
"Orakei","Orakei Presbyterian Church Hall, 162 Coates Avenue",44,0,3,17,0,111,241,2,5,11,809,36,2,1281,15
,"Orakei Primary School, 1 Grace Street",30,0,3,10,0,84,80,0,1,8,583,33,4,836,5
"Panmure","Tamaki Intermediate School, 80a Tripoli Road",0,0,2,0,0,6,33,0,1,2,38,2,1,85,1
"Parnell","Jubilee Hall, Parnell Community Centre, 545 Parnell Road",1,0,0,1,0,4,10,0,0,0,25,1,0,42,0
,"Parnell District School, 48 St Stephens Avenue",2,0,0,2,0,7,4,0,0,0,27,6,0,48,0
,"Selwyn Library, 10 St Stephens Avenue",0,0,0,0,0,2,2,0,0,0,9,0,0,13,0
"Point England","Point England Primary School, 130 Point England Road",2,0,1,3,0,7,216,0,3,1,36,15,0,284,3
"Remuera","Baptist Church Hall, 641 Remuera Road",15,0,0,15,0,64,88,0,0,5,461,19,5,672,4
,"Meadowbank Primary School, 68 Waiatarua Road",22,0,6,7,0,72,89,0,1,5,535,17,1,755,2
,"Remuera Intermediate School, 36 Ascot Avenue",6,0,1,4,0,15,38,0,0,2,127,12,0,205,4
,"Somervell Presbyterian Church and Community Centre, 497 Remuera Road",14,0,0,2,0,44,58,0,0,0,283,17,0,418,2
,"St Aidan's Parish Hall, 5 Ascot Avenue",6,0,0,1,0,12,9,1,0,0,100,4,0,133,0
"St Heliers","Lawn Tennis Club, 3 Goldie Street",20,0,4,16,0,74,94,1,3,4,723,40,10,989,6
,"Masonic Lodge Hall, 26 Hanene Street",21,0,1,8,0,27,53,0,0,4,398,22,3,537,7
,"St Heliers Primary School, 126-160 St Heliers Bay Road",55,0,8,37,0,185,192,6,3,13,1598,73,7,2177,9
