Party and Electorate Candidate Votes Recorded at each polling place
"Papakura 39","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Alfriston","Alfriston School, Alfriston Road",8,0,3,15,1,20,81,0,0,1,417,40,1,587,4
"Ardmore","Ardmore School, 559 Papakura-Clevedon Road",7,0,0,8,0,29,42,1,0,1,287,22,0,397,3
"Clarks Beach","Church By The Seashore, 14-16 Torkar Road",1,0,1,22,2,28,55,0,1,4,302,47,3,466,5
"Drury","Drury School, 23-25 Youngs Crescent",26,1,9,37,0,86,158,2,4,5,906,106,9,1349,2
"Henderson","The Trusts Stadium (Ukulele Festival), Central Park Drive",0,0,0,0,0,0,4,0,0,0,3,1,0,8,0
"Karaka","Karaka School, Blackbridge Road ",15,0,0,29,0,19,37,0,0,0,415,19,2,536,4
,"Te Hihi School, corner Linwood & Batty Roads",12,0,2,15,0,31,42,0,0,5,476,34,2,619,2
"Manurewa","Alfriston College, Alfriston Road entrance",10,0,3,53,1,54,674,0,6,10,498,54,9,1372,17
,"Clayton Park School, Wattle Farm Road entrance",15,1,5,86,0,123,552,2,5,5,1313,224,4,2335,11
,"Elmwood Village Community Centre,131 Hill Road",4,0,1,17,1,26,89,1,0,1,296,44,1,481,2
,"Finlayson Park School, 87 John Walker Drive",0,0,0,0,0,0,17,0,1,0,4,0,0,22,0
,"Hillpark School Hall, 57 Grande Vue Road",1,0,2,1,0,7,42,0,0,0,55,10,1,119,0
,"James Cook High School, 12 Dr Pickering Avenue",0,0,2,0,0,0,51,0,0,0,10,6,0,69,0
,"Manurewa Central School, corner Great South & Hill Roads",0,0,0,2,0,4,11,0,0,0,31,2,0,50,1
,"Manurewa East School, Scotts Road",1,0,0,1,0,3,56,0,0,1,25,7,0,94,1
,"Manurewa Library, 7 Hill Road",4,0,0,13,0,10,138,0,3,2,123,21,2,316,7
,"Rowandale School, 73 Rowandale Avenue",0,0,0,0,0,1,4,0,1,0,3,0,0,9,0
,"St Luke's Anglican Church Hall, 3 Russell Road (Weymouth Road entrance)",0,0,0,0,0,5,24,0,0,0,17,9,0,55,2
,"The Gardens School, 101 Charles Prevost Drive",18,0,3,32,0,53,220,0,4,10,836,49,7,1232,5
"Papakura","Community Hall, 18 Smiths Avenue",0,0,1,2,0,4,88,0,2,1,7,8,0,113,5
,"Cosgrove School, 10 Cosgrove Road",16,0,8,35,0,55,364,0,9,7,535,151,3,1183,14
,"Kelvin Road School, 74 Kelvin Road",5,0,6,21,0,23,310,0,10,5,195,81,1,657,10
,"Nga Puawai O Wikitoria Te Kohanga Reo, 32 Old Wairoa Road",0,0,3,8,0,20,144,0,3,3,131,50,0,362,5
,"Opaheke School, 12a Tasman Drive",16,0,9,42,1,77,223,1,2,7,633,99,3,1113,5
,"Papakura Anglican Church, 40 Coles Crescent",7,3,1,27,0,51,184,0,1,1,350,94,5,724,6
,"Papakura Central School, 23 Ray Small Drive",14,0,6,56,0,103,305,2,2,8,838,129,10,1473,10
,"Papakura District Court, corner Great South Road & Wood Street",7,0,3,15,0,50,226,0,4,2,348,91,2,748,8
,"Papakura High School, 11 Willis Road",7,0,5,25,0,48,333,1,5,3,322,99,6,854,6
,"Papakura Normal Primary School, Walters Road entrance",6,0,2,36,1,63,392,0,3,4,612,91,2,1212,4
,"Papakura South School, 58 Beach Road",5,0,4,29,0,38,138,2,3,3,518,49,6,795,2
,"Red Hill School Hall, Redcrest Avenue (Mack Place entrance)",3,0,9,30,0,40,197,0,4,4,294,60,4,645,3
,"Rosehill Intermediate School, 5 Jupiter Street",10,0,4,23,1,44,259,1,5,4,260,86,3,700,10
"Patumahoe","Patumahoe School, 38 Patumahoe Road",1,0,0,4,0,8,11,2,0,0,59,3,1,89,0
"Ramarama","Ramarama School, 126 Ararimu Road",0,0,0,6,0,5,4,0,0,0,48,0,0,63,0
"Takanini","Conifer Grove School Hall, 70 Walter Strevens Drive",19,0,9,68,0,94,297,2,3,10,1051,122,7,1682,12
,"Takanini Church of Christ Hall, 160 Great South Road",6,0,2,13,0,20,184,0,3,3,175,73,1,480,3
,"Takanini School Hall, 39 Takanini School Road ",7,0,4,15,0,31,318,0,7,4,224,61,0,671,4
"Waiau Pa","Waiau Pa School, Events Centre, 571 Waiau Pa Road",10,0,2,35,2,45,75,0,1,6,492,46,5,719,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Hunua",3,0,0,1,0,4,6,0,0,0,46,2,0,62,1
,"Ordinary Votes BEFORE polling day - Taken in Manurewa",11,1,2,13,0,52,325,0,6,3,487,86,5,991,13
,"Ordinary Votes BEFORE polling day - Taken in Papakura",26,1,8,70,1,122,631,4,11,13,1403,289,15,2594,29
,"Special Votes BEFORE polling day",5,0,0,2,0,30,154,0,4,1,213,40,2,451,6
,"Special Votes On polling day",16,2,20,48,0,144,761,1,19,27,1102,133,11,2284,17
,"Overseas Special Votes including Defence Force",3,0,0,5,0,19,24,0,0,0,103,6,0,160,1
,"Votes Allowed for Party Only",6,0,13,7,0,42,353,0,27,19,177,36,0,680,7
,"Papakura Total",331,9,152,967,11,1731,8603,22,159,183,16640,2680,133,31621,250
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",31871
"Electorate Party Valid Votes for Papakura",,"National Party - .526232567"
"ACT New Zealand",331,.0104677271
"Alliance",9,.000284621
"Aotearoa Legalise Cannabis Party",152,.0048069321
"Conservative Party",967,.030580943
"Democrats for Social Credit",11,.0003478701
"Green Party",1731,.0547421018
"Labour Party",8603,.2720660321
"Libertarianz",22,.0006957402
"Mana",159,.005028304
"Māori Party",183,.0057872933
"National Party",16640,.526232567
"New Zealand First Party",2680,.0847538029
"United Future",133,.0042060656
