Party and Electorate Candidate Votes Recorded at each polling place
"Taupo 51","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Acacia Bay","Acacia Bay Community Hall, Wakeman Road",2,12,1,0,0,0,5,0,44,4,197,0,4,614,0,56,0,0,31,970,0
"Arapuni","Te Wananga-O-Raukawa Campus",0,0,0,1,0,0,0,0,7,1,40,0,2,34,0,12,0,0,1,98,0
"Hikumutu","Hikumutu Community Centre, Hikumutu Road",0,2,0,0,0,0,0,0,0,0,6,0,2,33,0,2,0,0,1,46,0
"Kaitieke","Kaitieke School, Activities Room, Kaitieke Road",0,5,0,0,0,0,0,0,2,0,1,0,0,41,0,2,0,1,3,55,1
"Kakahi","Kakahi School, Pukehou Road",0,0,0,0,0,0,1,0,2,0,18,0,1,13,0,5,0,0,0,40,0
"Kinloch","Kinloch Country Club Hall, Mata Place",0,2,0,0,1,0,0,0,10,0,72,0,1,212,0,19,0,0,6,323,0
"Kuratau","Kuratau School, Room 1, Junction of Western Access and Taumarunui Highway",0,1,0,0,0,0,0,0,2,0,25,0,0,27,0,5,0,0,1,61,0
"Lichfield","Lichfield School Hall, Lichfield Rd",0,6,0,2,0,0,1,0,2,2,60,0,1,153,0,11,0,0,8,246,0
"Mangakino","Mangakino Civic Hall, Tactic Room, Rangatira Drive",0,2,0,0,0,2,0,0,9,5,165,1,10,67,0,39,0,0,5,305,0
"Marotiri","Marotiri School Hall, 1569 SH 32",0,0,0,0,0,0,0,0,2,1,33,0,2,123,0,13,0,0,4,178,0
"Mihi","Mihi School, 76 Springs Road",0,0,0,0,0,0,0,0,0,0,6,0,1,13,0,4,0,0,1,25,0
"National Park","National Park School Hall, Carroll Street",0,3,0,0,0,0,0,0,16,1,43,0,0,59,0,12,0,0,3,137,1
"Ngakonui","Ngakonui Valley School, Kauri Room, Taumarunui-Ngapuke Road, RD 4 Taumarunui",0,3,0,0,0,0,0,0,2,0,19,1,2,33,0,2,1,0,2,65,0
"Ngapuke","Ngapuke School, Room 1, Taumarunui-Ngapuke Road, RD 4 Taumarunui",0,0,0,0,0,0,0,0,1,0,7,0,0,21,0,1,0,0,0,30,0
"Ohakune","Ohakune Courthouse, Rata St",0,9,0,0,0,0,0,0,26,3,115,1,6,150,0,28,0,0,3,341,1
,"Ohakune Primary School Hall, 52 Arawa Street",0,1,0,4,2,0,0,0,20,4,56,0,0,110,0,15,0,0,7,219,2
"Okoroire","Kuranui School Library, 66 Waiomou Rd",0,6,0,0,0,0,1,0,7,2,25,0,1,151,0,12,0,0,6,211,0
"Omori","Taupo District Council Omori Depot, Omori Road",0,2,0,0,0,0,0,0,5,1,26,0,1,64,0,9,0,0,3,111,1
"Orautoha","Orautoha School Library, Pukekaha Road",0,2,0,0,0,0,0,0,4,0,3,0,0,35,0,4,0,0,3,51,1
"Owhango","Owhango School Resource Room, Ohorere Street",0,2,0,2,0,0,0,0,12,2,69,0,0,102,0,26,0,0,2,217,1
"Puketurua","Puketurua Memorial Hall, Old Taupo Rd",0,5,0,0,0,0,3,0,15,0,26,0,1,123,0,10,0,0,5,188,0
