Party and Electorate Candidate Votes Recorded at each polling place
"Wellington Central 59","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Brooklyn","Brooklyn Community Centre, 18 Harrison Street",45,2,2,0,0,297,10,5,548,0,21,433,26,0,2,4,1,13,2,1411,3
,"Brooklyn School, 58 Washington Avenue",30,2,2,1,0,147,4,1,301,0,6,315,25,0,0,2,0,7,1,844,1
"Chartwell","Crofton Downs Primary School Hall, 1 Chartwell Drive",0,0,0,0,0,6,0,0,9,0,0,4,0,0,0,1,0,3,0,23,0
"Hataitai","Hataitai Bowling Club, Upstairs Lounge, 159 Hataitai Road",2,0,1,0,0,15,2,0,13,0,0,8,0,0,0,0,0,0,0,41,0
"Johnsonville","Broderick Road Chapel, 17 Broderick Road",0,0,0,0,0,5,0,0,2,0,0,8,0,0,0,0,0,0,0,15,0
"Karori","Karori Baptist Church, 161-163 Karori Road",54,0,2,0,4,149,10,5,295,0,5,473,16,0,0,2,0,14,0,1029,1
,"Karori Normal School, Donald Street",100,0,1,0,0,235,9,1,548,1,14,756,26,0,0,8,0,15,1,1715,1
,"Karori Playcentre, 64 Campbell Street ",54,1,3,0,0,144,4,1,281,1,6,343,13,0,0,3,0,12,0,866,5
,"Karori West School, Allington Road",55,0,1,0,5,162,8,2,520,2,6,450,18,0,0,1,0,12,1,1243,3
,"Karori West Scout Hall, 21 Sunshine Avenue",23,1,0,0,1,78,2,5,257,0,2,167,9,0,0,1,0,15,0,561,4
,"St Teresa's Parish Hall, 301 Karori Road",58,0,2,0,3,143,12,6,416,1,4,563,34,0,0,8,0,20,1,1271,3
"Kelburn","Kelburn Normal School, 16 Kowhai Road",32,0,0,0,0,197,7,1,272,3,12,328,9,0,0,3,0,8,0,872,0
,"St Michael's and All Angels Parish Hall, 83 Upland Road",77,1,2,0,0,332,8,2,394,2,10,422,13,0,1,14,0,10,0,1288,1
"Khandallah","St Barnabas Parish Hall, 35 Box Hill",1,0,0,0,0,1,0,0,9,0,0,5,0,0,0,0,0,0,0,16,0
"Makara","Makara Model School, 399 Makara Road",15,0,0,0,0,10,0,1,46,0,1,71,10,0,0,2,0,4,0,160,0
"Mt Cook","St Paul's Lutheran Church, 12 King Street",8,0,0,0,1,66,1,0,82,1,1,95,2,0,0,7,0,3,0,267,0
"Mt Victoria","Clyde Quay School, 27 Elizabeth Street",71,1,3,0,0,414,9,3,589,4,18,643,29,1,1,8,0,23,2,1819,9
,"St Joseph's Church, Bill Pearce Room, 150 Brougham Street",20,0,1,0,0,79,3,4,157,0,2,109,8,0,0,2,0,1,0,386,0
"Newtown","Newtown School Hall, corner Riddiford & Mein Streets",5,0,1,0,0,48,2,0,67,0,3,26,3,0,0,0,0,2,1,158,1
,"St James Presbyterian Church Lounge, 235 Adelaide Road",0,0,0,0,0,4,0,0,9,0,0,9,0,0,0,0,0,0,0,22,0
,"Te Whaea National Dance & Drama Centre, 11 Hutchison Road",2,0,0,0,0,43,0,0,88,1,1,50,1,0,0,0,0,2,0,188,0
,"Wellington Hospital, Te Ao Marama Training Centre, Riddiford Street (main entrance)",4,0,1,0,1,7,0,0,26,0,0,15,1,0,0,0,0,1,1,57,0
"Ngaio","Ngaio Town Hall, 1 Ottawa Road",3,0,0,0,0,14,0,0,16,0,1,12,1,0,0,0,0,1,0,48,0
"Northland","Northland School, 14 Harbour View Road",27,0,1,0,0,187,9,2,258,1,6,293,12,0,0,4,0,12,0,812,1
,"St Anne@Ward Church Hall, 69 Northland Road",27,1,3,0,1,173,4,0,256,0,3,200,14,0,0,2,0,9,0,693,1
"Oriental Bay","Overseas Terminal, 1 Herd Street (off Oriental Parade)",50,0,1,0,0,143,4,1,214,2,2,462,11,1,1,3,0,6,0,901,0
"Roseneath","St Barnabas Church Hall, 15 Maida Vale Road",3,0,0,0,0,11,1,1,11,0,0,48,3,0,0,0,0,1,0,79,0
"Thorndon","St Mary's College, Guilford Terrace",28,0,1,0,0,66,3,2,121,0,4,160,4,0,0,3,0,9,1,402,2
,"Thorndon School, 19b Hobson Crescent",38,0,3,0,0,130,8,1,276,0,12,395,12,0,0,2,1,10,0,888,4
,"Wellington Bridge Club, 17 Tinakori Road",35,0,2,0,0,119,6,0,232,0,8,293,16,0,0,2,0,12,0,725,0
"Wadestown","St Luke's Centre, 32 Pitt Street",84,0,2,0,0,198,10,1,378,0,14,568,21,0,0,0,1,10,0,1287,5
,"Wadestown School, 2 Rose Street",17,0,1,0,0,72,2,1,116,0,8,175,5,0,0,4,0,4,0,405,0
"Wellington City","Aro Valley Community Centre, 48 Aro Street",31,2,11,1,0,588,20,3,623,0,12,317,17,0,1,8,0,6,11,1651,5
,"Equippers Church, 39 Webb Street",25,0,2,0,4,134,5,2,313,0,8,152,15,0,1,8,0,4,1,674,1
,"Michael Fowler Centre, Renouf Foyer, Level 1, 111 Wakefield Street",54,2,6,0,2,490,10,4,692,3,17,653,20,0,1,13,0,22,2,1991,5
,"Mount Cook Primary School, 160 Tory Street",27,2,5,0,0,160,2,1,239,0,5,194,8,0,0,5,0,7,1,656,0
,"St Andrew's Church Hall, 30 The Terrace",51,0,1,0,0,167,12,1,251,5,7,299,11,0,0,3,0,11,0,819,2
,"St John's Church Conference Centre, corner Dixon & Willis Streets",30,0,0,0,1,152,4,4,328,3,3,212,15,0,1,9,0,8,1,771,2
,"Te Aro School, 360 The Terrace",2,0,2,0,0,69,0,0,49,1,1,50,7,0,0,2,1,0,0,184,1
,"Wellington High School, 249 Taranaki Street",11,1,1,0,1,164,1,0,263,0,8,101,7,0,0,3,0,1,0,562,0
,"Wesley Church New Hall, 75 Taranaki Street",29,0,2,0,0,150,4,0,260,0,7,249,10,0,0,3,1,2,2,719,3
"Wilton","Cardinal McKeefry School, 66 Albemarle Road",12,0,0,0,0,45,2,3,90,0,3,109,6,0,0,2,0,6,0,278,1
,"Otari School, 166 Wilton Road",20,0,1,0,0,99,3,0,207,0,4,139,10,0,0,0,0,8,0,491,2
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",4,0,1,0,1,16,4,0,61,0,1,42,2,0,0,0,0,1,2,135,3
,"Ordinary Votes BEFORE polling day",139,1,5,0,4,713,29,8,1123,1,26,1435,65,0,2,6,0,39,2,3598,1
,"Special Votes BEFORE polling day",17,0,4,0,0,121,2,2,192,0,3,228,12,0,0,2,0,4,0,587,2
,"Special Votes On polling day",126,0,21,1,7,1011,28,9,1556,6,43,1398,56,5,2,52,0,36,4,4361,6
,"Overseas Special Votes including defence force",73,3,6,1,2,580,6,0,930,8,13,927,17,0,0,2,0,18,1,2587,5
,"Votes Allowed for Party Only",9,0,4,0,0,140,2,1,260,2,20,185,9,1,0,11,0,0,0,644,2
,"Wellington Central Total",1628,20,108,4,38,8494,272,84,14244,48,351,14589,629,8,13,215,5,412,38,41200,86
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",41286
